,Score,Seq. ID,Description,Organism Source,Tax. distance,Rxn. ID,Rxn. ID - additional,EC Number,Uniprot protein evidence,Consv. Score,Rxn Sim.,Rxn Sim RF.,Direction Used,Combined score,% helices,% sheets,% turns,% coils,Mol. Weight,Isoelec. Point,Polar %,Query,Hit
11,NaN,Q63ZR6,UDP-glucuronosyltransferase 3A1,Xenopus laevis OX=8355,33.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,2.0,0.0,0.82645,NaN,1,0.826446,37.5,28.4,17.2,20.1,60436.48,7.8162,42.256,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
12,NaN,P36513,UDP-glucuronosyltransferase 2B14,Oryctolagus cuniculus OX=9986,35.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,2.0,0.0,0.82645,NaN,1,0.826446,42.6,21.6,18.1,20.8,60664.61,8.1534,42.642,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
13,NaN,Q28611,UDP-glucuronosyltransferase 1-6,Oryctolagus cuniculus OX=9986,35.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,1.0,0.0,0.82645,NaN,1,0.826446,34.0,27.0,23.7,18.4,60098.83,8.1992,39.736,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
14,NaN,P36512,UDP-glucuronosyltransferase 2B13,Oryctolagus cuniculus OX=9986,35.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,2.0,0.0,0.82645,NaN,1,0.826446,41.4,25.0,15.9,20.8,60552.10,8.3222,40.113,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
15,NaN,P36514,UDP-glucuronosyltransferase 2C1 (Fragment),Oryctolagus cuniculus OX=9986,35.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,2.0,0.0,0.82645,NaN,1,0.826446,45.7,20.4,18.5,18.7,57449.11,8.6458,42.430,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
16,NaN,O19103,UDP-glucuronosyltransferase 2B16 (Fragment),Oryctolagus cuniculus OX=9986,35.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,2.0,0.0,0.82645,NaN,1,0.826446,43.0,23.3,16.2,20.7,60077.86,7.3628,42.639,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
17,NaN,Q28612,UDP-glucuronosyltransferase 1A4,Oryctolagus cuniculus OX=9986,35.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,2.0,0.0,0.82645,NaN,1,0.826446,40.7,27.7,17.8,16.9,60488.94,8.5176,41.165,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
18,NaN,Q9R110,UDP-glucuronosyltransferase 2A3,Cavia porcellus OX=10141,36.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,2.0,0.0,0.82645,NaN,1,0.826446,44.9,22.4,19.3,16.5,59895.14,8.0293,39.811,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
19,NaN,Q95M37,NaN,Canis lupus familiaris,36.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,NaN,0.0,0.82645,NaN,1,0.826446,-,-,-,-,-,-,-,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
20,NaN,Q6K1J1,UDP-glucuronosyltransferase 2B31,Canis lupus familiaris OX=9615,36.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,1.0,0.0,0.82645,NaN,1,0.826446,42.0,23.2,17.5,20.4,60705.78,7.5739,41.698,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
21,NaN,Q1LZI1,UDP-glucuronosyltransferase 3A1,Bos taurus OX=9913,37.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,2.0,0.0,0.82645,NaN,1,0.826446,47.1,21.3,14.6,20.1,59682.20,9.6005,40.344,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
22,NaN,Q64638,UDP-glucuronosyltransferase 1A5,Rattus norvegicus OX=10116,38.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,2.0,0.0,0.82645,NaN,1,0.826446,35.7,30.7,19.4,17.3,59993.23,8.8670,41.055,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
23,NaN,P20720,UDP-glucuronosyltransferase 1-2,Rattus norvegicus OX=10116,38.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,2.0,0.0,0.82645,NaN,1,0.826446,42.0,25.7,18.6,16.8,60045.23,8.5106,40.525,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
24,NaN,P08430,UDP-glucuronosyltransferase 1-6,Rattus norvegicus OX=10116,38.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,1.0,0.0,0.82645,NaN,1,0.826446,35.9,24.8,22.4,20.1,60132.06,8.8731,41.021,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
25,NaN,P36511,UDP-glucuronosyltransferase 2B15,Rattus norvegicus OX=10116,38.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,1.0,0.0,0.82645,NaN,1,0.826446,40.7,23.3,20.2,18.9,61060.08,7.7961,41.321,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
26,NaN,P70624,NaN,Rattus norvegicus,38.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,NaN,0.0,0.82645,NaN,1,0.826446,-,-,-,-,-,-,-,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
27,NaN,P09875,UDP-glucuronosyltransferase 2B1,Rattus norvegicus OX=10116,38.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,1.0,0.0,0.82645,NaN,1,0.826446,34.7,25.7,23.2,19.5,60484.63,8.5644,41.966,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
28,NaN,Q64634,UDP-glucuronosyltransferase 1A8,Rattus norvegicus OX=10116,38.0,MNXR132327,MNXR130575_0.8192525494017228_nan|MNXR129979_0.8168531746482638_nan|MNXR132325_0.8144110179279556_nan|MNXR133622_0.8130599435941256_nan|MNXR130510_0.8124400681071361_nan|MNXR132263_0.8106904286404139_nan|MNXR133124_0.8055504628423993_nan|MNXR133101_0.8024183875189855_nan|MNXR132597_0.8008184603124657_nan|MNXR130461_0.7981488097412346_nan|MNXR118638_0.7919307347171469_nan,2.4.1.17,2.0,0.0,0.82645,NaN,1,0.826446,39.7,25.5,17.5,20.4,60060.31,8.8662,40.755,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.Oc1ccc(-c2ccccc2)cc1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
