reaction_id,Stratified_ground_truth_REACTION_ID,Stratified_ground_truth_true_EC,merged_output_Stratified_ground_truth_REACTION_ID,merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_ec,merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_theia_Prediction,merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_ec,merged_output_SIMMER_SIMMER pred,merged_output_SelenzymeRF_All ECs,merged_output_theia_Prediction,merged_output_BEC-Pred_Prediction,merged_output_ec,SIMMER_SIMMER pred,SelenzymeRF_All ECs,theia_Prediction,BEC-Pred_Prediction,ec
46609,,,,,,,,,,,,,,,,,,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,"2.7.11,0.9696314930915833;2.7.4,0.015623744577169418;2.7.1,0.01297016628086567;2.7.6,0.0008085491717793047;2.7.2,0.00023307411174755543",2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.21
46609,,,,,,,,,,,,,,,,,,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,"2.7.11,0.9696314930915833;2.7.4,0.015623744577169418;2.7.1,0.01297016628086567;2.7.6,0.0008085491717793047;2.7.2,0.00023307411174755543",2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.22
46609,,,,,,,,,,,,,,,,,,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,"2.7.11,0.9696314930915833;2.7.4,0.015623744577169418;2.7.1,0.01297016628086567;2.7.6,0.0008085491717793047;2.7.2,0.00023307411174755543",2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.24
46609,,,,,,,,,,,,,,,,,,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,"2.7.11,0.9696314930915833;2.7.4,0.015623744577169418;2.7.1,0.01297016628086567;2.7.6,0.0008085491717793047;2.7.2,0.00023307411174755543",2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.25
46609,,,,,,,,,,,,,,,,,,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,"2.7.11,0.9696314930915833;2.7.4,0.015623744577169418;2.7.1,0.01297016628086567;2.7.6,0.0008085491717793047;2.7.2,0.00023307411174755543",2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.34
46609,,,,,,,,,,,,,,,,,,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,"2.7.11,0.9696314930915833;2.7.4,0.015623744577169418;2.7.1,0.01297016628086567;2.7.6,0.0008085491717793047;2.7.2,0.00023307411174755543",2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.35
46609,,,,,,,,,,,,,,,,,,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,"2.7.11,0.9696314930915833;2.7.4,0.015623744577169418;2.7.1,0.01297016628086567;2.7.6,0.0008085491717793047;2.7.2,0.00023307411174755543",2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.36
46609,,,,,,,,,,,,,,,,,,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,"2.7.11,0.9696314930915833;2.7.4,0.015623744577169418;2.7.1,0.01297016628086567;2.7.6,0.0008085491717793047;2.7.2,0.00023307411174755543",2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.37
46609,,,,,,,,,,,,,,,,,,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,"2.7.11,0.9696314930915833;2.7.4,0.015623744577169418;2.7.1,0.01297016628086567;2.7.6,0.0008085491717793047;2.7.2,0.00023307411174755543",2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.38
46609,,,,,,,,,,,,,,,,,,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,"2.7.11,0.9696314930915833;2.7.4,0.015623744577169418;2.7.1,0.01297016628086567;2.7.6,0.0008085491717793047;2.7.2,0.00023307411174755543",2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.39
46609,,,,,,,,,,,,,,,,,,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,"2.7.11,0.9696314930915833;2.7.4,0.015623744577169418;2.7.1,0.01297016628086567;2.7.6,0.0008085491717793047;2.7.2,0.00023307411174755543",2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.12.1
46609,,,,,,,,,,,,,,,,,,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,"2.7.11,0.9696314930915833;2.7.4,0.015623744577169418;2.7.1,0.01297016628086567;2.7.6,0.0008085491717793047;2.7.2,0.00023307411174755543",2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.11.1,2.7.11;2.7.1,2.7.1.-|2.7.1.177;2.7.11.11|2.7.12.2;2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;2.7.1.100,2.7.11;2.7.4;2.7.1;2.7.6;2.7.2,2.7.11,2.7.12.2
46769,,,,,,,,,,,,,,,,,,1.14.19,1.14.19.27,1.14.19,1.14.19,1.14.19.27,1.14.19,1.14.19,1.14.19.27,1.14.19,1.14.19.1|1.14.19.M26;1.14.99.1;1.14.19.28;1.14.19.42;1.14.19.3;5.3.3.8,"1.14.19,0.9946000576019287;1.14.15,0.004181657452136278;1.97.1,0.00023689189401920885;1.17.7,0.00018544713384471834;1.2.7,0.00013042709906585515",1.14.19,1.14.19.27,1.14.19,1.14.19.1|1.14.19.M26;1.14.99.1;1.14.19.28;1.14.19.42;1.14.19.3;5.3.3.8,1.14.19;1.14.15;1.97.1;1.17.7;1.2.7,1.14.19,1.14.19.27,1.14.19,1.14.19.1|1.14.19.M26;1.14.99.1;1.14.19.28;1.14.19.42;1.14.19.3;5.3.3.8,1.14.19;1.14.15;1.97.1;1.17.7;1.2.7,1.14.19,1.14.19.27,1.14.19,1.14.19.1|1.14.19.M26;1.14.99.1;1.14.19.28;1.14.19.42;1.14.19.3;5.3.3.8,1.14.19;1.14.15;1.97.1;1.17.7;1.2.7,1.14.19,1.14.19.27,1.14.19,1.14.19.1|1.14.19.M26;1.14.99.1;1.14.19.28;1.14.19.42;1.14.19.3;5.3.3.8,1.14.19;1.14.15;1.97.1;1.17.7;1.2.7,1.14.19,1.14.19.27
46797,,,,,,,,,,,,,,,,,,1.14.19,1.14.19.4,1.14.19,1.14.19,1.14.19.4,1.14.19,1.14.19,1.14.19.4,1.14.19,1.14.19.3;1.16.3.1;1.14.19.44;1.14.19.22;1.14.19.23;1.14.19.25,"1.14.19,0.9587863683700562;1.16.3,0.02111126109957695;1.14.18,0.007962790317833424;1.7.2,0.0017417180351912975;1.14.15,0.001727541908621788",1.14.19,1.14.19.4,1.14.19,1.14.19.3;1.16.3.1;1.14.19.44;1.14.19.22;1.14.19.23;1.14.19.25,1.14.19;1.16.3;1.14.18;1.7.2;1.14.15,1.14.19,1.14.19.4,1.14.19,1.14.19.3;1.16.3.1;1.14.19.44;1.14.19.22;1.14.19.23;1.14.19.25,1.14.19;1.16.3;1.14.18;1.7.2;1.14.15,1.14.19,1.14.19.4,1.14.19,1.14.19.3;1.16.3.1;1.14.19.44;1.14.19.22;1.14.19.23;1.14.19.25,1.14.19;1.16.3;1.14.18;1.7.2;1.14.15,1.14.19,1.14.19.4,1.14.19,1.14.19.3;1.16.3.1;1.14.19.44;1.14.19.22;1.14.19.23;1.14.19.25,1.14.19;1.16.3;1.14.18;1.7.2;1.14.15,1.14.19,1.14.19.4
46905,,,,,,,,,,,,,,,,,,2.7.1,2.7.8.43,2.7.8,2.7.1,2.7.8.43,2.7.8,2.7.1,2.7.8.43,2.7.8,2.7.8.43;2.4.1|2.4.1.58;2.4.2.43;2.4.1|2.4.1.44;2.4.1.17,"2.7.8,0.9800078868865967;2.7.1,0.009895166382193565;4.6.1,0.005304355639964342;3.1.4,0.0024884261656552553;2.7.7,0.0018176257144659758",2.7.1,2.7.8.43,2.7.8,2.7.8.43;2.4.1|2.4.1.58;2.4.2.43;2.4.1|2.4.1.44;2.4.1.17,2.7.8;2.7.1;4.6.1;3.1.4;2.7.7,2.7.1,2.7.8.43,2.7.8,2.7.8.43;2.4.1|2.4.1.58;2.4.2.43;2.4.1|2.4.1.44;2.4.1.17,2.7.8;2.7.1;4.6.1;3.1.4;2.7.7,2.7.1,2.7.8.43,2.7.8,2.7.8.43;2.4.1|2.4.1.58;2.4.2.43;2.4.1|2.4.1.44;2.4.1.17,2.7.8;2.7.1;4.6.1;3.1.4;2.7.7,2.7.8,2.7.8.43,2.7.8,2.7.8.43;2.4.1|2.4.1.58;2.4.2.43;2.4.1|2.4.1.44;2.4.1.17,2.7.8;2.7.1;4.6.1;3.1.4;2.7.7,2.7.8,2.7.8.43
46913,,,,,,,,,,,,,,,,,,3.1.1,3.1.1.59,3.1.1,3.1.1,3.1.1.59,3.1.1,3.1.1,3.1.1.59,3.1.1,3.1.1.59;3.1.1.100;1.13.11|1.13.11.-|1.13.11.8;3.1.1.82;3.4.21.62;3.1.1.73;3.1.1.1,"3.1.1,0.9995784163475037;3.7.1,8.313930447911844e-05;1.14.18,5.378351124818437e-05;4.2.1,4.215195804135874e-05;3.6.1,3.277483119745739e-05",3.1.1,3.1.1.59,3.1.1,3.1.1.59;3.1.1.100;1.13.11|1.13.11.-|1.13.11.8;3.1.1.82;3.4.21.62;3.1.1.73;3.1.1.1,3.1.1;3.7.1;1.14.18;4.2.1;3.6.1,3.1.1,3.1.1.59,3.1.1,3.1.1.59;3.1.1.100;1.13.11|1.13.11.-|1.13.11.8;3.1.1.82;3.4.21.62;3.1.1.73;3.1.1.1,3.1.1;3.7.1;1.14.18;4.2.1;3.6.1,3.1.1,3.1.1.59,3.1.1,3.1.1.59;3.1.1.100;1.13.11|1.13.11.-|1.13.11.8;3.1.1.82;3.4.21.62;3.1.1.73;3.1.1.1,3.1.1;3.7.1;1.14.18;4.2.1;3.6.1,3.1.1,3.1.1.59,3.1.1,3.1.1.59;3.1.1.100;1.13.11|1.13.11.-|1.13.11.8;3.1.1.82;3.4.21.62;3.1.1.73;3.1.1.1,3.1.1;3.7.1;1.14.18;4.2.1;3.6.1,3.1.1,3.1.1.59
47005,,,,,,,,,,,,,,,,,,3.1.3,3.1.3.16,3.1.3,3.1.3,3.1.3.16,3.1.3,3.1.3,3.1.3.16,3.1.3,3.1.3.16,"3.1.3,0.9986679553985596;2.7.11,0.00032083119731396437;2.7.4,0.00028470324468798935;3.6.5,0.00021977911819703877;3.1.4,5.399084329837933e-05",3.1.3,3.1.3.16,3.1.3,3.1.3.16,3.1.3;2.7.11;2.7.4;3.6.5;3.1.4,3.1.3,3.1.3.16,3.1.3,3.1.3.16,3.1.3;2.7.11;2.7.4;3.6.5;3.1.4,3.1.3,3.1.3.16,3.1.3,3.1.3.16,3.1.3;2.7.11;2.7.4;3.6.5;3.1.4,3.1.3,3.1.3.16,3.1.3,3.1.3.16,3.1.3;2.7.11;2.7.4;3.6.5;3.1.4,3.1.3,3.1.3.16
