Reaction ID,Theia
R02693,"3.1.1,0.7158641815185547;2.3.1,0.276847243309021;2.4.1,0.00458300719037652;3.1.-,0.0011408942518755794;3.2.1,0.0003852345689665526"
R03176,"1.1.1,0.9988633394241333;1.1.-,0.000644528481643647;5.3.3,0.00010698980622692034;1.1.5,8.729139517527074e-05;1.3.1,6.261411908781156e-05"
R07240,"2.1.1,1.0;2.3.1,1.8102881416126593e-09;2.5.1,3.042057716839963e-10;4.3.3,3.0415878149447906e-10;1.-.-,2.435812662682224e-10"
R00197,"1.1.2,0.9997203946113586;1.1.5,0.00014641722373198718;1.8.2,4.57550777355209e-05;1.10.2,3.8085585401859134e-05;1.3.2,1.6096873878268525e-05"
R11062,"2.7.8,0.9999407529830933;2.7.1,3.480557643342763e-05;2.3.1,1.2146434528403915e-05;3.1.1,4.975292995368363e-06;2.4.1,2.532310645619873e-06"
R10176,"2.5.1,0.9997953772544861;5.3.3,0.0001585740246810019;4.2.99,1.0592960279609542e-05;2.3.1,4.658505076804431e-06;5.5.1,2.7675425826600986e-06"
R01291,"4.4.1,0.9978566765785217;5.3.1,0.0021310083102434874;3.13.1,5.261261321720667e-06;4.2.99,2.325788045709487e-06;3.3.1,2.020084366449737e-06"
R13334,"2.3.1,0.9999679327011108;3.1.1,2.8912891139043495e-05;3.1.2,2.842268486347166e-06;3.2.1,1.0455458721025934e-07;3.5.1,6.853640854842524e-08"
R05138,"3.7.1,0.9956663846969604;3.5.1,0.0019798176363110542;3.1.1,0.0014531809138134122;4.2.1,0.0002761686046142131;3.3.2,0.00015077948046382517"
R09420,"1.1.1,0.8654686212539673;1.3.1,0.13259334862232208;1.14.13,0.0005837117787450552;4.2.1,0.00042048213072121143;1.6.5,0.0003037790593225509"
R01131,"2.7.1,0.995013415813446;2.7.2,0.001732019823975861;3.1.3,0.0011101964628323913;3.6.1,0.0005427378346212208;2.1.1,0.00046657733037136495"
R01205,"2.4.1,0.46172887086868286;5.1.3,0.28015607595443726;2.4.2,0.20875917375087738;2.3.1,0.018292460590600967;2.7.6,0.014301558025181293"
R05672,"2.3.-,0.9982638955116272;2.3.1,0.0016124441754072905;6.2.1,3.262701284256764e-05;2.6.1,2.247193879156839e-05;2.3.3,1.3191081961849704e-05"
R02057,"2.7.8,0.9999346733093262;2.7.-,1.661612441239413e-05;6.2.1,1.3554185898101423e-05;3.1.3,1.2316042557358742e-05;2.7.1,1.2144171705585904e-05"
R12311,"2.7.1,0.8643315434455872;2.7.4,0.08801648020744324;6.2.1,0.01540544256567955;2.1.1,0.012364103458821774;6.3.2,0.007054874673485756"
