reaction_id,SIMMER_SIMMER pred,SelenzymeRF_All ECs,BEC-Pred_Prediction,CLAIRE_predictions,Stratified_ground_truth_REACTION_ID,Stratified_ground_truth_true_EC,theia_Prediction,merged_output_SIMMER_SIMMER pred,merged_output_SelenzymeRF_All ECs,merged_output_BEC-Pred_Prediction,merged_output_CLAIRE_predictions,merged_output_Stratified_ground_truth_REACTION_ID,merged_output_Stratified_ground_truth_true_EC,merged_output_theia_Prediction,merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_ec,merged_output_merged_output_ec,merged_output_ec,ec
51557,2.1.1,2.1.1.337;2.1.1.132;2.1.1.137;2.1.1.44;2.1.1.103;2.1.1.201,2.1.1,2.1.1;1.3.7;1.3.8;2.5.1,,,2.1.1;3.13.2;2.8.4;1.17.98;3.13.1,2.1.1,2.1.1.337;2.1.1.132;2.1.1.137;2.1.1.44;2.1.1.103;2.1.1.201,2.1.1,2.1.1;1.3.7;1.3.8;2.5.1,,,2.1.1;3.13.2;2.8.4;1.17.98;3.13.1,2.1.1,2.1.1.337;2.1.1.132;2.1.1.137;2.1.1.44;2.1.1.103;2.1.1.201,2.1.1,2.1.1;1.3.7;1.3.8;2.5.1,,,2.1.1;3.13.2;2.8.4;1.17.98;3.13.1,2.1.1,2.1.1.337;2.1.1.132;2.1.1.137;2.1.1.44;2.1.1.103;2.1.1.201,2.1.1,2.1.1;2.5.1;3.13.2;1.3.8,,,2.1.1;3.13.2;2.8.4;1.17.98;3.13.1,2.1.1,2.1.1.337;2.1.1.132;2.1.1.137;2.1.1.44;2.1.1.103;2.1.1.201,2.1.1,2.1.1;2.5.1;3.13.2;1.3.8,,,"2.1.1,0.9997857213020325;3.13.2,5.980523201287724e-05;2.8.4,5.650464299833402e-05;1.17.98,2.0187797417747788e-05;3.13.1,1.1409065336920321e-05",2.1.1,2.1.1,,,,2.1.1,,,2.1.1.337,2.1.1.337,2.1.1.337,2.1.1.337,2.1.1.337,2.1.1.337,2.1.1.337
59013,2.1.1,2.1.1.142;2.1.1.41;5.3.3.5;2.1.1.132;2.1.1.-|2.1.1.263;2.1.1.262;1.16.1.8;2.1.1.363;2.1.1.244;2.1.1.317;2.1.1.100;2.1.1.79;2.1.1.299;2.1.1.197;2.1.1.344;2.1.1.366;2.1.1.64,2.1.1,2.1.1;1.3.8;2.5.1;1.5.8,,,2.1.1;2.5.1;1.3.98;4.1.99;5.5.1,2.1.1,2.1.1.142;2.1.1.41;5.3.3.5;2.1.1.132;2.1.1.-|2.1.1.263;2.1.1.262;1.16.1.8;2.1.1.363;2.1.1.244;2.1.1.317;2.1.1.100;2.1.1.79;2.1.1.299;2.1.1.197;2.1.1.344;2.1.1.366;2.1.1.64,2.1.1,2.1.1;1.3.8;2.5.1;1.5.8,,,2.1.1;2.5.1;1.3.98;4.1.99;5.5.1,2.1.1,2.1.1.142;2.1.1.41;5.3.3.5;2.1.1.132;2.1.1.-|2.1.1.263;2.1.1.262;1.16.1.8;2.1.1.363;2.1.1.244;2.1.1.317;2.1.1.100;2.1.1.79;2.1.1.299;2.1.1.197;2.1.1.344;2.1.1.366;2.1.1.64,2.1.1,2.1.1;1.3.8;2.5.1;1.5.8,,,2.1.1;2.5.1;1.3.98;4.1.99;5.5.1,2.1.1,2.1.1.142;2.1.1.41;5.3.3.5;2.1.1.132;2.1.1.-|2.1.1.263;2.1.1.262;1.16.1.8;2.1.1.363;2.1.1.244;2.1.1.317;2.1.1.100;2.1.1.79;2.1.1.299;2.1.1.197;2.1.1.344;2.1.1.366;2.1.1.64,2.1.1,2.1.1;3.13.2;2.5.1;1.3.8,,,2.1.1;2.5.1;1.3.98;4.1.99;5.5.1,2.1.1,2.1.1.142;2.1.1.41;5.3.3.5;2.1.1.132;2.1.1.-|2.1.1.263;2.1.1.262;1.16.1.8;2.1.1.363;2.1.1.244;2.1.1.317;2.1.1.100;2.1.1.79;2.1.1.299;2.1.1.197;2.1.1.344;2.1.1.366;2.1.1.64,2.1.1,2.1.1;3.13.2;2.5.1;1.3.8,,,"2.1.1,0.9827118515968323;2.5.1,0.013335125520825386;1.3.98,0.0006047565839253366;4.1.99,0.0005685666110366583;5.5.1,0.00044511034502647817",2.1.1,2.1.1,,,,2.1.1,,,2.1.1.41,2.1.1.41,2.1.1.41,2.1.1.41,2.1.1.41,2.1.1.41,2.1.1.41
19862,1.1.1,1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17;1.7.1.10|1.7.99.1;1.12.1.2|1.12.1.5,1.1.1,1.1.1;1.2.1;1.3.1;2.4.1,,,1.1.1;1.3.1;1.17.1;1.12.1;1.18.1,1.1.1,1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17;1.7.1.10|1.7.99.1;1.12.1.2|1.12.1.5,1.1.1,1.1.1;1.2.1;1.3.1;2.4.1,,,1.1.1;1.3.1;1.17.1;1.12.1;1.18.1,1.1.1,1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17;1.7.1.10|1.7.99.1;1.12.1.2|1.12.1.5,1.1.1,1.1.1;1.2.1;1.3.1;2.4.1,,,1.1.1;1.3.1;1.17.1;1.12.1;1.18.1,1.1.1,1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17;1.7.1.10|1.7.99.1;1.12.1.2|1.12.1.5,1.1.1,1.5.1;1.1.1;1.2.1;1.3.1,,,1.1.1;1.3.1;1.17.1;1.12.1;1.18.1,1.1.1,1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17;1.7.1.10|1.7.99.1;1.12.1.2|1.12.1.5,1.1.1,1.5.1;1.1.1;1.2.1;1.3.1,,,"1.1.1,0.9976329803466797;1.3.1,0.000422315759351477;1.17.1,0.0003824051527772099;1.12.1,0.00030444443109445274;1.18.1,0.00025419192388653755",1.1.1,1.1.1,,,,1.1.1,,,1.1.1.147,1.1.1.147,1.1.1.147,1.1.1.147,1.1.1.147,1.1.1.147,1.1.1.147
61801,6.2.1,6.2.1.54;6.2.1.67;6.2.1.46;6.2.1.68;6.2.1.66;6.3.1.14;6.2.1.63;6.2.1.3;6.2.1.42;6.2.1.28|6.2.1.7;6.2.1.53;6.2.1.47,6.2.1,6.3.1;6.3.2;1.2.4;1.4.4,,,6.2.1;6.1.1;2.7.7;2.7.4;6.3.2,6.2.1,6.2.1.54;6.2.1.67;6.2.1.46;6.2.1.68;6.2.1.66;6.3.1.14;6.2.1.63;6.2.1.3;6.2.1.42;6.2.1.28|6.2.1.7;6.2.1.53;6.2.1.47,6.2.1,6.3.1;6.3.2;1.2.4;1.4.4,,,6.2.1;6.1.1;2.7.7;2.7.4;6.3.2,6.2.1,6.2.1.54;6.2.1.67;6.2.1.46;6.2.1.68;6.2.1.66;6.3.1.14;6.2.1.63;6.2.1.3;6.2.1.42;6.2.1.28|6.2.1.7;6.2.1.53;6.2.1.47,6.2.1,6.3.1;6.3.2;1.2.4;1.4.4,,,6.2.1;6.1.1;2.7.7;2.7.4;6.3.2,6.2.1,6.2.1.54;6.2.1.67;6.2.1.46;6.2.1.68;6.2.1.66;6.3.1.14;6.2.1.63;6.2.1.3;6.2.1.42;6.2.1.28|6.2.1.7;6.2.1.53;6.2.1.47,6.2.1,6.3.1;6.3.2;7.4.2;6.1.1,,,6.2.1;6.1.1;2.7.7;2.7.4;6.3.2,6.2.1,6.2.1.54;6.2.1.67;6.2.1.46;6.2.1.68;6.2.1.66;6.3.1.14;6.2.1.63;6.2.1.3;6.2.1.42;6.2.1.28|6.2.1.7;6.2.1.53;6.2.1.47,6.2.1,6.3.1;6.3.2;7.4.2;6.1.1,,,"6.2.1,0.994739830493927;6.1.1,0.001532124006189406;2.7.7,0.0009792939526960254;2.7.4,0.0006613758741877973;6.3.2,0.0004904514644294977",6.2.1,6.2.1,,,,6.2.1,,,6.2.1.67,6.2.1.67,6.2.1.67,6.2.1.67,6.2.1.67,6.2.1.67,6.2.1.67
47145,1.14.19,1.14.19.3;1.16.3.1;1.14.19.44;1.14.19.6,1.14.19,1.14.19;1.14.12;1.14.14;1.6.3,,,1.14.19;1.14.18;1.16.3;3.6.1;1.8.2,1.14.19,1.14.19.3;1.16.3.1;1.14.19.44;1.14.19.6,1.14.19,1.14.19;1.14.12;1.14.14;1.6.3,,,1.14.19;1.14.18;1.16.3;3.6.1;1.8.2,1.14.19,1.14.19.3;1.16.3.1;1.14.19.44;1.14.19.6,1.14.19,1.14.19;1.14.12;1.14.14;1.6.3,,,1.14.19;1.14.18;1.16.3;3.6.1;1.8.2,1.14.19,1.14.19.3;1.16.3.1;1.14.19.44;1.14.19.6,1.14.19,1.14.19;1.14.14;1.14.13;1.5.3,,,1.14.19;1.14.18;1.16.3;3.6.1;1.8.2,1.14.19,1.14.19.3;1.16.3.1;1.14.19.44;1.14.19.6,1.14.19,1.14.19;1.14.14;1.14.13;1.5.3,,,"1.14.19,0.8776289820671082;1.14.18,0.043391745537519455;1.16.3,0.04162361100316048;3.6.1,0.007073462940752506;1.8.2,0.004995304625481367",1.14.19,1.14.19,,,,1.14.19,,,1.14.19.3,1.14.19.3,1.14.19.3,1.14.19.3,1.14.19.3,1.14.19.3,1.14.19.3
23141,3.2.2,2.4.2.12;2.4.2|2.4.2.1,3.2.1,5.5.1;4.2.1;2.4.2;4.1.99,,,3.2.2;2.7.1;2.3.1;6.3.4;3.2.1,3.2.2,2.4.2.12;2.4.2|2.4.2.1,3.2.1,5.5.1;4.2.1;2.4.2;4.1.99,,,3.2.2;2.7.1;2.3.1;6.3.4;3.2.1,3.2.2,2.4.2.12;2.4.2|2.4.2.1,3.2.1,5.5.1;4.2.1;2.4.2;4.1.99,,,3.2.2;2.7.1;2.3.1;6.3.4;3.2.1,3.2.2,2.4.2.12;2.4.2|2.4.2.1,3.2.1,4.1.99;4.2.3;3.1.1;2.4.2,,,3.2.2;2.7.1;2.3.1;6.3.4;3.2.1,3.2.2,2.4.2.12;2.4.2|2.4.2.1,3.2.1,4.1.99;4.2.3;3.1.1;2.4.2,,,"3.2.2,0.9565005302429199;2.7.1,0.02858138456940651;2.3.1,0.004749671556055546;6.3.4,0.002277194522321224;3.2.1,0.0022523649968206882",3.2.2,3.2.1,,,,3.2.1,,,3.2.2.14,3.2.2.14,3.2.2.14,3.2.2.14,3.2.2.14,3.2.2.14,3.2.2.14
15326,2.3.1,2.3.1.51;2.3.1.15,2.3.1,2.3.1;2.4.1;2.8.3;2.3.2,,,2.3.1;2.3.2;6.2.1;2.8.3;3.1.2,2.3.1,2.3.1.51;2.3.1.15,2.3.1,2.3.1;2.4.1;2.8.3;2.3.2,,,2.3.1;2.3.2;6.2.1;2.8.3;3.1.2,2.3.1,2.3.1.51;2.3.1.15,2.3.1,2.3.1;2.4.1;2.8.3;2.3.2,,,2.3.1;2.3.2;6.2.1;2.8.3;3.1.2,2.3.1,2.3.1.51;2.3.1.15,2.3.1,2.3.2;3.1.2;2.3.1;2.8.3,,,2.3.1;2.3.2;6.2.1;2.8.3;3.1.2,2.3.1,2.3.1.51;2.3.1.15,2.3.1,2.3.2;3.1.2;2.3.1;2.8.3,,,"2.3.1,0.9998667240142822;2.3.2,2.949785084638279e-05;6.2.1,2.1388346794992685e-05;2.8.3,2.072750976367388e-05;3.1.2,1.556398819957394e-05",2.3.1,2.3.1,,,,2.3.1,,,2.3.1.15,2.3.1.15,2.3.1.15,2.3.1.15,2.3.1.15,2.3.1.15,2.3.1.15
15966,3.1.4,3.1.4.39;3.1.4.2|3.1.4.46;2.7.7.39;6.1.2.2;2.8.2.1|2.8.2.3;3.1.5.1;4.1.99.25;2.7.7.60,3.1.4,3.1.1;2.4.1;4.99.1;3.1.4,,,3.1.4;2.7.8;2.4.3;3.6.1;3.1.1,3.1.4,3.1.4.39;3.1.4.2|3.1.4.46;2.7.7.39;6.1.2.2;2.8.2.1|2.8.2.3;3.1.5.1;4.1.99.25;2.7.7.60,3.1.4,3.1.1;2.4.1;4.99.1;3.1.4,,,3.1.4;2.7.8;2.4.3;3.6.1;3.1.1,3.1.4,3.1.4.39;3.1.4.2|3.1.4.46;2.7.7.39;6.1.2.2;2.8.2.1|2.8.2.3;3.1.5.1;4.1.99.25;2.7.7.60,3.1.4,3.1.1;2.4.1;4.99.1;3.1.4,,,3.1.4;2.7.8;2.4.3;3.6.1;3.1.1,3.1.4,3.1.4.39;3.1.4.2|3.1.4.46;2.7.7.39;6.1.2.2;2.8.2.1|2.8.2.3;3.1.5.1;4.1.99.25;2.7.7.60,3.1.4,3.2.1;4.2.3;2.4.2;2.7.8,,,3.1.4;2.7.8;2.4.3;3.6.1;3.1.1,3.1.4,3.1.4.39;3.1.4.2|3.1.4.46;2.7.7.39;6.1.2.2;2.8.2.1|2.8.2.3;3.1.5.1;4.1.99.25;2.7.7.60,3.1.4,3.2.1;4.2.3;2.4.2;2.7.8,,,"3.1.4,0.9980633854866028;2.7.8,0.001018777140416205;2.4.3,0.0004940237267874181;3.6.1,0.00019838090520352125;3.1.1,7.102453673724085e-05",3.1.4,3.1.1,,,,3.1.1,,,3.1.4.39,3.1.4.39,3.1.4.39,3.1.4.39,3.1.4.39,3.1.4.39,3.1.4.39
49573,4.98.1;4.99.1,4.99.1.1;1.14.14.18|1.14.99.3;2.1.1.342;4.99.1.4,4.99.1,2.1.1;4.99.1;2.5.1;2.3.1,,,4.99.1;1.3.3;1.14.99;1.21.99;1.17.99,4.98.1;4.99.1,4.99.1.1;1.14.14.18|1.14.99.3;2.1.1.342;4.99.1.4,4.99.1,2.1.1;4.99.1;2.5.1;2.3.1,,,4.99.1;1.3.3;1.14.99;1.21.99;1.17.99,4.98.1;4.99.1,4.99.1.1;1.14.14.18|1.14.99.3;2.1.1.342;4.99.1.4,4.4.1,2.1.1;4.99.1;2.5.1;2.3.1,,,4.99.1;1.3.3;1.14.99;1.21.99;1.17.99,4.98.1;4.99.1,4.99.1.1;1.14.14.18|1.14.99.3;2.1.1.342;4.99.1.4,4.4.1,4.99.1;4.98.1;5.3.99;4.8.1,,,4.99.1;1.3.3;1.14.99;1.21.99;1.17.99,4.98.1;4.99.1,4.99.1.1;1.14.14.18|1.14.99.3;2.1.1.342;4.99.1.4,4.4.1,4.99.1;4.98.1;5.3.99;4.8.1,,,"4.99.1,0.530657172203064;1.3.3,0.29983848333358765;1.14.99,0.07467542588710785;1.21.99,0.03573862463235855;1.17.99,0.021204262971878052",4.98.1;4.99.1,2.1.2,,,,2.1.2,,,4.99.1.9,4.99.1.9,4.99.1.9,4.99.1.9,4.99.1.9,4.99.1.9,4.99.1.9
16466,,1.1.1|1.1.1.27|1.1.1.28,1.1.2,1.2.2;1.1.2;1.17.2;1.17.9,,,1.1.2;1.14.18;1.1.99;4.1.3;5.3.2,,1.1.1|1.1.1.27|1.1.1.28,1.1.2,1.2.2;1.1.2;1.17.2;1.17.9,,,1.1.2;1.14.18;1.1.99;4.1.3;5.3.2,,1.1.1|1.1.1.27|1.1.1.28,1.1.2,1.2.2;1.1.2;1.17.2;1.17.9,,,1.1.2;1.14.18;1.1.99;4.1.3;5.3.2,,1.1.1|1.1.1.27|1.1.1.28,1.1.2,1.1.9;1.1.2;1.17.98;1.2.2,,,1.1.2;1.14.18;1.1.99;4.1.3;5.3.2,,1.1.1|1.1.1.27|1.1.1.28,1.1.2,1.1.9;1.1.2;1.17.98;1.2.2,,,"1.1.2,0.9719873070716858;1.14.18,0.010399988852441311;1.1.99,0.003295667003840208;4.1.3,0.0022860115859657526;5.3.2,0.0013107876293361187",,1.1.2,,,,1.1.2,,,1.1.2.5,1.1.2.5,1.1.2.5,1.1.2.5,1.1.2.5,1.1.2.5,1.1.2.5
12614,1.8.4,1.8.4.2;2.1.1.137;3.1.2.6,1.8.4,2.3.1;2.4.1;2.8.3;2.3.2,,,1.8.4;2.8.1;1.8.1;2.7.4;1.21.4,1.8.4,1.8.4.2;2.1.1.137;3.1.2.6,1.8.4,2.3.1;2.4.1;2.8.3;2.3.2,,,1.8.4;2.8.1;1.8.1;2.7.4;1.21.4,1.8.4,1.8.4.2;2.1.1.137;3.1.2.6,2.1.1,2.3.1;2.4.1;2.8.3;2.3.2,,,1.8.4;2.8.1;1.8.1;2.7.4;1.21.4,1.8.4,1.8.4.2;2.1.1.137;3.1.2.6,2.1.1,6.2.1;4.5.1;2.7.4;1.2.7,,,1.8.4;2.8.1;1.8.1;2.7.4;1.21.4,1.8.4,1.8.4.2;2.1.1.137;3.1.2.6,2.1.1,6.2.1;4.5.1;2.7.4;1.2.7,,,"1.8.4,0.25595590472221375;2.8.1,0.03169995918869972;1.8.1,0.025187095627188683;2.7.4,0.02102787047624588;1.21.4,0.02006499096751213",1.8.4,2.1.1,,,,2.1.1,,,1.8.4.4,1.8.4.4,1.8.4.4,1.8.4.4,1.8.4.4,1.8.4.4,1.8.4.4
21957,2.4.1,2.4.1.239;2.4.1.123;2.4.1.365;2.4.1.272;2.4.1.303;2.4.1.305;2.4.1.343;2.4.1.304;2.4.1|2.4.1.297;2.4.1.13|2.4.1.14;2.4.1.276;2.4.1.-|2.4.1.301;2.4.1.271;2.4.1.356;2.4.1.234;2.4.1.309;2.4.1.-|2.4.1.293;2.4.1.357;2.4.1.159;2.4.1.270;2.4.1.-|2.4.1.286;2.4.1.126;2.4.1|2.4.1.58;2.4.1.91;2.4.1|2.4.1.44;2.4.1.237;2.4.1.238;2.4.1.115;2.4.1.294,2.4.1,2.4.1;2.4.2;2.4.99;3.1.1,,,2.4.1;2.4.2;2.7.7;2.7.4;2.7.8,2.4.1,2.4.1.239;2.4.1.123;2.4.1.365;2.4.1.272;2.4.1.303;2.4.1.305;2.4.1.343;2.4.1.304;2.4.1|2.4.1.297;2.4.1.13|2.4.1.14;2.4.1.276;2.4.1.-|2.4.1.301;2.4.1.271;2.4.1.356;2.4.1.234;2.4.1.309;2.4.1.-|2.4.1.293;2.4.1.357;2.4.1.159;2.4.1.270;2.4.1.-|2.4.1.286;2.4.1.126;2.4.1|2.4.1.58;2.4.1.91;2.4.1|2.4.1.44;2.4.1.237;2.4.1.238;2.4.1.115;2.4.1.294,2.4.1,2.4.1;2.4.2;2.4.99;3.1.1,,,2.4.1;2.4.2;2.7.7;2.7.4;2.7.8,2.4.1,2.4.1.239;2.4.1.123;2.4.1.365;2.4.1.272;2.4.1.303;2.4.1.305;2.4.1.343;2.4.1.304;2.4.1|2.4.1.297;2.4.1.13|2.4.1.14;2.4.1.276;2.4.1.-|2.4.1.301;2.4.1.271;2.4.1.356;2.4.1.234;2.4.1.309;2.4.1.-|2.4.1.293;2.4.1.357;2.4.1.159;2.4.1.270;2.4.1.-|2.4.1.286;2.4.1.126;2.4.1|2.4.1.58;2.4.1.91;2.4.1|2.4.1.44;2.4.1.237;2.4.1.238;2.4.1.115;2.4.1.294,2.4.1,2.4.1;2.4.2;2.4.99;3.1.1,,,2.4.1;2.4.2;2.7.7;2.7.4;2.7.8,2.4.1,2.4.1.239;2.4.1.123;2.4.1.365;2.4.1.272;2.4.1.303;2.4.1.305;2.4.1.343;2.4.1.304;2.4.1|2.4.1.297;2.4.1.13|2.4.1.14;2.4.1.276;2.4.1.-|2.4.1.301;2.4.1.271;2.4.1.356;2.4.1.234;2.4.1.309;2.4.1.-|2.4.1.293;2.4.1.357;2.4.1.159;2.4.1.270;2.4.1.-|2.4.1.286;2.4.1.126;2.4.1|2.4.1.58;2.4.1.91;2.4.1|2.4.1.44;2.4.1.237;2.4.1.238;2.4.1.115;2.4.1.294,2.4.1,2.4.2;2.4.99;2.7.8;3.1.1,,,2.4.1;2.4.2;2.7.7;2.7.4;2.7.8,2.4.1,2.4.1.239;2.4.1.123;2.4.1.365;2.4.1.272;2.4.1.303;2.4.1.305;2.4.1.343;2.4.1.304;2.4.1|2.4.1.297;2.4.1.13|2.4.1.14;2.4.1.276;2.4.1.-|2.4.1.301;2.4.1.271;2.4.1.356;2.4.1.234;2.4.1.309;2.4.1.-|2.4.1.293;2.4.1.357;2.4.1.159;2.4.1.270;2.4.1.-|2.4.1.286;2.4.1.126;2.4.1|2.4.1.58;2.4.1.91;2.4.1|2.4.1.44;2.4.1.237;2.4.1.238;2.4.1.115;2.4.1.294,2.4.1,2.4.2;2.4.99;2.7.8;3.1.1,,,"2.4.1,0.999015212059021;2.4.2,0.0009431305225007236;2.7.7,1.1908422493434045e-05;2.7.4,7.962438758113421e-06;2.7.8,5.280592631606851e-06",2.4.1,2.4.1,,,,2.4.1,,,2.4.1.105,2.4.1.105,2.4.1.105,2.4.1.105,2.4.1.105,2.4.1.105,2.4.1.105
17862,1.14.15,2.4.1.17;1.1.1.145|5.3.3.1;1.1.1.149|1.1.1.210|1.1.1.357|1.1.1.51|1.1.1.62,4.1.2,4.2.99;5.3.3;4.1.2;5.4.99,,,5.3.1;4.1.2;1.1.99;2.3.1;1.1.1,1.14.15,2.4.1.17;1.1.1.145|5.3.3.1;1.1.1.149|1.1.1.210|1.1.1.357|1.1.1.51|1.1.1.62,4.1.2,4.2.99;5.3.3;4.1.2;5.4.99,,,5.3.1;4.1.2;1.1.99;2.3.1;1.1.1,1.14.15,2.4.1.17;1.1.1.145|5.3.3.1;1.1.1.149|1.1.1.210|1.1.1.357|1.1.1.51|1.1.1.62,4.2.1,4.2.99;5.3.3;4.1.2;5.4.99,,,5.3.1;4.1.2;1.1.99;2.3.1;1.1.1,1.14.15,2.4.1.17;1.1.1.145|5.3.3.1;1.1.1.149|1.1.1.210|1.1.1.357|1.1.1.51|1.1.1.62,4.2.1,5.4.99;4.1.3;4.2.99;5.5.1,,,5.3.1;4.1.2;1.1.99;2.3.1;1.1.1,1.14.15,2.4.1.17;1.1.1.145|5.3.3.1;1.1.1.149|1.1.1.210|1.1.1.357|1.1.1.51|1.1.1.62,4.2.1,5.4.99;4.1.3;4.2.99;5.5.1,,,"5.3.1,0.3833670914173126;4.1.2,0.36044055223464966;1.1.99,0.05165177211165428;2.3.1,0.03767560422420502;1.1.1,0.03642245754599571",1.14.15,5.5.1,,,,5.5.1,,,5.3.1.21,5.3.1.21,5.3.1.21,5.3.1.21,5.3.1.21,5.3.1.21,5.3.1.21
25303,2.7.7,6.2.1.2;6.2.1.30;6.2.1.7;6.3.2.5;6.3.1.14;6.3.4.5;6.3.2.40,3.6.1,3.1.4;3.6.1;3.5.2;3.1.1,,,3.6.1;2.7.7;3.6.5;2.7.4;6.5.1,2.7.7,6.2.1.2;6.2.1.30;6.2.1.7;6.3.2.5;6.3.1.14;6.3.4.5;6.3.2.40,3.6.1,3.1.4;3.6.1;3.5.2;3.1.1,,,3.6.1;2.7.7;3.6.5;2.7.4;6.5.1,2.7.7,6.2.1.2;6.2.1.30;6.2.1.7;6.3.2.5;6.3.1.14;6.3.4.5;6.3.2.40,3.6.1,3.1.4;3.6.1;3.5.2;3.1.1,,,3.6.1;2.7.7;3.6.5;2.7.4;6.5.1,2.7.7,6.2.1.2;6.2.1.30;6.2.1.7;6.3.2.5;6.3.1.14;6.3.4.5;6.3.2.40,3.6.1,2.9.1;1.7.99;3.9.1;6.5.1,,,3.6.1;2.7.7;3.6.5;2.7.4;6.5.1,2.7.7,6.2.1.2;6.2.1.30;6.2.1.7;6.3.2.5;6.3.1.14;6.3.4.5;6.3.2.40,3.6.1,2.9.1;1.7.99;3.9.1;6.5.1,,,"3.6.1,0.9407531023025513;2.7.7,0.018646834418177605;3.6.5,0.004635755904018879;2.7.4,0.004617374390363693;6.5.1,0.004129922948777676",2.7.7,3.6.1,,,,3.6.1,,,3.6.1.67,3.6.1.67,3.6.1.67,3.6.1.67,3.6.1.67,3.6.1.67,3.6.1.67
20805,1.2.1,1.2.1.27;1.3.1.44;1.1.1.-|1.1.1.211|1.1.1.35,1.2.1,1.2.1;2.3.3;2.3.1;2.3.2,,,1.2.1;1.3.1;2.3.3;2.3.1;1.8.1,1.2.1,1.2.1.27;1.3.1.44;1.1.1.-|1.1.1.211|1.1.1.35,1.2.1,1.2.1;2.3.3;2.3.1;2.3.2,,,1.2.1;1.3.1;2.3.3;2.3.1;1.8.1,1.2.1,1.2.1.27;1.3.1.44;1.1.1.-|1.1.1.211|1.1.1.35,1.2.1,1.2.1;2.3.3;2.3.1;2.3.2,,,1.2.1;1.3.1;2.3.3;2.3.1;1.8.1,1.2.1,1.2.1.27;1.3.1.44;1.1.1.-|1.1.1.211|1.1.1.35,1.2.1,1.2.1;2.5.1;1.5.1;1.1.1,,,1.2.1;1.3.1;2.3.3;2.3.1;1.8.1,1.2.1,1.2.1.27;1.3.1.44;1.1.1.-|1.1.1.211|1.1.1.35,1.2.1,1.2.1;2.5.1;1.5.1;1.1.1,,,"1.2.1,0.9141501188278198;1.3.1,0.038320641964673996;2.3.3,0.015134398825466633;2.3.1,0.012055916711688042;1.8.1,0.007466381881386042",1.2.1,1.2.1,,,,1.2.1,,,1.2.1.27,1.2.1.27,1.2.1.27,1.2.1.27,1.2.1.27,1.2.1.27,1.2.1.27
