reaction_id,EC Number,BEC-Pred,CLAIRE,SelenzymeRF,SIMMER,Theia,MajorityVote,MajorityVoteCore4
20426,6.4.1.7,6.4.1,2.1.3;6.3.2;2.5.1;2.7.7,6.4.1.7;2.1.3.3|6.3.5.5,6.4.1,6.4.1;6.3.5;2.7.4;2.7.7;6.3.4,6.4.1,6.4.1
20486,1.14.19.65,1.14.19,1.14.14;4.1.1;1.14.13;1.14.19,1.14.19.65;1.14.14.13;1.14.14.3;1.14.14.28;1.14.14.5;1.14.14.15;1.14.19.56;1.14.14.46;1.14.14.8;1.5.1.39;1.14.14.108;1.14.14.155;1.14.99.46;1.14.14.12;1.14.14.22,1.14.19;1.14.14,1.14.19;1.14.14;1.21.3;1.14.99;1.5.1,1.14.14,1.14.19
20614,2.8.2.11,2.8.2,3.1.8;2.8.2;3.6.2;2.7.1,2.8.2.11;1.8.4.8;2.8.2.34;2.8.2.14;2.8.2.15;2.8.2.14|2.8.2.15|2.8.2.2;2.8.2.-|2.8.2.39;2.8.2|2.8.2.14|2.8.2.15|2.8.2.2|2.8.2.4;2.8.2.-|2.8.2.38;2.8.2.9;2.8.2.1;2.8.2.25;2.8.2.27;2.8.2.36;2.8.2.35;2.8.2.5;2.8.2.17,2.8.2,2.8.2;3.6.2;1.8.99;1.8.4;3.1.6,2.8.2,2.8.2
20666,1.1.1.263,1.1.1,1.1.1;1.3.1;1.5.1;2.4.1,1.1.1.292;1.6.3.2;1.12.1.3|1.12.1.5;1.1.1.117;1.1.1.120;1.1.1.346;1.1.1.359;1.1.1.-|1.1.1.215;1.1.1.21;1.1.1.179;1.1.1.113;1.1.1.376;1.1.1.413;1.14.13.237;1.1.1.47|1.1.1.48|1.1.1.49,1.1.1,1.1.1;5.1.3;1.17.1;5.3.1;1.12.1,1.1.1,1.1.1
20737,2.3.1.29,2.3.1,2.3.2;2.3.1;2.8.3;2.4.1,2.3.1.180,2.3.1,2.3.1;2.3.3;4.1.3;6.2.1;2.3.2,2.3.1,2.3.1
20757,2.3.1.126,2.3.1,2.4.1;2.3.1;2.8.3;2.3.2,2.3.1|2.3.1.133|3.1.2.-;2.3.1.140;2.3.1|2.3.1.133|2.3.1.99|3.1.2.-;2.3.1.153;2.3.1.-|2.3.1.215;2.3.1.74,2.3.1,2.3.1;2.3.3;2.3.2;6.2.1;3.1.2,2.3.1,2.3.1
20805,1.2.1.27,1.2.1,1.2.1;2.3.3;2.3.1;2.3.2,1.2.1.27;1.3.1.44;1.1.1.-|1.1.1.211|1.1.1.35,1.2.1,1.2.1;1.3.1;2.3.3;2.3.1;1.8.1,1.2.1,1.2.1
20881,1.1.1.66,1.1.1,1.1.1;1.3.1;1.2.1;1.5.1,1.1.1.1|1.1.1.284,1.1.1,1.1.1;1.2.1;1.5.1;1.17.1;1.4.1,1.1.1,1.1.1
20993,2.1.1.94,2.1.1,2.1.1;1.3.7;7.2.1;1.3.8,2.1.1.94;2.1.1.293;2.1.1.150;2.1.1.270;2.1.1.241;2.1.1.42;2.1.1.231;2.1.1.212;2.1.1.339;2.1.1.155|2.1.1.231;2.1.1.212|2.1.1.46;2.1.1.155|2.1.1.75;2.1.1.146;2.1.1.279;2.1.1.38;2.1.1.302;2.1.1.232;2.1.1.303;2.1.1.240;2.1.1.6;2.1.1.116;2.1.1.-|2.1.1.291;2.1.1.330;2.1.1.323;2.1.1.4;2.1.1.338;2.1.1.128;2.1.1.117;2.1.1.169|2.1.1.68;2.1.1.104;2.1.1.89;2.1.1.70|2.1.1.93;2.1.1.65;2.1.1.110;2.1.1.114|2.1.1.64,2.1.1,2.1.1;2.5.1;2.8.4;3.13.2;1.17.98,2.1.1,2.1.1
21037,2.3.1.9,2.3.1,2.3.1;2.3.2;2.8.3;2.4.1,2.3.1.194;2.3.1.86;2.3.1.199;2.8.3.-|2.8.3.8|2.8.3.9;2.3.1.111;2.3.1.16|2.3.1.9,2.3.1,2.3.1;2.3.3;4.4.1;4.1.2;2.8.3,2.3.1,2.3.1
21117,2.4.1.8,2.4.1,2.7.7;2.4.1;2.4.2;3.1.1,2.4.1.20;2.4.1.8;2.4.1.320;2.4.1.281;2.4.1.279;2.4.1.31;2.4.1.1;2.4.1.230;2.4.1.231;2.4.1.64;2.4.1.339;4.2.2.13;2.4.1.321;2.4.1.329;2.4.1.282;3.2.1.74;2.4.1.25;2.4.1.216;2.4.1.7;2.4.1.247;3.2.1.20,2.4.1,2.4.1;2.4.2;3.1.3;2.7.7;2.7.4,2.4.1,2.4.1
21133,1.17.3.2,1.1.3,1.5.3;1.17.3;1.21.3;1.1.3,1.14.11.48;1.17.3.2;1.4.3.13;1.7.3.3;1.4.3.3;1.4.3.2;1.1.3.15,1.17.3;1.3.99,1.17.3;1.11.1;1.11.2;1.1.3;1.5.3,1.17.3,1.17.3
21157,3.1.3.20,3.1.3,3.1.3;3.1.7;2.6.99;4.2.3,2.7.1|2.7.1.-|2.7.1.165|2.7.1.31;5.4.2.1|5.4.2.11|5.4.2.12,3.1.3,3.1.3;4.2.3;3.1.4;3.1.7;2.5.1,3.1.3,3.1.3
21209,3.1.3.3,3.1.3,3.1.3;3.1.7;3.12.1;2.6.99,3.1.3.3;2.7.1.226|2.7.1.bn;2.7.1.225|2.7.1.bm;4.1.99.25;4.1.99.24;2.5.1.113;4.2.3.154;2.5.1.47|2.5.1.65;4.2.3.152;3.1.3.2,3.1.3,3.1.3;3.1.4;3.1.7;6.5.1;5.4.2,3.1.3,3.1.3
21273,6.3.1.8,6.3.1,2.5.1;4.99.1;2.3.1;3.1.1,6.3.1.8|6.3.1.9;6.3.2.23;6.3.2.20;6.3.2.37;6.3.2.59;6.3.4.24;6.3.2.3;6.3.1.2,6.3.2,6.3.1;6.3.2;6.3.4;2.7.7;3.6.5,6.3.2,6.3.2
21273,6.3.1.8,6.3.1,2.5.1;4.99.1;2.3.1;3.1.1,6.3.1.8|6.3.1.9;6.3.2.23;6.3.2.20;6.3.2.37;6.3.2.59;6.3.4.24;6.3.2.3;6.3.1.2,6.3.2,6.3.1;6.3.2;6.3.4;2.7.7;3.6.5,6.3.2,6.3.2
21309,5.4.99.8,5.4.99,3.3.2;2.3.1;5.5.1;5.4.99,2.1.1.142|2.1.1.41;5.4.99.33;5.4.99.41;5.4.99.34;5.4.99.39;5.4.99.52;5.4.99.47;5.4.99.40;5.4.99.32;5.4.99.36;5.4.99.49;5.4.99.50;5.4.99.35;5.4.99.51;5.4.99.56;5.4.99.7;4.2.1.125;5.4.99.57;5.4.99.48;4.2.1.124;5.4.99.31;5.4.99.17;1.14.14.17;4.2.1.123;5.4.99.53;5.4.99.37;5.4.99.65;2.1.1.142;1.14.18.10;1.3.1.72;1.3.1.96|2.5.1.21,5.4.99,5.4.99;5.5.1;4.2.1;5.4.4;4.1.2,5.4.99,5.4.99
21313,4.1.1.62,4.1.1,7.2.4;4.1.1;1.5.1;1.3.1,4.1.1.91;4.1.1.46;1.14.13.1;1.14.13.64;4.1.1.55;4.1.1.103;4.1.1.63;4.1.1.7;4.1.1.80;4.1.1.69;1.13|1.13.12.19;4.1.1.61;1.14.12.13;1.14.12.1;4.1.1.59;2.3.1.95;1.10.3.15;1.3.1.-|2.3.1.170|2.3.1.74,4.1.1,4.1.1;1.17.98;1.13.12;1.13.11;3.1.1,4.1.1,4.1.1
21373,3.5.1.75,3.5.1,3.5.1;3.4.13;3.5.3;3.5.2,6.3.4.16|6.3.5.5;2.7.2.2,,3.5.1;3.1.1;4.3.1;3.5.4;3.5.99,3.5.1,3.5.1
21433,1.1.1.299,1.1.1,1.2.1;1.4.1;1.17.1;1.1.1,1.1.1.28|1.1.1.37,1.1.1,1.1.1;1.4.1;1.17.1;1.1.99;1.12.1,1.1.1,1.1.1
21433,1.1.1.299,1.1.1,1.2.1;1.4.1;1.17.1;1.1.1,1.1.1.28|1.1.1.37,1.1.1,1.1.1;1.4.1;1.17.1;1.1.99;1.12.1,1.1.1,1.1.1
21525,2.3.3.13,2.3.3,2.3.2;2.3.3;3.1.2;2.3.1,2.3.3.18;2.3.3.19;2.3.1.182|2.3.3.13,2.3.3;2.3.1,2.3.3;2.3.1;4.1.3;3.1.2;1.2.1,2.3.3,2.3.3
21545,2.7.4.18,2.7.4,2.7.7;2.7.4;2.7.8;2.7.1,2.7.4.15|2.7.6.2;2.7.4.6,2.7.4;2.7.7,2.7.4;2.8.3;2.3.1;2.6.1;5.1.3,2.7.4,2.7.4
21657,5.1.3.10,5.1.3,5.1.3;5.3.1;5.1.2;5.1.1,1.-.-.-|1.1.1.342;1.1.1.-|1.1.1.341|4.2.1.-;2.4.1.60;4.2.1.45;2.7.7.33;2.4.1.13;2.7.7.74;3.6.1.9,5.1.1,2.4.1;2.3.1;2.4.2;2.7.4;3.2.1,5.1.3,1.1.1
21741,2.8.1.2,1.8.4,2.8.4;4.4.1;2.8.1;1.3.4,2.8.1.2;4.4.1.15;1.11.1.12;1.8.3.7;2.8.1.11;2.8.5.2;2.3.2.25;1.8.1.15;1.17.4.1,1.8.4,4.4.1;2.8.1;1.8.1;1.8.4;1.21.4,4.4.1,1.8.4
21745,4.4.1.14,2.5.1,2.5.1;1.1.98;5.5.1;2.1.1,2.3.1.184;2.3.1.228;2.3.1.229;2.5.1.43;2.5.1.38;2.1.1.342;2.1.1.326;2.3.1.244;2.6.1.62;2.3.1.161;2.1.1.11;2.1.1.294;2.5.1.108;2.5.1.25,,2.5.1;2.1.1;4.1.99;6.3.2;1.3.98,2.5.1,2.5.1
21893,1.1.1.117,1.1.1,2.4.1;2.4.2;1.3.1;1.1.1,1.1.1.376;1.1.1.113;1.1.1.424;1.1.1.117;1.1.1.116|1.1.1.117;1.1.1.179;1.6.3.2;1.12.1.3|1.12.1.5;1.1.1.359;1.1.1.179|1.3.1.20;1.1.1.346;1.1.1.21;1.1.1.-|1.1.1.215;1.1.1.47|1.1.1.48|1.1.1.49,1.1.1,1.1.1;5.3.1;2.7.1;4.2.99;1.17.1,1.1.1,1.1.1
21893,1.1.1.117,1.1.1,2.4.1;2.4.2;1.3.1;1.1.1,1.1.1.376;1.1.1.113;1.1.1.424;1.1.1.117;1.1.1.116|1.1.1.117;1.1.1.179;1.6.3.2;1.12.1.3|1.12.1.5;1.1.1.359;1.1.1.179|1.3.1.20;1.1.1.346;1.1.1.21;1.1.1.-|1.1.1.215;1.1.1.47|1.1.1.48|1.1.1.49,1.1.1,1.1.1;5.3.1;2.7.1;4.2.99;1.17.1,1.1.1,1.1.1
21933,4.4.1.42,2.5.1,4.1.99;1.1.98;2.5.1;5.5.1,2.3.1.184;2.3.1.228;2.3.1.229;2.5.1.38;2.1.1.326;2.1.1.342;2.5.1.43;2.3.1.244;2.6.1.62;2.3.1.161;2.5.1.108;2.5.1.25;2.1.1.11,,2.5.1;1.17.98;2.1.1;6.1.1;1.3.98,2.5.1,2.5.1
21957,2.4.1.105,2.4.1,2.4.1;2.4.2;2.4.99;3.1.1,2.4.1.239;2.4.1.123;2.4.1.365;2.4.1.272;2.4.1.303;2.4.1.305;2.4.1.343;2.4.1.304;2.4.1|2.4.1.297;2.4.1.13|2.4.1.14;2.4.1.276;2.4.1.-|2.4.1.301;2.4.1.271;2.4.1.356;2.4.1.234;2.4.1.309;2.4.1.-|2.4.1.293;2.4.1.357;2.4.1.159;2.4.1.270;2.4.1.-|2.4.1.286;2.4.1.126;2.4.1|2.4.1.58;2.4.1.91;2.4.1|2.4.1.44;2.4.1.237;2.4.1.238;2.4.1.115;2.4.1.294,2.4.1,2.4.1;2.4.2;2.7.7;2.7.4;2.7.8,2.4.1,2.4.1
22001,1.1.1.179,1.1.1,1.3.1;1.1.1;2.4.1;2.4.2,1.1.1.179;1.1.1.121|1.1.1.175;1.1.1.122;1.1.1.117;1.1.1.376;1.1.1.359;1.1.1.116|1.1.1.117;1.6.3.2;1.12.1.3|1.12.1.5;1.1.1.346;1.1.1.179|1.3.1.20;1.1.1.21;1.1.1.-|1.1.1.215;1.1.1.179|1.1.1.376|1.1.1.47;1.1.1.119;1.1.1.120|1.1.1.179|1.1.1.376|1.1.1.48;1.1.1.47|1.1.1.48|1.1.1.49,1.1.1,1.1.1;1.17.1;1.12.1;1.2.1;1.18.1,1.1.1,1.1.1
22001,1.1.1.179,1.1.1,1.3.1;1.1.1;2.4.1;2.4.2,1.1.1.179;1.1.1.121|1.1.1.175;1.1.1.122;1.1.1.117;1.1.1.376;1.1.1.359;1.1.1.116|1.1.1.117;1.6.3.2;1.12.1.3|1.12.1.5;1.1.1.346;1.1.1.179|1.3.1.20;1.1.1.21;1.1.1.-|1.1.1.215;1.1.1.179|1.1.1.376|1.1.1.47;1.1.1.119;1.1.1.120|1.1.1.179|1.1.1.376|1.1.1.48;1.1.1.47|1.1.1.48|1.1.1.49,1.1.1,1.1.1;1.17.1;1.12.1;1.2.1;1.18.1,1.1.1,1.1.1
22033,4.1.3.13,4.1.3,4.1.2;4.1.3;2.2.1;5.5.1,4.1.3.1;4.3.1.27;4.3.1.16;4.2.1.81;4.1.3.41;4.1.3.24;4.1.3.16|4.1.3.17|4.1.3.42,4.1.3,4.1.3;4.2.1;4.1.2;2.3.3;1.1.99,4.1.3,4.1.3
22057,1.1.1.164,1.1.1,1.4.1;2.1.1;1.2.1;1.17.1,1.1.1.1|1.1.1.71,1.3.1;1.1.1,1.1.1;1.2.1;1.5.1;1.17.1;1.4.1,1.1.1,1.1.1
22085,4.3.1.15,4.3.1,3.5.4;3.5.5;4.3.1;1.4.99,4.3.1.15;4.4.1.13;4.3.1.15|4.3.1.18;4.1.99.1|4.2.1.13|4.2.1.22|4.2.3.1|4.3.1.15|4.3.1.17|4.3.1.19,2.6.1,3.5.1;4.3.1;3.5.99;3.4.13;4.3.3,4.3.1,4.3.1
22109,4.3.1.19,4.3.1,4.4.1;4.3.1;3.3.2;2.1.2,4.3.1.18;3.5.1.14;1.1.1.103;1.1.1.381,4.2.1,4.3.1;4.4.1;4.1.3;4.2.1;1.4.99,4.3.1,4.3.1
22125,3.1.1.80,3.1.1,3.1.1;1.2.99;3.5.1;3.3.2,3.1.1.80;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,3.1.1,3.1.1;3.6.1;1.2.98;3.7.1;3.1.2,3.1.1,3.1.1
22321,2.4.1.139,3.1.3,2.7.7;3.1.1;2.7.8;2.7.1,2.4.1.8;2.4.1.320;2.4.1.20;2.4.1.281;2.4.1.279;2.4.1.31;2.4.1.1;2.4.1.282;2.4.1.321;2.4.1.230;2.4.1.329;2.7.7.69;2.7.7.69|2.7.7.78;2.4.1.7;2.4.1.339;2.4.1.247;2.7.7.37;2.4.1.64;2.4.1.231;2.4.1.211;2.3.1.15|2.3.1.51|2.4.1.184|2.4.1.46|3.1.3.4,2.4.1,2.4.1;3.1.3;3.2.1;2.4.2;5.4.2,2.4.1,2.4.1
22353,4.1.1.18,4.1.1,4.1.1;7.2.4;1.5.1;3.1.1,4.1.1.116;4.1.1.17|4.1.1.19|4.1.1.86,4.1.1,4.1.1;1.13.12;5.4.3;5.1.1;1.17.98,4.1.1,4.1.1
22365,1.1.1.24,1.1.1,1.3.1;1.1.1;2.4.1;1.5.1,1.1.1.282;1.1.1.24;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,1.1.1,1.1.1;1.3.1;1.17.1;1.4.1;1.18.1,1.1.1,1.1.1
22365,1.1.1.24,1.1.1,1.3.1;1.1.1;2.4.1;1.5.1,1.1.1.282;1.1.1.24;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,1.1.1,1.1.1;1.3.1;1.17.1;1.4.1;1.18.1,1.1.1,1.1.1
22377,5.4.99.12,5.4.99,2.3.1;2.3.2;2.5.1;2.1.1,5.4.99.25;5.4.99.23;5.4.99.19;5.4.99.21;5.4.99.22;5.4.99.24;5.4.99.20,5.4.99,5.4.99;2.4.2;4.2.1;3.2.2;5.5.1,5.4.99,5.4.99
22429,1.21.3.1,1.21.3,1.14.15;1.13.11;4.3.1;4.2.1,1.8.3.3;1.14.14.43;1.14.11.58;1.1.3.15;4.1.1.90;1.14.11.66|1.14.11.67|1.14.11.68|1.14.11.69;1.4.3.2,,4.4.1;3.13.1;1.8.3;3.1.2;1.21.3,1.8.3,1.8.3
22457,3.5.3.3,3.5.3,3.1.2;3.5.1;3.13.1;3.5.4,3.5.1.59;3.5.3.17|3.5.3.7;3.5.3.1|3.5.3.7;3.5.3.22;3.5.3.-|3.5.3.24;3.5.3.1|3.5.3.11;6.3.4.6;3.5.3.6,3.5.3,3.5.3;1.4.2;3.5.1;1.4.9;1.4.3,3.5.3,3.5.3
22473,2.7.1.34,2.7.1,3.1.1;2.4.1;2.8.2;4.99.1,2.7.1.33,2.7.1,2.7.1;2.7.4;2.7.11;2.7.6;2.7.8,2.7.1,2.7.1
22485,3.6.1.17,3.6.1,3.6.1;3.1.4;7.1.3;3.1.1,2.7.7.53;2.7.6.1,3.6.1,3.6.1;3.1.4;2.4.1;3.2.1;2.7.8,3.6.1,3.6.1
22505,2.8.2.26,2.8.2,3.6.2;3.1.8;3.8.2;3.6.1,2.8.2.27;2.8.2.25;1.8.4.8;2.8.2.1;2.8.2.36;2.8.2.15|2.8.2.4;2.8.2.15|2.8.2.2|2.8.2.4;2.8.2.1|2.8.2.3;2.8.2.24;2.8.2.-|2.8.2.39;2.8.2.14;2.8.2.10;2.8.2.-|2.8.2.38;2.8.2.20;2.8.2.33,2.8.2,2.8.2;3.6.2;1.8.99;1.8.4;2.7.7,2.8.2,2.8.2
22513,5.4.99.61,4.1.1,4.3.1;4.2.1;4.1.99;2.1.2,6.3.5.9;5.4.1.2|5.4.99.61;2.1.1.132;1.16.8.1;6.6.1.2;6.3.5.12;6.3.5.10;1.16.1.6;2.7.8.26,,4.2.1;5.4.99;3.5.1;6.6.1;1.3.3,4.2.1,5.4.99
22517,2.7.3.4,2.7.3,1.2.7;1.17.7;2.3.3;1.7.7,2.7.3.3;2.7.3.5;2.7.3.1;2.7.3.2;2.7.1.100,2.7.3,2.7.3;2.7.13;3.9.1;2.7.1;2.7.9,2.7.3,2.7.3
22525,1.3.99.39,1.3.99,1.3.99;1.17.99;1.21.99;1.3.8,1.3.99.39;1.3.99.40;5.2.1.3;5.2.1.7;3.1.1.1|3.1.1.3,1.3.99,1.3.99;5.5.1;1.21.99;1.17.99;1.3.1,1.3.99,1.3.99
22565,1.3.1.10,1.3.1,2.1.1;2.5.1;1.4.1;1.2.1,2.3.1.85|2.3.1.86;1.3.1.10|1.3.1.39|2.3.1.85|2.3.1.86;1.3.1.10|1.3.1.104|1.3.1.39;1.1.1.100|2.3.1.85|2.3.1.86;1.3.1.118;1.3.1.9,1.3.1,1.3.1;1.1.1;1.17.1;1.12.1;1.18.1,1.3.1,1.3.1
22565,1.3.1.10,1.3.1,2.1.1;2.5.1;1.4.1;1.2.1,2.3.1.85|2.3.1.86;1.3.1.10|1.3.1.39|2.3.1.85|2.3.1.86;1.3.1.10|1.3.1.104|1.3.1.39;1.1.1.100|2.3.1.85|2.3.1.86;1.3.1.118;1.3.1.9,1.3.1,1.3.1;1.1.1;1.17.1;1.12.1;1.18.1,1.3.1,1.3.1
22565,1.3.1.10,1.3.1,2.1.1;2.5.1;1.4.1;1.2.1,2.3.1.85|2.3.1.86;1.3.1.10|1.3.1.39|2.3.1.85|2.3.1.86;1.3.1.10|1.3.1.104|1.3.1.39;1.1.1.100|2.3.1.85|2.3.1.86;1.3.1.118;1.3.1.9,1.3.1,1.3.1;1.1.1;1.17.1;1.12.1;1.18.1,1.3.1,1.3.1
22597,3.1.1.41,3.1.1,3.1.1;3.5.1;3.1.2;2.3.2,2.3.1.175;3.1.1.41;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,3.1.1,3.1.1;3.3.2;2.3.1;2.5.1;3.8.1,3.1.1,3.1.1
22669,2.4.1.182,2.4.1,2.4.1;3.1.1;2.4.2;2.8.2,2.4.1.182,2.3.1,2.4.1;2.4.2;2.7.1;2.7.7;2.7.4,2.4.1,2.4.1
22725,2.4.1.173,2.4.1,3.1.1;2.4.1;2.4.99;2.4.2,2.4.1.173;2.4.1.192;2.4.1.17;2.4.1.276;2.4.1.364|2.4.1.dt;2.4.1.367;2.4.1.368|2.4.1.dx;2.4.1.324;2.4.1.-|2.4.1.284;2.4.1.-|2.4.1.323;2.4.1.366|2.4.1.367|2.4.1.dv;2.4.1.22;2.4.1.245;2.4.1.210;2.4.1.38|2.4.1.90,2.4.1,2.4.1;2.4.2;2.7.7;2.7.8;2.7.4,2.4.1,2.4.1
22769,4.3.3.1,5.3.1,1.13.12;4.1.99;4.1.1;4.2.1,3.4.22|3.4.22.51;3.4.21.10|3.4.21.59;2.3.2.2;3.4.11|3.4.21.37;3.3.2.6|3.4.11|3.4.11.1|3.4.11.10|3.4.11.2|3.4.11.23|3.4.11.24|3.4.11.3,4.1.99,5.3.2;4.1.99;5.3.3;4.2.1;5.4.99,4.1.99,4.1.99
22797,2.7.1.102,2.7.1,3.1.1;2.7.1;2.8.2;2.7.4,2.7.1.3;2.7.1.188;2.7.1.51;2.7.1.1|2.7.1.4;2.7.1.11|2.7.1.144|2.7.1.56,2.7.1,2.7.1;2.7.4;2.7.6;2.7.7;2.7.8,2.7.1,2.7.1
22813,1.5.1.5,1.5.1,1.3.7;2.1.1;2.4.99;2.4.2,1.5.1.5,1.5.1;1.3.1,1.5.1;6.3.3;3.5.4;1.7.1;4.3.1,1.5.1,1.5.1
22829,3.6.1.31,3.6.1,3.6.1;3.1.4;7.1.3;3.1.3,6.3.2.1,6.1.2,3.6.1;2.7.7;6.3.5;3.6.5;3.6.4,3.6.1,3.6.1
22913,2.6.1.66,2.6.1,2.6.1;2.2.1;2.8.3;5.4.3,2.6.1.66;2.6.1.21;2.6.1.32|2.6.1.42;2.6.1.51;2.6.1.2|2.6.1.21;2.6.1.1|2.6.1.2|2.6.1.5;2.6.1.15,,2.6.1;4.1.2;5.4.3;1.4.1;4.1.3,2.6.1,2.6.1
23049,1.1.99.24,1.1.99,2.2.1;5.5.1;2.8.3;3.7.1,1.1.5.13;1.1.99.2;1.1.99.39;2.6.1.19;1.1.99.24;1.1.3.15|1.1.3.M4;2.6.1.57;1.1.1.30;1.1.1.45;1.1.1.27|1.1.1.272|1.1.1.95|1.1.99.2,,1.1.99;2.6.1;1.1.1;5.1.2;4.1.3,1.1.99,1.1.99
23089,2.7.1.84,2.7.1,3.1.1;2.4.1;2.8.2;2.3.2,2.7.1.29;2.7.1.209;2.7.1.231;2.7.1.217;2.7.1.3|2.7.1.51;2.7.1.92;2.7.1.5;2.7.1.19;2.7.1.35,2.7.1,2.7.1;2.7.4;2.7.6;2.7.11;2.7.8,2.7.1,2.7.1
23113,4.1.1.52,4.1.1,4.1.1;7.2.4;1.5.1;1.3.1,4.1.1.103;4.1.1.69;4.1.1.51;4.1.1.91;4.1.1.46;1.10.3.15;1.13|1.13.12.19;4.1.1.61;2.3.1.165;4.1.1.63;1.14.13.1;4.1.1.7;2.3.1.151;2.3.1|2.3.1.39|2.3.1.74,4.1.1,4.1.1;1.17.98;1.13.12;1.13.11;3.1.1,4.1.1,4.1.1
23141,3.2.2.14,3.2.1,5.5.1;4.2.1;2.4.2;4.1.99,2.4.2.12;2.4.2|2.4.2.1,3.2.2,3.2.2;2.7.1;2.3.1;6.3.4;3.2.1,2.4.2,3.2.2
23157,4.8.1.3,3.5.99,1.11.2;1.11.1;1.8.3;5.3.99,4.99.1.6;1.14.14.45;1.14|1.14.13.125|1.14.14.156;1.14.14.43|1.14.14.45;1.14.14.44|4.3.1|4.99.1.7;3.2.1.147;6.2.1.13;1.14.14.37;3.4.11.17;2.6.1.7;3.1.1.96,4.8.1,4.8.1;4.2.1;1.14.14;3.5.5;3.2.1,4.8.1,4.8.1
23201,1.5.3.4,1.5.3,1.5.3;1.7.3;1.2.3;1.1.3,1.8.3.5;1.4.3.13;1.1.3.15;1.4.3.3;1.4.3.1|1.4.3.11|1.4.3.2|1.4.3.3|1.4.3.7;1.4.3.2,,1.5.3;1.4.3;1.8.3;1.11.1;1.1.3,1.5.3,1.4.3
23225,2.4.1.203,2.4.1,3.1.1;2.4.1;2.4.2;2.8.2,2.4.1.215;2.4.1.203;2.4.2.40;2.4.1|2.4.1.85;2.4.1.-|2.4.1.330;2.4.1.46;2.4.1.241;2.4.1.239;2.4.1.220;2.4.1.111;2.4.1.194;2.4.1.218;2.4.1.128;2.4.1.35;2.4.1.126;2.4.1.202;2.4.1.90;2.4.1.-|2.4.1.323;2.4.1.38|2.4.1.90;1.11.1.13|1.16.3.-|2.4.1.25|2.4.1.63|2.4.1.8|3.2.1.20|4.2.1.131;2.4.1.63,2.4.1,2.4.1;2.4.2;3.2.1;2.7.7;2.7.8,2.4.1,2.4.1
23389,2.7.1.119,2.7.1,2.7.1;2.8.2;2.7.4;2.7.8,2.7.1.119;2.7.1.163;2.3.1.193;2.7.1.91;6.3.4.16|6.3.5.5;2.7.2.2,2.7.1,2.7.1;2.7.4;2.7.7;2.7.6;2.7.11,2.7.1,2.7.1
23421,3.1.3.12,3.1.3,3.1.3;3.1.7;2.6.99;3.6.1,2.7.1.201|2.7.1.69;1.11.1.13|1.16.3.-|2.4.1.25|2.4.1.63|2.4.1.8|3.1.3.90|3.2.1.20|4.2.1.131;3.2.1.23,3.1.3,3.1.3;3.6.1;3.6.5;4.2.3;3.6.4,3.1.3,3.1.3
23445,1.1.1.27,1.1.1,1.3.1;1.1.1;1.5.1;1.2.1,1.1.1|1.1.1.27|1.1.1.28,1.1.1,1.1.1;1.4.1;1.12.1;1.17.1;1.18.1,1.1.1,1.1.1
23449,2.7.7.38,2.7.7,2.7.7;2.7.1;2.7.4;2.7.8,2.7.7.90;2.7.7.92;2.7.7.38,2.7.7,2.7.7;2.4.99;2.7.4;2.5.1;6.3.2,2.7.7,2.7.7
23465,2.4.1.174,2.4.1,3.1.1;2.8.2;2.7.8;2.7.7,2.4.1.223;2.4.1.174;2.4.1.250;2.4.1.-|2.4.1.283;2.4.1.306;2.4.1.175;2.4.1.224;2.4.1.212;3.2.1.183;2.4.1.-|2.4.1.292;2.4.1.150;2.4.1.143;2.4.1.149;2.4.1.56;2.4.1.-|2.4.1.291,2.4.1,2.4.1;3.2.1;2.4.2;2.7.8;3.6.1,2.4.1,2.4.1
23505,3.5.1.90,3.5.1,3.1.2;3.5.1;2.3.2;3.13.1,6.3.1.10;3.5.1.90;6.3.5.10;2.5.1.17;2.7.8.26,4.3.2,3.5.1;6.3.1;3.5.2;3.5.5;2.7.2,3.5.1,3.5.1
23549,2.1.1.171,2.1.1,2.1.1;1.3.7;1.3.8;2.5.1,2.1.1.173;2.1.1.172,2.1.1,2.1.1;3.13.2;2.8.4;2.5.1;1.17.98,2.1.1,2.1.1
23581,5.3.99.4,5.3.99,5.5.1;4.1.2;4.2.1;3.3.2,5.3.99.2|5.3.99.3|5.3.99.4;1.1.1|1.1.1.-|1.1.1.188;1.11.1.20;5.3.99.5;1.14.99.1;1.14.14.1,5.3.99,3.3.2;2.5.1;1.11.1;4.1.2;3.1.1,5.3.99,5.3.99
23601,2.6.1.67,2.6.1,2.6.1;2.2.1;2.8.3;4.1.2,2.6.1.39;2.6.1.17;2.6.1.57;2.6.1.36;2.6.1.21;2.6.1.42|2.6.1.6|2.6.1.67;2.6.1.19,2.6.1,2.6.1;5.1.99;5.1.1;2.7.4;5.1.2,2.6.1,2.6.1
