Reaction ID,Theia
R03681,"2.4.1,0.9998100399971008;2.4.2,0.00015025149332359433;3.2.1,1.4686831491417252e-05;2.7.7,1.0018175998993684e-05;4.1.3,2.625187562443898e-06"
R08339,"1.14.13,0.9990249872207642;1.14.14,0.0009578258031979203;1.14.-,1.3308471352502238e-05;1.13.12,2.3176112335931975e-06;1.14.15,1.024216089717811e-06"
R04906,"6.3.2,0.462069034576416;3.5.1,0.33156004548072815;6.3.-,0.09305174648761749;2.3.1,0.04496869817376137;2.5.1,0.026248427107930183"
R11282,"2.7.7,0.7510359287261963;2.4.1,0.2395067662000656;6.2.1,0.0022684272844344378;2.7.4,0.0012769903987646103;2.7.1,0.0008245868957601488"
R11786,"3.1.4,0.9408118724822998;3.6.1,0.045598872005939484;3.1.3,0.01073083933442831;3.2.1,0.0009475727565586567;3.4.11,0.00047828396782279015"
R00753,"2.3.1,0.42471709847450256;4.2.1,0.2424890547990799;1.1.1,0.17915712296962738;4.1.1,0.03859488666057587;1.14.13,0.027401745319366455"
R10608,"2.4.2,0.8717679381370544;2.3.1,0.0668870210647583;1.1.1,0.01788131520152092;3.5.1,0.012947852723300457;1.14.13,0.007986444048583508"
R05296,"1.14.19,0.6569241881370544;4.2.1,0.23520883917808533;1.14.99,0.020880073308944702;1.13.11,0.015142453834414482;1.3.1,0.01463050302118063"
R08083,"1.1.1,0.9987747073173523;1.3.1,0.0005514019285328686;1.2.1,0.0005009353626519442;2.3.1,6.687216955469921e-05;1.5.1,2.3036707716528326e-05"
R10867,"3.2.1,0.9998250603675842;3.7.1,0.00012952263932675123;2.4.1,3.4377440897515044e-05;4.2.1,2.5301590085291537e-06;5.3.1,2.2396500298782485e-06"
R12141,"1.1.1,0.9949592351913452;1.3.1,0.0045277830213308334;1.14.13,0.00018096384883392602;1.-.-,7.38883318263106e-05;1.14.12,5.3983258112566546e-05"
R08166,"4.2.99,0.9998682737350464;2.2.1,6.925461639184505e-05;2.5.1,3.508625377435237e-05;5.3.3,7.703966730332468e-06;1.3.1,7.16861131877522e-06"
R12087,"2.3.1,0.9668225646018982;3.1.1,0.007179479114711285;2.5.1,0.0027038217522203922;2.6.1,0.002360860351473093;2.3.2,0.0014602078590542078"
R10441,"2.7.8,0.962308406829834;3.1.3,0.033796392381191254;3.1.4,0.002437413902953267;2.7.99,0.0005695303552784026;3.6.1,0.0003205336397513747"
