Reaction ID,Theia
R00357,"1.4.3,0.9987226128578186;1.4.1,0.0006652390002273023;1.4.9,0.00010826183279277757;1.4.11,8.380766666959971e-05;4.3.1,6.935209239600226e-05"
R12610,"2.4.1,0.8793357610702515;3.2.1,0.07868776470422745;4.1.1,0.0363566018640995;5.1.3,0.0017700432799756527;1.14.-,0.001008163788355887"
R02248,"3.6.1,0.589543879032135;3.1.3,0.39895325899124146;3.1.4,0.008436775766313076;3.2.1,0.00040974936564452946;3.6.2,0.00038323167245835066"
R09237,"1.13.11,0.9999998807907104;1.14.12,7.26598230471609e-08;1.13.12,2.7755868714507415e-08;1.14.18,6.260738594221493e-09;1.14.99,6.10362427266864e-09"
R03222,"1.3.3,0.9995802044868469;1.3.99,0.00018446454487275332;4.99.1,0.00010725237370934337;1.3.5,9.593168942956254e-05;1.14.21,7.515440756833414e-06"
R02553,"1.1.1,0.9935733675956726;2.3.1,0.003937613219022751;1.3.1,0.0010780945885926485;1.1.99,0.0004953127354383469;1.8.1,0.00012137068551965058"
R11891,"2.7.4,0.7740060091018677;2.7.1,0.19946995377540588;2.1.1,0.01891961507499218;6.2.1,0.002652202034369111;2.7.2,0.0017209263751283288"
R11096,"1.3.1,0.9927974343299866;1.1.1,0.006747877225279808;1.2.1,0.00025241717230528593;1.3.99,7.821756298653781e-05;1.6.5,3.0407985832425766e-05"
R06977,"2.6.1,0.9999818801879883;1.4.1,6.155109076644294e-06;1.4.3,3.4095405681000557e-06;4.1.3,2.677330485312268e-06;1.5.3,1.0078582590722363e-06"
R02444,"1.14.11,0.9920921921730042;1.14.20,0.007414018735289574;1.4.11,0.00020527200831566006;1.1.5,5.807055640616454e-05;4.1.1,5.191499803913757e-05"
R07657,"1.13.11,0.8785971403121948;1.1.99,0.06489712744951248;1.14.-,0.015239384025335312;1.14.11,0.013005556538701057;4.1.3,0.0056562540121376514"
R09723,"3.2.1,0.5502119064331055;3.1.1,0.41771021485328674;2.3.1,0.02480568177998066;2.4.1,0.007129069417715073;3.7.1,5.734194564865902e-05"
R07099,"1.14.13,0.7287439703941345;1.14.14,0.2547498047351837;1.14.12,0.007406920660287142;1.5.1,0.001787508837878704;1.3.98,0.001219988102093339"
R06797,"2.3.1,1.0;6.2.1,2.9159339831608122e-08;3.1.1,4.846615553333322e-09;2.1.1,1.5924322971372362e-09;3.1.2,6.353860770857978e-10"
R04396,"2.1.1,1.0;2.3.1,6.881620273624378e-11;6.3.2,5.3472374098029185e-12;2.5.1,4.5559033975961505e-12;3.3.1,8.041309588688317e-13"
