reaction,left_comp,right_comp,left_smiles,right_smiles
R11586,Anthraniloyl-CoA // L-Cysteinyl-protein,S-Anthraniloyl-L-cysteinyl-protein // CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4=CC=CC=C4N)O.C([C@@H](C(=O)S)N)S,*C(=O)[C@@H](N)CSC(=O)c1ccccc1N.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O
R12144,"L-Galactono-1,4-lactone // 4 Ferricytochrome c",Dehydroascorbate // 4 Ferrocytochrome c // 4 H//,C([C@@H]([C@@H]1[C@H]([C@@H](C(=O)O1)O)O)O)O.*NC(=O)[C@H](CSC(C)C1=C(C)/C2=C/c3c(C(C)SC[C@H](NC(*)=O)C(=O)N*)c(C)c4n3[Fe+]n3/c(c(C)c(CCC(=O)O)/c3=C/C3=N/C(=C\4)C(C)=C3CCC(=O)O)=C\C1=N2)NC(*)=O,C([C@@H]([C@@H]1C(=O)C(=O)C(=O)O1)O)O.*NC(=O)[C@H](CSC(C)C1=C(C)/C2=C/c3c(C(C)SC[C@H](NC(*)=O)C(=O)N*)c(C)c4n3[Fe]n3/c(c(C)c(CCC(=O)O)/c3=C/C3=N/C(=C\4)C(C)=C3CCC(=O)O)=C\C1=N2)NC(*)=O.[H+]
R07533,Chloroxanthin // S-Adenosyl-L-methionine,"3,4-Dihydrospheroidene // S-Adenosyl-L-homocysteine",CC(C)=CCC/C(C)=C/CC/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)CCCC(C)(C)O.C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O,COC(C)(C)CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)CC/C=C(\C)CCC=C(C)C.C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N
R01724,Nicotinate D-ribonucleotide // Diphosphate // ADP // Orthophosphate,Nicotinate // 5-Phospho-alpha-D-ribose 1-diphosphate // ATP // H2O // H//,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)C(=O)O.OP(=O)(O)OP(=O)(O)O.C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N.OP(=O)(O)O,C1=CC(=CN=C1)C(=O)O.C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O.C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.O.[H+]
R10142,"Acetyl-CoA // dTDP-4-amino-4,6-dideoxy-D-galactose","CoA // dTDP-4-acetamido-4,6-dideoxy-alpha-D-galactose",CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O.C[C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)O)N,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O.C[C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)O)NC(=O)C
R10951,ATP // 1-Phosphatidyl-D-myo-inositol,ADP // 1-Phosphatidyl-1D-myo-inositol 5-phosphate,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.*C(=O)OCC(COP(=O)(O)O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O)OC(*)=O,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N.CC1=CC(=C(C=C1N)C(=O)O)OC
R06891,1-(4'-Hydroxyphenyl)ethanol // NAD//,4'-Hydroxyacetophenone // NADH // H//,CC(O)c1ccc(O)cc1.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,CC(=O)c1ccc(O)cc1.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+]
R08999,Psoralen // NADPH // Oxygen // H//,Xanthotoxol // NADP// // H2O,C1=CC(=O)OC2=CC3=C(C=CO3)C=C21.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.O=O.[H+],C1=CC(=O)OC2=C(C3=C(C=CO3)C=C21)O.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N.O
R10392,(R)-(Homo)2-citrate,cis-(Homo)2-aconitate // H2O,O=C(O)CCC[C@@](O)(CC(=O)O)C(=O)O,C(C/C(=C/C(=O)O)/C(=O)O)CC(=O)O.O
R12160,UDP-glucose // 2-Acylphloroglucinol,UDP // 2-Acylphloroglucinol 1-O-beta-D-glucoside,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O.*C(=O)c1c(O)cc(O)cc1O,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O)O)O.*C(=O)c1c(O)cc(O)cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
R11773,Propanoyl-CoA // Succinate,Succinyl-CoA // Propanoate,CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O.C(CC(=O)O)C(=O)O,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O)O.CCC(=O)O
R01759,L-Arabitol // NADP//,L-Arabinose // NADPH // H//,C([C@@H](C([C@H](CO)O)O)O)O.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,C1[C@@H]([C@@H]([C@H](C(O1)O)O)O)O.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+]
R03140,"D-Ribulose 1,5-bisphosphate // Oxygen",3-Phospho-D-glycerate // 2-Phosphoglycolate,C([C@H]([C@H](C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O.O=O,C([C@H](C(=O)O)O)OP(=O)(O)O.C(C(=O)O)OP(=O)(O)O
R01393,Hydroxypyruvate,Glycolaldehyde // CO2,C(C(=O)C(=O)O)O,C(C=O)O.C(=O)=O
R10734,"trans,trans-Farnesyl diphosphate",beta-Santalene // Diphosphate,CC(=CCC/C(=C/CC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)/C)C,CC(=CCC[C@@]1([C@H]2CC[C@H](C2)C1=C)C)C.OP(=O)(O)OP(=O)(O)O
R06469,"(S)-2,3-Epoxysqualene",beta-Amyrin,CC(=CCC/C(=C/CC/C(=C/CC/C=C(\C)/CC/C=C(\C)/CC[C@H]1C(O1)(C)C)/C)/C)C,C[C@@]12CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]1CC(CC2)(C)C)C
R10578,"(9Z,12Z,15Z)-Octadecatrienoic acid // Oxygen","(8E,10S,12Z,15Z)-10-Hydroperoxyoctadeca-8,12,15-trienoate",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O.O=O,CC/C=C\C/C=C\C[C@@H](/C=C/CCCCCCC(=O)O)OO
R02924,D-Arginine // 2-Oxo acid,5-Guanidino-2-oxopentanoate // D-Amino acid,C(C[C@H](C(=O)O)N)CN=C(N)N.*C(=O)C(=O)O,C(CC(=O)C(=O)O)CN=C(N)N.*[C@@H](N)C(=O)O
R12527,"Sucrose // 1,3-alpha-D-Glucan(n)","D-Fructose // 1,3-alpha-D-Glucan(n//1)",C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O.*O[C@@H]1[C@@H](O)[C@@H](*)O[C@H](CO)[C@H]1O,C([C@@H]1[C@H]([C@@H](C(O1)(CO)O)O)O)O.*O[C@@H]1[C@@H](O)[C@@H](*)O[C@H](CO)[C@H]1O
R03984,Pyrimidodiazepine // Glutathione disulfide // H2O,6-Pyruvoyltetrahydropterin // 2 Glutathione,CC(=O)C1=NC2=C(NCC1)N=C(NC2=O)N.C(CC(=O)N[C@@H](CSSC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N)C(=O)NCC(=O)O)[C@@H](C(=O)O)N.O,CC(=O)C(=O)C1CNC2=C(N1)C(=O)NC(=N2)N.C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N
R04199,"2,3,4,5-Tetrahydrodipicolinate // NADP// // H2O","(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate // NADPH // H//",C1C[C@H](N=C(C1)C(=O)O)C(=O)O.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N.O,C1[C@@H](CC(=N[C@@H]1C(=O)O)C(=O)O)O.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+]
R07524,Hydroxyspirilloxanthin // S-Adenosyl-L-methionine,Spirilloxanthin // S-Adenosyl-L-homocysteine,COC(C)(C)C/C=C/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(C)/C=C/CC(C)(C)O.C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O,COC(C)(C)C/C=C/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(C)/C=C/CC(C)(C)OC.C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N
R11584,2-Methylpropanoyl-CoA // 3 Malonyl-CoA,4 CoA // 3 CO2 // Phlorisobutyrophenone,CC(C)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O.CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O.C(=O)=O.CC(C)C(=O)C1=C(C=C(C=C1O)O)O
R10050,Methylglyoxal // D-Fructose 1-phosphate,D-Glyceraldehyde // 6-Deoxy-5-ketofructose 1-phosphate,CC(=O)C=O.C([C@@H]1[C@H]([C@@H](C(O1)(COP(=O)(O)O)O)O)O)O,C([C@H](C=O)O)O.CC(=O)[C@@H](O)[C@H](O)C(=O)COP(=O)(O)O
R07630,"trans,trans-Farnesyl diphosphate","Amorpha-4,11-diene // Diphosphate",CC(=CCC/C(=C/CC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)/C)C,C=C(C)[C@@H]1CC[C@@H](C)[C@@H]2CCC(C)=C[C@@H]21.OP(=O)(O)OP(=O)(O)O
R09264,"7,9,12-Decaketide intermediate 4 // NADPH // H//","7,9,12-Decaketide intermediate 5 // NADP//",*SC(=O)CC(=O)CC(=O)CC1(O)CC(=O)CC(=O)C1C(=O)CC(=O)CC(=O)CC(=O)CC.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+],*SC(=O)CC(=O)CC(=O)CC1(O)CC(O)CC(=O)C1C(=O)CC(=O)CC(=O)CC(=O)CC.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N
R06818,Cyanidin 3-O-glucoside // UDP-L-rhamnose,Cyanidin 3-O-rutinoside // UDP,C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O)O.C[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H](C(O2)N3C=CC(=O)NC3=O)O)O)O)O)O,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC4=C(C=C(C=C4[O+]=C3C5=CC(=C(C=C5)O)O)O)O)O)O)O)O)O)O.C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O)O)O
R08083,Nerol // NADP//,cis-Citral // NADPH // H//,CC(=CCC/C(=C\CO)/C)C.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N,CC(=CCC/C(=C\C=O)/C)C.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+]
R05643,2-Carboxybenzaldehyde // NAD// // H2O,Phthalate // NADH // H//,C1=CC=C(C(=C1)C=O)C(=O)O.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N.O,C1=CC=C(C(=C1)C(=O)O)C(=O)O.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+]
R00539,Acyl phosphate // H2O,Carboxylate // Orthophosphate,C(=O)OP(=O)(O)O.O,*C(=O)[O-].OP(=O)(O)O
R08384,9-cis-Retinal // Oxygen // H2O,9-cis-Retinoic acid // Hydrogen peroxide,CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C=O)C(C)(C)CCC1.O=O.O,CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1.OO
R03299,3-Hydroxyphenylacetate // Oxygen // NADH // H//,"3,4-Dihydroxyphenylacetate // NAD// // H2O",C1=CC(=CC(=C1)O)CC(=O)O.O=O.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+],C1=CC(=C(C=C1CC(=O)O)O)O.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N.O
R03030,L-3-Aminobutyryl-CoA,Crotonoyl-CoA // Ammonia,C[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)N,C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O.N
R02135,Thiamin monophosphate // H2O,Thiamine // Orthophosphate,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)O.O,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO.OP(=O)(O)O
R10259,1-O-Vanilloyl-beta-D-glucose // Cyanidin 3-O-glucoside,"Vanillate // Cyanidin 3,7-di-O-beta-D-glucoside",COC1=C(C=CC(=C1)C(=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O.C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O)O,COC1=C(C=CC(=C1)C(=O)O)O.C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O
R03417,2-Acyl-sn-glycero-3-phosphoethanolamine // H2O,Fatty acid // sn-Glycero-3-phosphoethanolamine,*C(=O)O[C@H](CO)COP(=O)(O)OCCN.O,*C(=O)O.C(COP(=O)(O)OC[C@@H](CO)O)N
R10783,3-Hexenal // NADH // H//,3-Hexenol // NAD//,CC/C=C\CC=O.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+],CC/C=C\CCO.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N
R03965,Sinapoyl-CoA // Hydroxymalonate,CoA // Sinapoyltartronate,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/C4=CC(=C(C(=C4)OC)O)OC)O.C(C(=O)O)(C(=O)O)O,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O.COC1=CC(=CC(=C1O)OC)/C=C/C(=O)OC(C(=O)O)C(=O)O
R10178,4-Aminobutanoate // Pyruvate,Succinate semialdehyde // L-Alanine,C(CC(=O)O)CN.CC(=O)C(=O)O,C(CC(=O)O)C=O.C[C@@H](C(=O)O)N
R12268,"6alpha,8beta-Dihydroxygermacra-1(10),4,11(13)-trien-12-oate",Eupatolide // H2O,C/C/1=C\[C@H]([C@@H]([C@@H](C/C(=C/CC1)/C)O)C(=C)C(=O)O)O,C/C/1=C\[C@@H]2[C@@H]([C@@H](C/C(=C/CC1)/C)O)C(=C)C(=O)O2.O
R07336,UDP-glucuronate // N-Acetyl-beta-D-galactosaminyl-(1->4)-beta-D-glucuronosylproteoglycan,UDP // beta-D-Glucuronosyl-(1->3)-N-acetyl-beta-D-galactosaminyl-(1->4)-beta-D-glucuronosylproteoglycan,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O)O)O.C1=CC2=C(C=CC(=C2)[N+](=O)[O-])C=C1N,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O)O)O.CCNC1=CN=CC=C1
R06530,L-Threonine O-3-phosphate,D-1-Aminopropan-2-ol O-phosphate // CO2,C[C@@H](OP(=O)(O)O)[C@H](N)C(=O)O,C[C@H](CN)OP(=O)(O)O.C(=O)=O
R06940,N-Cyclohexylformamide // H2O,Cyclohexylamine // Formate,O=CNC1CCCCC1.O,C1CCC(CC1)N.C(=O)O
R05292,"cis-1,2-Dihydroxy-4-methylcyclohexa-3,5-diene-1-carboxylate // NAD//",4-Methylcatechol // CO2 // NADH // H//,CC1=CC(C(C=C1)(C(=O)O)O)O.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,CC1=CC(=C(C=C1)O)O.C(=O)=O.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+]
R09804,Quercitrin // UDP-glucose,Quercetin 3-O-rhamnoside 7-O-glucoside // UDP,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O.C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)C5=CC(=C(C=C5)O)O)O)O)O.C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O)O)O
R06419,Pulegone // NADPH // H//,(-)-Menthone // NADP//,C[C@@H]1CCC(=C(C)C)C(=O)C1.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O.[H+],C[C@@H]1CC[C@H](C(=O)C1)C(C)C.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N
R04482,4-Carboxy-2-oxo-3-hexenedioate,"(1E,3E)-4-Hydroxybuta-1,3-diene-1,2,4-tricarboxylate",C(/C(=C/C(=O)C(=O)O)/C(=O)O)C(=O)O,C(=C(\C=C(/C(=O)O)\O)/C(=O)O)\C(=O)O
R09899,9alpha-Copalyl diphosphate,"(12E)-9alpha-Labda-8(17),12,14-triene // Diphosphate",C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@@H]1CC/C(C)=C/COP(=O)(O)OP(=O)(O)O,C/C(=C\C[C@@H]1C(=C)CC[C@@H]2[C@@]1(CCCC2(C)C)C)/C=C.OP(=O)(O)OP(=O)(O)O
R10970,ATP // 6-Deoxy-6-sulfo-D-fructose,ADP // 6-Deoxy-6-sulfo-D-fructose 1-phosphate,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N.C([C@@H]1[C@H]([C@@H](C(O1)(CO)O)O)O)S(=O)(=O)O,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)N.C([C@@H]1[C@H]([C@@H](C(O1)(COP(=O)(O)O)O)O)O)S(=O)(=O)O
R10163,Festuclavine // NAD//,"6,8-Dimethyl-6,7-didehydroergoline // NADH // H//",C[C@@H]1C[C@H]2[C@@H](CC3=CNC4=CC=CC2=C34)N(C1)C.C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,CC1C[C@H]2[C@@H](CC3=CNC4=CC=CC2=C34)[N+](=C1)C.C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.[H+]
R04857,5-Ureido-4-imidazole carboxylate // H2O,5-Amino-4-imidazole carboxylate // Ammonia // CO2,C1=NC(=C(N1)C(=O)O)NC(=O)N.O,C1=NC(=C(N1)C(=O)O)N.N.C(=O)=O
