reaction_id,SIMMER_SIMMER pred,merged_output_SIMMER_SIMMER pred,merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_ec,merged_output_merged_output_theia_Prediction,merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_ec,merged_output_theia_Prediction,merged_output_SelenzymeRF_All ECs,merged_output_BEC-Pred_Prediction,merged_output_CLAIRE_predictions,merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_Scaffold_ground_truth_true_EC,merged_output_ec,theia_Prediction,SelenzymeRF_All ECs,BEC-Pred_Prediction,CLAIRE_predictions,Scaffold_ground_truth_REACTION_ID,Scaffold_ground_truth_true_EC,ec
19650,6.1.1,6.1.1,6.1.1,6.1.1,6.1.1,6.1.1,6.1.1,,6.3.2,,,6.1.1.12,6.3.2,,,6.1.1.12,6.3.2,,,6.1.1.12,"6.1.1,0.5658019781112671;3.6.1,0.15850287675857544;2.7.4,0.08252182602882385;6.3.2,0.05112055689096451;2.7.7,0.0491214320063591",6.1.1.12|6.1.1.23,6.3.2,6.3.1;4.3.2;4.5.1;1.1.99,,,6.1.1.12,6.1.1;3.6.1;2.7.4;6.3.2;2.7.7,6.1.1.12|6.1.1.23,6.3.2,6.3.1;4.3.2;4.5.1;1.1.99,,,6.1.1.12,6.1.1;3.6.1;2.7.4;6.3.2;2.7.7,6.1.1.12|6.1.1.23,6.3.2,4.3.3;6.3.2;6.2.1;2.6.1,,,6.1.1.12,6.1.1;3.6.1;2.7.4;6.3.2;2.7.7,6.1.1.12|6.1.1.23,6.1.1,4.3.3;6.3.2;6.2.1;2.6.1,,,6.1.1.12,6.1.1;3.6.1;2.7.4;6.3.2;2.7.7,6.1.1.12|6.1.1.23,6.1.1,4.3.3;6.3.2;6.2.1;2.6.1,,,6.1.1.12
46577,1.14.19;1.3.1,1.14.19;1.3.1,1.14.19;1.3.1,1.14.19;1.3.1,1.14.19;1.3.1,1.14.19;1.3.1,1.14.19;1.3.1,,1.14.19,,,1.14.19.41,1.14.19,,,1.14.19.41,1.14.19,,,1.14.19.41,"1.14.19,0.47492367029190063;1.14.13,0.3525775372982025;1.6.3,0.0958489179611206;1.3.1,0.018259290605783463;1.17.1,0.012146987952291965",1.6.3.2;1.14.19.41|1.3.1.-;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.54;1.14.15.16;1.14.14.25;1.14.14.1,1.14.19,1.14.18;1.14.19;1.14.13;1.10.3,,,1.14.19.41,1.14.19;1.14.13;1.6.3;1.3.1;1.17.1,1.6.3.2;1.14.19.41|1.3.1.-;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.54;1.14.15.16;1.14.14.25;1.14.14.1,1.14.19,1.14.18;1.14.19;1.14.13;1.10.3,,,1.14.19.41,1.14.19;1.14.13;1.6.3;1.3.1;1.17.1,1.6.3.2;1.14.19.41|1.3.1.-;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.54;1.14.15.16;1.14.14.25;1.14.14.1,1.14.19,1.14.13;1.14.19;1.14.15;1.14.14,,,1.14.19.41,1.14.19;1.14.13;1.6.3;1.3.1;1.17.1,1.6.3.2;1.14.19.41|1.3.1.-;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.54;1.14.15.16;1.14.14.25;1.14.14.1,1.14.19,1.14.13;1.14.19;1.14.15;1.14.14,,,1.14.19.41,1.14.19;1.14.13;1.6.3;1.3.1;1.17.1,1.6.3.2;1.14.19.41|1.3.1.-;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.54;1.14.15.16;1.14.14.25;1.14.14.1,1.14.19,1.14.13;1.14.19;1.14.15;1.14.14,,,1.14.19.41
59361,3.4.13;3.5.1,3.4.13;3.5.1,3.4.13;3.5.1,3.4.13;3.5.1,3.4.13;3.5.1,3.4.13;3.5.1,3.4.13;3.5.1,,3.5.1,,,3.4.13.20,3.5.1,,,3.4.13.20,3.5.1,,,3.4.13.20,"3.4.13,0.9663752913475037;6.3.2,0.011459366418421268;3.5.1,0.009840228594839573;3.4.17,0.006084885913878679;1.13.12,0.0010412698611617088",6.3.2.11;3.4.13.20|3.4.13.5;3.4.21.39;3.4.13.4;6.3.2.2,3.5.1,3.5.1;3.4.19;3.2.2;3.4.14,,,3.4.13.20,3.4.13;6.3.2;3.5.1;3.4.17;1.13.12,6.3.2.11;3.4.13.20|3.4.13.5;3.4.21.39;3.4.13.4;6.3.2.2,3.5.1,3.5.1;3.4.19;3.2.2;3.4.14,,,3.4.13.20,3.4.13;6.3.2;3.5.1;3.4.17;1.13.12,6.3.2.11;3.4.13.20|3.4.13.5;3.4.21.39;3.4.13.4;6.3.2.2,3.5.1,3.5.1;3.4.19;3.4.13;3.10.1,,,3.4.13.20,3.4.13;6.3.2;3.5.1;3.4.17;1.13.12,6.3.2.11;3.4.13.20|3.4.13.5;3.4.21.39;3.4.13.4;6.3.2.2,3.5.1,3.5.1;3.4.19;3.4.13;3.10.1,,,3.4.13.20,3.4.13;6.3.2;3.5.1;3.4.17;1.13.12,6.3.2.11;3.4.13.20|3.4.13.5;3.4.21.39;3.4.13.4;6.3.2.2,3.5.1,3.5.1;3.4.19;3.4.13;3.10.1,,,3.4.13.20
59361,3.4.13;3.5.1,3.4.13;3.5.1,3.4.13;3.5.1,3.4.13;3.5.1,3.4.13;3.5.1,3.4.13;3.5.1,3.4.13;3.5.1,,3.5.1,,,3.4.13.20,3.5.1,,,3.4.13.20,3.5.1,,,3.4.13.20,"3.4.13,0.9663752913475037;6.3.2,0.011459366418421268;3.5.1,0.009840228594839573;3.4.17,0.006084885913878679;1.13.12,0.0010412698611617088",6.3.2.11;3.4.13.20|3.4.13.5;3.4.21.39;3.4.13.4;6.3.2.2,3.5.1,3.5.1;3.4.19;3.2.2;3.4.14,,,3.4.13.20,3.4.13;6.3.2;3.5.1;3.4.17;1.13.12,6.3.2.11;3.4.13.20|3.4.13.5;3.4.21.39;3.4.13.4;6.3.2.2,3.5.1,3.5.1;3.4.19;3.2.2;3.4.14,,,3.4.13.20,3.4.13;6.3.2;3.5.1;3.4.17;1.13.12,6.3.2.11;3.4.13.20|3.4.13.5;3.4.21.39;3.4.13.4;6.3.2.2,3.5.1,3.5.1;3.4.19;3.4.13;3.10.1,,,3.4.13.20,3.4.13;6.3.2;3.5.1;3.4.17;1.13.12,6.3.2.11;3.4.13.20|3.4.13.5;3.4.21.39;3.4.13.4;6.3.2.2,3.5.1,3.5.1;3.4.19;3.4.13;3.10.1,,,3.4.13.20,3.4.13;6.3.2;3.5.1;3.4.17;1.13.12,6.3.2.11;3.4.13.20|3.4.13.5;3.4.21.39;3.4.13.4;6.3.2.2,3.5.1,3.5.1;3.4.19;3.4.13;3.10.1,,,3.4.13.5
11969,4.2.1,4.2.1,4.2.1,4.2.1,4.2.1,4.2.1,4.2.1,,1.13.11,,,1.14.99.2,1.13.11,,,1.14.99.2,1.13.11,,,1.14.99.2,"1.13.11,0.4527824819087982;1.14.99,0.3983064889907837;1.3.99,0.0901699885725975;1.14.12,0.02542690746486187;1.1.99,0.008975191973149776",1.14.12.12;1.14.12.19;1.14.12.-|1.14.12.26;1.14.12.11;1.14.12.18;1.14.12.7;1.1.3.15;1.4.3.2,1.13.11,1.14.99;1.17.99;1.21.99;1.3.99,,,1.14.99.2,1.13.11;1.14.99;1.3.99;1.14.12;1.1.99,1.14.12.12;1.14.12.19;1.14.12.-|1.14.12.26;1.14.12.11;1.14.12.18;1.14.12.7;1.1.3.15;1.4.3.2,1.13.11,1.14.99;1.17.99;1.21.99;1.3.99,,,1.14.99.2,1.13.11;1.14.99;1.3.99;1.14.12;1.1.99,1.14.12.12;1.14.12.19;1.14.12.-|1.14.12.26;1.14.12.11;1.14.12.18;1.14.12.7;1.1.3.15;1.4.3.2,1.13.11,1.14.99;1.3.99;1.13.11;1.17.99,,,1.14.99.2,1.13.11;1.14.99;1.3.99;1.14.12;1.1.99,1.14.12.12;1.14.12.19;1.14.12.-|1.14.12.26;1.14.12.11;1.14.12.18;1.14.12.7;1.1.3.15;1.4.3.2,1.14.99,1.14.99;1.3.99;1.13.11;1.17.99,,,1.14.99.2,1.13.11;1.14.99;1.3.99;1.14.12;1.1.99,1.14.12.12;1.14.12.19;1.14.12.-|1.14.12.26;1.14.12.11;1.14.12.18;1.14.12.7;1.1.3.15;1.4.3.2,1.14.99,1.14.99;1.3.99;1.13.11;1.17.99,,,1.14.99.2
45893,4.2.1,4.2.1,4.2.1,4.2.1,4.2.1,4.2.1,4.2.1,,2.7.1,,,2.7.8.48,2.7.1,,,2.7.8.48,2.7.1,,,2.7.8.48,"2.7.8,0.6666107773780823;3.1.4,0.20393571257591248;2.7.1,0.036535006016492844;2.7.6,0.0316193625330925;2.4.3,0.02087532728910446",2.7.8.1;2.7.8.2;2.7.8.45;2.7.8.8;3.1.4|3.6.1.53;2.7.8.-|2.7.8.44;2.7.8.11;2.7.8.46;2.7.8.5;2.7.8.14;2.7.8.39;2.7.6.1,2.7.1,6.2.1;6.3.1;2.2.1;2.7.2,,,2.7.8.48,2.7.8;3.1.4;2.7.1;2.7.6;2.4.3,2.7.8.1;2.7.8.2;2.7.8.45;2.7.8.8;3.1.4|3.6.1.53;2.7.8.-|2.7.8.44;2.7.8.11;2.7.8.46;2.7.8.5;2.7.8.14;2.7.8.39;2.7.6.1,2.7.1,6.2.1;6.3.1;2.2.1;2.7.2,,,2.7.8.48,2.7.8;3.1.4;2.7.1;2.7.6;2.4.3,2.7.8.1;2.7.8.2;2.7.8.45;2.7.8.8;3.1.4|3.6.1.53;2.7.8.-|2.7.8.44;2.7.8.11;2.7.8.46;2.7.8.5;2.7.8.14;2.7.8.39;2.7.6.1,2.7.1,3.1.2;3.1.1;3.1.4;3.6.1,,,2.7.8.48,2.7.8;3.1.4;2.7.1;2.7.6;2.4.3,2.7.8.1;2.7.8.2;2.7.8.45;2.7.8.8;3.1.4|3.6.1.53;2.7.8.-|2.7.8.44;2.7.8.11;2.7.8.46;2.7.8.5;2.7.8.14;2.7.8.39;2.7.6.1,2.7.8,3.1.2;3.1.1;3.1.4;3.6.1,,,2.7.8.48,2.7.8;3.1.4;2.7.1;2.7.6;2.4.3,2.7.8.1;2.7.8.2;2.7.8.45;2.7.8.8;3.1.4|3.6.1.53;2.7.8.-|2.7.8.44;2.7.8.11;2.7.8.46;2.7.8.5;2.7.8.14;2.7.8.39;2.7.6.1,2.7.8,3.1.2;3.1.1;3.1.4;3.6.1,,,2.7.8.48
15198,2.1.1,2.1.1,2.1.1,2.1.1,2.1.1,2.1.1,2.1.1,,2.1.1,,,2.1.1.72,2.1.1,,,2.1.1.72,2.1.1,,,2.1.1.72,"2.1.1,0.9986615180969238;2.3.1,0.0007012295536696911;2.5.1,0.00020389446581248194;1.17.98,7.93173021520488e-05;3.13.2,7.262485451065004e-05",2.1.1.62;2.1.1.72;2.1.1.181,2.1.1,2.1.1;2.8.4;1.3.8;4.4.1,,,2.1.1.72,2.1.1;2.3.1;2.5.1;1.17.98;3.13.2,2.1.1.62;2.1.1.72;2.1.1.181,2.1.1,2.1.1;2.8.4;1.3.8;4.4.1,,,2.1.1.72,2.1.1;2.3.1;2.5.1;1.17.98;3.13.2,2.1.1.62;2.1.1.72;2.1.1.181,2.1.1,2.1.1;2.5.1;2.3.1;2.4.2,,,2.1.1.72,2.1.1;2.3.1;2.5.1;1.17.98;3.13.2,2.1.1.62;2.1.1.72;2.1.1.181,2.1.1,2.1.1;2.5.1;2.3.1;2.4.2,,,2.1.1.72,2.1.1;2.3.1;2.5.1;1.17.98;3.13.2,2.1.1.62;2.1.1.72;2.1.1.181,2.1.1,2.1.1;2.5.1;2.3.1;2.4.2,,,2.1.1.72
10509,,,,,,,,,2.3.1,,,2.2.1.1,2.3.1,,,2.2.1.1,2.3.1,,,2.2.1.1,"2.2.1,0.13660645484924316;4.1.2,0.04280707240104675;2.7.4,0.0403890423476696;5.2.1,0.022667326033115387;5.3.3,0.019618269056081772",2.2.1.1;2.2.1.2,2.3.1,5.3.2;4.1.3;4.1.2;4.1.99,,,2.2.1.1,2.2.1;4.1.2;2.7.4;5.2.1;5.3.3,2.2.1.1;2.2.1.2,2.3.1,5.3.2;4.1.3;4.1.2;4.1.99,,,2.2.1.1,2.2.1;4.1.2;2.7.4;5.2.1;5.3.3,2.2.1.1;2.2.1.2,2.3.1,4.1.2;4.1.3;2.6.1;2.1.2,,,2.2.1.1,2.2.1;4.1.2;2.7.4;5.2.1;5.3.3,2.2.1.1;2.2.1.2,4.1.2,4.1.2;4.1.3;2.6.1;2.1.2,,,2.2.1.1,2.2.1;4.1.2;2.7.4;5.2.1;5.3.3,2.2.1.1;2.2.1.2,4.1.2,4.1.2;4.1.3;2.6.1;2.1.2,,,2.2.1.1
42901,2.1.1,2.1.1,2.1.1,2.1.1,2.1.1,2.1.1,2.1.1,,2.1.1,,,2.1.1.187,2.1.1,,,2.1.1.187,2.1.1,,,2.1.1.187,"2.1.1,0.9996336698532104;2.5.1,7.989132427610457e-05;3.13.2,7.748075586277992e-05;1.17.98,5.870705717825331e-05;2.3.1,2.7775980925071053e-05",2.1.1.228;2.1.1.188;2.1.1.209;2.1.1.187,2.1.1,2.1.1;2.8.4;4.4.1;1.3.8,,,2.1.1.187,2.1.1;2.5.1;3.13.2;1.17.98;2.3.1,2.1.1.228;2.1.1.188;2.1.1.209;2.1.1.187,2.1.1,2.1.1;2.8.4;4.4.1;1.3.8,,,2.1.1.187,2.1.1;2.5.1;3.13.2;1.17.98;2.3.1,2.1.1.228;2.1.1.188;2.1.1.209;2.1.1.187,2.1.1,2.1.1;2.3.1;2.5.1;2.8.4,,,2.1.1.187,2.1.1;2.5.1;3.13.2;1.17.98;2.3.1,2.1.1.228;2.1.1.188;2.1.1.209;2.1.1.187,2.1.1,2.1.1;2.3.1;2.5.1;2.8.4,,,2.1.1.187,2.1.1;2.5.1;3.13.2;1.17.98;2.3.1,2.1.1.228;2.1.1.188;2.1.1.209;2.1.1.187,2.1.1,2.1.1;2.3.1;2.5.1;2.8.4,,,2.1.1.187
61593,,,,,,,,,3.5.1,,,1.8.98.7,3.5.1,,,1.8.98.7,3.5.1,,,1.8.98.7,"2.8.1,0.4119357168674469;1.17.98,0.2198302447795868;2.1.1,0.1220480278134346;4.4.1,0.05199693515896797;1.1.98,0.03919205814599991",1.8.98.7;1.1.98.7;2.8.1.8,3.1.2,1.8.4;4.4.1;1.2.7;3.13.1,,,1.8.98.7,2.8.1;1.17.98;2.1.1;4.4.1;1.1.98,1.8.98.7;1.1.98.7;2.8.1.8,3.1.2,1.8.4;4.4.1;1.2.7;3.13.1,,,1.8.98.7,2.8.1;1.17.98;2.1.1;4.4.1;1.1.98,1.8.98.7;1.1.98.7;2.8.1.8,3.1.2,1.8.4;2.8.1;1.2.7;1.8.7,,,1.8.98.7,2.8.1;1.17.98;2.1.1;4.4.1;1.1.98,1.8.98.7;1.1.98.7;2.8.1.8,2.1.1,1.8.4;2.8.1;1.2.7;1.8.7,,,1.8.98.7,2.8.1;1.17.98;2.1.1;4.4.1;1.1.98,1.8.98.7;1.1.98.7;2.8.1.8,2.1.1,1.8.4;2.8.1;1.2.7;1.8.7,,,1.8.98.7
65245,2.4.1,2.4.1,2.4.1,2.4.1,2.4.1,2.4.1,2.4.1,,2.4.1,,,2.4.1.185,2.4.1,,,2.4.1.185,2.4.1,,,2.4.1.185,"2.4.1,0.9932029247283936;2.4.2,0.006397061049938202;3.2.1,0.0002101185091305524;2.7.8,5.93671684328001e-05;2.7.7,3.583808575058356e-05",2.4.1.-|2.4.1.286;2.4.1.170;2.4.1.218;2.4.1.126;2.4.1.35;2.4.1.128;2.4.1.35|2.4.1.91;2.4.1|2.4.1.-|2.4.1.298;2.4.1.220;2.4.1.249;2.4.1.237;2.4.1.81;2.4.1.202;2.4.1.234;2.4.1.239;2.4.1.-|2.4.1.297;2.4.1.85;2.4.1.360;2.4.1.324;2.4.1.219;2.4.1.116;2.4.1.90;2.4.1.38|2.4.1.90;2.4.1.-|2.4.1.323;2.4.1.-|2.4.1.266;2.4.1.210;2.4.1.-|2.4.1.330;2.4.1.236;2.4.1.14;2.4.1.215;2.4.1.203;2.4.1.13,2.4.1,3.1.1;4.2.99;4.2.3;2.4.2,,,2.4.1.185,2.4.1;2.4.2;3.2.1;2.7.8;2.7.7,2.4.1.-|2.4.1.286;2.4.1.170;2.4.1.218;2.4.1.126;2.4.1.35;2.4.1.128;2.4.1.35|2.4.1.91;2.4.1|2.4.1.-|2.4.1.298;2.4.1.220;2.4.1.249;2.4.1.237;2.4.1.81;2.4.1.202;2.4.1.234;2.4.1.239;2.4.1.-|2.4.1.297;2.4.1.85;2.4.1.360;2.4.1.324;2.4.1.219;2.4.1.116;2.4.1.90;2.4.1.38|2.4.1.90;2.4.1.-|2.4.1.323;2.4.1.-|2.4.1.266;2.4.1.210;2.4.1.-|2.4.1.330;2.4.1.236;2.4.1.14;2.4.1.215;2.4.1.203;2.4.1.13,2.4.1,3.1.1;4.2.99;4.2.3;2.4.2,,,2.4.1.185,2.4.1;2.4.2;3.2.1;2.7.8;2.7.7,2.4.1.-|2.4.1.286;2.4.1.170;2.4.1.218;2.4.1.126;2.4.1.35;2.4.1.128;2.4.1.35|2.4.1.91;2.4.1|2.4.1.-|2.4.1.298;2.4.1.220;2.4.1.249;2.4.1.237;2.4.1.81;2.4.1.202;2.4.1.234;2.4.1.239;2.4.1.-|2.4.1.297;2.4.1.85;2.4.1.360;2.4.1.324;2.4.1.219;2.4.1.116;2.4.1.90;2.4.1.38|2.4.1.90;2.4.1.-|2.4.1.323;2.4.1.-|2.4.1.266;2.4.1.210;2.4.1.-|2.4.1.330;2.4.1.236;2.4.1.14;2.4.1.215;2.4.1.203;2.4.1.13,2.4.1,2.4.1;4.2.99;2.3.1;2.4.99,,,2.4.1.185,2.4.1;2.4.2;3.2.1;2.7.8;2.7.7,2.4.1.-|2.4.1.286;2.4.1.170;2.4.1.218;2.4.1.126;2.4.1.35;2.4.1.128;2.4.1.35|2.4.1.91;2.4.1|2.4.1.-|2.4.1.298;2.4.1.220;2.4.1.249;2.4.1.237;2.4.1.81;2.4.1.202;2.4.1.234;2.4.1.239;2.4.1.-|2.4.1.297;2.4.1.85;2.4.1.360;2.4.1.324;2.4.1.219;2.4.1.116;2.4.1.90;2.4.1.38|2.4.1.90;2.4.1.-|2.4.1.323;2.4.1.-|2.4.1.266;2.4.1.210;2.4.1.-|2.4.1.330;2.4.1.236;2.4.1.14;2.4.1.215;2.4.1.203;2.4.1.13,2.4.1,2.4.1;4.2.99;2.3.1;2.4.99,,,2.4.1.185,2.4.1;2.4.2;3.2.1;2.7.8;2.7.7,2.4.1.-|2.4.1.286;2.4.1.170;2.4.1.218;2.4.1.126;2.4.1.35;2.4.1.128;2.4.1.35|2.4.1.91;2.4.1|2.4.1.-|2.4.1.298;2.4.1.220;2.4.1.249;2.4.1.237;2.4.1.81;2.4.1.202;2.4.1.234;2.4.1.239;2.4.1.-|2.4.1.297;2.4.1.85;2.4.1.360;2.4.1.324;2.4.1.219;2.4.1.116;2.4.1.90;2.4.1.38|2.4.1.90;2.4.1.-|2.4.1.323;2.4.1.-|2.4.1.266;2.4.1.210;2.4.1.-|2.4.1.330;2.4.1.236;2.4.1.14;2.4.1.215;2.4.1.203;2.4.1.13,2.4.1,2.4.1;4.2.99;2.3.1;2.4.99,,,2.4.1.185
34784,1.1.1,1.1.1,1.1.1,1.1.1,1.1.1,1.1.1,1.1.1,,1.1.1,,,1.1.1.213,1.1.1,,,1.1.1.213,1.1.1,,,1.1.1.213,"1.1.1,0.9990835189819336;1.12.1,0.00016746392066124827;1.17.1,0.0001477845653425902;1.6.3,9.197196777677163e-05;1.3.1,8.749434346100315e-05",1.1.1|1.1.1.105|1.1.1.184|1.1.1.2|1.1.1.209|1.1.1.210|1.1.1.213|1.1.1.357|1.1.1.50|1.3.1.20;1.1.1.188|1.1.1.213|1.1.1.50;1.1.1.184;1.1.1.184|1.1.1.209|1.1.1.210|1.1.1.213|1.1.1.50;1.1.1.149|1.1.1.209|1.1.1.213|1.1.1.357|1.1.1.50,1.1.1,1.2.1;1.3.1;1.17.1;1.1.1,,,1.1.1.213,1.1.1;1.12.1;1.17.1;1.6.3;1.3.1,1.1.1|1.1.1.105|1.1.1.184|1.1.1.2|1.1.1.209|1.1.1.210|1.1.1.213|1.1.1.357|1.1.1.50|1.3.1.20;1.1.1.188|1.1.1.213|1.1.1.50;1.1.1.184;1.1.1.184|1.1.1.209|1.1.1.210|1.1.1.213|1.1.1.50;1.1.1.149|1.1.1.209|1.1.1.213|1.1.1.357|1.1.1.50,1.1.1,1.2.1;1.3.1;1.17.1;1.1.1,,,1.1.1.213,1.1.1;1.12.1;1.17.1;1.6.3;1.3.1,1.1.1|1.1.1.105|1.1.1.184|1.1.1.2|1.1.1.209|1.1.1.210|1.1.1.213|1.1.1.357|1.1.1.50|1.3.1.20;1.1.1.188|1.1.1.213|1.1.1.50;1.1.1.184;1.1.1.184|1.1.1.209|1.1.1.210|1.1.1.213|1.1.1.50;1.1.1.149|1.1.1.209|1.1.1.213|1.1.1.357|1.1.1.50,1.1.1,2.1.1;2.3.1;1.5.1;1.3.8,,,1.1.1.213,1.1.1;1.12.1;1.17.1;1.6.3;1.3.1,1.1.1|1.1.1.105|1.1.1.184|1.1.1.2|1.1.1.209|1.1.1.210|1.1.1.213|1.1.1.357|1.1.1.50|1.3.1.20;1.1.1.188|1.1.1.213|1.1.1.50;1.1.1.184;1.1.1.184|1.1.1.209|1.1.1.210|1.1.1.213|1.1.1.50;1.1.1.149|1.1.1.209|1.1.1.213|1.1.1.357|1.1.1.50,1.1.1,2.1.1;2.3.1;1.5.1;1.3.8,,,1.1.1.213,1.1.1;1.12.1;1.17.1;1.6.3;1.3.1,1.1.1|1.1.1.105|1.1.1.184|1.1.1.2|1.1.1.209|1.1.1.210|1.1.1.213|1.1.1.357|1.1.1.50|1.3.1.20;1.1.1.188|1.1.1.213|1.1.1.50;1.1.1.184;1.1.1.184|1.1.1.209|1.1.1.210|1.1.1.213|1.1.1.50;1.1.1.149|1.1.1.209|1.1.1.213|1.1.1.357|1.1.1.50,1.1.1,2.1.1;2.3.1;1.5.1;1.3.8,,,1.1.1.213
