reaction_id,BEC-Pred_Prediction,SIMMER_SIMMER pred,SelenzymeRF_All ECs,Scaffold_ground_truth_REACTION_ID,Scaffold_ground_truth_true_EC,merged_output_BEC-Pred_Prediction,merged_output_SIMMER_SIMMER pred,merged_output_SelenzymeRF_All ECs,merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_ec,merged_output_merged_output_theia_Prediction,merged_output_merged_output_ec,merged_output_theia_Prediction,merged_output_ec,theia_Prediction,ec
22093,1.3.7,1.3.7,5.6.1.9;1.3.7.6;1.3.7.5;1.3.7.3;1.14.14.18|1.14.99.3;2.1.1.342;1.14.13.81;1.3.7.4,,,1.3.7,1.3.7,5.6.1.9;1.3.7.6;1.3.7.5;1.3.7.3;1.14.14.18|1.14.99.3;2.1.1.342;1.14.13.81;1.3.7.4,,,1.3.99,1.3.7,5.6.1.9;1.3.7.6;1.3.7.5;1.3.7.3;1.14.14.18|1.14.99.3;2.1.1.342;1.14.13.81;1.3.7.4,,,1.3.99,1.3.7,5.6.1.9;1.3.7.6;1.3.7.5;1.3.7.3;1.14.14.18|1.14.99.3;2.1.1.342;1.14.13.81;1.3.7.4,,,1.3.99,1.3.7,5.6.1.9;1.3.7.6;1.3.7.5;1.3.7.3;1.14.14.18|1.14.99.3;2.1.1.342;1.14.13.81;1.3.7.4,,,1.14.15,1.3.7,,,1.14.15,1.3.7,,,1.14.15,,,,1.3.7.3,1.3.7.3,1.3.7.3,"1.3.7,0.9999443292617798;1.1.7,3.101622860413045e-05;1.97.1,1.4446119166677818e-05;2.8.1,2.3564498405903578e-06;1.14.15,1.5372733059848542e-06",1.3.7.3,1.3.7;1.1.7;1.97.1;2.8.1;1.14.15,1.3.7.3,1.3.7;1.1.7;1.97.1;2.8.1;1.14.15,1.3.7.3,1.3.7;1.1.7;1.97.1;2.8.1;1.14.15,1.3.7.3,1.3.7;1.1.7;1.97.1;2.8.1;1.14.15,1.3.7.3
22117,2.4.1,2.4.1,2.4.1.17;2.4.1.254;2.4.1.249;2.4.1.238;2.4.1|2.4.1.-|2.4.1.298;2.4.1.264;2.4.1.111;2.4.1.170;2.4.1.126;2.4.1.128;2.4.1.114|2.4.1.35;2.4.1.35|2.4.1.91;2.4.1.185;2.4.1.226;2.4.1.225;2.4.1.-|2.4.1.286;2.4.1.234;2.4.1.135,,,2.4.1,2.4.1,2.4.1.17;2.4.1.254;2.4.1.249;2.4.1.238;2.4.1|2.4.1.-|2.4.1.298;2.4.1.264;2.4.1.111;2.4.1.170;2.4.1.126;2.4.1.128;2.4.1.114|2.4.1.35;2.4.1.35|2.4.1.91;2.4.1.185;2.4.1.226;2.4.1.225;2.4.1.-|2.4.1.286;2.4.1.234;2.4.1.135,,,2.4.1,2.4.1,2.4.1.17;2.4.1.254;2.4.1.249;2.4.1.238;2.4.1|2.4.1.-|2.4.1.298;2.4.1.264;2.4.1.111;2.4.1.170;2.4.1.126;2.4.1.128;2.4.1.114|2.4.1.35;2.4.1.35|2.4.1.91;2.4.1.185;2.4.1.226;2.4.1.225;2.4.1.-|2.4.1.286;2.4.1.234;2.4.1.135,,,2.4.1,2.4.1,2.4.1.17;2.4.1.254;2.4.1.249;2.4.1.238;2.4.1|2.4.1.-|2.4.1.298;2.4.1.264;2.4.1.111;2.4.1.170;2.4.1.126;2.4.1.128;2.4.1.114|2.4.1.35;2.4.1.35|2.4.1.91;2.4.1.185;2.4.1.226;2.4.1.225;2.4.1.-|2.4.1.286;2.4.1.234;2.4.1.135,,,2.4.1,2.4.1,2.4.1.17;2.4.1.254;2.4.1.249;2.4.1.238;2.4.1|2.4.1.-|2.4.1.298;2.4.1.264;2.4.1.111;2.4.1.170;2.4.1.126;2.4.1.128;2.4.1.114|2.4.1.35;2.4.1.35|2.4.1.91;2.4.1.185;2.4.1.226;2.4.1.225;2.4.1.-|2.4.1.286;2.4.1.234;2.4.1.135,,,2.4.1,2.4.1,,,2.4.1,2.4.1,,,2.4.1,,,,2.4.1.191,2.4.1.191,2.4.1.191,"2.4.1,0.9844846725463867;2.4.2,0.009442673064768314;3.6.1,0.0022857263684272766;2.7.1,0.0014222897589206696;2.7.7,0.0011773139704018831",2.4.1.191,2.4.1;2.4.2;3.6.1;2.7.1;2.7.7,2.4.1.191,2.4.1;2.4.2;3.6.1;2.7.1;2.7.7,2.4.1.191,2.4.1;2.4.2;3.6.1;2.7.1;2.7.7,2.4.1.191,2.4.1;2.4.2;3.6.1;2.7.1;2.7.7,2.4.1.191
22121,6.2.1,6.2.1,6.2.1.4;6.2.1.26;6.2.1.3;6.2.1.5,,,6.2.1,6.2.1,6.2.1.4;6.2.1.26;6.2.1.3;6.2.1.5,,,6.2.1,6.2.1,6.2.1.4;6.2.1.26;6.2.1.3;6.2.1.5,,,6.2.1,6.2.1,6.2.1.4;6.2.1.26;6.2.1.3;6.2.1.5,,,6.2.1,6.2.1,6.2.1.4;6.2.1.26;6.2.1.3;6.2.1.5,,,6.2.1,6.2.1,,,6.2.1,6.2.1,,,6.2.1,,,,6.2.1.4,6.2.1.4,6.2.1.4,"6.2.1,0.4939015805721283;2.3.1,0.43544116616249084;3.1.2,0.03297143429517746;2.3.3,0.012627213262021542;2.8.3,0.008206428959965706",6.2.1.4,6.2.1;2.3.1;3.1.2;2.3.3;2.8.3,6.2.1.4,6.2.1;2.3.1;3.1.2;2.3.3;2.8.3,6.2.1.4,6.2.1;2.3.1;3.1.2;2.3.3;2.8.3,6.2.1.4,6.2.1;2.3.1;3.1.2;2.3.3;2.8.3,6.2.1.4
22125,3.1.1,3.1.1,3.1.1.80;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,,3.1.1,3.1.1,3.1.1.80;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,,3.1.1,3.1.1,3.1.1.80;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,,3.1.1,3.1.1,3.1.1.80;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,,3.1.1,3.1.1,3.1.1.80;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,,3.1.1,3.1.1,,,3.1.1,3.1.1,,,3.1.1,,,,3.1.1.80,3.1.1.80,3.1.1.80,"3.1.1,0.9991311430931091;3.6.1,0.00042083385051228106;3.7.1,4.823452763957903e-05;1.2.98,4.747159982798621e-05;3.5.1,4.667072425945662e-05",3.1.1.80,3.1.1;3.6.1;3.7.1;1.2.98;3.5.1,3.1.1.80,3.1.1;3.6.1;3.7.1;1.2.98;3.5.1,3.1.1.80,3.1.1;3.6.1;3.7.1;1.2.98;3.5.1,3.1.1.80,3.1.1;3.6.1;3.7.1;1.2.98;3.5.1,3.1.1.80
22329,2.5.1,2.5.1,2.5.1.3,,,2.5.1,2.5.1,2.5.1.3,,,2.5.1,2.5.1,2.5.1.3,,,2.5.1,2.5.1,2.5.1.3,,,2.5.1,2.5.1,2.5.1.3,,,2.5.1,2.5.1,,,2.5.1,2.5.1,,,2.5.1,,,,2.5.1.3,2.5.1.3,2.5.1.3,"2.5.1,0.9674773216247559;3.5.99,0.031287189573049545;2.7.7,0.00043309375178068876;3.6.1,0.00014718034071847796;4.2.3,0.00010928411938948557",2.5.1.3,2.5.1;3.5.99;2.7.7;3.6.1;4.2.3,2.5.1.3,2.5.1;3.5.99;2.7.7;3.6.1;4.2.3,2.5.1.3,2.5.1;3.5.99;2.7.7;3.6.1;4.2.3,2.5.1.3,2.5.1;3.5.99;2.7.7;3.6.1;4.2.3,2.5.1.3
22373,1.5.3,1.13.11,1.7.3.1;1.1.3.15;1.4.3.2;1.4.3.3;1.4.3.1|1.4.3.11|1.4.3.2|1.4.3.3|1.4.3.7;1.8.3.5;1.13.12.16;1.2.3.1,,,1.5.3,1.13.11,1.7.3.1;1.1.3.15;1.4.3.2;1.4.3.3;1.4.3.1|1.4.3.11|1.4.3.2|1.4.3.3|1.4.3.7;1.8.3.5;1.13.12.16;1.2.3.1,,,1.1.3,1.13.11,1.7.3.1;1.1.3.15;1.4.3.2;1.4.3.3;1.4.3.1|1.4.3.11|1.4.3.2|1.4.3.3|1.4.3.7;1.8.3.5;1.13.12.16;1.2.3.1,,,1.1.3,1.13.11,1.7.3.1;1.1.3.15;1.4.3.2;1.4.3.3;1.4.3.1|1.4.3.11|1.4.3.2|1.4.3.3|1.4.3.7;1.8.3.5;1.13.12.16;1.2.3.1,,,1.1.3,1.13.11,1.7.3.1;1.1.3.15;1.4.3.2;1.4.3.3;1.4.3.1|1.4.3.11|1.4.3.2|1.4.3.3|1.4.3.7;1.8.3.5;1.13.12.16;1.2.3.1,,,1.1.3,1.13.11,,,1.1.3,1.13.11,,,1.1.3,,,,1.7.3.5,1.7.3.5,1.7.3.5,"1.5.3,0.7546114921569824;1.11.1,0.07360333204269409;1.8.3,0.05500708147883415;1.4.3,0.03724534437060356;1.1.3,0.012295776046812534",1.7.3.5,1.5.3;1.11.1;1.8.3;1.4.3;1.1.3,1.7.3.5,1.5.3;1.11.1;1.8.3;1.4.3;1.1.3,1.7.3.5,1.5.3;1.11.1;1.8.3;1.4.3;1.1.3,1.7.3.5,1.5.3;1.11.1;1.8.3;1.4.3;1.1.3,1.7.3.5
22469,3.6.1,3.5.4,6.3.2.34;6.3.5.-|6.3.5.13;6.3.5.11;6.3.1.12;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16;6.3.5.9;6.3.5.10,,,3.6.1,3.5.4,6.3.2.34;6.3.5.-|6.3.5.13;6.3.5.11;6.3.1.12;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16;6.3.5.9;6.3.5.10,,,3.6.1,3.5.4,6.3.2.34;6.3.5.-|6.3.5.13;6.3.5.11;6.3.1.12;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16;6.3.5.9;6.3.5.10,,,3.6.1,3.5.4,6.3.2.34;6.3.5.-|6.3.5.13;6.3.5.11;6.3.1.12;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16;6.3.5.9;6.3.5.10,,,3.6.1,3.5.4,6.3.2.34;6.3.5.-|6.3.5.13;6.3.5.11;6.3.1.12;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16;6.3.5.9;6.3.5.10,,,3.6.1,3.5.4,,,3.6.1,3.5.4,,,3.6.1,,,,3.5.4.29,3.5.4.29,3.5.4.29,"3.5.4,0.9266804456710815;6.3.4,0.03027176298201084;3.6.1,0.024487528949975967;2.4.2,0.010754736140370369;2.7.9,0.0030271951109170914",3.5.4.29,3.5.4;6.3.4;3.6.1;2.4.2;2.7.9,3.5.4.29,3.5.4;6.3.4;3.6.1;2.4.2;2.7.9,3.5.4.29,3.5.4;6.3.4;3.6.1;2.4.2;2.7.9,3.5.4.29,3.5.4;6.3.4;3.6.1;2.4.2;2.7.9,3.5.4.29
22561,1.3.1,1.3.1;1.1.1,1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.3.1.45;1.1.1.318;1.1.1|1.8.1.9;1.6.5.2,,,1.3.1,1.3.1;1.1.1,1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.3.1.45;1.1.1.318;1.1.1|1.8.1.9;1.6.5.2,,,1.1.1,1.3.1;1.1.1,1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.3.1.45;1.1.1.318;1.1.1|1.8.1.9;1.6.5.2,,,1.1.1,1.3.1;1.1.1,1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.3.1.45;1.1.1.318;1.1.1|1.8.1.9;1.6.5.2,,,1.1.1,1.3.1;1.1.1,1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.3.1.45;1.1.1.318;1.1.1|1.8.1.9;1.6.5.2,,,1.1.1,1.3.1;1.1.1,,,1.1.1,1.3.1;1.1.1,,,1.1.1,,,,1.3.1.45,1.3.1.45,1.3.1.45,"1.1.1,0.8012465834617615;1.3.1,0.08448665589094162;1.14.13,0.05416789650917053;5.5.1,0.013056821189820766;4.1.99,0.01136451493948698",1.3.1.45,1.1.1;1.3.1;1.14.13;5.5.1;4.1.99,1.3.1.45,1.1.1;1.3.1;1.14.13;5.5.1;4.1.99,1.3.1.45,1.1.1;1.3.1;1.14.13;5.5.1;4.1.99,1.3.1.45,1.1.1;1.3.1;1.14.13;5.5.1;4.1.99,1.3.1.45
22573,1.17.99,,1.5.3.18;1.1.2.7;1.1.99.37;2.5.1.140;2.3.1.68;1.5.1.10|1.5.1.9;1.5.8.2;1.14.14.1,,,1.17.99,,1.5.3.18;1.1.2.7;1.1.99.37;2.5.1.140;2.3.1.68;1.5.1.10|1.5.1.9;1.5.8.2;1.14.14.1,,,1.14.15,,1.5.3.18;1.1.2.7;1.1.99.37;2.5.1.140;2.3.1.68;1.5.1.10|1.5.1.9;1.5.8.2;1.14.14.1,,,1.14.15,,1.5.3.18;1.1.2.7;1.1.99.37;2.5.1.140;2.3.1.68;1.5.1.10|1.5.1.9;1.5.8.2;1.14.14.1,,,1.14.15,,1.5.3.18;1.1.2.7;1.1.99.37;2.5.1.140;2.3.1.68;1.5.1.10|1.5.1.9;1.5.8.2;1.14.14.1,,,1.3.99,,,,1.3.99,,,,1.3.99,,,,1.5.99.5,1.5.99.5,1.5.99.5,"1.14.99,0.6728374361991882;2.1.1,0.15325483679771423;1.5.99,0.02919829450547695;1.5.3,0.024546673521399498;1.14.19,0.018338458612561226",1.5.99.5,1.14.99;2.1.1;1.5.99;1.5.3;1.14.19,1.5.99.5,1.14.99;2.1.1;1.5.99;1.5.3;1.14.19,1.5.99.5,1.14.99;2.1.1;1.5.99;1.5.3;1.14.19,1.5.99.5,1.14.99;2.1.1;1.5.99;1.5.3;1.14.19,1.5.99.5
22645,1.14.14,1.14.14,1.14.14.-|1.14.14.13;1.14.14.3;1.14.14.28;1.14.14.5;1.14.14.15;1.14.19.56;1.14.14.8;1.14.14.46;1.14.14.98;1.5.1.39;1.14.14.108;1.14.99.46;1.14.14.30;1.13.12.16;1.14.19.9,,,1.14.14,1.14.14,1.14.14.-|1.14.14.13;1.14.14.3;1.14.14.28;1.14.14.5;1.14.14.15;1.14.19.56;1.14.14.8;1.14.14.46;1.14.14.98;1.5.1.39;1.14.14.108;1.14.99.46;1.14.14.30;1.13.12.16;1.14.19.9,,,1.14.14,1.14.14,1.14.14.-|1.14.14.13;1.14.14.3;1.14.14.28;1.14.14.5;1.14.14.15;1.14.19.56;1.14.14.8;1.14.14.46;1.14.14.98;1.5.1.39;1.14.14.108;1.14.99.46;1.14.14.30;1.13.12.16;1.14.19.9,,,1.14.14,1.14.14,1.14.14.-|1.14.14.13;1.14.14.3;1.14.14.28;1.14.14.5;1.14.14.15;1.14.19.56;1.14.14.8;1.14.14.46;1.14.14.98;1.5.1.39;1.14.14.108;1.14.99.46;1.14.14.30;1.13.12.16;1.14.19.9,,,1.14.14,1.14.14,1.14.14.-|1.14.14.13;1.14.14.3;1.14.14.28;1.14.14.5;1.14.14.15;1.14.19.56;1.14.14.8;1.14.14.46;1.14.14.98;1.5.1.39;1.14.14.108;1.14.99.46;1.14.14.30;1.13.12.16;1.14.19.9,,,1.14.14,1.14.14,,,1.14.14,1.14.14,,,1.14.14,,,,1.14.14.98,1.14.14.98,1.14.14.98,"1.14.14,0.9630247354507446;1.14.19,0.03618597984313965;1.5.1,0.00020900597155559808;1.3.8,0.00019933373550884426;1.17.7,0.00011770171840908006",1.14.14.98,1.14.14;1.14.19;1.5.1;1.3.8;1.17.7,1.14.14.98,1.14.14;1.14.19;1.5.1;1.3.8;1.17.7,1.14.14.98,1.14.14;1.14.19;1.5.1;1.3.8;1.17.7,1.14.14.98,1.14.14;1.14.19;1.5.1;1.3.8;1.17.7,1.14.14.98
22729,3.1.3,2.4.99,2.9.1.1;2.9.1.2;2.5.1.73;6.3.2.27;6.3.1.12;6.3.2.17,,,3.1.3,2.4.99,2.9.1.1;2.9.1.2;2.5.1.73;6.3.2.27;6.3.1.12;6.3.2.17,,,2.7.7,2.4.99,2.9.1.1;2.9.1.2;2.5.1.73;6.3.2.27;6.3.1.12;6.3.2.17,,,2.7.7,2.4.99,2.9.1.1;2.9.1.2;2.5.1.73;6.3.2.27;6.3.1.12;6.3.2.17,,,2.7.7,2.4.99,2.9.1.1;2.9.1.2;2.5.1.73;6.3.2.27;6.3.1.12;6.3.2.17,,,3.1.3,2.4.99,,,3.1.3,2.4.99,,,3.1.3,,,,2.9.1.1,2.9.1.1,2.9.1.1,"3.1.3,0.1698336899280548;3.6.4,0.05100397393107414;2.7.9,0.04908209294080734;3.6.5,0.04114789515733719;5.6.2,0.0329098179936409",2.9.1.1,3.1.3;3.6.4;2.7.9;3.6.5;5.6.2,2.9.1.1,3.1.3;3.6.4;2.7.9;3.6.5;5.6.2,2.9.1.1,3.1.3;3.6.4;2.7.9;3.6.5;5.6.2,2.9.1.1,3.1.3;3.6.4;2.7.9;3.6.5;5.6.2,2.9.1.1
22801,5.4.99,5.3.3,5.5.1.9;1.14.13.70;1.14.14.154;1.14.18.10;1.1.1.-|1.1.1.270;1.14.13.72;2.1.1.143;5.4.99.8;5.3.3.5;1.1.1.-|1.1.1.418;2.1.1.142|2.1.1.41;5.4.99.33;5.4.99.41;5.4.99.7;5.4.99.34;5.4.99.47;1.3.1.70,,,5.4.99,5.3.3,5.5.1.9;1.14.13.70;1.14.14.154;1.14.18.10;1.1.1.-|1.1.1.270;1.14.13.72;2.1.1.143;5.4.99.8;5.3.3.5;1.1.1.-|1.1.1.418;2.1.1.142|2.1.1.41;5.4.99.33;5.4.99.41;5.4.99.7;5.4.99.34;5.4.99.47;1.3.1.70,,,5.4.99,5.3.3,5.5.1.9;1.14.13.70;1.14.14.154;1.14.18.10;1.1.1.-|1.1.1.270;1.14.13.72;2.1.1.143;5.4.99.8;5.3.3.5;1.1.1.-|1.1.1.418;2.1.1.142|2.1.1.41;5.4.99.33;5.4.99.41;5.4.99.7;5.4.99.34;5.4.99.47;1.3.1.70,,,5.4.99,5.3.3,5.5.1.9;1.14.13.70;1.14.14.154;1.14.18.10;1.1.1.-|1.1.1.270;1.14.13.72;2.1.1.143;5.4.99.8;5.3.3.5;1.1.1.-|1.1.1.418;2.1.1.142|2.1.1.41;5.4.99.33;5.4.99.41;5.4.99.7;5.4.99.34;5.4.99.47;1.3.1.70,,,5.4.99,5.3.3,5.5.1.9;1.14.13.70;1.14.14.154;1.14.18.10;1.1.1.-|1.1.1.270;1.14.13.72;2.1.1.143;5.4.99.8;5.3.3.5;1.1.1.-|1.1.1.418;2.1.1.142|2.1.1.41;5.4.99.33;5.4.99.41;5.4.99.7;5.4.99.34;5.4.99.47;1.3.1.70,,,5.4.99,5.3.3,,,5.4.99,5.3.3,,,5.4.99,,,,5.5.1.9,5.5.1.9,5.5.1.9,"5.4.99,0.37104734778404236;5.3.3,0.2789919674396515;2.7.4,0.05523362383246422;5.2.1,0.03774914890527725;5.5.1,0.031334392726421356",5.5.1.9,5.4.99;5.3.3;2.7.4;5.2.1;5.5.1,5.5.1.9,5.4.99;5.3.3;2.7.4;5.2.1;5.5.1,5.5.1.9,5.4.99;5.3.3;2.7.4;5.2.1;5.5.1,5.5.1.9,5.4.99;5.3.3;2.7.4;5.2.1;5.5.1,5.5.1.9
23077,1.18.1,1.14.13;1.3.1,1.2.1.50;1.2.1.84;1.3.1.38;1.3.1.8;1.3.1.93;1.1.1.330|1.1.1.36;1.3.1.34;1.3.1.124;1.3.1.10|1.3.1.39;1.3.1.44;1.1.1.-|1.1.1.211|1.1.1.35,,,1.18.1,1.14.13;1.3.1,1.2.1.50;1.2.1.84;1.3.1.38;1.3.1.8;1.3.1.93;1.1.1.330|1.1.1.36;1.3.1.34;1.3.1.124;1.3.1.10|1.3.1.39;1.3.1.44;1.1.1.-|1.1.1.211|1.1.1.35,,,1.1.1,1.14.13;1.3.1,1.2.1.50;1.2.1.84;1.3.1.38;1.3.1.8;1.3.1.93;1.1.1.330|1.1.1.36;1.3.1.34;1.3.1.124;1.3.1.10|1.3.1.39;1.3.1.44;1.1.1.-|1.1.1.211|1.1.1.35,,,1.1.1,1.14.13;1.3.1,1.2.1.50;1.2.1.84;1.3.1.38;1.3.1.8;1.3.1.93;1.1.1.330|1.1.1.36;1.3.1.34;1.3.1.124;1.3.1.10|1.3.1.39;1.3.1.44;1.1.1.-|1.1.1.211|1.1.1.35,,,1.1.1,1.14.13;1.3.1,1.2.1.50;1.2.1.84;1.3.1.38;1.3.1.8;1.3.1.93;1.1.1.330|1.1.1.36;1.3.1.34;1.3.1.124;1.3.1.10|1.3.1.39;1.3.1.44;1.1.1.-|1.1.1.211|1.1.1.35,,,1.3.1,1.14.13;1.3.1,,,1.3.1,1.14.13;1.3.1,,,1.3.1,,,,1.21.1.2,1.21.1.2,1.21.1.2,"1.3.1,0.31691089272499084;1.1.1,0.14777632057666779;1.2.1,0.07205165177583694;1.16.1,0.05995498225092888;1.5.1,0.05388180911540985",1.21.1.2,1.3.1;1.1.1;1.2.1;1.16.1;1.5.1,1.21.1.2,1.3.1;1.1.1;1.2.1;1.16.1;1.5.1,1.21.1.2,1.3.1;1.1.1;1.2.1;1.16.1;1.5.1,1.21.1.2,1.3.1;1.1.1;1.2.1;1.16.1;1.5.1,1.21.1.2
23085,4.1.3,,4.1.3.26;2.8.3.8;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,,4.1.3,,4.1.3.26;2.8.3.8;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,,2.8.3,,4.1.3.26;2.8.3.8;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,,2.8.3,,4.1.3.26;2.8.3.8;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,,2.8.3,,4.1.3.26;2.8.3.8;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,,2.8.3,,,,2.8.3,,,,2.8.3,,,,4.1.3.26,4.1.3.26,4.1.3.26,"4.1.3,0.7679296135902405;2.8.3,0.07049374282360077;4.2.1,0.060857679694890976;2.6.1,0.040766019374132156;5.4.99,0.010651737451553345",4.1.3.26,4.1.3;2.8.3;4.2.1;2.6.1;5.4.99,4.1.3.26,4.1.3;2.8.3;4.2.1;2.6.1;5.4.99,4.1.3.26,4.1.3;2.8.3;4.2.1;2.6.1;5.4.99,4.1.3.26,4.1.3;2.8.3;4.2.1;2.6.1;5.4.99,4.1.3.26
23101,2.7.4,2.7.4,2.7.4.12|2.7.4.13|2.7.4.8,,,2.7.4,2.7.4,2.7.4.12|2.7.4.13|2.7.4.8,,,2.7.4,2.7.4,2.7.4.12|2.7.4.13|2.7.4.8,,,2.7.4,2.7.4,2.7.4.12|2.7.4.13|2.7.4.8,,,2.7.4,2.7.4,2.7.4.12|2.7.4.13|2.7.4.8,,,2.7.4,2.7.4,,,2.7.4,2.7.4,,,2.7.4,,,,2.7.4.11,2.7.4.11,2.7.4.11,"2.7.4,0.8686333894729614;2.7.1,0.0895955041050911;2.7.7,0.013197371736168861;2.7.2,0.0070249950513243675;2.7.11,0.005665761884301901",2.7.4.11,2.7.4;2.7.1;2.7.7;2.7.2;2.7.11,2.7.4.11,2.7.4;2.7.1;2.7.7;2.7.2;2.7.11,2.7.4.11,2.7.4;2.7.1;2.7.7;2.7.2;2.7.11,2.7.4.11,2.7.4;2.7.1;2.7.7;2.7.2;2.7.11,2.7.4.11
23129,6.2.1,6.3.2;6.2.1,6.2.1.2|6.2.1.3;6.2.1.26;6.2.1.60;6.2.1.1|6.2.1.2,,,6.2.1,6.3.2;6.2.1,6.2.1.2|6.2.1.3;6.2.1.26;6.2.1.60;6.2.1.1|6.2.1.2,,,6.2.1,6.3.2;6.2.1,6.2.1.2|6.2.1.3;6.2.1.26;6.2.1.60;6.2.1.1|6.2.1.2,,,6.2.1,6.3.2;6.2.1,6.2.1.2|6.2.1.3;6.2.1.26;6.2.1.60;6.2.1.1|6.2.1.2,,,6.2.1,6.3.2;6.2.1,6.2.1.2|6.2.1.3;6.2.1.26;6.2.1.60;6.2.1.1|6.2.1.2,,,2.7.7,6.3.2;6.2.1,,,2.7.7,6.3.2;6.2.1,,,2.7.7,,,,6.2.1.40,6.2.1.40,6.2.1.40,"6.2.1,0.9921911358833313;3.1.2,0.0035104292910546064;1.2.1,0.0019010467221960425;2.3.1,0.0014422031817957759;2.7.4,0.00039884072612039745",6.2.1.40,6.2.1;3.1.2;1.2.1;2.3.1;2.7.4,6.2.1.40,6.2.1;3.1.2;1.2.1;2.3.1;2.7.4,6.2.1.40,6.2.1;3.1.2;1.2.1;2.3.1;2.7.4,6.2.1.40,6.2.1;3.1.2;1.2.1;2.3.1;2.7.4,6.2.1.40
