Reaction ID,Theia
R09385,"1.14.13,0.9999094009399414;1.14.14,4.6217679482651874e-05;3.3.2,1.961894304258749e-05;3.1.7,1.6460038750665262e-05;1.14.15,2.493695319571998e-06"
R02862,"2.1.1,0.9999994039535522;2.3.1,4.938472670801275e-07;2.5.1,3.6685491977550555e-08;6.3.2,1.1783768627537938e-08;2.4.2,8.620729019526152e-09"
R12721,"2.7.7,0.667437732219696;2.7.1,0.22363868355751038;6.2.1,0.08773759007453918;2.7.4,0.006835285108536482;2.3.1,0.005376903805881739"
R04903,"1.2.1,0.9982853531837463;1.1.1,0.0008068644092418253;1.2.99,0.00027536897687241435;1.8.1,0.0002713180729188025;1.5.1,9.605049126548693e-05"
R08617,"4.2.3,0.9544461369514465;5.5.1,0.013394362293183804;1.1.3,0.012098963372409344;2.5.1,0.011575913056731224;5.3.1,0.003330230712890625"
R04648,"2.4.99,0.8204544186592102;3.1.3,0.14805851876735687;2.4.1,0.020568784326314926;3.1.4,0.004958922974765301;2.7.7,0.0023211082443594933"
R06353,"1.14.13,0.9990015625953674;1.1.1,0.0005479842657223344;1.14.14,0.0003048673097509891;1.14.15,3.0106486519798636e-05;1.8.99,2.2049180188332684e-05"
R00669,"3.5.1,0.9918031096458435;2.3.1,0.0031577832996845245;3.1.1,0.002525649731978774;3.4.11,0.0008867584983818233;3.1.2,0.0003840631106868386"
R11718,"4.1.2,0.999924898147583;4.2.1,2.3767606762703508e-05;2.3.1,1.0019498404290061e-05;4.1.3,8.826522389426827e-06;4.2.3,7.479850410163635e-06"
R10565,"1.1.1,0.9999415874481201;1.-.-,1.7520211258670315e-05;1.3.1,1.678768967394717e-05;2.3.1,9.146513548330404e-06;1.2.1,3.4762431369017577e-06"
R11501,"1.11.1,0.999678373336792;1.11.2,0.00010967460548272356;1.14.14,0.00010255069355480373;4.2.1,4.8984820750774816e-05;1.2.1,2.1831137928529643e-05"
R01131,"2.7.1,0.995013415813446;2.7.2,0.001732019823975861;3.1.3,0.0011101964628323913;3.6.1,0.0005427378346212208;2.1.1,0.00046657733037136495"
R05298,"4.1.3,0.9939272403717041;4.1.2,0.002865282353013754;4.2.1,0.0019834004342556;1.1.1,0.0004626333829946816;2.6.1,0.00024187039525713772"
R05420,"3.1.1,0.9723733067512512;3.7.1,0.023006560280919075;5.5.1,0.002752522937953472;3.5.1,0.0006660769577138126;5.3.3,0.0005897153750993311"
R00771,"5.3.1,0.9978415966033936;2.3.1,0.0008133616065606475;2.2.1,0.00034967969986610115;1.1.1,0.000271096098003909;1.1.2,0.00023992714704945683"
