reaction_id,SIMMER_SIMMER pred,SelenzymeRF2_All ECs,SelenzymeRF_Top EC,Theia_predicted_label,Theia_confidence,Theia_timestamp,BEC-Pred_Prediction,ec
MNXR106354,1.14.19,1.14.19.68;1.14.19.64;1.14.19.72;1.14.19.74;1.1.3.38;1.14.18.1;1.14.19.65;1.2.3.1;1.1.3.15;1.13.12.24;1.14.14.139;1.14.14.25;1.14.14.26,1.14.19.68,1.14.19,0.9996087,2025-05-02 10:32:37,1.14.14,1.21.3.2
MNXR191689,2.3.1,2.3.1.230;2.3.1.86;2.3.1.207;2.3.1|2.3.1.-|2.3.1.206;2.3.1.295;2.3.1.85;2.3.1.301;2.3.1.47,2.3.1.230,2.3.1,0.9999629,2025-05-02 10:32:37,2.3.1,2.3.1.230
MNXR177893,2.7.8,2.7.8.1;2.7.8.2;2.7.8.8;2.7.8.5;2.7.8.45;2.7.8.38;4.6.1.12,2.7.8.1,2.7.8,0.9994936,2025-05-02 10:32:37,2.7.8,2.7.8.-
MNXR176212,1.14.13|1.1.1,1.6.2.2;1.14.13.246;1.14.18.9;1.14.13.223;1.14.13.26;1.14.13.129;1.14.12.4|1.14.13.242;1.14.12.12;1.14.12.22;1.14.13.87;1.14.12.10;1.14.13.113;1.14.13.25;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3,1.6.2.2,1.14.13,0.99670994,2025-05-02 10:32:37,1.14.13,1.14.13.-
MNXR146623,2.3.1,2.3.1.191,2.3.1.191,2.3.1,0.99996126,2025-05-02 10:32:37,2.3.1,2.3.1.191
MNXR188696,6.3.2|6|6.3.2,6.3.2|6.3.2.5|6.3.2.51;6.3.2.26;6.3.2.11;6.3.-.-|6.3.2.52;6.3.2.38;6.3.2.57;6.3.2.39;6.3.2.14;6.3.1.14;6.3.3.4;6.3.2.36;3.6.1|3.6.1.-|3.6.1.65|3.6.1.8|3.6.1.9,6.3.2|6.3.2.5|6.3.2.51,6.3.2,0.99984074,2025-05-02 10:32:37,6.3.2,6.3.2.5
MNXR144301,2.7.1,2.7.1.199;2.7.1.207;2.7.1.208;3.9.1.3;2.7.3.9;2.7.1.191|2.7.1.69;2.7.1.204;2.4.1.25;2.7.1.200|2.7.1.69;2.7.1.197|2.7.1.69,2.7.1.199,2.7.1,0.9988778,2025-05-02 10:32:37,2.7.1,2.7.1.204
MNXR129736,2.4.99,2.4.99.-|2.4.99.17,2.4.99.-|2.4.99.17,2.4.99,0.95657957,2025-05-02 10:32:37,2.4.2,2.4.99.17
MNXR113092,2.1.1,2.1.1.169|2.1.1.175;2.1.1.149;2.1.1.42;2.1.1.155;2.1.1.155|2.1.1.75;2.1.1.-|2.1.1.267|2.1.1.42;2.1.1.76;2.1.1.334;2.1.1.53;2.1.1.114;2.1.1.169|2.1.1.68;2.1.1.283;2.1.1.88;2.1.1.201,2.1.1.169|2.1.1.175,2.1.1,0.9999993,2025-05-02 10:32:37,2.1.1,2.1.1.169
MNXR177578,1.8.1|1.3.1,1.14.12.18;1.14.13.225|1.6.3.1;1.6.3.5;1.14.12.22;1.6.3.2;1.14.14.37;1.14.13.245;1.14.12.12;1.14.12.-|1.14.12.26;1.14.12.3;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3,1.14.12.18,1.14.13,0.98920363,2025-05-02 10:32:37,1.14.13,1.14.13.-
MNXR130861,2.4.1,2.4.1.17;2.4.1.253;2.4.1.254;2.4.1.356;2.4.1.225;2.4.1.212;2.4.1.226;2.4.1.175;2.4.1.135;2.4.1.43;2.4.1.173,2.4.1.17,2.4.1,0.9999988,2025-05-02 10:32:37,2.4.1,2.4.1.17
MNXR194153,1.14.11,1.14.11.45;1.14.11.67;1.14.11.65;1.14.11.27;1.14.11.68;1.14.11.69;1.14.11.66;1.14.11.33;1.14.11.51;1.14.11.53;1.13|1.13.12.19;1.14.11.71;1.14.11|1.14.11.-|1.14.11.12;1.14.11.26;1.14.11.36;1.14.11.6,1.14.11.45,1.14.11,0.9606049,2025-05-02 10:32:37,1.14.11,1.14.11.74
MNXR180387,6.4.1|2.7.1,6.4.1.1;6.4.1.8;2.7.1.40;2.7.1.107,6.4.1.1,2.7.2,0.7662514,2025-05-02 10:32:37,2.7.2,6.4.1.1
MNXR122275,1.14.19,1.14.19.47;1.14.19.12;1.14.19.3;1.14.19.4;1.14.19.25;1.14.19.30;1.14.19.44;1.14.19.22;1.14.19.31;1.14.19.6;1.14.19.33;1.14.19.16;1.14.19.39;1.14.19.34;1.14.18.4;1.14.19.19;1.14.19.18;1.14.19.29,1.14.19.47,1.14.19,0.99248743,2025-05-02 10:32:37,1.14.19,1.14.19.47
MNXR122962,1.7.99,1.6.5.4;1.6.99.1;1.14.12.23;1.14.13.31;1.7.1.-|1.7.1.16;1.7.6.1;1.7.5.1|1.7.99.4;1.13.12.16;1.14.12.17;3.5.99.9;1.9.6.1;1.7.1.2,1.6.99.1,1.7.99,0.98651916,2025-05-02 10:32:37,3.8.1,1.7.99
MNXR117566,1.3.1,1.3.1.91;1.3.1.89;1.3.1.88;1.3.1.90;2.1.1.74,1.3.1.91,1.3.1,0.86065376,2025-05-02 10:32:37,1.3.1,1.3.1.88
MNXR111898,1.4.3,1.4.3.4;1.4.3.13;1.8.3.5;1.1.3.15;1.4.3.3;1.2.3.1;1.6.3.1,1.4.3.4,1.4.3,0.99763286,2025-05-02 10:32:37,1.2.3,1.4.3.4
MNXR148068,1.13.11,1.13.11.39;1.13.11.-|1.13.11.1|1.13.11.M6;1.13.11.37;1.13.11.4;1.13.11.2;1.13.11.3;1.13.11.5,1.13.11.39,1.13.11,0.9918867,2025-05-02 10:32:37,1.13.11,1.13.11.35
MNXR151619,4.2.1,5.3.99.-|5.3.99.11;4.2.1.44;2.6.1.50;1.1.1.18;1.1.1.-|1.1.1.370;1.1.1.-|1.1.1.371;1.1.3.-|1.1.3.4;1.1.1.264;1.1.1.120|1.1.1.179|1.1.1.376|1.1.1.48;1.1.1.119;1.1.1.119|1.1.1.179;1.1.1.122|1.1.1.316;3.2.1.76;2.7.8.11;4.2.1.40;4.2.1.42;4.2.1.158;4.2.1.156,5.3.99.-|5.3.99.11,4.2.1,0.81595665,2025-05-02 10:32:37,3.7.1,4.2.1.44
MNXR150978,1.14.19,1.14.19.32;1.14.19.5;1.14.19.24;1.14.19.75;1.14.19.17;1.14.18.7;1.14.18.5;1.14.99.1;1.14.19.29;1.14.18.6;1.14.18.4;1.14.19.18;1.14.19.22;1.14.19.3;1.14.19.34;1.14.19.1,1.14.19.32,1.14.19,0.99505,2025-05-02 10:32:37,1.14.19,1.14.19.32
MNXR164534,1.14.14,1.14.14.103;1.14.14.19;1.14.14.16;1.14.14.55;1.14.14.48;1.14.14.140;1.14.14.89;1.14.14.43;1.14.14.154;1.14.14.81;1.14.14.98;1.14.19.76;1.14.14.42;1.14.14.17;1.14.14.82;1.14.14.90,1.14.14.103,1.14.14,0.9490538,2025-05-02 10:32:37,1.14.19,1.14.14.104
MNXR165407,2.4.1,2.4.1.315;2.4.1.241;2.4.1.208;2.4.1.-|2.4.1.330;2.4.1.315|2.4.1.336;2.4.1.46;2.4.1.337;2.4.1.47;2.4.1.159;2.4.1.134;2.4.1.66;2.4.1.133;2.4.1.236;2.4.1.186;2.4.1.122;2.4.1.86;2.4.1.38;2.4.1.87;2.4.1.37;2.4.1.53;2.4.1.376;2.4.1.239;2.4.1.274;2.4.1.297;2.4.1.298,2.4.1.315,2.4.1,0.748771,2025-05-02 10:32:37,2.4.1,2.4.1.241
MNXR172433,2.5.1|2.7.7,2.7.7.75;6.3.2.1;6.2.1.8,2.7.7.75,2.7.7,0.9603897,2025-05-02 10:32:37,2.7.7,1.2.1.95
MNXR112880,1.2.-,1.2.1.3|1.2.1.48|1.2.1.5;1.2.1.19,1.2.1.3|1.2.1.48|1.2.1.5,1.2.-,0.80605286,2025-05-02 10:32:37,2.3.1,1.2.-.-
MNXR166015,1.14.14,1.14.14.141;1.14.14.148;1.14.13.72;1.14.13.211;1.14.18.10;1.14.14.32;1.13.11.4;1.14.18.1;1.13.11.1;1.13.11.2,1.14.14.141,1.14.14,0.996316,2025-05-02 10:32:37,1.14.14,1.14.14.141
MNXR135536,4.99.1,1.11.1.15;1.11.1.29;1.11.1.28;1.8.3.7;2.3.1.238;1.11.1.24,1.11.1.15,1.11.1,0.47694728,2025-05-02 10:32:37,1.11.1,1.11.1.15
MNXR132635,2.7.1,2.7.1.44;2.7.1.43;2.7.1.52;2.7.1.2|2.7.1.6,2.7.1.44,2.7.1,0.9959394,2025-05-02 10:32:37,2.7.1,2.7.1.43
MNXR107520,3.5.3,3.5.3.1;3.5.3.7;2.1.4.1;2.1.4.3;3.5.3.-|3.5.3.24;3.5.3.25;3.5.3.17|3.5.3.7;3.5.3.22;2.1.3.3|6.3.4.16,3.5.3.1,3.5.3,0.9999176,2025-05-02 10:32:37,3.5.3,3.5.3.10
MNXR175062,2.7.3|6.3.4|2.7.11|3.6.3,6.3.1.10;6.3.2.3;6.3.2.2|6.3.2.3,6.3.1.10,3.6.3,0.8956856,2025-05-02 10:32:37,3.6.3,3.6.3.44
MNXR130900,1.17.3,1.17.3.2;1.4.3.22|1.4.3.6;1.2.3.1;1.11.1.6,1.17.3.2,1.17.3,0.9664887,2025-05-02 10:32:37,1.17.3,1.17.3.2
MNXR173623,1.14.13,1.14.13.115;1.6.3.5;1.14.13.225|1.6.3.1;1.6.3.2;1.14.13.102;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.14.1|1.14.14.25,1.14.13.115,1.14.13,0.9628065,2025-05-02 10:32:37,1.14.13,1.14.13.115
MNXR146297,4.4.1|3.2.1,4.4.1.21,4.4.1.21,3.2.2,0.5108835,2025-05-02 10:32:37,4.4.1,4.4.1.21
MNXR117212,1.14.21|1.14.19,1.14.19.20;1.14.19.25;1.14.19.18;1.14.19.19;1.14.19.29;1.14.18.4;1.14.19.17;1.14.19.34;1.14.18.5;1.14.18.7;1.14.18.6;1.14.19.33;1.14.19.22;1.14.19.16;1.14.19.12;1.14.19.38;1.14.19.47;1.14.19.39;1.14.19.30;1.14.19.4;1.14.19.24;1.14.19.5;1.14.19.31,1.14.19.20,1.14.19,0.9926448,2025-05-02 10:32:37,1.14.19,1.14.19.20
MNXR173451,2.4.1|3.2.1,2.4.1.7;2.4.1.13;2.4.1.99;2.4.1.140;3.2.1.26;2.7.1.69,2.4.1.7,2.4.1,0.9996879,2025-05-02 10:32:37,2.4.1,2.4.1.4
MNXR112151,2.3.3|2.3.1,2.3.3.-|2.3.3.17;2.3.1.180,2.3.3.-|2.3.3.17,2.3.3,0.99762887,2025-05-02 10:32:37,2.3.3,2.3.3.-|2.3.3.17
MNXR120753,2.3.1,2.3.1.292;2.3.1.295;2.3.1.252;2.3.1.289;2.3.1.290;2.3.1.111;2.3.1.240;2.3.1.86;2.3.1.287;2.3.1.41;2.3.1.85;2.3.1.161;2.3.1.94;2.3.1.237;2.3.1.236;2.3.1.165;2.3.1.261;2.3.1.244;2.3.1.119;1.3.1.-|2.3.1.170|2.3.1.74,2.3.1.292,2.3.1,0.9997446,2025-05-02 10:32:37,2.3.1,2.3.1.292
MNXR107759,1.14.12,1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.223;1.14.12.-|1.14.12.10;1.6.5.4;1.14.13.69;1.14.13.87;1.14.13.25;1.11.1.1|1.14.12.17,1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3,1.14.13,0.99128985,2025-05-02 10:32:37,1.14.13,1.14.13.6
MNXR185611,4.4.1,4.4.1.17;1.8.4.16;1.8.4.15;1.8.2.6;1.1.2.6;2.8.5.2;1.9.3.1;1.7.2.2;1.7.2.3,4.4.1.17,2.1.1,0.290902,2025-05-02 10:32:37,4.4.1,4.4.1.17
MNXR114506,3.4.99|3.5.1,6.3.1.19;3.5.1.130|3.5.1.ai;3.5.1.124;1.14.11.4;1.14.99.66;3.5.1.119;1.14.11.27|1.14.11.65|1.14.11.67,6.3.1.19,2.3.2,0.51622844,2025-05-02 10:32:37,3.5.1,3.5.1.119
MNXR116431,1.3.99,5.2.1.-|5.2.1.14;5.5.1.19;1.3.99.39;1.3.99.40;1.13.11.75;2.5.1.150;1.14.13.90;1.13.11.84|1.14.99.42;1.2.99.-|1.2.99.10;1.3.99.27;5.2.1.-|5.2.1.13;5.5.1.-|5.5.1.18;4.2.1.131;1.14.13.129;1.14.99.64;2.5.1|2.5.1.32|5.5.1.19;2.3.1.76,5.2.1.-|5.2.1.14,1.3.99,0.86194676,2025-05-02 10:32:37,1.3.99,1.3.99.40
MNXR174090,2.4.1,2.4.1.159;2.4.1.236;2.4.1.-|2.4.1.330;2.4.1.241;2.4.1.351;2.4.1.273;2.4.1.239;2.4.1.297;2.4.1.298;2.4.1.315;2.4.1.186;2.4.1.208;2.4.1.46;2.4.1.237;2.4.1.91;2.4.1.37;2.4.1.134;2.4.1.66;2.4.1.115;2.4.1.133;2.4.1.122;2.4.1.86,2.4.1.159,2.4.1,0.99002063,2025-05-02 10:32:37,2.4.1,2.4.1.159
MNXR147597,1.1.1,1.1.1.2|1.1.1.21|1.3.1.20;1.1.1|1.1.1.21|1.1.1.71;1.1.1.77;1.6.3.2;1.11.1.1|1.11.1.2;1.1.1.1,1.1.1.2|1.1.1.21|1.3.1.20,1.1.1,0.9688854,2025-05-02 10:32:37,1.1.1,1.1.1.1|1.1.1.21|1.1.1.55
MNXR163583,1.14.13|1.14.14,1.14.14.67;1.14.11|1.14.11.-|1.14.11.12;1.4.3.13;1.3.3.6;1.1.3.30;1.8.3.5;1.3.3.16;1.1.99.8;1.1.3.20;1.1.3.41;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7,1.14.14.67,1.14.14,0.999811,2025-05-02 10:32:37,1.14.14,1.14.14.67
MNXR169523,2.3.1,2.3.1|2.3.1.39|2.3.1.74,2.3.1|2.3.1.39|2.3.1.74,2.3.1,0.9953616,2025-05-02 10:32:37,2.3.1,2.3.1.256
MNXR96365,1.14.12|1.2.1,1.2.1.19|1.2.1.3|1.2.1.4|1.2.1.5|1.2.1.7,1.2.1.19|1.2.1.3|1.2.1.4|1.2.1.5|1.2.1.7,1.2.1,0.99958557,2025-05-02 10:32:37,1.2.1,1.1.1.1|1.2.1.19|1.2.1.28|1.2.1.29|1.2.1.3|1.2.1.31|1.2.1.48|1.2.1.5|1.2.1.69
MNXR102261,1.14.14|1.14.13,1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.54;1.14.13.240;1.14.14.25;1.14.13.237;1.14.15.16;1.14.14.1|1.14.14.25,1.6.3.2,1.14.13,0.98444635,2025-05-02 10:32:37,1.14.14,1.14.14.1
MNXR100692,5.3.2|5.3.1,2.7.3.9;2.2.1.1;1.1.1|1.1.1.79|1.1.1.81|1.1.1.86,2.7.3.9,5.3.1,0.9677654,2025-05-02 10:32:37,4.1.2,5.3.1.22
MNXR164629,5.1.3,1.8.4.16;1.8.4.15;2.8.1.2;1.8.4.11,1.8.4.16,1.8.4,0.99589986,2025-05-02 10:32:37,1.8.4,1.8.4.16
MNXR150057,1.14.13,1.14.14.89;1.14.14.98;1.14.14.140;1.14.14.82;1.14.14.90;1.14.14.81;1.14.14.55;1.14.19.76;1.14.14.103;1.14.14.48;1.14.14.43;1.14.14.42;1.14.14.80;1.14.14.17;1.14.14.19,1.14.14.89,1.14.14,0.9998307,2025-05-02 10:32:37,1.14.14,1.14.14.89
MNXR119317,,1.13.11.55;1.13.11.18;1.15.1.1,1.13.11.55,1.13.11,0.9984169,2025-05-02 10:32:37,1.13.11,1.13.11.91
MNXR175828,3.2.1,2.4.1.126;2.4.1.299|2.4.1.300;3.2.1.23,2.4.1.126,3.2.1,0.9987049,2025-05-02 10:32:37,2.3.1,3.2.1.21
MNXR143706,2.4.1,2.4.1.91;2.4.1.111;2.4.1|2.4.1.-|2.4.1.298;2.4.1.115;2.4.1.237;2.4.1.294;2.4.1.271;2.4.1.126;2.4.1.120|2.4.1.126;2.4.1.234;2.4.1.136;2.4.1.263;2.4.1.121;2.4.1.177;2.4.1.238;2.4.1.357;2.4.1.-|2.4.1.286;2.4.1.35;2.4.1|2.4.1.-|2.4.1.297;2.4.1.14;2.4.1.13|2.4.1.14;2.4.1.117;2.4.1.96;2.4.1.17,2.4.1.91,2.4.1,0.9968483,2025-05-02 10:32:37,2.4.1,2.4.1.310
MNXR135062,4.1.1,1.2.99.6|1.2.99.7;1.2.1.3;1.2.1.5;1.2.5.2;1.2.1.29,1.2.99.6|1.2.99.7,1.2.99,0.8402607,2025-05-02 10:32:37,1.2.99,1.2.99.3|1.2.99.6|1.2.99.7
MNXR143961,1.11.2|5.4.4|1.13.11,1.11.2.3;1.14.14.1,1.11.2.3,1.11.-,0.4720887,2025-05-02 10:32:37,1.1.3,1.11.2.3
MNXR150863,1.13.11,1.13.11.76;1.13.11.74;1.13.11.1|1.13.11.M6;1.13.11.2;1.13.11.15;1.13.11.8;1.13.11.6;1.14.18.1,1.13.11.76,1.13.11,0.99980634,2025-05-02 10:32:37,1.13.11,1.13.11.76
MNXR122005,3.1.3|3,2.7.1.86;1.6.1.1|1.6.1.2|1.6.1.3;1.2.1.38|2.3.1.1|2.6.1.11|2.7.2.8,2.7.1.86,3.1.3,0.9874614,2025-05-02 10:32:37,1.2.1,3.1.3|3.1.3.-|3.1.3.108|3.1.3.2
MNXR121297,2.7.8,2.7.8.37;2.4.2.52|2.7.8.25;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,2.7.8.37,2.7.8,0.9966176,2025-05-02 10:32:37,2.7.2,2.7.8.37
MNXR111082,1.3.1|1|1.3.1,1.3.1|1.3.1.-|1.3.1.22|1.3.99.-;1.3.1.3;1.1.1|1.3.1.22|1.3.1.3|1.3.99.5;1.1.1.213|1.1.1.50|1.3.1.-|1.3.1.3|1.3.1.M16|1.3.99.6;1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.1.1.270;1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.170;1.14.13.54;1.1.1.201;1.1.1.146;1.1.1.50|1.1.1.52;1.1.1.145|5.3.3.1;1.1.1.149;1.1.1.62,1.3.1|1.3.1.-|1.3.1.22|1.3.99.-,1.3.1,0.8430492,2025-05-02 10:32:37,1.3.1,1.3.1|1.3.1.-|1.3.1.22|1.3.99.-
MNXR170332,1.5.99,1.1.1.104;5.1.1.8;1.5.1.12|1.5.1.2;1.5.99.8;1.5.5.3;1.14.11.56;1.4.3.3;1.5.3.7,5.1.1.8,1.5.99,0.7990396,2025-05-02 10:32:37,3.5.1,4.2.1.172
MNXR181486,1.1.1|1.2.1,1.1.1.71;1.14.14.1,1.1.1.71,1.1.1,0.9998344,2025-05-02 10:32:37,1.1.1,1.1.1.71
MNXR145918,4.1.1,4.1.1.45;1.2.3.4;1.13|1.13.12.19;4.1.1.77;4.1.1.68;2.3.1.165;2.3.1.236;2.3.1.237;3.5.1.29;2.6.1.19;4.1.1.71;3.5.1.54;4.1.1.55;4.1.1.69;4.1.1.74;1.13.12.17;2.4.2.19;2.3.1.281|2.3.1.ci;2.3.1.216;2.3.1.151|2.3.1.177|2.3.1.220;2.3.1|2.3.1.39|2.3.1.74,4.1.1.45,1.13.11,0.71435183,2025-05-02 10:32:37,4.1.1,4.1.1.45
MNXR191059,2.3.1,2.3.1.86;2.3.1.119;2.3.1.295;2.3.1.41|2.3.1.85;2.3.1.161;2.3.1.237;2.3.1.165;2.3.1.236;2.3.1.240;2.3.1.289;2.3.1.290;1.3.1.-|2.3.1.170|2.3.1.74,2.3.1.86,2.3.1,0.9982405,2025-05-02 10:32:37,2.3.1,2.3.1.86
MNXR173119,1.1.1,1.1.1.200;1.1.1.224;1.1.1|1.1.1.19|1.1.1.2|1.1.1.21;1.1.1|1.1.1.10|1.1.1.19|1.1.1.2|1.1.1.21|1.1.1.72;1.1.1.21;1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.7.1.6;1.1.1.-|1.1.1.215;1.1.1.346;1.1.1.101;1.1.1.-|1.1.1.2|1.1.1.21|1.1.1.365;1.1.1.44,1.1.1.200,1.1.1,0.988159,2025-05-02 10:32:37,1.1.1,1.1.1.200
MNXR188637,1.2.3|1.2.7|2.3.1,2.3.1|2.3.1.-|2.3.1.54;2.3.1.180,2.3.1|2.3.1.-|2.3.1.54,2.3.1,0.64208895,2025-05-02 10:32:37,2.3.1,2.3.1.54
MNXR117636,3.1.1,3.1.1.64;3.1.1.1,3.1.1.64,3.1.1,0.99994123,2025-05-02 10:32:37,3.1.1,3.1.1.63
MNXR139746,1.1.1,1.1.1.153|1.1.1.53;1.1.1.153|1.1.1.184;1.6.3.2;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.5.1.33;1.6.5.4;1.5.1.3,1.1.1.153|1.1.1.53,1.1.1,0.9999726,2025-05-02 10:32:37,1.1.1,1.1.1.325
MNXR147018,4.1.1,4.1.1.1;1.2.7.11;2.6.1.14;2.6.1.-|2.6.1.88;2.6.1.57;1.4.5.1;1.1.1.375;1.4.99.1;1.1.5.10;1.1.99.30;1.2.4.1;4.1.1.1|4.1.1.7|4.1.1.74|4.1.1.82,4.1.1.1,4.1.1,0.9806904,2025-05-02 10:32:37,4.1.1,4.1.1.1
MNXR181050,1.1.1,1.1.1.71;1.6.3.2;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.14.13.240;1.6.5.4;1.1.1.417;1.3.1.10;1.3.1.22;1.1.1.170;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39;1.14.13.54;1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.270,1.1.1.71,1.1.1,0.9975896,2025-05-02 10:32:37,1.1.1,1.1.1.71
MNXR172089,2.7.1|2.7.2,2.3.1.193|2.7.7.4|3.1.3.2|3.4.24|3.6.1|3.6.1.15|3.6.1.3|3.6.1.5|3.6.4.13|3.6.5|3.6.5.1|3.6.5.2|3.6.5.3|3.6.5.4|3.6.5.5|3.6.5.6|3.6.5.n1;6.2.1.4;6.2.1.13;6.3.2.34,2.3.1.193|2.7.7.4|3.1.3.2|3.4.24|3.6.1|3.6.1.15|3.6.1.3|3.6.1.5|3.6.4.13|3.6.5|3.6.5.1|3.6.5.2|3.6.5.3|3.6.5.4|3.6.5.5|3.6.5.6|3.6.5.n1,5.6.2,0.26348406,2025-05-02 10:32:37,6.5.1,6.3.2
MNXR189544,1.4.1|1.1.1,1.1.1|1.1.1.85|1.1.1.n5,1.1.1|1.1.1.85|1.1.1.n5,1.1.1,0.96267384,2025-05-02 10:32:37,1.1.1,1.1.1.27
MNXR193073,1.14.15,1.14.15.38;1.14.19.35;1.1.3.13;1.14.19.36;1.14.19.23;1.14.15.36;1.14.19.45;1.14.19.43;1.14.19.27;1.14.19.42;1.14.19.2;1.14.19.11;1.14.19.26;1.14.19.28;1.14.15.4;1.14.15.14;1.14.11.33;1.14.11.31;1.4.3.21|1.4.3.6,1.14.15.38,1.14.15,0.99998665,2025-05-02 10:32:37,1.14.15,1.14.15.38
MNXR181227,1.1.1,1.1.1.71;1.2.1.3;1.1.1.145;1.1.1.213|1.1.1.357|1.1.1.50,1.1.1.71,1.1.1,0.9938246,2025-05-02 10:32:37,1.1.1,1.1.1.71
MNXR172196,3.2.1,5.1.3.3;3.2.1.21;1.1.1.121,5.1.3.3,3.2.1,0.83054125,2025-05-02 10:32:37,3.2.1,3.2.1.113
MNXR117927,1.14.12|1.3.1,1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.12.14;1.14.12.22;1.14.13.223;1.14.12.10;1.6.5.4;1.14.13.25;1.14.13.69;1.14.13.87;1.14.13.-|1.14.13.243,1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3,1.14.13,0.981837,2025-05-02 10:32:37,1.14.13,1.14.13|1.14.13.-
MNXR173109,4.1.1,1.2.1.3;1.2.1.5;1.2.99.6|1.2.99.7;1.2.1.29;1.2.5.2,1.2.1.3,1.2.99,0.8402607,2025-05-02 10:32:37,1.2.99,1.2.99.3|1.2.99.6|1.2.99.7
MNXR131132,2.1.1|2|2.1.1,2.1.1.17;2.1.1.202|2.1.1.203|2.1.1.204;2.1.1.76;2.1.1.12;2.1.1.104;2.1.1.7;2.1.1.44;2.1.1.9;2.1.1.53;2.1.1.111,2.1.1.17,2.1.1,0.99648285,2025-05-02 10:32:37,2.1.1,2.1.1.100
MNXR108178,3.5.1,3.5.1.117|3.5.1.46;6.3.2.56|6.3.2.ad;6.3.4.24;6.3.2.11;6.3.2.26;2.3.1.164;6.3.2.2,3.5.1.117|3.5.1.46,3.5.1,0.9992848,2025-05-02 10:32:37,3.5.1,3.5.2.12
MNXR163825,6.3.2,3.4.11.17;3.4.16.5;3.4.11.2;2.6.1.7;3.1.1.96,3.4.11.17,2.3.2,0.71138996,2025-05-02 10:32:37,2.4.99,6.3.2.-
MNXR116185,1.14.18|1.5.99,1.5.99.14;3.7.1.-|3.7.1.19;1.5.3.5|1.5.3.6;4.1.1.55;1.1.1.328;1.14.13.10;2.5.1.74;1.2.3.1;1.14.13.86;1.14.14.172;1.2.1.5;1.3.7.1;1.17.3.2;1.13.11.4;1.3.1.28;1.13.11.39;1.6.5.2,1.5.99.14,1.5.99,0.99558914,2025-05-02 10:32:37,1.5.99,1.5.99.-|1.5.99.14
MNXR146468,2.5.1,2.5.1.21;1.3.1.96|2.5.1.21;2.5.1.148;1.3.1.97;1.2.1.101|1.2.1.ah;1.2.1.30;1.2.1.95|1.2.1.z;1.2.1.70|6.1.1.17,2.5.1.21,1.3.1,0.38708925,2025-05-02 10:32:37,2.5.1,1.3.1.96|2.5.1.21
MNXR134220,2.4.2,2.4.2.31;3.2.2.19;3.2.2.5|3.2.2.6;2.4.2.37;2.4.2.36,2.4.2.31,2.4.2,0.987187,2025-05-02 10:32:37,2.4.2,2.4.2.31
MNXR109112,,6.3.4.2;1.2.1.9,6.3.4.2,1.18.6,0.9999908,2025-05-02 10:32:37,1.7.2,1.18.6.1
MNXR145120,3.1.4|2.4.1|3.2.1,3.1.4.44|3.1.4.46;2.7.7.39;2.3.1.15|2.3.1.51|2.7.7.41|2.7.8.11,3.1.4.44|3.1.4.46,3.1.4,0.98600626,2025-05-02 10:32:37,3.1.4,3.1.4.2|3.1.4.44
MNXR152953,1.5.1|1.1.1,1.2.1.19|1.2.1.24|1.2.1.3|1.2.1.5,1.2.1.19|1.2.1.24|1.2.1.3|1.2.1.5,1.2.1,0.79927397,2025-05-02 10:32:37,1.2.1,1.2.1.19|1.2.1.24|1.2.1.3
MNXR168008,1.14.14,1.14.14.123;1.14.13.246;1.14.11.64;1.14.13.72;1.4.3.13;1.1.3.30;1.3.3.6;1.8.3.5;1.1.3.18;1.14.11.-|1.14.11.35;1.1.3.20;1.1.3.41;1.3.3.16;1.1.99.8;1.6.3.1;1.14.12.22,1.14.14.123,1.14.14,0.99757284,2025-05-02 10:32:37,1.14.14,1.14.14.123
MNXR190460,2.8.3,2.8.3.5;2.8.3.13;2.8.3.6;2.8.3.15;2.8.3.-|2.8.3.20|2.8.3.22|2.8.3.7;2.8.3.18|2.8.3.5;2.8.3.-|2.8.3.1|2.8.3.18|2.8.3.M4;1.2.1.38|2.3.1.1|2.6.1.11|2.7.2.8,2.8.3.5,2.8.3,0.99904794,2025-05-02 10:32:37,2.8.3,2.8.3.6
