reaction_id,Stratified_ground_truth_REACTION_ID,Stratified_ground_truth_true_EC,merged_output_Stratified_ground_truth_REACTION_ID,merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Stratified_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_ec,merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_theia_Prediction,merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_ec,merged_output_SIMMER_SIMMER pred,merged_output_SelenzymeRF_All ECs,merged_output_CLAIRE_predictions,merged_output_theia_Prediction,merged_output_BEC-Pred_Prediction,merged_output_ec,SIMMER_SIMMER pred,SelenzymeRF_All ECs,CLAIRE_predictions,theia_Prediction,BEC-Pred_Prediction,ec
39648,,,,,,,,,,,,,,,,,,2.5.1,4.3.1.30,5.3.99,2.5.1,4.3.1.30,5.3.99,2.5.1,4.3.1.30,5.3.99,4.3.1.30;4.1.3.44;1.97.1|1.97.1.4;2.8.4.5;2.8.4.3,4.2.3;3.5.99;4.2.1;5.5.1,"1.1.99,0.5537856817245483;1.21.98,0.19364047050476074;2.1.1,0.16441217064857483;1.1.98,0.03296449035406113;1.17.98,0.0091483723372221",1.3.99,4.3.1.30,5.3.99,4.3.1.30;4.1.3.44;1.97.1|1.97.1.4;2.8.4.5;2.8.4.3,4.2.3;3.5.99;4.2.1;5.5.1,1.1.99;1.21.98;2.1.1;1.1.98;1.17.98,1.3.99,4.3.1.30,5.3.99,4.3.1.30;4.1.3.44;1.97.1|1.97.1.4;2.8.4.5;2.8.4.3,4.1.2;2.3.1;4.4.1;1.2.1,1.1.99;1.21.98;2.1.1;1.1.98;1.17.98,1.3.99,4.3.1.30,5.3.99,4.3.1.30;4.1.3.44;1.97.1|1.97.1.4;2.8.4.5;2.8.4.3,4.1.2;2.3.1;4.4.1;1.2.1,1.1.99;1.21.98;2.1.1;1.1.98;1.17.98,1.4.1,4.3.1.30,5.3.99,4.3.1.30;4.1.3.44;1.97.1|1.97.1.4;2.8.4.5;2.8.4.3,4.1.2;2.3.1;4.4.1;1.2.1,1.1.99;1.21.98;2.1.1;1.1.98;1.17.98,1.4.1,4.3.1.30
39884,,,,,,,,,,,,,,,,,,1.1.1,1.1.1.364,1.1.1,1.1.1,1.1.1.364,1.1.1,1.1.1,1.1.1.364,1.1.1,1.1.1.133;1.1.1.134|1.1.1.344;1.1.1.266;1.1.1.339|1.1.1.344;1.1.1.364;1.1.1.271;1.1.1.135|1.1.1.187;1.1.1.187|1.1.1.281;1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.1.1.367;1.3.1.34;1.5.1.40;1.2.1.50;1.2.1.84;1.1.1.330|1.1.1.36,2.4.3;4.99.1;2.7.8;2.8.2,"1.1.1,0.989448070526123;1.17.1,0.002001135377213359;1.4.1,0.0013480921043083072;1.12.1,0.0012187538668513298;1.18.1,0.0007857467862777412",1.1.1,1.1.1.364,1.1.1,1.1.1.133;1.1.1.134|1.1.1.344;1.1.1.266;1.1.1.339|1.1.1.344;1.1.1.364;1.1.1.271;1.1.1.135|1.1.1.187;1.1.1.187|1.1.1.281;1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.1.1.367;1.3.1.34;1.5.1.40;1.2.1.50;1.2.1.84;1.1.1.330|1.1.1.36,2.4.3;4.99.1;2.7.8;2.8.2,1.1.1;1.17.1;1.4.1;1.12.1;1.18.1,1.1.1,1.1.1.364,1.1.1,1.1.1.133;1.1.1.134|1.1.1.344;1.1.1.266;1.1.1.339|1.1.1.344;1.1.1.364;1.1.1.271;1.1.1.135|1.1.1.187;1.1.1.187|1.1.1.281;1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.1.1.367;1.3.1.34;1.5.1.40;1.2.1.50;1.2.1.84;1.1.1.330|1.1.1.36,1.3.1;2.4.1;1.1.1;1.5.1,1.1.1;1.17.1;1.4.1;1.12.1;1.18.1,1.1.1,1.1.1.364,1.1.1,1.1.1.133;1.1.1.134|1.1.1.344;1.1.1.266;1.1.1.339|1.1.1.344;1.1.1.364;1.1.1.271;1.1.1.135|1.1.1.187;1.1.1.187|1.1.1.281;1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.1.1.367;1.3.1.34;1.5.1.40;1.2.1.50;1.2.1.84;1.1.1.330|1.1.1.36,1.3.1;2.4.1;1.1.1;1.5.1,1.1.1;1.17.1;1.4.1;1.12.1;1.18.1,1.1.1,1.1.1.364,1.1.1,1.1.1.133;1.1.1.134|1.1.1.344;1.1.1.266;1.1.1.339|1.1.1.344;1.1.1.364;1.1.1.271;1.1.1.135|1.1.1.187;1.1.1.187|1.1.1.281;1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.1.1.367;1.3.1.34;1.5.1.40;1.2.1.50;1.2.1.84;1.1.1.330|1.1.1.36,1.3.1;2.4.1;1.1.1;1.5.1,1.1.1;1.17.1;1.4.1;1.12.1;1.18.1,1.1.1,1.1.1.364
39904,,,,,,,,,,,,,,,,,,2.5.1,2.5.1.119,,2.5.1,2.5.1.119,,2.5.1,2.5.1.119,,4.4.1.11;2.5.1.52;2.5.1.47|2.5.1.49|4.2.99.8;2.5.1.47|2.5.1.65;2.5.1.134;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,2.4.99;2.4.1;2.8.2;2.3.2,"2.5.1,0.9861722588539124;3.1.1,0.002049671020358801;4.1.99,0.001587397651746869;4.1.1,0.0011458090739324689;1.1.1,0.0010405286448076367",2.5.1,2.5.1.119,,4.4.1.11;2.5.1.52;2.5.1.47|2.5.1.49|4.2.99.8;2.5.1.47|2.5.1.65;2.5.1.134;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,2.4.99;2.4.1;2.8.2;2.3.2,2.5.1;3.1.1;4.1.99;4.1.1;1.1.1,2.5.1,2.5.1.119,,4.4.1.11;2.5.1.52;2.5.1.47|2.5.1.49|4.2.99.8;2.5.1.47|2.5.1.65;2.5.1.134;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,2.4.1;2.5.1;3.1.1;2.3.1,2.5.1;3.1.1;4.1.99;4.1.1;1.1.1,2.5.1,2.5.1.119,,4.4.1.11;2.5.1.52;2.5.1.47|2.5.1.49|4.2.99.8;2.5.1.47|2.5.1.65;2.5.1.134;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,2.4.1;2.5.1;3.1.1;2.3.1,2.5.1;3.1.1;4.1.99;4.1.1;1.1.1,2.5.1,2.5.1.119,,4.4.1.11;2.5.1.52;2.5.1.47|2.5.1.49|4.2.99.8;2.5.1.47|2.5.1.65;2.5.1.134;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,2.4.1;2.5.1;3.1.1;2.3.1,2.5.1;3.1.1;4.1.99;4.1.1;1.1.1,2.5.1,2.5.1.119
40036,,,,,,,,,,,,,,,,,,6.3.2,6.3.2.41,6.3.1;6.3.2,6.3.2,6.3.2.41,6.3.1;6.3.2,6.3.2,6.3.2.41,6.3.1;6.3.2,6.3.2.42;6.3.2.32;6.3.1.17;6.3.2.9,3.6.2;2.7.6;2.4.3;3.1.4,"6.3.2,0.9871528744697571;3.4.17,0.005716298241168261;6.3.3,0.0014018900692462921;6.3.4,0.0013465230586007237;6.3.1,0.0013101111399009824",6.3.2,6.3.2.41,6.3.1;6.3.2,6.3.2.42;6.3.2.32;6.3.1.17;6.3.2.9,3.6.2;2.7.6;2.4.3;3.1.4,6.3.2;3.4.17;6.3.3;6.3.4;6.3.1,6.3.2,6.3.2.41,6.3.1;6.3.2,6.3.2.42;6.3.2.32;6.3.1.17;6.3.2.9,2.5.1;2.7.7;6.3.2;6.3.4,6.3.2;3.4.17;6.3.3;6.3.4;6.3.1,6.3.2,6.3.2.41,6.3.1;6.3.2,6.3.2.42;6.3.2.32;6.3.1.17;6.3.2.9,2.5.1;2.7.7;6.3.2;6.3.4,6.3.2;3.4.17;6.3.3;6.3.4;6.3.1,6.3.2,6.3.2.41,6.3.1;6.3.2,6.3.2.42;6.3.2.32;6.3.1.17;6.3.2.9,2.5.1;2.7.7;6.3.2;6.3.4,6.3.2;3.4.17;6.3.3;6.3.4;6.3.1,6.3.2,6.3.2.41
40076,,,,,,,,,,,,,,,,,,3.5.4,3.5.4.40,3.5.4,3.5.4,3.5.4.40,3.5.4,3.5.4,3.5.4.40,3.5.4,3.5.4.4,2.7.8;2.7.9;2.7.7;2.4.2,"3.5.4,0.9984840750694275;3.5.1,0.0013121414231136441;4.2.1,2.804485302476678e-05;1.7.1,2.7596630388870835e-05;3.5.5,2.370392940065358e-05",4.2.1,3.5.4.40,3.5.4,3.5.4.4,2.7.8;2.7.9;2.7.7;2.4.2,3.5.4;3.5.1;4.2.1;1.7.1;3.5.5,4.2.1,3.5.4.40,3.5.4,3.5.4.4,3.5.1;3.4.13;3.5.3;3.5.2,3.5.4;3.5.1;4.2.1;1.7.1;3.5.5,4.2.1,3.5.4.40,3.5.4,3.5.4.4,3.5.1;3.4.13;3.5.3;3.5.2,3.5.4;3.5.1;4.2.1;1.7.1;3.5.5,3.5.4,3.5.4.40,3.5.4,3.5.4.4,3.5.1;3.4.13;3.5.3;3.5.2,3.5.4;3.5.1;4.2.1;1.7.1;3.5.5,3.5.4,3.5.4.40
40228,,,,,,,,,,,,,,,,,,2.8.2,2.8.2.36,,2.8.2,2.8.2.36,,2.8.2,2.8.2.36,,2.8.2.36;1.8.4.8;2.8.2.27;2.8.2.1;2.8.2.25;2.8.2.15|2.8.2.2|2.8.2.4;2.8.2.1|2.8.2.3;2.8.2.24;2.8.2.37|2.8.2.8;2.8.2.34;2.8.2.-|2.8.2.39;2.8.2.14;2.8.2.-|2.8.2.38;2.8.2.10;2.8.2.20,2.7.1;4.2.2;2.4.1;4.99.1,"2.8.2,0.9967607855796814;3.6.2,0.0014419647632166743;1.8.99,0.0004972618189640343;1.8.4,0.00022833906405139714;2.7.7,0.00021544819173868746",2.8.2,2.8.2.36,,2.8.2.36;1.8.4.8;2.8.2.27;2.8.2.1;2.8.2.25;2.8.2.15|2.8.2.2|2.8.2.4;2.8.2.1|2.8.2.3;2.8.2.24;2.8.2.37|2.8.2.8;2.8.2.34;2.8.2.-|2.8.2.39;2.8.2.14;2.8.2.-|2.8.2.38;2.8.2.10;2.8.2.20,2.7.1;4.2.2;2.4.1;4.99.1,2.8.2;3.6.2;1.8.99;1.8.4;2.7.7,2.8.2,2.8.2.36,,2.8.2.36;1.8.4.8;2.8.2.27;2.8.2.1;2.8.2.25;2.8.2.15|2.8.2.2|2.8.2.4;2.8.2.1|2.8.2.3;2.8.2.24;2.8.2.37|2.8.2.8;2.8.2.34;2.8.2.-|2.8.2.39;2.8.2.14;2.8.2.-|2.8.2.38;2.8.2.10;2.8.2.20,2.8.2;3.6.2;6.2.1;1.8.99,2.8.2;3.6.2;1.8.99;1.8.4;2.7.7,2.8.2,2.8.2.36,,2.8.2.36;1.8.4.8;2.8.2.27;2.8.2.1;2.8.2.25;2.8.2.15|2.8.2.2|2.8.2.4;2.8.2.1|2.8.2.3;2.8.2.24;2.8.2.37|2.8.2.8;2.8.2.34;2.8.2.-|2.8.2.39;2.8.2.14;2.8.2.-|2.8.2.38;2.8.2.10;2.8.2.20,2.8.2;3.6.2;6.2.1;1.8.99,2.8.2;3.6.2;1.8.99;1.8.4;2.7.7,2.8.2,2.8.2.36,,2.8.2.36;1.8.4.8;2.8.2.27;2.8.2.1;2.8.2.25;2.8.2.15|2.8.2.2|2.8.2.4;2.8.2.1|2.8.2.3;2.8.2.24;2.8.2.37|2.8.2.8;2.8.2.34;2.8.2.-|2.8.2.39;2.8.2.14;2.8.2.-|2.8.2.38;2.8.2.10;2.8.2.20,2.8.2;3.6.2;6.2.1;1.8.99,2.8.2;3.6.2;1.8.99;1.8.4;2.7.7,2.8.2,2.8.2.36
40536,,,,,,,,,,,,,,,,,,1.14.15,1.14.15.33,1.14.15,1.14.15,1.14.15.33,1.14.15,1.14.15,1.14.15.33,1.14.15,1.14.15.33;1.14.12.15;1.14.13.70;1.1.1.170|1.1.1.270|1.14.13.72|1.14.18.9;1.14.13.246;1.14.99.9;1.14.14.18|1.14.99.3;1.14.13.81,2.4.1;5.4.99;4.2.2;5.3.99,"1.14.15,0.9968664050102234;1.14.19,0.002379785990342498;1.6.1,0.00018230319255962968;1.3.7,0.00012637770851142704;1.17.7,0.00011083060235250741",1.14.15,1.14.15.33,1.14.15,1.14.15.33;1.14.12.15;1.14.13.70;1.1.1.170|1.1.1.270|1.14.13.72|1.14.18.9;1.14.13.246;1.14.99.9;1.14.14.18|1.14.99.3;1.14.13.81,2.4.1;5.4.99;4.2.2;5.3.99,1.14.15;1.14.19;1.6.1;1.3.7;1.17.7,1.14.15,1.14.15.33,1.14.15,1.14.15.33;1.14.12.15;1.14.13.70;1.1.1.170|1.1.1.270|1.14.13.72|1.14.18.9;1.14.13.246;1.14.99.9;1.14.14.18|1.14.99.3;1.14.13.81,1.14.15;1.14.18;1.14.99;1.2.5,1.14.15;1.14.19;1.6.1;1.3.7;1.17.7,1.14.15,1.14.15.33,1.14.15,1.14.15.33;1.14.12.15;1.14.13.70;1.1.1.170|1.1.1.270|1.14.13.72|1.14.18.9;1.14.13.246;1.14.99.9;1.14.14.18|1.14.99.3;1.14.13.81,1.14.15;1.14.18;1.14.99;1.2.5,1.14.15;1.14.19;1.6.1;1.3.7;1.17.7,1.14.15,1.14.15.33,1.14.15,1.14.15.33;1.14.12.15;1.14.13.70;1.1.1.170|1.1.1.270|1.14.13.72|1.14.18.9;1.14.13.246;1.14.99.9;1.14.14.18|1.14.99.3;1.14.13.81,1.14.15;1.14.18;1.14.99;1.2.5,1.14.15;1.14.19;1.6.1;1.3.7;1.17.7,1.14.15,1.14.15.33
40540,,,,,,,,,,,,,,,,,,1.14.15,1.14.15.33,1.14.15,1.14.15,1.14.15.33,1.14.15,1.14.15,1.14.15.33,1.14.15,1.14.15.33;1.1.1.170|1.1.1.270|1.14.13.72|1.14.18.9;1.14.12.15;1.14.12.-|1.14.12.10;1.14.13.246;1.14.13.70;1.14.99.9;1.14.13.79;1.14.14.18|1.14.99.3;1.14.13.81,2.4.1;2.4.99;1.2.1;2.8.3,"1.14.15,0.9791594743728638;1.14.19,0.01762228086590767;1.6.1,0.0005183421890251338;1.14.13,0.0004862177011091262;1.17.7,0.0004537126515060663",1.14.15,1.14.15.33,1.14.15,1.14.15.33;1.1.1.170|1.1.1.270|1.14.13.72|1.14.18.9;1.14.12.15;1.14.12.-|1.14.12.10;1.14.13.246;1.14.13.70;1.14.99.9;1.14.13.79;1.14.14.18|1.14.99.3;1.14.13.81,2.4.1;2.4.99;1.2.1;2.8.3,1.14.15;1.14.19;1.6.1;1.14.13;1.17.7,1.14.15,1.14.15.33,1.14.15,1.14.15.33;1.1.1.170|1.1.1.270|1.14.13.72|1.14.18.9;1.14.12.15;1.14.12.-|1.14.12.10;1.14.13.246;1.14.13.70;1.14.99.9;1.14.13.79;1.14.14.18|1.14.99.3;1.14.13.81,1.14.18;1.14.15;1.14.99;1.14.19,1.14.15;1.14.19;1.6.1;1.14.13;1.17.7,1.14.15,1.14.15.33,1.14.15,1.14.15.33;1.1.1.170|1.1.1.270|1.14.13.72|1.14.18.9;1.14.12.15;1.14.12.-|1.14.12.10;1.14.13.246;1.14.13.70;1.14.99.9;1.14.13.79;1.14.14.18|1.14.99.3;1.14.13.81,1.14.18;1.14.15;1.14.99;1.14.19,1.14.15;1.14.19;1.6.1;1.14.13;1.17.7,1.14.15,1.14.15.33,1.14.15,1.14.15.33;1.1.1.170|1.1.1.270|1.14.13.72|1.14.18.9;1.14.12.15;1.14.12.-|1.14.12.10;1.14.13.246;1.14.13.70;1.14.99.9;1.14.13.79;1.14.14.18|1.14.99.3;1.14.13.81,1.14.18;1.14.15;1.14.99;1.14.19,1.14.15;1.14.19;1.6.1;1.14.13;1.17.7,1.14.15,1.14.15.33
40736,,,,,,,,,,,,,,,,,,3.2.1,3.2.1.191,3.2.1,3.2.1,3.2.1.191,3.2.1,3.2.1,3.2.1.191,3.2.1,3.2.1.191|3.2.1.z;3.2.1.194;3.2.1.193;3.2.1.24;3.2.1.58;3.2.1.74;2.4.1.25;3.2.1.31;3.2.1.3,4.1.99;4.2.1;4.1.2;3.5.99,"3.2.1,0.9997643828392029;3.1.3,5.583460733760148e-05;2.4.1,4.12408662668895e-05;3.2.2,2.8679423849098384e-05;2.3.1,2.3414093448081985e-05",3.2.1,3.2.1.191,3.2.1,3.2.1.191|3.2.1.z;3.2.1.194;3.2.1.193;3.2.1.24;3.2.1.58;3.2.1.74;2.4.1.25;3.2.1.31;3.2.1.3,4.1.99;4.2.1;4.1.2;3.5.99,3.2.1;3.1.3;2.4.1;3.2.2;2.3.1,3.2.1,3.2.1.191,3.2.1,3.2.1.191|3.2.1.z;3.2.1.194;3.2.1.193;3.2.1.24;3.2.1.58;3.2.1.74;2.4.1.25;3.2.1.31;3.2.1.3,2.4.1;3.1.1;3.2.1;1.3.1,3.2.1;3.1.3;2.4.1;3.2.2;2.3.1,3.2.1,3.2.1.191,3.2.1,3.2.1.191|3.2.1.z;3.2.1.194;3.2.1.193;3.2.1.24;3.2.1.58;3.2.1.74;2.4.1.25;3.2.1.31;3.2.1.3,2.4.1;3.1.1;3.2.1;1.3.1,3.2.1;3.1.3;2.4.1;3.2.2;2.3.1,3.2.1,3.2.1.191,3.2.1,3.2.1.191|3.2.1.z;3.2.1.194;3.2.1.193;3.2.1.24;3.2.1.58;3.2.1.74;2.4.1.25;3.2.1.31;3.2.1.3,2.4.1;3.1.1;3.2.1;1.3.1,3.2.1;3.1.3;2.4.1;3.2.2;2.3.1,3.2.1,3.2.1.191
40764,,,,,,,,,,,,,,,,,,3.2.1,3.2.1.194,3.2.1,3.2.1,3.2.1.194,3.2.1,3.2.1,3.2.1.194,3.2.1,3.2.1.194;3.2.1.190|3.2.1.40;3.2.1.193;2.4.1.25;3.2.1.74;2.4.1.247;3.2.1.70;3.2.1.63;2.4.1.273;2.4.1.-|2.4.1.282;3.2.1.111;3.2.1.21|3.2.1.25|3.2.1.74,2.3.3;3.1.2;2.3.2;2.3.1,"3.2.1,0.9920690059661865;3.1.3,0.0018215113086625934;4.2.1,0.0009635307360440493;3.2.2,0.0009594800649210811;2.3.1,0.0005274431314319372",3.2.1,3.2.1.194,3.2.1,3.2.1.194;3.2.1.190|3.2.1.40;3.2.1.193;2.4.1.25;3.2.1.74;2.4.1.247;3.2.1.70;3.2.1.63;2.4.1.273;2.4.1.-|2.4.1.282;3.2.1.111;3.2.1.21|3.2.1.25|3.2.1.74,2.3.3;3.1.2;2.3.2;2.3.1,3.2.1;3.1.3;4.2.1;3.2.2;2.3.1,3.2.1,3.2.1.194,3.2.1,3.2.1.194;3.2.1.190|3.2.1.40;3.2.1.193;2.4.1.25;3.2.1.74;2.4.1.247;3.2.1.70;3.2.1.63;2.4.1.273;2.4.1.-|2.4.1.282;3.2.1.111;3.2.1.21|3.2.1.25|3.2.1.74,3.1.1;2.4.1;3.2.1;3.5.1,3.2.1;3.1.3;4.2.1;3.2.2;2.3.1,3.2.1,3.2.1.194,3.2.1,3.2.1.194;3.2.1.190|3.2.1.40;3.2.1.193;2.4.1.25;3.2.1.74;2.4.1.247;3.2.1.70;3.2.1.63;2.4.1.273;2.4.1.-|2.4.1.282;3.2.1.111;3.2.1.21|3.2.1.25|3.2.1.74,3.1.1;2.4.1;3.2.1;3.5.1,3.2.1;3.1.3;4.2.1;3.2.2;2.3.1,3.2.1,3.2.1.194,3.2.1,3.2.1.194;3.2.1.190|3.2.1.40;3.2.1.193;2.4.1.25;3.2.1.74;2.4.1.247;3.2.1.70;3.2.1.63;2.4.1.273;2.4.1.-|2.4.1.282;3.2.1.111;3.2.1.21|3.2.1.25|3.2.1.74,3.1.1;2.4.1;3.2.1;3.5.1,3.2.1;3.1.3;4.2.1;3.2.2;2.3.1,3.2.1,3.2.1.194
41176,,,,,,,,,,,,,,,,,,2.1.1,2.1.1.249,,2.1.1,2.1.1.249,,2.1.1,2.1.1.249,,2.1.1.247|2.1.1.249;1.5.8.1;1.4.3.19;1.5.3.21;1.4.3.4;1.4.3.-|1.4.3.24;2.1.1.248;1.4.3.21|1.4.3.6;1.4.9.1;1.21.4.3;1.4.1.17;2.1.1.156|2.1.1.162|2.1.1.20;3.5.1.56;3.5.1.3;2.1.1.53;2.1.1.103,2.8.1;1.20.4;1.12.7;1.12.98,"2.1.1,0.9979165196418762;1.16.99,0.0003223025123588741;3.13.2,0.00015593618445564061;2.3.1,0.00013919804769102484;2.4.99,0.00010576174827292562",2.1.1,2.1.1.249,,2.1.1.247|2.1.1.249;1.5.8.1;1.4.3.19;1.5.3.21;1.4.3.4;1.4.3.-|1.4.3.24;2.1.1.248;1.4.3.21|1.4.3.6;1.4.9.1;1.21.4.3;1.4.1.17;2.1.1.156|2.1.1.162|2.1.1.20;3.5.1.56;3.5.1.3;2.1.1.53;2.1.1.103,2.8.1;1.20.4;1.12.7;1.12.98,2.1.1;1.16.99;3.13.2;2.3.1;2.4.99,2.1.1,2.1.1.249,,2.1.1.247|2.1.1.249;1.5.8.1;1.4.3.19;1.5.3.21;1.4.3.4;1.4.3.-|1.4.3.24;2.1.1.248;1.4.3.21|1.4.3.6;1.4.9.1;1.21.4.3;1.4.1.17;2.1.1.156|2.1.1.162|2.1.1.20;3.5.1.56;3.5.1.3;2.1.1.53;2.1.1.103,2.1.1;2.5.1;2.4.99;1.17.7,2.1.1;1.16.99;3.13.2;2.3.1;2.4.99,2.1.1,2.1.1.249,,2.1.1.247|2.1.1.249;1.5.8.1;1.4.3.19;1.5.3.21;1.4.3.4;1.4.3.-|1.4.3.24;2.1.1.248;1.4.3.21|1.4.3.6;1.4.9.1;1.21.4.3;1.4.1.17;2.1.1.156|2.1.1.162|2.1.1.20;3.5.1.56;3.5.1.3;2.1.1.53;2.1.1.103,2.1.1;2.5.1;2.4.99;1.17.7,2.1.1;1.16.99;3.13.2;2.3.1;2.4.99,2.1.1,2.1.1.249,,2.1.1.247|2.1.1.249;1.5.8.1;1.4.3.19;1.5.3.21;1.4.3.4;1.4.3.-|1.4.3.24;2.1.1.248;1.4.3.21|1.4.3.6;1.4.9.1;1.21.4.3;1.4.1.17;2.1.1.156|2.1.1.162|2.1.1.20;3.5.1.56;3.5.1.3;2.1.1.53;2.1.1.103,2.1.1;2.5.1;2.4.99;1.17.7,2.1.1;1.16.99;3.13.2;2.3.1;2.4.99,2.1.1,2.1.1.249
41212,,,,,,,,,,,,,,,,,,1.14.13,1.14.13.235,1.14.13,1.14.13,1.14.13.235,1.14.13,1.14.13,1.14.13.235,1.14.13,1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.12.10;1.14.13.223;1.6.5.4;1.14.13.87;1.14.13.25;1.14.13.113;1.14.13.26;1.14.18.9,1.2.7;1.8.7;2.8.4;1.8.1,"1.14.13,0.9943521022796631;1.17.1,0.0014893710613250732;1.14.19,0.0012713492615148425;1.6.3,0.0006633379962295294;4.1.99,0.0005828822031617165",1.14.13,1.14.13.235,1.14.13,1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.12.10;1.14.13.223;1.6.5.4;1.14.13.87;1.14.13.25;1.14.13.113;1.14.13.26;1.14.18.9,1.2.7;1.8.7;2.8.4;1.8.1,1.14.13;1.17.1;1.14.19;1.6.3;4.1.99,1.14.13,1.14.13.235,1.14.13,1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.12.10;1.14.13.223;1.6.5.4;1.14.13.87;1.14.13.25;1.14.13.113;1.14.13.26;1.14.18.9,1.14.13;1.14.19;1.14.15;1.14.14,1.14.13;1.17.1;1.14.19;1.6.3;4.1.99,1.14.13,1.14.13.235,1.14.13,1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.12.10;1.14.13.223;1.6.5.4;1.14.13.87;1.14.13.25;1.14.13.113;1.14.13.26;1.14.18.9,1.14.13;1.14.19;1.14.15;1.14.14,1.14.13;1.17.1;1.14.19;1.6.3;4.1.99,1.14.13,1.14.13.235,1.14.13,1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.12.10;1.14.13.223;1.6.5.4;1.14.13.87;1.14.13.25;1.14.13.113;1.14.13.26;1.14.18.9,1.14.13;1.14.19;1.14.15;1.14.14,1.14.13;1.17.1;1.14.19;1.6.3;4.1.99,1.14.13,1.14.13.235
