Reaction ID,Theia
R09087,"2.7.4,0.9838788509368896;2.7.1,0.014560949057340622;2.1.1,0.000783788796979934;6.3.2,0.00010656096128514037;1.6.1,9.912360837915912e-05"
R07268,"2.5.1,0.9996906518936157;5.3.3,0.00014682859182357788;5.3.99,0.00010725318861659616;4.2.99,1.680253626545891e-05;4.2.1,8.038612577365711e-06"
R02263,"4.1.2,0.9998229146003723;1.1.1,0.00012274806795176119;5.3.3,1.5840600099181756e-05;4.2.1,1.500079633842688e-05;2.4.1,6.189758551045088e-06"
R01583,"3.5.1,0.9829508662223816;3.4.11,0.005376160144805908;2.3.2,0.002985179191455245;3.4.17,0.0022433758713304996;3.4.13,0.0022239915560930967"
R13143,"1.14.14,0.9921537041664124;1.14.13,0.00695502944290638;1.14.12,0.00034487611264921725;1.13.11,0.0003415929968468845;1.3.8,5.6905188102973625e-05"
R03046,"4.3.1,0.9990692734718323;4.2.1,0.0005152032827027142;1.3.8,0.00014580173592548817;1.3.3,8.864685514708981e-05;3.5.5,3.319223105791025e-05"
R08529,"3.1.3,0.9533771276473999;3.2.1,0.023326251655817032;3.1.4,0.01748325489461422;3.1.1,0.00221857032738626;3.6.3,0.0011836793273687363"
R07655,"2.4.1,0.8733905553817749;2.3.1,0.056667134165763855;5.5.1,0.03702083230018616;3.2.1,0.013657690957188606;1.1.3,0.012385392561554909"
R03457,"4.2.1,0.9076634049415588;3.1.3,0.0722208321094513;3.2.1,0.015658164396882057;5.3.1,0.0013787872157990932;5.4.2,0.0004883430665358901"
R11106,"1.14.19,0.9999918937683105;1.14.14,4.216052730043884e-06;1.9.3,1.980166643988923e-06;1.3.3,6.014269047227572e-07;1.14.99,3.727239459294651e-07"
R02940,"1.2.1,0.9966222047805786;1.1.1,0.0017840508371591568;1.2.3,0.0007246162858791649;1.2.99,0.0002777685003820807;1.8.1,0.00018145829380955547"
R12394,"2.3.1,0.8023781776428223;6.2.1,0.19672895967960358;2.5.1,0.0006415297975763679;1.2.1,0.00012462605081964284;3.5.1,4.5542579755419865e-05"
R05806,"2.7.1,0.995013415813446;2.7.2,0.001732019823975861;3.1.3,0.0011101964628323913;3.6.1,0.0005427378346212208;2.1.1,0.00046657733037136495"
R11506,"4.2.1,0.9896290898323059;1.-.-,0.005159358959645033;1.3.98,0.0017127302708104253;1.14.13,0.0006708692526444793;1.1.1,0.0006283428519964218"
R02257,"1.1.1,0.8513119220733643;1.3.1,0.12676341831684113;1.2.1,0.01771366409957409;2.3.1,0.003522216808050871;4.1.2,0.0003275648632552475"
