Reaction,SelenzymeRF
R04643,5.4.2.2;2.7.8.20;2.8.2.14;2.8.2.24;2.7.1.201|2.7.1.69;2.7.1.207;2.7.1.208|2.7.1.69;2.8.2.15;2.8.2.-|2.8.2.38;2.7.1.211;2.8.2.36;2.8.2.1;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298
R04648,3.2.1.18
R04654,2.4.1.150;3.2.1.49;3.2.1.52
R04656,3.2.1.49;3.2.1.18
R04662,2.4.1.145;2.4.1.87;2.4.1.239;2.4.1.236;2.4.2.51;2.4.1.-|2.4.1.254;2.4.1.15;2.4.1.297;2.4.1.210;2.4.1.173;2.4.1.17
R04674,1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1;1.4.3.22|1.4.3.4
R04678,1.1.1.145|5.3.3.1;1.1.1.181;1.1.1.233;1.8.1.4;2.5.1.46;1.1.1.212;1.3.1.9|2.3.1.-
R04692,2.1.1.49;2.1.1.128;2.1.1|2.1.1.291;2.1.1.98;2.1.1.80;2.1.1.77
R04703,1.4.3.2;1.4.3.3;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1;1.4.3.4
R04707,2.1.1.109;2.1.1|2.1.1.291;2.1.1.128;2.1.1.146;2.1.1.68;2.1.1.292;2.1.1.6;2.1.1.212|2.1.1.46;2.1.1.42;2.1.1.150;2.1.1.155|2.1.1.231;2.1.1.94;2.1.1.38;2.1.1.11;2.1.1.50;2.1.1.276;2.1.1.116|2.1.1.121;2.1.1|2.1.1.-|2.1.1.210;2.1.1.16|2.1.1.71;2.1.1.103|2.1.1.16|2.1.1.71;2.1.1.98;2.1.1.333;2.1.1.17
R04716,2.1.1.122;2.1.1.98;2.1.1.354|2.1.1.355|2.1.1.59|2.1.1.60;2.1.1.127;2.1.1.85;2.1.1.16|2.1.1.71;2.1.1.80
R04717,2.1.1.123|2.1.1.124;2.1.1.297|2.1.1.298;2.1.1.80;2.1.1.354|2.1.1.355|2.1.1.59|2.1.1.60;2.1.1.60;2.1.1.59
R04721,2.3.1.149;2.3.1.23|2.3.1.63;3.1.1.4
R04722,2.3.1.149;3.1.1.47;2.3.1.23|2.3.1.63;2.3.1.158;2.3.1.43;3.1.1.4
R04726,2.3.1.179|2.3.1.41|2.3.1.85|2.3.1.86;2.3.1.-|2.3.1.179|2.3.1.199|2.3.1.41;2.3.1.47
R04728,4.2.1.131;2.4.1.8|3.2.1.20|4.2.1.131;5.5.1.19;5.5.1.-|5.5.1.18;1.3.1.96|2.5.1.21
R04732,4.1.1.55;4.1.1.98;4.1.1.77;4.1.1.68;1.3.1.25;1.14.13.1;1.14.14.42;4.1.1.1
R04741,1.1.1.211|1.1.1.35
R04751,1.3.3.6|1.3.8.1|1.3.8.4|1.3.8.5|1.3.8.7|1.3.99.3;1.3.3.6|1.3.8.7|1.3.8.8|1.3.99.-|1.3.99.3;1.3.3.6|1.3.8.7|1.3.8.8|1.3.8.9|1.3.99.-|1.3.99.3;1.3.8.2;1.5.-.-|1.5.99.8;1.1.99.3;1.1.5.3|1.1.99.5
R04768,1.4.3.2;1.4.3.3;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1;1.4.3.4
R04777,2.3.1.207;2.3.1.180
R04789,1.14.13.26;1.14.13.25;1.14.13.-|1.6.5.2;1.14.13.-|1.14.13.20|1.14.13.7
R04794,1.1.1.145|5.3.3.1;3.1.1.13;1.14.14.23;1.14.15.15;1.14.14.25;1.3.1.21;1.14.15.29;1.1.1.213|1.1.1.50;1.1.1.181;1.14.14.139;2.3.1.26;3.1.6.2;3.3.2.8;2.3.1.297;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;2.3.1.241;5.1.3.30|5.1.3.31;5.3.3.5
R04809,5.1.99.4;4.2.1.17
R04810,1.1.1.36;1.1.1.211|1.1.1.35
R04812,1.1.1.36;1.1.1.211|1.1.1.35
R04824,1.1.1.213|1.1.1.50;1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.213|1.1.1.50|1.1.1.51;1.1.1.209|1.1.1.213|1.1.1.357;1.1.1.149|1.1.1.209|1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.184|1.1.1.209|1.1.1.213|1.1.1.50;1.1.1.233;1.8.1.4;1.3.1.9|2.3.1.-
R04834,1.1.1.53;1.1.1.50;1.1.1.233;1.1.1.211|1.1.1.35
R04835,1.1.1.50;1.1.1.209|1.1.1.50;1.1.1.213|1.1.1.50|1.1.1.51;1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.149|1.1.1.209|1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.184|1.1.1.209|1.1.1.213|1.1.1.50;1.1.1.233;1.8.1.4;2.5.1.46
R04843,1.1.1.50;1.1.1.209|1.1.1.213|1.1.1.50;1.1.1.149|1.1.1.209|1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.184|1.1.1.209|1.1.1.213|1.1.1.50;1.1.1.213|1.1.1.50|1.1.1.51;1.1.1.146;1.1.1.53;1.1.1.100
R04857,2.3.1.180
R04859,5.5.1.1|5.5.1.7;1.17.4.1
R04863,1.2.1.31|1.2.1.95;6.3.5.9;6.2.1.1|6.2.1.17
R04866,2.1.1.354|2.1.1.355|2.1.1.59|2.1.1.60;2.1.1.127;2.1.1.123|2.1.1.124;2.1.1.297|2.1.1.298;2.1.1.80
R04867,2.1.1.354|2.1.1.355|2.1.1.59|2.1.1.60;2.1.1.127;2.1.1.123|2.1.1.124;2.1.1.297|2.1.1.298;2.1.1.80
R04883,1.2.1.5;1.2.1.3|1.2.1.5;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.1.1.375;1.1.1.272
R04885,2.3.1.180
R04894,1.4.3.4;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1
R04895,4.1.1.68;4.1.1.77;3.5.1.132;6.3.2.60|6.3.2.M4;3.5.1.130|3.5.1.ai;6.3.2.-|6.3.2.43;3.5.1.44
R04901,1.1.1.234;1.1.1.219;1.6.5.2
R04927,1.7.2.1|7.1.1.9
R04945,2.6.1.57;3.5.1.114|3.5.1.14;3.1.1.111|3.1.1.32;3.1.1.3
R04951,3.4.11.1|3.4.11.2|3.4.11.23|3.4.13.-
R04952,2.3.1.179|2.3.1.41|2.3.1.85|2.3.1.86;2.3.1.-|2.3.1.179|2.3.1.199|2.3.1.41;2.3.1.47
R04962,1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39;1.3.1.9|2.3.1.-
R04994,2.1.1.333;2.1.1.98;2.1.1.354|2.1.1.355|2.1.1.59|2.1.1.60;2.1.1.127;2.1.1.80;2.1.1.16|2.1.1.71;2.1.1.297|2.1.1.298
R04998,3.2.1.21
R05038,1.1.1.219;1.1.1.234;1.1.1.36;1.1.1.330;1.3.1.93;1.6.5.2
R05055,2.3.2.2;3.5.1.6;4.3.1.15;3.5.2.2;3.5.1.23;2.3.1.68;3.1.1.111|3.1.1.32
R05061,2.3.1.92;3.2.1.175;1.1.5.9;1.1.99.35;3.2.1.126|3.2.1.21
R05075,2.3.1.179|2.3.1.41|2.3.1.85|2.3.1.86;3.1.2.14;2.3.1.-|2.3.1.179|2.3.1.199|2.3.1.41
R05083,2.4.1.111;2.4.1.35;2.4.1.170;2.4.1.17;2.4.1.91;2.4.1.159;2.4.1.63;2.4.1.239;2.4.1.15
R05109,3.2.1.52;3.2.1.23
R05111,3.2.1.23
R05112,3.2.1.23
R05113,2.4.99.8;2.4.99.2|2.4.99.4;2.4.99.9;2.4.99.1;2.4.1.62;2.4.99.7;2.4.1.92;3.2.1.18
R05117,3.2.1.18
R05123,2.1.1.128;2.1.1.116|2.1.1.121;2.1.1.6;2.1.1.68;2.1.1|2.1.1.291;2.1.1.146;2.1.1.109;2.1.1.292;2.1.1.98;2.1.1.80;2.1.1.77
R05133,5.4.2.2;5.4.2.6;3.2.1.126|3.2.1.21
R05141,3.2.1.74;3.2.1.21|3.2.1.25|3.2.1.58|3.2.1.74
R05150,1.3.1.54;1.1.1.36;1.1.1.330;1.3.1.93;1.2.1.-|1.2.1.103|1.2.1.ag;1.1.1.100|2.3.1.-;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86
R05156,1.14.13.69;1.14.13.25;1.14.13.26;1.14.12.12;1.14.12.10;1.14.12.19;1.14.13.25|1.14.14.-|1.14.14.1
R05163,2.3.1.153;2.3.1|2.3.1.-|2.3.1.215;2.3.1.172;2.3.1.171;2.3.1.115;2.3.1.116;2.3.1.79;2.3.1.133;2.3.1|2.3.1.133|2.3.1.99|3.1.2.-;6.2.1.12;2.3.1.180
R05166,3.2.1.74;3.2.1.97;5.1.3.11;2.4.1.87;3.2.1.21|3.2.1.74
R05168,5.1.3.9;2.7.1.40
R05188,1.1.1.36;1.3.1.93;1.1.1.211|1.1.1.35
R05213,2.1.1.128;2.1.1.116|2.1.1.121;2.1.1.6;2.1.1.68;2.1.1|2.1.1.291;2.1.1.146;2.1.1.109;2.1.1.292;2.1.1.98;2.1.1.80;2.1.1.77
R05218,1.3.3.6;1.14.99.46;1.14.14.34|1.14.14.5|1.14.14.ah;1.5.98.1
R05221,5.4.2.2;6.3.5.9;2.5.1.78
R05226,4.3.1.15;6.3.2.34;3.5.1.6;2.3.1.68;2.1.1.11;2.5.1.-|2.5.1.62;6.3.5.9;2.3.1.-|2.3.1.183;2.3.1.5;1.3.1.76
R05227,6.3.5.9;3.6.1.21|3.6.1.9
R05233,1.1.1.1
R05237,1.2.1.3;1.2.1.32;1.2.1.85;1.2.1.68;1.2.1.5;1.2.1.28|1.2.1.7;1.1.1.312
R05238,1.2.1.3;1.2.1.32;1.2.1.85;1.2.1.68;1.2.1.5;1.2.1.28|1.2.1.7;1.1.1.312
R05241,1.3.1.56;1.14.12.18;1.14.13.69;1.3.1.19;1.3.1.87;1.6.5.2
R05248,1.13.11.38;1.13.11.39;1.13.11.-|1.13.11.8;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.13.11.-|1.13.11.16|1.13.11.2|1.13.11.39
R05262,1.14.12.18;1.3.1.56;1.14.12.19;1.14.13.69;1.14.12.10;1.14.12|1.14.12.12;1.14.13.25;1.14.13.26;1.14.12.-|1.14.12.26;1.14.14.-|1.14.14.1
R05271,1.1.1.21|1.1.1.90;1.1.1|1.1.1.19|1.1.1.2|1.1.1.21|1.1.1.91;1.6.5.2
R05279,1.14.12|1.14.12.-|1.14.12.14;1.14.13.3|1.14.14.9;1.14.12.12;1.13.11.15;1.14.12.-|1.14.12.26;1.13.11.-|1.13.11.3;1.14.12.10;1.13.11.38;1.14.13.-|1.6.5.2
R05292,1.3.1.25;1.14.12.-|1.14.12.10;1.1.1.345;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.1.1.337|1.1.1.375
R05294,1.14.12|1.14.12.-|1.14.12.14;1.14.13.69;1.14.13.25;1.14.13.26;1.14.12.12;1.14.12.-|1.14.12.10;1.14.13.7;1.14.13.3|1.14.14.9;1.6.5.2
R05296,1.1.1.21;1.13.11.1;4.1.1.77;3.7.1.9;1.1.1.1|1.1.1.71
R05299,1.13.11.1;1.13.11.2;1.13.11.-|1.13.11.3;1.13.11.-|1.13.11.16|1.13.11.2|1.13.11.39;1.13.11.15;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7
R05300,5.5.1.1|5.5.1.7;1.13.11.1;4.2.1.114;2.3.1.179|2.3.1.41|2.3.1.85|2.3.1.86;2.3.1.180
R05307,1.8.1.15;1.1.1.233;1.1.1.211|1.1.1.35
R05311,1.1.1.36;1.1.1.330;1.1.1.211|1.1.1.35
R05312,1.3.1.29;1.6.5.2
R05313,1.3.1.87;1.3.1.19;1.3.1.56;1.14.12.19;1.3.1.25;1.1.1.21;1.6.5.2
R05314,1.3.1.25;1.6.5.2
R05315,1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.1.1|1.1.1.-|1.1.1.50
R05318,1.7.2.5;1.7.2.1|7.1.1.9;1.8.2.3
R05323,2.1.1.212|2.1.1.46;2.1.1.150;2.1.1.42;2.1.1.4;2.1.1.155|2.1.1.231;2.1.1.94;2.1.1.146;2.1.1.38;2.1.1.128;2.1.1.116|2.1.1.121;2.1.1|2.1.1.76;2.1.1.98;2.1.1.6;2.1.1.77
R05327,2.4.1.239;2.4.1|2.4.1.297;2.4.1.87;2.4.1.-|2.4.1.254;2.4.1.236;3.2.1.183|5.1.3.14|5.1.3.7;2.7.4.6
R05336,2.3.1.22;2.8.3.1;4.2.1.17;4.2.1.-|4.2.1.134
R05352,1.1.1|1.1.1.-|1.14.13.84;1.14.12.12;1.6.5.2
R05362,3.7.1.9;1.13.11.2;3.7.1.8;3.7.1.-|3.7.1.13;1.2.1.3
R05364,3.7.1.9;3.7.1.8;3.7.1.-|3.7.1.13;1.13.11.2;4.2.1.85;3.5.2.2;2.6.1.21;4.1.1|4.1.1.-|4.1.1.102;4.3.1.15;2.3.1.42;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;1.1.3.8;3.1.1.3
R05368,3.8.1.5;1.1.1.1
R05389,4.1.1.77;4.1.1.68;1.2.1.32|1.2.1.85;1.13.11.2;1.1.1.312;1.13.11.15;1.13.11.-|1.13.11.16|1.13.11.2|1.13.11.39;1.13.11.1;1.13.11.38;1.13.11.-|1.13.11.8;1.13.11.-|1.13.11.3;3.7.1.9;1.13.11.57|1.13.11.8;1.3.1.25;2.6.1.14;5.3.2|5.3.2.1|5.3.2.6
R05399,1.6.5.2
R05402,1.8.4.2;1.8.1.7;1.8.1.12;2.5.1.18
R05408,1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1;1.13.11.15;1.13.11.1
R05409,1.13.11.39;1.13.11.2;1.13.11.1;1.13.11.-|1.13.11.16|1.13.11.2|1.13.11.39;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7
R05417,1.14.12.19;1.14.12.18;1.3.1.19;1.14.12|1.14.12.12;1.14.13.25;1.14.12.10;1.14.13.26;1.14.12.-|1.14.12.26;1.14.14.-|1.14.14.1
R05421,3.1.8.1;3.1.6.1;2.1.1.146;3.2.1.126|3.2.1.21
R05422,1.14.-.-|1.14.12.-|1.14.12.12|1.14.13;1.14.13.69;1.14.13.25;1.14.13.26;1.14.12.18;1.14.12.10;1.14.12.19;1.6.5.2
R05424,1.1.1|1.1.1.19|1.1.1.2|1.1.1.21|1.1.1.91;1.3.1.75;2.3.1|2.3.1.-|2.3.1.74
R05430,1.14.13.26;1.14.13.25;1.14.12|1.14.12.12;1.6.5.2
R05433,1.14.14.-|1.14.14.1
R05437,1.14.13.26;1.14.13.25;1.14.12|1.14.12.12;1.14.13.69;1.6.5.2
R05440,1.14.12.19;1.14.12.18;1.14.12|1.14.12.12;1.14.13.25;1.14.12.10;1.14.13.26;1.14.12.-|1.14.12.26;1.14.14.-|1.14.14.1
R05451,6.2.1.33;6.2.1|6.2.1.-|6.2.1.32;6.2.1.12;6.2.1.7;6.2.1.1
R05502,6.3.5.9;2.3.1|2.3.1.-|2.3.1.74;2.3.1.159|2.3.1.74;5.1.3.2
R05507,2.6.1.57;3.5.1.130|3.5.1.ai;4.3.1.15;2.6.1.-|2.6.1.118|2.6.1.ah;4.1.1.95;2.6.1.-|2.6.1.11;2.3.1.179|2.3.1.41|2.3.1.85|2.3.1.86
R05522,1.14.13.154;1.14.13.26;1.14.13.25;1.1.1.36;1.1.1.330;1.3.1.93;1.1.1.272;1.1.1.375;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
R05551,4.2.1.84;2.4.99.6;1.13.11.2;1.14.99.46;3.5.3.7;2.3.1.68;3.5.1.101;6.3.1.2;4.1.1.77;1.3.1.19;4.2.1.85;3.5.2.2
R05552,1.1.5.3;2.5.1.18
R05565,1.4.3.4;1.13.11.15;1.4.3.13|1.4.3.21|1.4.3.22;1.13.11.2;1.13.11.39;1.13.11.-|1.13.11.66;1.13.11.16
R05568,1.13.11.-|1.13.11.16|1.13.11.2|1.13.11.39;1.13.11.1;1.13.11.52;1.4.3.3;1.17.3.2
R05573,3.5.1.6;2.3.2.2;1.3.1.2;4.3.1.15;1.13.11.52;3.5.3.7;1.14.99.46;2.3.1.5
R05602,2.3.1.199;1.1.1.36;4.2.1.17;4.2.1.-|4.2.1.134
R05626,2.4.2.43;2.5.1.89;6.3.5.9;2.7.1.26;2.7.1.21
R05629,2.4.2.43;2.5.1.-|2.5.1.31;2.5.1.89;3.4.17.14|3.4.17.8;3.4.16.4|3.4.17.8
R05634,6.3.5.9;2.7.8.41;2.7.4.6
R05637,3.6.1.26;2.7.8.41;4.6.1.15;2.4.99.3;2.7.7.91;2.7.7.14|2.7.7.an;2.7.7.15;3.6.1.21|3.6.1.9
R05641,1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.1.1.330;1.1.1.36;1.3.1.93;1.2.1.-|1.2.1.103|1.2.1.ag
R05643,1.6.5.2
R05658,1.14.-.-|1.14.12.-|1.14.12.12|1.14.13;3.3.2.9;1.14.14.109;2.4.1.239;3.3.2.10;3.5.1.79;2.3.1.72;2.5.1.18
R05666,1.14.13.69;1.14.12.19;1.14.12.18;1.14.12.12;1.14.13.25;1.14.13.26;1.14.14.-|1.14.14.1
R05674,2.1.1.98;2.1.1.85;2.1.1.103|2.1.1.16|2.1.1.71;2.1.1.80;2.1.1.77
R05676,2.1.1.38;2.1.1.146;2.1.1.155|2.1.1.231;2.1.1.212|2.1.1.46;2.1.1.94;2.1.1.150;2.1.1.4;2.1.1.42;2.1.1.98;2.1.1.85;2.1.1.80;2.1.1.77
R05683,1.1.1.124|1.14.13.50|2.5.1.18|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8
R05684,1.1.1.124|1.14.13.50|2.5.1.18|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8
R05687,1.1.1.36;1.1.1.330;1.3.1.93;1.2.1.106;1.2.1.-|1.2.1.103|1.2.1.ag;1.1.1.100;1.8.1.9
R05690,1.3.1.9|2.3.1.-;1.1.1.212;1.1.1.21;1.1.1.337|1.1.1.375;1.1.1.345
R05701,1.2.1|1.2.1.68;1.2.1.44;1.3.1.10;1.1.1.100;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
R05706,1.1.1.36;1.1.1.330;1.3.1.93;1.2.1.106;1.1.1.100;1.2.1.-|1.2.1.103|1.2.1.ag;1.8.1.9
R05713,1.2.1.50;1.1.1.100;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
R05720,1.13.11.38;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1;1.13.11.-|1.13.11.39
R05724,1.14.13.-|1.14.13.25;1.14.13.69;1.14.13.107;1.14.14.1
R05748,1.8.4.2;2.5.1.18
R05759,2.1.1.80;2.1.1.197;2.1.1.77
R05765,2.5.1.39
R05773,4.2.1.17;4.2.1.-|4.2.1.134
R05782,2.3.1.180
R05783,3.5.1.13;3.5.1.4;2.4.99.6;2.3.1.118|2.3.1.5;2.3.1.68;2.7.8.24;1.1.1.1
R05801,2.7.1.151;2.7.1.163;3.1.3.62;6.3.5.9;3.6.1.21|3.6.1.9
R05827,1.6.5.2
R05837,1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.1.1.233;1.1.1.337|1.1.1.375
R05839,4.3.1.15;2.6.1.22;2.6.1.94;2.6.1.57;1.1.99.42;1.4.7.1;3.5.1.132;4.1.1.95;3.5.1.130|3.5.1.ai;1.1.5.4
R05861,1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;1.2.3.1;1.4.3.19|1.4.3.3;1.14.13.-|1.17.3|1.17.3.-|1.17.3.2
R05864,4.1.1.77;4.2.1.80;4.1.1.68;2.6.1.57;3.7.1.9;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
R05865,4.1.1.77;3.7.1.9;4.1.1.68;1.13.11.-|1.13.11.16|1.13.11.2|1.13.11.39;1.13.11.1;1.13.11.38;1.13.11.-|1.13.11.66;1.13.11.-|1.13.11.3;1.13.11.15;2.6.1.13
R05878,1.1.1.100;1.8.1.9
R05880,3.1.1.80;2.3.1.205;2.3.1.107;2.7.1.40;3.1.1.13;3.5.1.89;3.1.1.2
R06022,5.4.2.2;2.4.1.230;2.4.2.3|2.4.2.4
R06028,1.3.1.45;1.13.11.2;4.2.1.105;1.3.1.29;1.6.5.2
R06048,2.4.1.35;2.4.1.170;2.4.1.91;2.4.1|2.4.1.-|2.4.1.298;2.4.1.111;2.4.1.17;2.4.1.237;2.4.1.63;2.4.1.239;2.4.1.15
R06073,5.3.1.6;1.1.1.-|1.1.1.251
R06074,2.4.2.43;2.5.1.89;5.4.2.2;2.4.2.3|2.4.2.4
R06077,2.7.1.199;2.7.1.191|2.7.1.69;2.7.1.147;2.7.1.1;2.7.1.1|2.7.1.2
R06078,2.7.1.199;2.7.1.191|2.7.1.69;2.7.1.1;2.7.1.147;2.7.1.1|2.7.1.2
R06114,3.2.1.20|3.2.1.22;3.2.1.10
R06132,1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7;3.1.1.43;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
R06142,3.2.1.22;3.2.1.107;3.2.1.23
R06157,2.7.8.27;3.1.4.12;3.1.3.-|3.1.3.4;3.2.1.46|3.2.1.62;3.2.1.45|3.2.1.62;3.5.1.23
R06160,1.14.99.46;1.13.11.-|1.13.11.8;2.3.1.24;2.3.1.26;1.13.11.38;4.2.1.105;1.14.14.1
R06161,5.5.1.7;4.2.1.84;2.3.1.24;2.7.1.40
R06166,1.1.1.149|1.1.1.209|1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.213|1.1.1.50|1.1.1.51;1.1.1.184|1.1.1.209|1.1.1.213|1.1.1.50;1.1.1.53;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86
R06174,1.13.11.52;1.14.99.46;5.5.1.7;1.13.11.1;4.2.1.105;1.3.1.25;1.14.14.-|1.14.14.1
R06180,1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.1.1.337|1.1.1.375
R06199,2.7.1.199;2.7.1.191|2.7.1.69;2.7.1.1;2.7.1.147;2.7.1.1|2.7.1.2
R06206,1.14.13.1;4.2.1.84;2.3.1.5;4.1.1.55;1.2.1.28|1.2.1.7;1.2.1.32|1.2.1.85;1.13.11.-|1.13.11.8;1.13.11.57|1.13.11.8;3.5.1.9
R06213,2.3.1.24;1.13.11.-|1.13.11.8;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;5.5.1.7;4.2.1.105;1.13.11.57|1.13.11.8;2.7.8.8;5.5.1.19;1.13.11.52;3.5.3.7;4.2.1.84;1.4.7.1
R06214,3.2.1.22;2.7.8.11;5.3.1.5
R06269,2.1.1.333;2.1.1|2.1.1.291;2.1.1.116|2.1.1.121;2.1.1.38;2.1.1.292;2.1.1.98;2.1.1.128;2.1.1.109;2.1.1.67;2.1.1.151;2.1.1.11;2.1.1.130;6.3.5.9;2.1.1|2.1.1.122;1.1.1.362;5.5.1.23
R06278,1.13.11.-|1.13.11.8;2.3.1.76;1.1.1.312|1.2.1.45;1.13.11.52;1.6.5.2
R06290,1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.3.1.10;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
R06310,2.3.1.180
R06322,1.14.11|1.14.11.-|1.14.11.13;1.13.11.15;4.1.1.68;4.1.1.77;1.14.14.36;1.13.11.1;1.14.13.1;4.1.1.55;1.13.11.16;4.1.1.98
R06323,1.14.11|1.14.11.-|1.14.11.13;1.13.11.15;1.13.11.1;1.14.13.1;1.14.14.36;4.1.1.68;4.1.1.77;1.13.11.16;1.13.11.-|1.13.11.3;1.13.11.-|1.13.11.16|1.13.11.2|1.13.11.39;1.13.11.-|1.13.11.8
R06336,1.14.11|1.14.11.-|1.14.11.13;1.13.11.15;1.14.13.1;4.1.1.68;4.1.1.77;1.14.14.36;1.13.11.1;4.1.1.55;1.13.11.16;4.1.1.98
R06349,1.14.11|1.14.11.-|1.14.11.13;2.1.1.275;2.1.1.276;2.3.1.26;1.3.99.27;1.3.3.6|1.3.8.1|1.3.8.4|1.3.8.5|1.3.8.7|1.3.99.3;1.3.3.6|1.3.8.7|1.3.8.8|1.3.99.-|1.3.99.3;1.3.1.-|1.3.1.9|2.3.1.-
R06356,1.1.1.183|1.1.1.71;1.1.1.144;1.1.1|1.1.1.183|1.1.1.324;1.1.1.1|1.1.1.161;1.14.13.15|1.14.15.15
R06363,3.5.1.11;3.5.1.132;6.3.2.60|6.3.2.M4;3.5.1.130|3.5.1.ai;6.3.2.-|6.3.2.43;2.7.11.7;2.4.1.255;3.2.1.169;4.2.1.85;2.1.1.77
R06368,6.2.1.33;6.2.1.12;6.2.1|6.2.1.-|6.2.1.32;6.2.1.7;6.2.1.5
R06376,1.14.13.105;1.8.1.4;1.1.1.345;1.1.1.337|1.1.1.375;1.3.1.9|2.3.1.-
R06377,1.14.13.105;1.8.1.4;1.1.1.345;1.1.1.337|1.1.1.375;1.3.1.9|2.3.1.-
R06379,1.14.13.105;1.8.1.4;1.1.1.345;1.1.1.337|1.1.1.375;1.3.1.9|2.3.1.-
R06383,1.14.13.105;1.8.1.4;1.1.1.345;1.1.1.337|1.1.1.375;1.3.1.9|2.3.1.-
R06393,3.1.1.83;1.14.13.105;4.2.1.85;4.3.1.15;1.14.13.22;3.5.2.2;2.3.1.15
R06399,1.1.1.227;1.1.1.21;1.1.1.337|1.1.1.375;1.1.1.345;1.3.1.9|2.3.1.-
R06412,4.2.1.17
R06414,2.3.1.176;2.3.1.16
R06419,1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.2.1.95;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39;1.2.1.106;1.2.1.50;1.2.1.-|1.2.1.103|1.2.1.ag;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.1.1.272;1.1.1.375
R06420,1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.2.1.95;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39;1.2.1.106;1.2.1.50;1.2.1.-|1.2.1.103|1.2.1.ag;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4;1.1.1.272;1.1.1.375
R06424,5.1.3.2;2.4.1.277;1.-.-.-|1.1.1.271;2.7.7.91;2.7.8.24;2.3.1.26;2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;2.3.1.76;2.4.99.20;2.7.4.6
R06450,2.4.1.277;2.4.1.230;5.1.3.2;2.4.1.236;2.4.1.87;2.4.1.239;2.4.1.-|2.4.1.254;2.4.2.51;2.4.1.210;2.4.1.17
R06451,2.4.1.159;5.1.3.2;2.4.1.236;2.4.1.17;2.4.1.277;2.7.8.8
R06469,1.14.14.152;1.14.14.17;1.14.14.126;1.3.1.96|2.5.1.21;2.5.1.89;1.3.7.11;1.14.14.115;5.5.1.19
R06470,1.14.13.26;1.14.13.25;1.1.1.272;1.1.1.375;1.4.1.1|1.4.1.2|1.4.1.3|1.4.1.4
R06487,2.4.1.277;5.1.3.2;2.7.8.11;2.7.4.6
R06496,2.7.4.6
R06497,5.1.3.2;2.4.1.277;1.17.4.1
R06513,5.1.3.2;2.4.1.245;2.4.1.266;3.5.4.16
R06515,6.2.1.33;6.2.1.12;2.3.1.168;6.2.1.5
R06517,2.3.1.24|2.3.1.291|2.3.1.297|2.3.1.298;2.3.1.180
R06523,2.5.1.20;2.5.1.89;2.5.1.-|2.5.1.31;2.5.1.103|2.5.1.21|2.5.1.96;2.5.1.39
R06530,2.3.1.180
