Reaction ID,Theia
R10283,"4.1.3,0.9972852468490601;4.1.2,0.0017500888789072633;1.1.99,0.0006214496097527444;4.2.1,7.612579793203622e-05;1.1.3,5.932337080594152e-05"
R00584,"3.1.3,0.9064465165138245;2.7.1,0.07087714225053787;2.7.99,0.019461719319224358;3.6.1,0.0016638737870380282;2.4.1,0.000311294716084376"
R01352,"3.1.1,0.9999808073043823;3.-.-,7.191933946160134e-06;3.1.2,3.8058340123825474e-06;2.3.1,3.277634505138849e-06;3.3.2,2.411766217846889e-06"
R13349,"1.21.1,0.6210684180259705;1.7.1,0.3287387192249298;1.1.1,0.01574581488966942;1.6.2,0.010486803017556667;1.3.1,0.006787254940718412"
R02433,"2.6.1,0.9997521042823792;2.8.1,0.00013973898603580892;1.4.1,3.4454620617907494e-05;1.1.1,8.158317541528959e-06;4.1.1,6.7679607127502095e-06"
R08738,"6.2.1,0.9991552829742432;2.3.1,0.0004851543053518981;3.1.2,0.00021071560331620276;2.1.1,0.00010908047261182219;5.1.99,2.4719836801523343e-05"
R10589,"2.3.1,0.9999998807907104;3.1.2,8.548447993916852e-08;3.1.1,3.887383215328555e-08;1.2.7,3.222069722141896e-09;6.2.1,3.1429074898170484e-09"
R03702,"3.1.1,0.9980399012565613;2.3.1,0.0017706308281049132;4.2.1,0.00011813062155852094;3.7.1,3.347490564920008e-05;1.13.11,1.8650025594979525e-05"
R08639,"5.4.2,0.9839142560958862;2.7.1,0.008714893832802773;2.3.1,0.006180616095662117;1.1.1,0.0003162711509503424;5.1.3,0.00023499870439991355"
R09960,"4.2.1,0.9999170303344727;3.7.1,5.626131678582169e-05;5.3.3,1.582264303578995e-05;2.3.1,3.2587784062343417e-06;4.4.1,1.5190843214440974e-06"
R04382,"4.2.2,0.9997115731239319;2.4.1,0.00020730055985040963;5.3.1,7.80163609306328e-05;5.5.1,1.3676675507667824e-06;3.2.1,7.11027553279564e-07"
R01754,"2.7.1,0.975781261920929;2.7.7,0.009117260575294495;2.4.1,0.004660746548324823;2.1.1,0.003820854937657714;2.7.4,0.0033129574730992317"
R11195,"1.2.1,0.9968921542167664;1.1.1,0.0015995773719623685;1.2.3,0.001412539160810411;1.17.1,2.5112474759225734e-05;1.5.1,1.5089306543814018e-05"
R02014,"1.17.4,0.9987269043922424;1.8.4,0.0004134206392336637;1.11.1,0.00035250996006652713;1.8.1,0.00019267234893050045;5.3.4,9.423976007383317e-05"
