Reaction name,SIMMER
MNXR174716,2.7.3|6.3.4|2.7.11|3.6.3
MNXR180089,3.2.1
MNXR130319,6.-.-
MNXR119615,2.3.1
MNXR119895,2.3.1
MNXR114565,1.1.3
MNXR122111,1.3.99|1.3.5
MNXR184485,2.4.1
MNXR172641,1.13.12
MNXR114296,2.6.1
MNXR143957,2.4.2|3.2.2
MNXR125790,4.1.99|1.14.19
MNXR174163,2.4.99|2.4.1
MNXR122234,1.14.99|1.14.19
MNXR119331,1.1.99
MNXR163838,2.3.1
MNXR195038,4.2.1
MNXR150512,4.5.1|5|5.5.1|5
MNXR134402,4.5.1|4.4.1
MNXR94884,4.2.1|2.3.1
MNXR170848,4.1.1
MNXR182157,1.3.5
MNXR131325,3.4.16|3.4.17
MNXR148326,4.3.3
MNXR152628,1.13.11
MNXR122075,1.13.11
MNXR109203,1.1.1
MNXR173529,1.14.13
MNXR147607,2.6.1
MNXR135278,2.7.7
MNXR170500,1.14.14
MNXR172335,3.4.21
MNXR185192,1.8.1|1.3.1
MNXR113231,4.2.3
MNXR115463,3.4.11
MNXR108944,2.5.1
MNXR129528,3.2.1|2.4.1
MNXR146382,1.1.1
MNXR195061,2.3.1
MNXR109832,3.5.2
MNXR192021,4.1.1
MNXR129733,3.2.1
MNXR168487,2.3.1
MNXR151208,1.13.11
MNXR152111,1.14.14
MNXR193478,2.4.1
MNXR146245,1.1.1
MNXR173010,2.7.4|2.7.11|3.6.3
MNXR147531,No Significant EC
MNXR121543,2.4.1
MNXR174197,2.7.4|2.7.11|3.6.3
MNXR192204,2.3.1
MNXR149201,3.7.1
MNXR135119,2.4.1
MNXR114719,2.4.1
MNXR122397,4.2.3
MNXR180415,1.8.1|1.1.1
MNXR122842,1.3|1.3
MNXR186565,No Significant EC
MNXR117811,2.1.1|2|2.1.1
MNXR169699,2.1.1
MNXR123415,1.17.4
MNXR114386,6.3.2
MNXR176394,1.14.99|1.14.19
MNXR177827,2.3.1
MNXR132745,1.3.1
MNXR106361,1.13.11
MNXR151109,3.4.17
MNXR111555,1.14.14
MNXR133130,4.1.1
MNXR166179,1.8.99|2.8.2
MNXR148067,1.13.11
MNXR151983,1.14.13
MNXR115805,1.1.1
MNXR143854,2.4.1
MNXR176150,4.1.1|2.3.1
MNXR121319,4.2.1
MNXR111316,4.2.1
MNXR114994,1.6.5
MNXR191522,4.2.1
MNXR132916,1.1.1
MNXR120648,4.2.3
MNXR175574,No Significant EC
MNXR122852,1.1.1
MNXR181695,1.2.1
MNXR152305,1.1.99|1.1.2|5.3.1
MNXR148261,2.3.2
MNXR166398,1.14.14
MNXR191499,2.3.2
MNXR165571,3.7.1|3.1.1
MNXR110173,1.14.13|1.14.14
MNXR108686,2.1.1
MNXR174432,No Significant EC
MNXR172246,1.14.13|1|1.1.1
MNXR133730,5.1.1
MNXR168011,2.7.8
MNXR186334,2.4.1
MNXR123254,2.7.4|2.7.8
MNXR150312,1.13.11
MNXR177811,2.3.1
MNXR94958,2.3.1
MNXR107562,1.14.11
MNXR149218,1.14.13|1.1.1
MNXR149605,6.2.1
MNXR188864,1.2.1|2.3.1
MNXR177849,2.3.1
MNXR191432,1.5.1|1.1.1|1
MNXR113114,5.4.99
MNXR113935,3.2.2
MNXR189030,2.3.1
MNXR170988,2.7.11|3.6.1|2.8.2
MNXR186893,5.3.1
MNXR131903,1.1.1
MNXR118714,1.14.19
MNXR132055,No Significant EC
MNXR176490,1.13.11
MNXR169897,2.3.1|2.8.3
MNXR147862,1.1.1
MNXR173979,1.9.6|1.7.99
MNXR163548,1.8.7|1.8.98
MNXR193420,1.3.1
MNXR150700,2.7.1
MNXR112864,1.14.14
MNXR108523,1.8.1|1.14.13
MNXR166827,1.-.-|1.14.15
MNXR143595,2.2.1
MNXR118790,3.2.1
MNXR106591,2.5.1|2.7.1
MNXR150350,3.2.1
MNXR147644,1.14.14
MNXR114851,2.7.8
MNXR152463,2.4.1
MNXR131789,1.1.3
MNXR188048,2.3.1
MNXR191862,1.11.1
MNXR194166,1.3.3
MNXR120797,4.1.1
MNXR118695,2.4.1
MNXR180117,2.4.1
MNXR164897,3.1.1
MNXR183664,2.7.8
MNXR146001,6.1.1
MNXR145563,3.4.16|3.4.17
MNXR151774,1.1.1
MNXR181024,1.8.5|1.1.5
MNXR117586,2.1.1
MNXR182581,1.6.5
MNXR130360,1.1.1
MNXR107493,5.1.3
MNXR133208,1.14.99|1.11.1
MNXR104315,4.4.1
MNXR181992,6.3.2
MNXR133226,1.1.3
MNXR114099,1.1.1
MNXR121850,1.13.12
MNXR192112,3.2.1
MNXR108077,2.8.2
MNXR195042,2.3.1
MNXR129523,3.2.1
MNXR134376,1.14.15|1.14.13
MNXR147415,2.8.3
MNXR174299,3.1.6
MNXR110187,1.1.-
MNXR177584,5.1.3
MNXR173599,1.1.1
MNXR121823,1.1.1
MNXR114908,1.1.99
MNXR181226,1.1.1
MNXR151713,2.8.1
MNXR163539,1.2.99
MNXR151230,1.1.3|1.1.99
MNXR131282,3.4.14
MNXR182056,1.6.5
MNXR123788,1.5.5
MNXR166251,2.4.1
MNXR140421,2.3.1
MNXR147335,3.2.1
MNXR123242,1.10.3|7.1.1
MNXR148938,2.3.1
MNXR110956,2.5.1
MNXR122737,1.3.1
MNXR133691,3.5.1
MNXR193290,1.3.1
MNXR183861,3.2.1
MNXR191644,1.9.6|1.7.99
MNXR116221,5.1.3
MNXR151135,3.4.22|3.4.14
MNXR111327,1.8.99|5.4.4
MNXR173926,1.14.13
MNXR133743,5.3.1
MNXR130383,3.6.1|2.4.1
MNXR151777,1.97.1|1.8.2
MNXR176074,1.14.13
MNXR141695,1.3.1
MNXR109758,1.1.1
MNXR131755,3.4.21|3.4.14
MNXR117088,1.14.19
MNXR177475,2.4.1
MNXR123331,1.6.5
MNXR144352,2.7.1
MNXR142005,2.5.1
MNXR106567,2.8.2
MNXR112960,1.8.1
MNXR177292,2.3.1
MNXR134634,6.2.1
MNXR164321,6.2.1
MNXR192246,2.7.1
MNXR107031,1.13.11
MNXR97021,2.5.1
MNXR113509,1.1.1
MNXR109406,2.1.3
MNXR129846,3.4.11
MNXR173392,6.2.1
MNXR173976,1.7.1|1.3.1
MNXR118466,3.5.4
MNXR168245,2.1.1|2|2.1.1
MNXR177614,2.4.1|3.2.1
MNXR195170,No Significant EC
MNXR172785,1.1.1
MNXR109505,1.3.1
MNXR171027,2.4.1|2|2.4.1
MNXR146851,1.8.1|1.1.1
MNXR118597,2.4.1|2|2.4.1
MNXR130348,2.7.1
MNXR151151,5.3.3|5.3.2
MNXR189088,1.1.99
MNXR111263,2.1.1
MNXR107551,1.2.1|2.3.1
MNXR136311,2.4.1
MNXR164992,2.7.1
MNXR175486,3.1.2
MNXR194999,2.7.8|2.5.1
MNXR132973,No Significant EC
MNXR182640,2.4.1
MNXR130779,1.1.1|1.5.1
MNXR178162,1.1.5
MNXR174536,2.7.3|6.3.4|2.7.11|3.6.3
MNXR134001,6.3.2
MNXR169700,2.1.1
MNXR191350,1.1.1
MNXR165903,6.1.1
MNXR109705,No Significant EC
MNXR120433,1.14.14|1.14.15
MNXR123624,2.3.1
MNXR180517,2.7.4|2.7.11|3.6.3
MNXR108602,1.12.99
MNXR186161,2.3.2
MNXR122144,2.1.1
MNXR152122,1.1.1
MNXR126701,3.1.1
MNXR175392,1.1.99|1.1.2|5.3.1
MNXR110765,1.14.13|1.14.14|1.3.1
MNXR170316,2.7.4|2.7.11|3.6.3
MNXR192751,1.14.11
MNXR189866,2.7.1
MNXR149230,1.97.1
MNXR184016,1.14.14|5.4.99
MNXR112436,2.4.1
MNXR112043,1.1.1
MNXR131819,3.2.1
MNXR143856,2.4.1|2|2.4.1
MNXR190750,2.3.1
MNXR172276,2.8.2
MNXR121215,2.3.1
MNXR121397,4.4.1
MNXR103047,4.1.1
MNXR181906,1.2.1
MNXR163559,2.1.1
MNXR117874,5.1.3
MNXR150754,2.3.1
MNXR174196,2.7.4|2.7.11|3.6.3
MNXR182648,2.4.1
MNXR153127,1.1.1|1.2.1
MNXR186240,2.5.1
MNXR114067,2.8.2
MNXR177942,1.14.13
MNXR192607,2.1.1
MNXR175287,1.1.1
MNXR165454,1.1.5
MNXR144050,1.14.13
MNXR110711,2.1.1
MNXR147338,3.2.1
MNXR150918,1.1.99
MNXR175192,2.7.3|6.3.4|2.7.11|3.6.3
MNXR169251,1.13.11
MNXR164770,2.3.1
MNXR182020,1.6.99|1.6.5
MNXR150592,2.3.2|3.2.1
MNXR149570,2.6.1
MNXR115875,1.8.1|1.1.1
MNXR110665,No Significant EC
MNXR189133,2.3.1
MNXR123742,4.1.2|2.8.3
MNXR174994,2.7.3|6.3.4|2.7.11|3.6.3
MNXR147558,1.1.1
MNXR166115,1.8.5|1.1.5
MNXR114025,No Significant EC
MNXR180384,2.7.2|2.7.1
MNXR113504,4.1.1
MNXR144406,2.4.1
MNXR172694,1.8.1|1.1.1
MNXR167601,2.3.1
MNXR181378,1.1.1
MNXR113281,No Significant EC
MNXR111334,2.3.1
MNXR193134,6.2.1|2.3.1
MNXR163513,4.4.1|6.2.1|6.3.1
MNXR132285,2.7.4|2.7.11|3.6.3
MNXR104018,4.2.1
MNXR115669,1.3.8
MNXR113663,2.1.1
MNXR175275,2.3.1
MNXR147950,1.1.1
MNXR96993,No Significant EC
MNXR164964,2.1.1
MNXR107929,1.17.2
MNXR99843,1.1.1|1|1.1.1
MNXR193463,2.4.1
MNXR184359,2.7.1
MNXR147507,3.1.1
MNXR120234,1.1.1
MNXR163435,1.14.14
MNXR180693,6.2.1
MNXR115988,5.3.3
MNXR148996,1.1.1
MNXR191464,2.4.1
MNXR146804,1.1.1
MNXR147348,3.5.1
MNXR130721,2.4.1
MNXR95442,4.1.1
MNXR164860,4.1.1|4.2.1
MNXR144540,2.1.1|2.1.2
MNXR144346,1.14.13
MNXR184881,1.2.3
MNXR191754,1.1.1
MNXR146976,2.3.1
MNXR188296,1.1.1
MNXR150367,1.14.14
MNXR116194,4.99.1
MNXR176950,No Significant EC
MNXR151514,1.14.15
MNXR192046,3.5.1
MNXR117395,3.2.1
MNXR102047,2.7.3|2.7.1
MNXR166356,1.17.7
MNXR123853,1.14.11
MNXR107662,1.1.1
MNXR195016,No Significant EC
MNXR189729,3.1.3
MNXR172684,1.1.1
MNXR189266,4.2.2
MNXR112568,1.3.1
MNXR132748,1.3.8
MNXR120727,1.14.19|1.17.99
MNXR176010,1.14.-
MNXR176451,3.1.1
MNXR180456,No Significant EC
MNXR96400,2.3.1
MNXR113823,2.3.1
MNXR107869,6.2.1
MNXR191470,2.4.2|2.4.1
MNXR130437,1.14.99
MNXR116339,5.5.1|5
MNXR149208,5.5.1
MNXR188686,6.4.1
MNXR184374,1.14.14
MNXR145866,1.14.14
MNXR146338,1.17.4
MNXR121976,1.1.99
MNXR192954,3.6.3
MNXR176428,1.23.1
MNXR134290,2.7.1
MNXR133393,1.14.14
MNXR112964,1.5.1|1.1.1
MNXR133703,1.1.1
MNXR175986,5.1.3
MNXR115667,3.4.19|3.4.11|3.4.21
MNXR111582,1.1.1
MNXR146930,2.7.9|6.5.1
MNXR173832,2.4.2
MNXR193499,2.4.1
MNXR173369,3.2.1|2.4.1
MNXR191384,1.14.13|1.1.1
MNXR170364,4.4.1
MNXR107904,2.3.2|6.1.1
MNXR183747,2.3.1
MNXR145335,2.3.1
MNXR108450,No Significant EC
MNXR192275,No Significant EC
MNXR184474,1.14.15
MNXR110214,4.2.1|2.3.1
MNXR114212,5.5.1|5.3.1
MNXR152748,3.1.3
MNXR174393,3.2.1
MNXR149057,1.3.1
MNXR131350,2.3.1
MNXR187695,No Significant EC
MNXR192432,2.7.1|3.1.3
MNXR107276,4.2.3
MNXR181337,1.1.1
MNXR116732,2.3.1|3.2.1
MNXR193709,2.4.1
MNXR191415,1.20.4
MNXR182299,1.1.1
MNXR113870,1.14.11
MNXR175110,2.7.3|6.3.4|2.7.11|3.6.3
MNXR114834,3.1.1
MNXR116042,1.1.3|1.1.99
MNXR113230,4.2.3|4|4.2.3
MNXR192506,1.15.1
MNXR175137,2.7.3|6.3.4|2.7.11|3.6.3
MNXR118576,5.5.1
MNXR130896,3.2.2
MNXR184194,2.8.3
MNXR152280,2.4.1|3.2.1
MNXR133410,1.11.1
MNXR106544,1.2.1
MNXR145182,1.17.7
MNXR148526,3.1.1
MNXR189969,2.7.1
MNXR117202,2.1.1
MNXR166646,1.14.11
MNXR190758,4.1.2
MNXR165820,1.14.18|1.14.14
MNXR149421,2.4.99|2.4.1
MNXR166082,2.3.1
MNXR143857,2.4.1
MNXR149963,1.3.99
MNXR172702,1.8.1|1.1.1
MNXR164636,2.1.1
MNXR173955,5.1.3
MNXR113709,1.14.13
MNXR192195,3.2.1
MNXR152967,2.7.1
MNXR133989,2.3.1
MNXR132485,2.6.1
MNXR131511,2.3.1
MNXR193525,2.4.1
MNXR183540,1.14.14|1.1.99
MNXR151414,1.13.11
MNXR108251,1.14.12
MNXR110233,1.3.1|1.1.1
MNXR121413,1.13.11
MNXR113753,1.1.3|1.1.99
MNXR113130,4.1.3
MNXR191944,1.2.1|1.1.1
MNXR131038,2.7.1
MNXR193487,2.4.1
MNXR153254,No Significant EC
MNXR148824,2.3.1
MNXR146584,2.8.2
MNXR184701,2.3.1
MNXR177940,No Significant EC
MNXR111177,1.14.13
MNXR114408,1.7.1
MNXR150979,1.14.19
MNXR166065,1.1.1
MNXR177294,2.3.1
MNXR114358,1.14.14
MNXR192833,2.4.2|2.4.1
MNXR150737,1.14.14
MNXR176430,2.1.1
MNXR122502,1.14.12
MNXR107338,1.14.20|1.14.11
MNXR151085,2.7.7
MNXR148084,2.4.2|2|2.4.2|2.4.1
MNXR132152,6.2.1|2.3.1
MNXR195000,2.7.8|2.5.1
MNXR111689,1.14.12
MNXR193100,No Significant EC
MNXR129366,2.6.1
MNXR172020,1.3.1
MNXR115161,2.4.1
MNXR195015,3.6.1
MNXR145569,1.1.5
MNXR118315,1.3.3
MNXR182599,2.6.1
MNXR163599,2.1.1
MNXR147591,2.3.1
MNXR164677,No Significant EC
MNXR130885,1.1.3
MNXR164638,1.14.11
MNXR119332,2.3.1
MNXR110560,2.1.1
MNXR139490,No Significant EC
MNXR163932,1.97.1
MNXR113774,2.4.1
MNXR117344,5.4.99
MNXR134417,1.3.1|1.1.1
MNXR165427,1.8.1|1.1.1
MNXR119191,2.7.1
MNXR131432,2.8.2
MNXR111138,1.14.99|1.3.99
MNXR135889,3.1.1
MNXR169441,1.1.1
MNXR108731,5.5.1|3.1.1
MNXR146106,1.3.1|1.1.1
MNXR132149,2.3.2
MNXR151023,2.7.8
MNXR114064,2.3.1
MNXR175390,4.3.1
MNXR184471,4.1.2
MNXR190573,1.2.1
MNXR173120,1.1.1
MNXR172163,1.1.99
MNXR119604,No Significant EC
MNXR101959,2.7.3|6.3.4|2.7.11|3.6.3
MNXR121706,1.1.99
MNXR176583,1.13.12
MNXR165644,2.3.1|3.1.1
MNXR114641,1.1.5
MNXR186742,1.14.14
MNXR175165,2.7.3|6.3.4|2.7.11|3.6.3
MNXR172921,1.14.99
MNXR135465,3.2.1
MNXR186639,3.1.2|2.3.1
MNXR97007,2.5.1
MNXR107514,1.2.1|2.3.1
MNXR144725,2.4.1
MNXR107251,5.1.3
MNXR168248,2.1.1|2|2.1.1
MNXR131023,1.2.3
MNXR140906,2.2.1
MNXR115998,1.14.99
MNXR181096,1.1.1
MNXR147753,3.1.1
MNXR175794,2.3.1
MNXR193988,4.1.1
MNXR116105,No Significant EC
MNXR180010,1.3.1|1.14.13
MNXR115965,2.1.1
MNXR165356,1.14.13
MNXR130685,1.11.1
MNXR130166,2.4.1
MNXR177094,1.1.1
MNXR173813,2.4.1
MNXR181070,1.1.1
MNXR193164,1.3.99
MNXR153312,2.7.7|2.7.8
MNXR167179,2.3.1
MNXR189313,2.3.1
MNXR164562,1.3.3|1.1.99
MNXR132875,1.14.-
MNXR182457,1.14.13|1.1.1
MNXR195186,1.15.1
MNXR116331,1.21.99
MNXR119322,4.4.1
MNXR149316,2.1.1
MNXR162386,3.1.3
MNXR113646,1|1.1.1
MNXR180429,6.2.1|2.3.1
MNXR186401,1.1.1
MNXR191374,5.1.3
MNXR145966,5.3.99
MNXR132223,2.3.1
MNXR188848,2.7.1
MNXR182391,1.1.3
MNXR109500,1.1.1
MNXR192042,3.2.1
MNXR174188,5.3.1|5
MNXR123880,1.1.5
MNXR185339,3.4.16|3.4.14
MNXR114849,2.7.8
MNXR109520,5.3.99
MNXR168203,4.4.1
MNXR115445,3.4.14
MNXR116224,1.1.99
MNXR180510,2.5.1|2.9.1
MNXR122572,No Significant EC
MNXR183870,No Significant EC
MNXR108866,No Significant EC
MNXR123123,2.3.1
MNXR114757,2.8.3
MNXR144384,2.4.1|2|2.4.1
MNXR147260,2.6.1
MNXR120660,1.1.1
MNXR146589,2.7.1|2|2.7.1
MNXR182111,4.1.1
MNXR172092,2.4.1
MNXR136306,2.4.1
MNXR173509,1.3.1|1.1.1
MNXR194492,No Significant EC
MNXR131840,1.14.12|1.14.13|1.3.1
MNXR131963,1.17.1|1.1.1
MNXR171684,1.14.11|1|1.14.11
MNXR141323,1.1.1|1.14.13
MNXR190281,6.3.4
MNXR149917,1.1.99
MNXR153052,1.8.7
MNXR116079,1.6.5
MNXR179965,2.7.1
MNXR107907,1.1.1
MNXR119723,3.4.13|3
MNXR147778,3.1.1
MNXR192667,6.3.4|6|6.3.2
MNXR150938,1.14.13
MNXR170612,2.1.1
MNXR163674,1.3.2
MNXR133168,1.14.99|1.11.1
MNXR163501,1.14.14
MNXR108862,1.14.99|1.14.19
MNXR122476,1.1.1
MNXR187000,2.3.2|2.3.1
MNXR122522,2.3.1
MNXR114512,4.2.2|4.3.1
MNXR113828,2.1.1
MNXR110845,1.1.1
MNXR134535,1.14.15
MNXR193013,1.14.12
MNXR151139,2.7.3|6.3.4|2.7.11|3.6.3
MNXR111720,1.14.-
MNXR194741,3.2.1
MNXR133750,2.7.2|6.3.2|2.7.1
MNXR186591,1.1.99
MNXR144718,2.4.1
MNXR175176,2.7.3|6.3.4|2.7.11|3.6.3
MNXR182082,1.6.5
MNXR173375,2.3.1
MNXR186706,3.1.4|3.2.1
MNXR168942,1.14.19
MNXR132418,No Significant EC
MNXR117557,3.1.6
MNXR119234,No Significant EC
MNXR182365,1.10.2|1.-.-
MNXR184097,3.6.1
MNXR192407,2.7.3|6.3.4|2.7.11|3.6.3
MNXR168619,4.1.1
MNXR133126,1.2.1|1.1.1
MNXR121843,No Significant EC
MNXR174584,2.7.3|6.3.4|2.7.11|3.6.3
MNXR170915,2.3.1
MNXR146264,1.3.1
MNXR110357,1.1.1
MNXR192590,6.3.2
MNXR114355,1.13.11
MNXR153720,2.8.2
MNXR118778,3.2.1
MNXR123789,1.5.1
MNXR102256,1.14.99|1.14.13
MNXR150187,1.14.14
MNXR166373,No Significant EC
MNXR147445,1.14.14
MNXR190505,2.3.1
MNXR195177,1.10.3
MNXR192732,No Significant EC
MNXR129206,1.1.1
MNXR178010,4.3.1
MNXR193207,5.3.99|5
MNXR176178,5.1.3
MNXR193973,2.-.-|2.4.1
MNXR145129,3.5.1
MNXR145471,2.7.7
MNXR117655,1.14.13|1.1.1
MNXR102372,2.7.8|2.5.1
MNXR193626,1.14.13
MNXR108922,4.99.1
MNXR195246,3.1.3
MNXR163835,2.3.1
MNXR150441,3.4.17|3.4.16
MNXR168261,1.14.14|1.14.18
MNXR151607,1.14.19
MNXR192458,1.14.19|1.5.99
MNXR149791,1.14.13
MNXR114176,1.1.1
MNXR121360,2.4.1
MNXR192624,1.7.3
MNXR166169,1.14.14
MNXR106354,1.14.19
MNXR191689,2.3.1
MNXR177893,2.7.8
MNXR176212,1.14.13|1.1.1
MNXR146623,2.3.1
MNXR188696,6.3.2|6|6.3.2
MNXR144301,2.7.1
MNXR129736,2.4.99
MNXR113092,2.1.1
MNXR177578,1.8.1|1.3.1
MNXR130861,2.4.1
MNXR194153,1.14.11
MNXR180387,6.4.1|2.7.1
MNXR122275,1.14.19
MNXR122962,1.7.99
MNXR117566,1.3.1
MNXR111898,1.4.3
MNXR148068,1.13.11
MNXR151619,4.2.1
MNXR150978,1.14.19
MNXR164534,1.14.14
MNXR165407,2.4.1
MNXR172433,2.5.1|2.7.7
MNXR112880,1.2.-
MNXR166015,1.14.14
MNXR135536,4.99.1
MNXR132635,2.7.1
MNXR107520,3.5.3
MNXR175062,2.7.3|6.3.4|2.7.11|3.6.3
MNXR130900,1.17.3
MNXR173623,1.14.13
MNXR146297,4.4.1|3.2.1
MNXR117212,1.14.21|1.14.19
MNXR173451,2.4.1|3.2.1
MNXR112151,2.3.3|2.3.1
MNXR120753,2.3.1
MNXR107759,1.14.12
MNXR185611,4.4.1
MNXR114506,3.4.99|3.5.1
MNXR116431,1.3.99
MNXR174090,2.4.1
MNXR147597,1.1.1
MNXR163583,1.14.13|1.14.14
MNXR169523,2.3.1
MNXR96365,1.14.12|1.2.1
MNXR102261,1.14.14|1.14.13
MNXR100692,5.3.2|5.3.1
MNXR164629,5.1.3
MNXR150057,1.14.13
MNXR119317,No Significant EC
MNXR175828,3.2.1
MNXR143706,2.4.1
MNXR135062,4.1.1
MNXR143961,1.11.2|5.4.4|1.13.11
MNXR150863,1.13.11
MNXR122005,3.1.3|3
MNXR121297,2.7.8
MNXR111082,1.3.1|1|1.3.1
MNXR170332,1.5.99
MNXR181486,1.1.1|1.2.1
MNXR145918,4.1.1
MNXR191059,2.3.1
MNXR173119,1.1.1
MNXR188637,1.2.3|1.2.7|2.3.1
MNXR117636,3.1.1
MNXR139746,1.1.1
MNXR147018,4.1.1
MNXR181050,1.1.1
MNXR172089,2.7.1|2.7.2
MNXR189544,1.4.1|1.1.1
MNXR193073,1.14.15
MNXR181227,1.1.1
MNXR172196,3.2.1
MNXR117927,1.14.12|1.3.1
MNXR173109,4.1.1
MNXR131132,2.1.1|2|2.1.1
MNXR108178,3.5.1
MNXR163825,6.3.2
MNXR116185,1.14.18|1.5.99
MNXR146468,2.5.1
MNXR134220,2.4.2
MNXR109112,No Significant EC
MNXR145120,3.1.4|2.4.1|3.2.1
MNXR152953,1.5.1|1.1.1
MNXR168008,1.14.14
MNXR190460,2.8.3
MNXR148046,2.7.7
MNXR152655,1.1.1
MNXR117279,1.14.13
MNXR150331,1.8.1
MNXR175651,3.1.4
MNXR113910,3.3.2|4.1.3
MNXR192245,2.8.2
MNXR190338,1.1.3
MNXR121223,2.3.1
MNXR116136,3.1.3
MNXR107697,2.1.2|2.1.1
MNXR164497,2.1.1
MNXR130225,1.1.1
MNXR117397,3.2.1
MNXR131619,2.7.1|6.3.2
MNXR123048,1.14.12
MNXR155694,3.5.4
MNXR137610,6.3.1|6.2.1
MNXR120417,1.3.1|1.1.1
MNXR116029,1.2.1
MNXR172159,1.1.99
MNXR171835,1.3.1|1.1.1
MNXR125643,2.6.1
MNXR174027,2.3.1
MNXR181809,1.2.1
MNXR192186,3.1.1
MNXR192306,1.14.19
MNXR180457,6.4.1|6.3.2
MNXR120181,1.14.19
MNXR194835,1.3.1
MNXR130952,3.2.1
MNXR183855,4.2.99|3.1.21
MNXR181763,1.2.1
MNXR108784,4.1.1|1.13.11
MNXR131924,2.7.1
MNXR187238,3.1.21|3.1.26
MNXR105100,2.4.1
MNXR133937,2.3.1
MNXR189197,2.1.2
MNXR166407,1.3.99|1.3.7
MNXR152636,4.2.1
MNXR164369,3.1.2|2.3.1
MNXR113078,3.1.3
MNXR170765,1.14.19
MNXR175994,1.14.14|1.14.-
MNXR121953,2.5.1
MNXR112491,3.2.1
MNXR149036,2.7.8
MNXR147353,3.2.1
MNXR195118,2.7.4|2.7.11|3.6.3
MNXR194505,1.15.1
MNXR114078,4.2.3|2.5.1
MNXR118017,2.4.1|2|2.4.1
MNXR180054,4.99.1
MNXR110194,1.1.1
MNXR135542,2.8.2
MNXR116464,2.3.1|2|2.3.1
MNXR163540,1.2.98|1.4.99
MNXR174283,3.1.3
MNXR181168,1.1.1
MNXR147096,5.3.1
MNXR122903,2.1.1
MNXR136800,1.11.1|1.21.99
MNXR132090,3.1.2|6.2.1|2.3.1
MNXR170042,1.8.1
MNXR113855,2.1.1
MNXR123095,2.4.1
MNXR119728,2.3.1
MNXR175774,2.3.1|3.1.1
MNXR119295,2.1.1
MNXR130813,3.4.11|3.4.24
MNXR193943,2.4.2|2.4.1
MNXR133738,1.14.11
MNXR164773,2.3.1
MNXR104272,1.5.8
MNXR107148,1.1.1|1|1.1.1
MNXR130678,3.2.1
MNXR174875,2.7.3|6.3.4|2.7.11|3.6.3
MNXR135178,1.11.1
MNXR131732,1.8.1
MNXR138953,1.13.11
MNXR116254,1.1.98|1.17.4
MNXR145241,1.13.11
MNXR174397,4.1.99
MNXR119101,2.3.1
MNXR192659,1.14.19
MNXR164862,3.1.4
MNXR114242,3.5.1
MNXR192982,1.15.1
MNXR122709,1.1.1
MNXR134638,1.3.1|5.3.3
MNXR153152,3.6.1|2.7.8
MNXR134493,2.5.1
MNXR131803,3.1.1
MNXR134122,3.2.1
MNXR173453,2.4.1|3.2.1
MNXR123913,No Significant EC
MNXR131326,3.4.21|3
MNXR116882,2.7.7
MNXR175375,1.14.15|1.14.14
MNXR113990,1.14.-
MNXR116445,1.14.99|1.14.19
MNXR117103,1.14.14
MNXR129614,1.14.12
MNXR117284,2.7.1
MNXR193255,1.13.11|1.4.99
MNXR118595,1.3.8
MNXR148831,2.4.99|2.4.1
MNXR180393,2.2.1
MNXR170330,4.2.3|4|4.2.3
MNXR145951,2.7.4|2.7.11|3.6.3
MNXR190954,2.7.1
MNXR150892,2.8.2
MNXR174853,2.7.3|6.3.4|2.7.11|3.6.3
MNXR120100,1.10.3|1.13.12
MNXR134791,2.4.1|3.2.1
MNXR144435,1.7.3
MNXR135954,3.1.1
MNXR120350,2.4.99
MNXR191718,1.1.3
MNXR184273,3.2.1
MNXR148228,1.1.1|1.14.13
MNXR181526,1.1.1
MNXR146759,2.7.1
MNXR117131,2.8.1|2.3.1
MNXR110497,1.13.12
MNXR122447,2.3.1
MNXR186780,No Significant EC
MNXR191906,1.14.17
MNXR115731,1.3.1
MNXR177698,1.6.5
MNXR177211,1.14.19
MNXR129676,1.1.1
MNXR152336,2.4.1
MNXR129478,1.1.1
MNXR144161,2.4.1
MNXR150656,2.5.1
MNXR150212,3.5.1
MNXR169659,1.14.12
MNXR187805,No Significant EC
MNXR135229,3.1.2|2.3.1
MNXR123213,3.1.3
MNXR148934,2.1.1
MNXR165097,5.1.3
MNXR134708,2.4.1
MNXR118500,1.14.15
MNXR110003,2.4.1
MNXR146663,6.3.2
MNXR183431,2.3.1
MNXR144723,2.4.1
MNXR165742,2.3.1
MNXR108758,1.1.99
MNXR190976,2.7.3|6.3.4|2.7.11|3.6.3
MNXR108246,2.1.1
MNXR135152,1.14.14
MNXR174947,2.7.3|6.3.4|2.7.11|3.6.3
MNXR166382,1.14.15|1.14.-
MNXR191466,2.4.2|2.4.1|3.2.1
MNXR95942,4.1.1
MNXR177276,4.2.1|2.3.1
MNXR108073,1.1.1
MNXR176646,2.7.8
MNXR123481,3.1.3
MNXR173466,3.2.1
MNXR175604,2.7.3|6.3.4|2.7.11|3.6.3
MNXR134602,1.14.13
MNXR179753,3.2.1
MNXR188820,2.7.7
MNXR115733,1.1.1
MNXR112797,2.1.1
MNXR175533,1.4.1|1.1.1
MNXR143874,2.4.1
MNXR108002,2.3.1
MNXR134161,2.7.4|2.7.1
MNXR169692,1.1.-
MNXR151399,1.14|1.14|1.14.13
MNXR183318,5.1.3
MNXR193739,2.4.1
MNXR112772,4.2.1
MNXR148640,1.17.4
MNXR175397,2.7.1
