Reaction,SelenzymeRF
MNXR177286,1.2.3.1;1.14.18.1;1.6.3.1;1.14.13.72;1.14.13.242;1.14.12.17
MNXR177292,1.14.11.42;1.7.3.6;1.3.3.6;1.1.99.8;1.6.3.1;1.14.13.33;1.14.13.128;1.14.13.72;1.14.13.242;1.14.13.239;1.14.13.25;1.14.13.217;1.14.12.22;1.14.13.84;1.14.13.63;1.14.13.90;1.14.13.166;1.14.13.210;1.14.13.196;1.14.13.224;1.14.13.222;1.14.13.92;1.14.13.107;1.14.13.178;1.14.13.179;1.14.13.137;1.14.13.139;1.14.13.138;1.14.13.119;1.14.13.216
MNXR177294,2.4.1.25;3.2.1.74;3.2.1.20|3.2.1.70;3.2.1.21|3.2.1.25|3.2.1.74
MNXR177325,1.14.13.81;1.3.1.75;1.6.2.4;1.16.1.8;1.3.1.33
MNXR177427,3.2.1.161;1.1.98.2;1.1.1.363;1.1.1.47;1.1.1.376;1.1.1.117;3.2.1.149;3.2.1.18
MNXR177433,4.2.1.80;4.1.1.77;3.7.1.8;3.7.1.9;5.3.2|5.3.2.6;2.6.1.14;2.6.1.88;2.6.1.7;2.6.1.57;2.7.3.9;1.13.11.54
MNXR177453,1.14.13.-|1.14.13.240;1.14.11.59|1.14.20.2;1.14.16.1|1.14.16.4;1.14.16.4;1.14.16.7;1.13.11.27;1.14.14.17;1.14.14.1
MNXR177475,2.4.1|2.4.1.344;2.4.1.69;2.4.1.65;2.4.1.214;2.4.1.68;2.4.1.152;2.4.1.361;2.4.1.308;2.4.1.221;2.4.1.273;2.4.1.232;2.4.1.351;2.4.1.142;2.4.1.353;2.4.1.252;2.4.1.270;2.4.1.32
MNXR177488,1.1.1.100;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.3.1.10|1.3.1.39|2.3.1.85|2.3.1.86;1.3.1.10|1.3.1.104|1.3.1.39;1.14.13.84;1.1.1.153;1.1.1.330|1.1.1.36
MNXR177538,1.3.1.9;1.1.1.212;1.14.13.223;1.3.1.10|1.3.1.118;2.3.1.86;1.3.1.44|1.3.1.9|1.3.8.1|1.3.99.2
MNXR177540,1.3.1.9;2.3.1.86;1.3.1.10|1.3.1.118;1.3.99.3;1.1.1.212;1.3.1.38
MNXR177577,6.2.1.4;2.3.1.109;2.3.3.20;2.3.1.13;6.2.1.1|6.2.1.17|6.2.1.2|6.2.1.3
MNXR177578,1.14.12.18;1.14.13.225|1.6.3.1;1.6.3.5;1.14.12.22;1.6.3.2;1.14.14.37;1.14.13.245;1.14.12.12;1.14.12.-|1.14.12.26;1.14.12.3;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
MNXR177583,3.1.3.78;3.1.3.66;3.1.3.95;3.1.3.36;3.1.3.67;3.1.3.64;3.1.3.86;3.1.3.62;3.1.3.36|3.1.3.56;3.1.3.25|3.1.3.36
MNXR177584,5.1.99.5;5.1.99.3;3.4.19.1;3.4.15.5;3.5.2.5;3.4.14.11;3.4.11.4
MNXR177585,2.8.1.7
MNXR177614,2.4.1.184;2.4.1.315;2.4.1.241;3.2.1.22;2.4.1.208;5.1.3.34;3.1.1.26;2.7.8.20
MNXR177698,1.1.1.213|1.1.1.51;1.1.1.153;1.6.5.5;1.6.99.1;1.1.1|1.8.1.9
MNXR177718,2.5.1.75
MNXR177726,2.5.1.47|2.5.1.49;1.8.5.5|1.8.5.8;2.8.1.5;1.8.2.5;2.8.1.3;2.8.1.1
MNXR177773,2.3.1.41;2.3.1.179|2.3.1.41;2.3.1.180
MNXR177798,2.3.1.294;2.3.1.179;2.3.1.41;2.3.1.293;1.3.1.10|1.3.1.118;2.3.1.86;1.1.1.100|1.1.1.M9;2.3.1.292;2.3.1.111;2.3.1.41|2.3.1.85|2.3.1.86;2.3.1.287;2.3.1.199
MNXR177811,2.3.1.294;2.3.1.179;2.3.1.41;2.3.1.293;1.3.1.10|1.3.1.118;2.3.1.86;1.1.1.100|1.1.1.M9;2.3.1.292;2.3.1.111;2.3.1.41|2.3.1.85|2.3.1.86;2.3.1.287;2.3.1.252;2.3.1.301
MNXR177812,2.3.1.111;1.2.1.84;2.3.1.252;2.3.1.279;1.2.1.38|2.3.1.1|2.6.1.11|2.7.2.8
MNXR177813,2.3.1.294;2.3.1.179;2.3.1.41;2.3.1.293;5.3.3.14
MNXR177827,2.3.1.293;2.3.1.179;2.3.1.294;2.3.1.41;2.3.1.86;1.3.1.10|1.3.1.118;2.3.1.111;2.3.1.292;2.3.1.41|2.3.1.85|2.3.1.86;2.3.1.287;2.3.1.301;2.3.1.207;2.3.1.252;1.1.1.100|1.1.1.M9
MNXR177849,2.3.1.252;2.3.1.119;2.3.1.86;2.3.1.111;1.2.1.84;2.3.1.51;2.3.1.15
MNXR177893,2.7.8.1;2.7.8.2;2.7.8.8;2.7.8.5;2.7.8.45;2.7.8.38;4.6.1.12
MNXR177924,1.14.13.72;1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.54;1.14.15.16;1.14.14.25;1.14.13.237;1.14.14.1
MNXR177940,1.14.14.1
MNXR177941,1.14.14.1
MNXR177942,1.6.3.2;1.14.14.25;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.14.13.54;1.14.13.237;1.14.15.16;1.14.13.225;1.14.14.1
MNXR177946,1.14.14.42;1.14.14.48;1.14.14.55;1.14.14.43;1.14.14.154;1.14.14.103;2.5.1.17;1.14.14.19;1.14.14.16;1.14.14.140;1.14.14.80;1.14.14.89;1.14.14.98;1.14.14.17;1.14.14.177
MNXR177985,4.4.1.16;2.5.1.47;2.1.1.-|2.1.1.280|2.1.1.9;1.1.1.124|1.1.1.138|1.1.1.14|1.1.1.67|1.1.99.11|1.14.13.50|2.1.1.280|2.5.1.18|2.5.1.48|2.7.1.59|3.2.1.14|3.2.1.165|4.1.3.3|4.2.1.66|5.1.3.8
MNXR177996,1.14.99.9;1.14.15.4;1.14.14.16;1.14.13.246;1.14.14.19;1.14.14.154;1.14.15.36;1.14.11.15;1.14.11.65;1.14.11.27
MNXR178010,1.97.1|1.97.1.4;1.8.98.7;1.1.98.7;2.8.1.6
MNXR178094,6.4.1.3;6.4.1.2;6.4.1.4;6.2.1.3
MNXR178132,3.1.1.14;1.1.1.1;2.7.1.-|2.7.1.182;1.3.1.83;2.3.1.84
MNXR178141,2.3.1.161;2.3.1.244;2.1.1.342;2.1.1.294;2.1.1.11;2.1.1.37;1.16.1.8;2.1.1.326;2.1.1.113;2.6.1.62
MNXR178162,1.1.1.27|1.1.1.299|1.1.1.37|1.1.1.82
MNXR178187,2.7.8.5;2.3.1.15
MNXR178230,1.1.1|1.1.1.-|1.1.1.270;1.6.3.2;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.1.1.170|1.1.1.270|1.14.13.72|1.14.18.9;1.1.1.149|1.1.1.209|1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.209|1.1.1.213|1.1.1.357|1.1.1.50|1.3.1.20;1.1.1.184;1.1.1|1.1.1.105|1.1.1.184|1.1.1.2|1.1.1.209|1.1.1.210|1.1.1.213|1.1.1.357|1.1.1.50|1.3.1.20
MNXR178244,1.1.1.51;1.1.1.145|5.3.3.1;1.6.3.2;1.12.1.3|1.12.1.5;1.11.1.1|1.11.1.2;1.3.1.22;1.1.1.170;1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.270;1.1.1.201;1.1.1.146;1.14.13.54;1.1.1.62
MNXR178267,1.13.11.51;1.13.11.71|1.14.99.-;1.13.11.75;1.14.13.90;1.13.11.84|1.14.99.42;1.14.15.21;1.13.11.-|1.13.11.69;1.13.11.65;1.13.11.63;1.14.99.44;1.13.11.67|1.13.12.12;1.13.11.70;1.13.11.-|1.13.11.68;1.8.3.5;1.14.13.107;1.14.13.84;1.14.13.92;1.14.13.239;1.14.20.1;1.14.11.15;1.14.13.139;1.14.13.138;1.14.17.1;1.14.20.15;1.14.13.137;1.14.13.63;1.14.16.1
MNXR178360,1.1.5.3;1.1.1.94
MNXR178557,2.3.1.115;6.3.2.50;1.2.1.38|2.3.1.1|2.6.1.11|2.7.2.8
MNXR179124,2.1.3.3|6.3.5.5
MNXR179279,1.5.1.9;1.5.1.10|1.5.1.9;1.2.1.88;1.2.1.31;1.4.1.1|1.4.1.10|1.4.1.12|1.4.1.15|1.4.1.19|1.4.1.2|1.4.1.20|1.4.1.3|1.4.1.4|1.4.1.5|1.4.1.7|1.4.1.8|1.4.1.9
MNXR179289,1.14.13.113;1.7.3.3;4.1.1.97;5.1.99.3;3.5.2.16;1.3.98.1;3.5.2.15;3.5.2.1;1.3.3.1|3.5.2.3
MNXR179709,5.5.1.19;5.2.1.-|5.2.1.14;2.5.1|2.5.1.32|5.5.1.19;5.5.1.18;1.3.99.39;1.3.99.40;2.4.1.8|3.2.1.20|4.2.1.131;1.14.13.129
MNXR179717,1.1.1.1|1.1.1.14|1.1.1.311
MNXR179728,5.1.3.3;3.2.1.21;1.1.1.121
MNXR179736,2.4.1.252;2.4.1.132;2.4.1.142;2.4.1.131;2.4.1.83;2.4.1.13;2.4.1.-|2.4.1.32;2.4.1.-|2.4.1.266;2.4.1.232;2.4.1.217;2.4.1.270;2.4.1.36;2.4.1.251;2.4.1.346;2.4.1.345;2.4.1.269;2.4.1.370;2.4.1.348;2.4.1.361;2.4.1.246;2.4.1.221
MNXR179750,2.5.1.141
MNXR179753,3.2.1.17;3.2.1.169
MNXR179759,1.14.13.240;1.14.13.88;1.14.13.89;1.14.13.237;1.14.13.39|1.14.14.47;1.14.13.225;1.14.13.54;1.14.14.1;1.14.13.148|1.14.13.8;1.6.3.2;1.14.13.122;1.14.15.15
MNXR179762,1.2.1|1.2.1.19|1.2.1.3|1.2.1.5;1.2.1.3;1.1.1.192
MNXR179765,2.4.1.91;2.4.1.111;2.4.1.185;2.4.1.14;2.4.1.271;2.4.1.309;2.4.1.293;2.4.1|2.4.1.58;2.4.1|2.4.1.44;2.4.1.52;2.7.7.12;2.4.1.115;5.1.3.2
MNXR179965,2.7.1.1|2.7.1.4;2.7.1.101;2.7.1.11|2.7.1.56
MNXR179966,2.7.1.90;2.7.1.11
MNXR179980,4.1.2.10|4.1.2.11|4.1.2.47;4.1.2.10|4.1.2.11|4.1.2.46|4.1.2.47;2.8.1.-|2.8.1.1;2.8.1.2;2.7.1.59|4.2.1.66|5.1.3.8
MNXR180010,1.14.12.10;1.14.13.84;1.14.13.223;1.2.1.3;1.14.13.25;1.14.13.87;1.14.13.26;1.14.13.246;1.14.14.54;1.14.13.113;1.14.18.9
MNXR180021,2.4.1.252;2.4.1.132;2.4.1.142;2.4.1.131;2.4.1.83;2.4.1.13;2.4.1.-|2.4.1.32;2.4.1.-|2.4.1.266;2.4.1.232;2.4.1.217;2.4.1.270;2.4.1.36;2.4.1.251;2.4.1.346;2.4.1.345;2.4.1.269;2.4.1.370;2.4.1.348;2.4.1.361;2.4.1.246;2.4.1.221
MNXR180054,4.99.1.10;3.1.1.14;1.3.1.111;1.14.15.17;1.17.7.2;1.14.13.122;1.18.-.-|1.3.7.7
MNXR180083,2.8.1.6
MNXR180089,3.2.1.101;3.2.1.164;3.2.1.20|3.2.1.70;3.2.1.57;3.2.1.55
MNXR180117,2.4.1.14;2.4.1.111;2.4.1.185;2.4.1.91;2.4.1.271;2.4.1.309;2.4.1.293;2.4.1|2.4.1.58;2.4.1|2.4.1.44;2.4.1.52;2.7.7.12;5.1.3.2
MNXR180198,2.7.8.1;2.7.8.2;2.7.8.8;3.6.1.26;2.7.8.5;4.6.1.12
MNXR180223,6.3.2.2
MNXR180293,3.2.1.191|3.2.1.193|3.2.1.z;3.2.1.194;3.2.1.21
MNXR180384,2.7.2.3
MNXR180387,6.4.1.1;6.4.1.8;2.7.1.40;2.7.1.107
MNXR180393,2.2.1.1;1.1.1.351|1.1.1.44;5.1.3.4
MNXR180407,2.7.7.27;2.7.7.33
MNXR180415,1.14.14.10|1.5.1.42;1.14.13.130;1.14.13.239;1.14.12.10;1.14.15.3;1.14.13.163;1.14.13.24;1.14.13.33;1.14.13.-|1.14.13.172;1.14.99.46
MNXR180429,6.2.1|6.2.1.3|6.2.1.M30;6.2.1.2;6.2.1.25;6.2.1.1
MNXR180438,2.7.8.11;4.2.3.-|4.2.3.124;5.5.1.4;2.5.1.132;3.1.3.5
MNXR180448,2.6.1.2|2.6.1.21;2.6.1.1|2.6.1.2|2.6.1.5;2.6.1.21;2.6.1.57
MNXR180456,2.5.1.47|2.5.1.65;2.5.1.113;2.5.1.76;4.2.1.122;2.5.1.140;2.8.5.1;3.1.3.23;4.3.3.6;2.5.1.66
MNXR180457,6.3.2.6
MNXR180464,1.3.1.12;4.1.1.100;2.6.1.57;1.3.1.121;1.13|1.13.12.19;1.2.4.2|1.8.1.4|2.3.1.61
MNXR180465,2.6.1.57;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
MNXR180475,2.1.2.1
MNXR180494,3.6.1.9|3.6.2.2
MNXR180510,2.5.1.1|2.5.1.10|2.5.1.29
MNXR180517,1.18.6.1;6.3.5.9
MNXR180520,2.4.1.60;2.7.1.108;2.7.4.14|2.7.4.25
MNXR180539,6.3.2.34;2.4.1.132;2.4.1.142;2.4.1.131;2.4.1.83;6.2.1.13;2.4.1.68;2.4.1.214;2.4.1.308;2.4.1.251;2.4.1.33;1.1.98.6;3.5.4.25
MNXR180693,6.2.1.20;6.2.1.57;6.2.1.47;6.2.1.59;6.2.1.49;6.2.1|6.2.1.3;6.2.1.19;6.2.1.2|6.2.1.3
MNXR180976,1.1.1.117;1.1.1.376|1.1.1.46;1.1.1.116|1.1.1.117;1.1.1.113;1.1.1.424;1.6.5.4;1.1.1.122;1.11.1.1|1.14.12.17;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
MNXR181004,1.6.5.2
MNXR181006,1.6.5.2|1.6.99.6
MNXR181007,1.6.5.12|1.6.5.2
MNXR181024,1.8.5.2;1.8.2.2;1.10.3.11;1.10.2.2;1.5.5.1;1.6.5.3|1.6.99.3;1.14.18.3;1.1.5.5;1.1.5.2;1.3.5.2
MNXR181035,1.3.3.6;1.6.3.1;1.1.3.20;1.4.3.13;1.17.3.2;1.8.3.3;1.3.3.16;1.1.99.18;1.5.3.13;1.2.3.1
MNXR181050,1.1.1.71;1.6.3.2;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.14.13.240;1.6.5.4;1.1.1.417;1.3.1.10;1.3.1.22;1.1.1.170;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39;1.14.13.54;1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.270
MNXR181056,1.1.1.71;1.6.3.2;1.12.1.3|1.12.1.5;1.11.1.1|1.11.1.2;1.1.1.417;1.3.1.22;1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.270;1.1.1.201;1.1.1.146;1.1.1.170;1.1.1.62
MNXR181064,1.1.1.71;1.1.1.216;1.1.1.1|1.1.1.71;1.1.1.354|1.1.1.71
MNXR181070,1.1.1.71;1.6.3.2;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.14.13.240;1.6.5.4;1.1.1.417;1.3.1.10;1.3.1.22;1.1.1.170;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39;1.14.13.54;1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.270
MNXR181088,1.1.1.71;1.6.3.2;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.1.1.413;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.1.1.1
MNXR181089,1.1.1.71;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
MNXR181096,1.1.1.71;1.6.3.2;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.1.1.1
MNXR181116,1.1.1.71;1.6.3.2;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.1.1.1
MNXR181168,1.1.1.71;1.14.13.105;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.1.1.413;1.14.13.240;1.14.13.225;1.2.1.95;1.1.1.184;1.6.99.1
MNXR181172,1.1.1.71;1.14.13.240;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.14.13.105;1.14.13.225;1.1.1.184;1.6.99.1
MNXR181186,1.1.1.71;1.14.13.240;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.6.99.1;1.3.1.102|1.3.1.74;1.3.1.102;1.1.1.184
MNXR181197,1.1.1.71;1.6.5.-|1.6.5.3|1.6.5.9;1.1.1.1
MNXR181198,1.1.1.71;1.1.1.417;1.3.1.22;1.1.1.270;1.1.1.213|1.1.1.357|1.1.1.50;1.14.13.54;1.1.1.170;1.1.1.201;1.1.1.146;1.14.13.105;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86
MNXR181203,1.1.1.71;1.2.1.3;1.1.1.145;1.3.1.9|2.3.1.-
MNXR181213,1.1.1.71;1.2.1.3;1.1.1.145;1.1.1.213|1.1.1.357|1.1.1.50
MNXR181226,1.1.1.71;1.1.1.413;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.270;1.14.13.105;1.1.1.146;1.1.1.170
MNXR181227,1.1.1.71;1.2.1.3;1.1.1.145;1.1.1.213|1.1.1.357|1.1.1.50
MNXR181242,1.1.1.71;1.14.13.105;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.6.99.1;1.1.1.318;1.14.13.240;1.1.1.413;1.1.1.21
MNXR181279,1.1.1.71;1.2.1.3;1.1.1.417;1.1.1.145;1.1.1.213|1.1.1.357|1.1.1.50
MNXR181300,1.1.1.71;1.1.1.168|1.1.1.214|1.1.1.358;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.14.13.105;1.1.1.417;1.1.1.1
MNXR181326,1.1.1.71;1.1.1.1
MNXR181336,1.1.1.71;1.3.1.9|2.3.1.-;1.3.1.39|1.3.1.9;1.3.1.9|2.3.1.86
MNXR181337,1.1.1.71;1.6.3.2;1.12.1.3|1.12.1.5;1.11.1.1|1.11.1.2;1.1.1.1
MNXR181367,1.1.1.71;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39|2.3.1.86;1.3.1.10|1.3.1.39|2.3.1.85|2.3.1.86;4.1.99.5;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.14.14.1
MNXR181371,1.1.1.71;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39;1.14.13.240;1.2.1.95;1.14.13.225;1.14.13.105;1.6.99.1
MNXR181378,1.1.1.71;1.2.1.3;1.6.5.-|1.6.5.3|1.6.5.9
MNXR181387,1.1.1.2|1.1.1.21|1.3.1.20;1.1.1|1.1.1.21|1.1.1.71;1.1.1.77;1.6.3.2;1.11.1.1|1.11.1.2;1.1.1.1
MNXR181391,1.1.1.71;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39|2.3.1.86;1.3.1.10|1.3.1.39|2.3.1.85|2.3.1.86;4.1.99.5;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.14.14.1
MNXR181392,1.1.1.71;1.3.1.9|2.3.1.-;1.3.1.39|1.3.1.9;1.3.1.9|2.3.1.86
MNXR181406,1.1.1.71;1.2.1.3;1.1.1.145;1.1.1.14
MNXR181409,1.1.1.71;1.1.1.1
MNXR181476,1.1.1.71;1.14.14.1
MNXR181486,1.1.1.71;1.14.14.1
MNXR181499,1.1.1.71;1.6.5.-|1.6.5.3|1.6.5.9;1.3.1.9|2.3.1.-
MNXR181504,1.1.1.71;1.14.13.240;1.6.99.1;1.1.1.318;1.6.5.2
MNXR181505,1.1.1.71;1.6.5.-|1.6.5.9;1.6.5.-|1.6.5.3|1.6.5.9;1.1.1.1
MNXR181516,1.1.1.71;1.14.13.240;1.14.13.105;1.1.1.1
MNXR181524,1.1.1.71;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39|2.3.1.86;1.3.1.10|1.3.1.39|2.3.1.85|2.3.1.86;4.1.99.5;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.14.14.1
MNXR181526,1.1.1.71;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39|2.3.1.86;1.3.1.10|1.3.1.39|2.3.1.85|2.3.1.86;4.1.99.5;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;1.14.14.1
MNXR181532,1.1.1.71;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39|2.3.1.86;1.3.1.10|1.3.1.39|2.3.1.85|2.3.1.86;4.1.99.5;1.14.14.1
MNXR181533,1.1.1.71;1.3.1.9|2.3.1.-;1.3.1.39|1.3.1.9;1.3.1.9|2.3.1.86
MNXR181568,1.1.1.71;1.3.1.22;1.1.1.417;1.1.1.201;1.1.1.146;1.1.1.170;1.1.1.270;1.1.1.213|1.1.1.357|1.1.1.50;1.14.13.54;1.3.1.10;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86
MNXR181572,1.1.1.71;1.6.3.2;1.12.1.3|1.12.1.5;1.11.1.1|1.11.1.2;1.1.1.201;1.3.1.22;1.1.1.417;1.1.1.146;1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.270;1.1.1.170;1.14.13.54;1.1.1.62
MNXR181599,1.1.1.71;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17
MNXR181607,1.1.1.71;1.1.1.145;1.1.1.417;1.14.13.246;1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.170|1.1.1.418;1.3.1.9
MNXR181634,1.1.1.71;1.6.3.2;1.12.1.3|1.12.1.5;1.11.1.1|1.11.1.2;1.1.1.1
MNXR181660,1.2.1.5;1.6.3.2;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3
MNXR181668,1.2.1.5;1.6.3.2;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.14.14.1
MNXR181674,1.2.1.5;1.6.3.2;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.14.14.1
MNXR181684,1.2.1.5;1.1.1.192;1.3.1.9
MNXR181695,1.14.14.1
MNXR181727,1.2.1.5;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39|2.3.1.85;1.2.1|1.2.1.50;1.1.1.100|2.3.1.-;4.1.99.5;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39|2.3.1.86
MNXR181732,1.2.1.5;1.3.1.9|2.3.1.-|2.3.1.86
MNXR181735,1.2.1.5;1.2.1.80;1.14.14.1
MNXR181746,1.2.1.5;1.2.1.3;1.1.1.71;1.2.1.23
MNXR181759,1.2.1.5;1.1.1.71;1.1.1.100;1.14.13.240;1.3.1.22;1.3.1.10;1.2.1.106;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39
MNXR181763,1.2.1.5;1.2.1.80;1.3.1.10;1.14.14.1
MNXR181773,1.2.1.5;1.14.14.1
MNXR181779,1.2.1.5;1.2.1.80;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39|2.3.1.86;1.3.1.-|1.3.1.10|1.3.1.104|1.3.1.39|2.3.1.85;1.1.1.-|1.1.1.100|2.3.1.85|2.3.1.86;4.1.99.5;1.14.14.1
MNXR181788,1.2.1.5;1.3.1.35;1.2.1.48;1.3.1.9
MNXR181799,1.2.1.5;1.2.1.3;1.1.1.192;1.2.1|1.2.1.19|1.2.1.3|1.2.1.5
MNXR181804,1.2.1.5;1.2.1.19;1.2.1.48;1.2.1.3|1.2.1.48|1.2.1.5
MNXR181809,1.2.1.5;1.3.1.9;1.3.1.9|2.3.1.-|2.3.1.86
MNXR181815,1.2.1.5;1.2.1.-|1.2.1.21|1.2.1.22|1.2.1.3;1.2.1.23|1.2.1.3;1.11.1.1|1.11.1.2;1.6.3.2
MNXR181816,1.2.1.-|1.2.1.21|1.2.1.22|1.2.1.3;1.2.1.5;1.2.1.23|1.2.1.3;1.6.5.4
MNXR181818,1.2.1.5;1.1.1.337|1.1.1.375;1.1.1.345;1.2.1.23;1.4.1.1|1.4.1.10|1.4.1.12|1.4.1.15|1.4.1.19|1.4.1.2|1.4.1.20|1.4.1.3|1.4.1.4|1.4.1.5|1.4.1.7|1.4.1.8|1.4.1.9
MNXR181819,1.2.1.5;1.14.14.1
MNXR181837,1.2.1.5;1.2.1|1.2.1.50;2.3.1.86;1.14.14.1
MNXR181885,1.2.1.5;1.14.14.1
MNXR181906,1.2.1.5;1.1.1.192;1.3.1.9|2.3.1.-
MNXR181925,1.2.1.5;1.14.14.1
MNXR181945,1.2.1.5;1.14.14.1
MNXR181955,1.2.1.5;1.2.1.3|1.2.1.5;1.1.1.10;1.2.1.4|1.2.1.5
MNXR181982,1.3.5.2
MNXR181992,6.3.2.17;6.3.2.32;6.3.2.34;1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16
MNXR181993,1.1.1.124;1.11.1.1|1.11.1.2;1.6.3.2;1.12.1.3|1.12.1.5;1.1.1.14;1.1.1.346;1.1.1.120;1.6.5.4;1.1.1.359;1.1.1.413;1.1.1.179;1.1.1.-|1.1.1.215;1.1.1.21;1.1.1.-|1.1.1.274;1.1.1.47|1.1.1.49
MNXR182020,1.6.5.2
MNXR182044,1.6.5.2
MNXR182047,1.6.5.2
MNXR182054,1.6.5.2
MNXR182056,1.6.5.2
MNXR182074,1.6.5.2
MNXR182077,1.6.5.2|1.6.99.6
MNXR182080,1.6.5.2
MNXR182082,1.6.5.2
MNXR182090,3.1.3.27;3.1.3.76;6.3.5.9;2.5.1.54;2.6.99.2
MNXR182091,2.7.8.5;2.7.8.8;3.6.1.26;2.4.99.13;2.7.8.46;2.7.8.11;4.6.1.15;2.7.7.41
MNXR182094,4.1.1.65
MNXR182108,4.1.1.65
MNXR182109,4.1.1.65
MNXR182111,4.1.1.65
MNXR182134,1.1.5.5;1.1.2.8;1.1.99.36;1.11.1.6;1.1.2.7
MNXR182138,1.4.5.-|1.4.5.1;1.10.2.2;1.5.1.1|1.5.1.49;1.10.3.11;1.5.99.13;1.5.5.1;1.6.5.3|1.6.99.3;1.14.18.3;1.1.2.3;1.1.-.-|1.1.2.4|1.1.5.-;1.1.5.4|1.1.99.16
MNXR182152,1.3.5.6;1.10.2.2;1.3.5.6|1.3.99.26|1.3.99.28|1.3.99.30|1.3.99.31;1.10.3.11;1.7.5.1|1.7.99.4;1.8.5.2;1.5.5.1;5.5.1.-|5.5.1.19;5.5.1.-|5.5.1.18;4.2.1.131;1.3.99.27;1.3.5.5;1.14.15.9;1.6.5.3|1.6.99.3
MNXR182157,1.3.5.6;1.3.5.6|1.3.99.26|1.3.99.30|1.3.99.31;1.10.3.11;4.2.1.131;1.10.2.2;1.14.15.9;1.7.5.1|1.7.99.4;1.8.5.2;5.5.1.-|5.5.1.19;5.5.1.-|5.5.1.18;1.5.5.1;1.3.5.5;1.3.99.27;1.6.5.3|1.6.99.3
