reaction_id,CLAIRE
MNXR189543,1.1.1
MNXR138953,1.4.3
MNXR129637,1.1.1
MNXR94884,4.2.1
MNXR192246,2.7.1
MNXR119246,3.2.1
MNXR148726,1.3.1
MNXR147611,3.2.1
MNXR118695,3.1.1
MNXR113092,2.1.1
MNXR132418,6.3.2
MNXR114266,2.1.1
MNXR146802,1.1.1
MNXR146316,1.97.1
MNXR132748,3.5.2
MNXR174179,2.7.1
MNXR111321,1.11.1
MNXR146245,1.1.1
MNXR112880,1.2.3
MNXR167590,1.1.1
MNXR116226,1.14.15
MNXR118833,1.6.3
MNXR95097,1.6.3
MNXR175062,7.6.2
MNXR164897,3.1.1
MNXR148035,1.4.3
MNXR164784,3.1.2
MNXR174658,7.2.2
MNXR110270,1.1.1
MNXR119615,3.1.2
MNXR163579,1.1.3
MNXR113271,2.1.1
MNXR166366,2.3.2
MNXR163674,1.1.2
MNXR120350,2.4.99
MNXR166673,5.5.1
MNXR109832,3.5.2
MNXR172723,1.1.1
MNXR140613,1.7.3
MNXR150656,2.5.1
MNXR191644,1.7.2
MNXR172911,2.1.1
MNXR169745,2.5.1
MNXR191522,1.14.99
MNXR129781,1.1.1
MNXR182299,1.1.1
MNXR166179,3.1.4
MNXR184309,2.5.1
MNXR129988,1.11.2
MNXR181168,1.1.1
MNXR164452,1.14.14
MNXR115774,1.14.14
MNXR151151,5.3.3
MNXR189106,6.2.1
MNXR174691,7.2.2
MNXR145034,2.3.1
MNXR109752,2.3.1
MNXR184126,3.2.1
MNXR192824,3.5.1
MNXR112829,1.5.1
MNXR117789,2.1.1
MNXR174716,7.2.2
MNXR123867,3.2.1
MNXR132226,3.1.11
MNXR189030,2.3.1
MNXR188041,6.1.1
MNXR191463,2.4.1
MNXR195178,1.11.2
MNXR187165,6.5.1
MNXR165970,2.4.1
MNXR149873,1.1.1
MNXR113828,2.1.1
MNXR193073,3.5.1
MNXR134116,2.4.1
MNXR170507,1.6.3
MNXR109409,1.1.1
MNXR173879,3.2.1
MNXR133743,3.2.1
MNXR173606,2.3.1
MNXR149508,1.1.3
MNXR119705,2.7.1
MNXR134428,1.2.1
MNXR144435,1.1.99
MNXR173335,4.2.2
MNXR191575,1.1.5
MNXR185554,2.4.1
MNXR133782,5.1.3
MNXR133647,1.1.1
MNXR109505,1.3.1
MNXR102013,1.7.3
MNXR114670,1.14.13
MNXR113066,1.2.5
MNXR172921,1.11.1
MNXR168367,7.3.2
MNXR165668,1.3.99
MNXR131992,3.1.1
MNXR151713,4.4.1
MNXR133912,2.6.1
MNXR173945,1.14.13
MNXR175000,7.2.2
MNXR116332,1.97.1
MNXR193589,1.3.1
MNXR117638,2.3.1
MNXR177103,1.14.99
MNXR187141,1.5.8
MNXR114986,1.8.1
MNXR163417,1.14.14
MNXR113654,3.1.1
MNXR191336,1.14.14
MNXR183431,6.2.1
MNXR135326,3.6.1
MNXR180198,2.7.8
MNXR134452,3.5.1
MNXR192275,1.14.14
MNXR151023,2.4.1
MNXR109554,1.13.11
MNXR143679,2.4.1
MNXR181982,1.2.5
MNXR108758,1.1.5
MNXR174695,7.2.2
MNXR172196,1.11.1
MNXR179728,1.11.1
MNXR111693,1.13.11
MNXR99236,1.1.1
MNXR107907,1.1.1
MNXR113290,4.2.3
MNXR151007,1.8.1
MNXR193525,2.4.1
MNXR186780,1.6.3
MNXR123063,1.8.1
MNXR150657,2.5.1
MNXR97093,2.7.1
MNXR133267,3.1.3
MNXR120420,1.5.1
MNXR122111,1.3.1
MNXR181499,1.2.1
MNXR146376,2.1.1
MNXR134443,1.6.3
MNXR123610,1.1.1
MNXR150737,1.13.11
MNXR174718,7.2.2
MNXR175199,6.3.4
MNXR123789,1.5.1
MNXR123016,4.2.1
MNXR174410,1.1.1
MNXR151246,2.6.1
MNXR120433,1.14.14
MNXR186277,1.14.14
MNXR116261,2.7.7
MNXR190292,1.17.1
MNXR131023,1.2.7
MNXR132326,4.2.2
MNXR147017,4.1.1
MNXR195177,1.11.2
MNXR119260,3.1.2
MNXR146950,3.6.1
MNXR118967,2.3.1
MNXR186179,1.14.19
MNXR167828,1.2.5
MNXR168011,5.4.99
MNXR176621,1.8.1
MNXR143765,2.4.1
MNXR116882,2.3.1
MNXR101472,3.6.3
MNXR122397,4.2.3
MNXR148716,3.1.2
MNXR135229,1.14.19
MNXR123619,1.8.1
MNXR189319,2.3.1
MNXR117017,3.1.6
MNXR173395,1.14.14
MNXR189247,4.1.3
MNXR176148,1.2.1
MNXR165037,6.3.2
MNXR173121,3.2.1
MNXR176648,1.1.1
MNXR191748,1.10.3
MNXR129785,6.3.1
MNXR131093,2.3.1
MNXR132866,1.1.1
MNXR130899,1.17.3
MNXR177325,1.1.1
MNXR176063,2.7.1
MNXR117864,6.3.4
MNXR181819,1.8.1
MNXR119894,2.4.1
MNXR139829,1.7.2
MNXR116003,1.1.1
MNXR165198,7.1.1
MNXR151237,1.1.1
MNXR122933,3.1.2
MNXR121523,1.14.15
MNXR123048,1.6.3
MNXR193457,1.14.14
MNXR116970,1.3.1
MNXR148160,2.7.11
MNXR146320,1.8.4
MNXR111786,3.6.1
MNXR135968,3.1.1
MNXR131195,1.11.2
MNXR192245,1.14.14
MNXR113682,1.8.1
MNXR104964,2.7.7
MNXR140421,1.10.3
MNXR193163,1.3.5
MNXR166089,2.3.1
MNXR172433,2.7.7
MNXR149208,5.5.1
MNXR192954,3.13.1
MNXR104018,4.4.1
MNXR181809,1.1.1
MNXR114891,1.1.1
MNXR174140,2.4.2
MNXR148713,3.2.1
MNXR143957,2.4.2
MNXR171426,6.3.2
MNXR105303,1.8.1
MNXR121360,2.4.1
MNXR99654,5.1.2
MNXR150938,1.1.1
MNXR120252,1.8.1
MNXR150943,3.1.7
MNXR166238,4.2.2
MNXR116308,1.14.13
MNXR131613,2.6.1
MNXR174934,7.5.2
MNXR192453,4.2.3
MNXR177433,1.8.1
MNXR115363,3.2.1
MNXR151756,1.13.11
MNXR151792,1.13.11
MNXR113314,5.4.99
MNXR113509,1.1.1
MNXR193038,2.3.1
MNXR121665,2.4.1
MNXR119201,3.5.1
MNXR176557,1.14.13
MNXR181773,1.8.1
MNXR186334,2.5.1
MNXR194055,1.1.1
MNXR134174,1.14.15
MNXR174989,7.2.2
MNXR151929,4.4.1
MNXR177827,3.1.1
MNXR173926,1.14.13
MNXR151763,2.5.1
MNXR123144,3.2.2
MNXR185999,3.2.2
MNXR131757,3.4.13
MNXR134136,1.13.11
MNXR111379,1.11.1
MNXR147788,3.1.1
MNXR175244,2.4.1
MNXR106868,1.1.1
MNXR193493,6.3.2
MNXR120443,2.1.1
MNXR169764,1.3.99
MNXR164773,3.1.2
MNXR96365,1.8.1
MNXR152882,3.6.1
MNXR114511,4.1.2
MNXR187094,3.2.1
MNXR173184,3.2.1
MNXR181516,1.2.1
MNXR183962,2.1.2
MNXR180407,2.7.7
MNXR146658,3.2.1
MNXR147096,5.3.1
MNXR163684,5.3.1
MNXR117096,3.4.22
MNXR108158,6.3.1
MNXR108866,3.5.1
MNXR182258,1.14.13
MNXR129584,3.6.1
MNXR177538,1.3.1
MNXR139522,6.4.1
MNXR175896,1.14.14
MNXR184471,5.3.1
MNXR163571,1.14.99
MNXR108002,2.3.1
MNXR113114,4.2.1
MNXR193853,2.3.1
MNXR113709,1.14.13
MNXR152444,2.4.1
MNXR113647,2.4.2
MNXR163603,1.14.14
MNXR112976,1.1.1
MNXR150412,2.3.2
MNXR167135,2.1.1
MNXR129736,2.1.1
MNXR151767,1.1.1
MNXR132825,1.1.99
MNXR117206,5.3.3
MNXR151772,1.1.1
MNXR177488,1.1.1
MNXR144069,2.3.1
MNXR134535,1.14.14
MNXR173979,1.7.1
MNXR133976,2.3.1
MNXR113927,2.8.3
MNXR173955,3.1.1
MNXR113061,6.3.1
MNXR150879,1.14.13
MNXR176723,2.3.1
MNXR165900,2.3.1
MNXR119816,1.17.7
MNXR193640,2.4.1
MNXR113697,2.5.1
MNXR113642,5.3.1
MNXR131440,3.1.1
MNXR147236,2.3.1
MNXR184327,1.14.14
MNXR190029,2.5.1
MNXR135483,7.2.2
MNXR138148,2.8.1
MNXR112073,2.3.1
MNXR193420,1.12.1
MNXR143856,2.5.1
MNXR185330,1.3.3
MNXR115973,1.7.2
MNXR192332,1.14.14
MNXR182648,2.4.1
MNXR118321,1.2.1
MNXR175179,7.6.2
MNXR111895,1.14.14
MNXR175136,7.2.2
MNXR146865,3.6.5
MNXR144918,1.1.3
MNXR166003,2.4.2
MNXR193610,4.2.1
MNXR172037,2.4.1
MNXR116331,1.97.1
MNXR163713,2.7.7
MNXR163494,2.1.1
MNXR148326,3.5.1
MNXR193311,2.3.1
MNXR112491,3.2.1
MNXR174829,7.5.2
MNXR148241,1.1.1
MNXR176430,2.1.1
MNXR173679,2.3.1
MNXR193532,2.4.1
MNXR193531,6.2.1
MNXR153309,2.7.7
MNXR155694,3.5.4
MNXR184485,2.7.1
MNXR153052,1.11.1
MNXR180510,5.3.3
MNXR178244,1.8.1
MNXR149521,1.14.11
MNXR147269,3.1.1
MNXR149698,5.5.1
MNXR178187,2.7.8
MNXR108251,1.14.13
MNXR130254,3.1.3
MNXR114706,2.6.1
MNXR186871,3.2.1
MNXR172972,1.14.99
MNXR183860,3.5.1
MNXR174803,7.2.2
MNXR133433,1.11.2
MNXR150979,1.14.19
MNXR111306,1.2.3
MNXR191743,2.4.1
MNXR114296,5.1.1
MNXR174382,3.2.1
MNXR123860,4.99.1
MNXR176950,4.4.1
MNXR144965,2.1.1
MNXR193406,2.3.1
MNXR145295,6.1.1
MNXR123863,1.1.1
MNXR115731,1.1.1
MNXR151135,3.4.24
MNXR177453,2.1.1
MNXR136205,2.3.1
MNXR192262,1.14.13
MNXR174636,7.2.2
MNXR112168,1.14.99
MNXR130360,1.12.1
MNXR111523,5.4.4
MNXR173605,2.6.1
MNXR117395,3.1.1
MNXR172752,1.1.1
MNXR106692,1.7.7
MNXR191334,1.1.1
MNXR108032,1.1.1
MNXR134323,3.6.1
MNXR116932,6.3.4
MNXR191332,1.11.1
MNXR119332,2.3.1
MNXR167830,4.2.1
MNXR121413,4.1.1
MNXR153144,2.7.7
MNXR189444,3.5.2
MNXR165356,1.14.14
MNXR166532,7.5.2
MNXR152528,3.2.1
MNXR186191,3.1.3
MNXR118690,2.4.1
MNXR107869,2.3.1
MNXR148938,2.3.1
MNXR174584,7.5.2
MNXR193614,2.5.1
MNXR114024,1.6.3
MNXR110941,3.2.1
MNXR190038,3.5.1
MNXR112337,3.5.3
MNXR148605,2.5.1
MNXR121584,2.4.1
MNXR122775,2.5.1
MNXR114849,2.4.2
MNXR177276,1.13.12
MNXR147415,2.3.1
MNXR173228,2.7.7
MNXR183747,3.1.1
MNXR153232,2.1.1
MNXR151177,3.1.3
MNXR176010,1.1.1
MNXR97021,4.4.1
MNXR115351,3.2.1
MNXR110457,1.14.13
MNXR173586,2.1.1
MNXR119879,1.1.1
MNXR148789,4.2.2
MNXR187131,4.2.1
MNXR153005,5.3.1
MNXR168008,7.2.2
MNXR131963,1.1.1
MNXR114688,5.4.3
MNXR120155,1.2.7
MNXR123057,1.3.1
MNXR131312,1.4.3
MNXR148821,3.2.1
MNXR188231,2.4.1
MNXR113665,1.1.1
MNXR110214,3.1.2
MNXR177996,1.4.3
MNXR131511,4.2.1
MNXR147222,3.1.1
MNXR130751,3.5.1
MNXR150700,2.4.2
MNXR110541,2.3.1
MNXR113796,2.5.1
MNXR189197,2.1.1
MNXR179759,1.14.13
MNXR114910,1.1.1
MNXR195015,3.6.1
MNXR184946,3.1.2
MNXR120245,2.3.1
MNXR148573,4.2.2
MNXR174201,2.7.1
MNXR129536,3.1.1
MNXR113935,3.2.2
MNXR184421,1.14.14
MNXR192073,1.1.1
MNXR132631,1.1.1
MNXR167263,2.1.1
MNXR145895,2.3.1
MNXR148934,2.1.1
MNXR181779,1.8.1
MNXR106361,1.11.1
MNXR113310,4.1.3
MNXR148725,1.8.1
MNXR153745,5.1.3
MNXR107167,1.1.1
MNXR164163,1.14.14
MNXR192833,2.4.1
MNXR178094,7.6.2
MNXR176627,1.14.13
MNXR175153,7.5.2
MNXR153127,1.1.1
MNXR177812,2.3.1
MNXR133519,2.7.1
MNXR192794,2.1.1
MNXR141527,1.3.3
MNXR135119,2.3.1
MNXR145563,3.4.16
MNXR166682,4.2.2
MNXR142005,1.11.1
MNXR107812,3.1.2
MNXR172457,1.14.13
MNXR166839,3.1.2
MNXR163847,1.14.13
MNXR170571,1.8.1
MNXR169251,4.2.1
MNXR164254,3.1.1
MNXR131740,1.11.2
MNXR185081,3.2.1
MNXR105305,4.1.1
MNXR144099,6.3.2
MNXR123196,1.1.1
MNXR166082,2.3.1
MNXR145569,1.6.5
MNXR139187,5.5.1
MNXR110766,1.14.12
MNXR135463,1.14.15
MNXR99526,1.14.99
MNXR193147,1.8.1
MNXR150929,1.17.7
MNXR133915,3.5.1
MNXR147048,1.13.11
MNXR116604,7.2.2
MNXR176402,2.4.1
MNXR195256,2.3.1
MNXR177584,5.1.99
MNXR173391,2.4.2
MNXR121137,3.1.1
MNXR190954,2.7.4
MNXR152463,2.4.1
MNXR133975,5.1.3
MNXR177475,3.2.1
MNXR111641,2.3.1
MNXR185956,3.6.1
MNXR191757,1.8.1
MNXR114408,1.1.1
MNXR109577,1.6.3
MNXR192080,4.1.3
MNXR171054,4.2.3
MNXR123569,4.2.1
MNXR121563,3.2.1
MNXR107659,4.1.99
MNXR106358,3.1.1
MNXR192634,1.14.13
MNXR119571,2.8.3
MNXR114037,1.1.1
MNXR133750,3.1.1
MNXR182640,2.4.1
MNXR182409,4.1.99
MNXR192292,1.3.8
MNXR113997,2.7.7
MNXR106519,3.2.1
MNXR132973,2.3.2
MNXR193110,2.7.4
MNXR173100,2.7.7
MNXR113085,1.14.99
MNXR181409,1.1.1
MNXR112902,1.2.5
MNXR172171,1.1.99
MNXR129996,1.16.1
MNXR166381,1.14.13
MNXR152967,2.7.1
MNXR129529,3.1.1
MNXR194986,2.3.1
MNXR121459,4.1.1
MNXR149770,1.2.7
MNXR115501,4.4.1
MNXR189866,3.6.3
MNXR112492,2.5.1
MNXR147171,1.2.1
MNXR130042,1.1.1
MNXR111503,2.1.1
MNXR110711,2.1.1
MNXR179709,1.7.2
MNXR121953,2.5.1
MNXR191689,2.3.1
MNXR165162,2.3.1
MNXR152192,3.4.11
MNXR116989,1.1.1
