reaction_id,Prediction
10233,"2.4.2,0.9490035772323608;2.7.7,0.028817791491746902;2.5.1,0.009999347850680351;1.3.1,0.003375847125425935;2.4.1,0.002922241808846593"
56709,"1.14.14,0.999630331993103;1.14.19,0.00018057963461615145;1.19.6,6.725269486196339e-05;1.5.1,3.688877768581733e-05;1.17.7,2.629221671668347e-05"
56745,"1.14.11,0.9925861954689026;1.14.20,0.002306821756064892;2.6.1,0.0019700878765434027;1.13.12,0.0014608824858441949;1.14.99,0.00026554978103376925"
56753,"1.14.15,0.9195125102996826;1.14.19,0.03732188791036606;1.2.7,0.007817058824002743;1.17.7,0.006390008144080639;4.2.1,0.00508153485134244"
56829,"1.8.4,0.5084275007247925;1.8.5,0.16533054411411285;1.8.1,0.11158619076013565;1.17.4,0.03974892199039459;4.4.1,0.02426028810441494"
56833,"1.8.4,0.6602761149406433;1.8.1,0.12315956503152847;1.17.4,0.04161722585558891;1.20.4,0.025047503411769867;1.8.5,0.021768590435385704"
56845,"2.1.1,0.9994365572929382;2.3.1,0.00023981589765753597;2.8.4,0.00021033835946582258;2.5.1,3.6636865843320265e-05;1.17.98,1.924380921991542e-05"
56865,"1.2.1,0.9956128597259521;3.1.2,0.002080112462863326;2.3.1,0.0014936313964426517;1.8.1,0.0001718203566269949;1.3.1,0.00015303821419365704"
56909,"3.1.1,0.7895308136940002;2.5.1,0.1354057490825653;2.3.1,0.025793541222810745;4.1.1,0.01836422272026539;5.3.3,0.004907076712697744"
56941,"5.3.1,0.6600978970527649;4.1.2,0.27056360244750977;1.1.1,0.024300022050738335;2.3.1,0.010986261069774628;1.1.99,0.006366654299199581"
56997,"5.3.1,0.39460182189941406;4.1.2,0.3850315511226654;2.3.1,0.039536986500024796;2.6.1,0.02933265082538128;4.1.3,0.018055759370326996"
57021,"2.7.1,0.8696674704551697;2.7.4,0.10925621539354324;2.7.7,0.00476019037887454;2.7.12,0.0045716892927885056;2.7.11,0.003355999942868948"
57025,"2.2.1,0.9776214361190796;4.1.2,0.015247507020831108;5.3.1,0.0036980891600251198;5.1.3,0.001385871204547584;5.1.2,0.00030885639716871083"
57045,"1.1.1,0.9945618510246277;1.17.1,0.0012753222836181521;1.4.1,0.0005944502772763371;1.2.1,0.0005456330254673958;1.12.1,0.00045460701221600175"
57053,"4.1.1,0.8791743516921997;2.2.1,0.07415477186441422;4.2.1,0.017970029264688492;4.1.2,0.0085022347047925;4.1.3,0.003290829947218299"
57057,"1.1.1,0.9982120990753174;1.2.1,0.0003974934224970639;1.17.1,0.00023992423666641116;1.12.1,0.00014445932174567133;1.16.1,0.0001121808381867595"
57061,"3.1.1,0.9955190420150757;3.6.1,0.0015410505002364516;2.7.2,0.0005367715493775904;3.1.2,0.0005340744974091649;1.2.1,0.0002315227029612288"
57065,"3.1.1,0.9973824620246887;4.2.1,0.0009186253882944584;4.1.1,0.00040224092663265765;5.5.1,0.00017256903811357915;4.1.2,0.00010031354031525552"
57069,"2.7.1,0.9926306009292603;2.7.4,0.0064778863452374935;2.7.8,0.00021459412528201938;2.7.7,0.0002092088689096272;2.7.12,0.00016082660295069218"
57073,"4.1.1,0.7834274768829346;2.2.1,0.12443164736032486;4.2.1,0.030689598992466927;4.1.2,0.016398074105381966;4.1.3,0.009687526151537895"
57077,"4.2.1,0.9754641056060791;2.7.1,0.004122529644519091;4.1.3,0.0033999939914792776;3.8.1,0.0026071802712976933;5.4.2,0.0013871637638658285"
57081,"1.8.4,0.5281304717063904;1.8.1,0.25786295533180237;4.4.1,0.04213915020227432;1.17.4,0.04196001961827278;1.8.7,0.025728125125169754"
57101,"5.1.3,0.8705112934112549;5.3.1,0.05952883139252663;2.6.1,0.018569445237517357;2.7.1,0.008605992421507835;1.1.1,0.007496007718145847"
57153,"1.14.11,0.9952439665794373;2.6.1,0.0012652019504457712;1.1.99,0.0009743047994561493;1.14.20,0.0007518795318901539;1.13.12,0.0004344433546066284"
57377,"1.14.14,0.9975161552429199;1.14.19,0.0019207290606573224;1.14.99,0.00014912965707480907;1.19.6,0.00012862597941420972;1.5.1,5.988610428175889e-05"
57385,"2.3.1,0.9971342086791992;2.3.3,0.0012483774917200208;3.1.2,0.000863999652210623;6.2.1,0.00037559110205620527;1.2.1,0.00011109013576060534"
57389,"1.14.14,0.9972875118255615;1.14.19,0.002304104855284095;1.5.1,0.00011948199244216084;1.19.6,8.508752944180742e-05;1.14.99,5.425602648756467e-05"
57397,"2.1.1,0.995693027973175;2.8.4,0.001495701028034091;2.3.1,0.0010101509978994727;2.5.1,0.0007840953185223043;1.3.98,0.00019561579392757267"
57401,"3.1.1,0.997961163520813;4.1.1,0.0005838393117301166;1.2.1,0.00040097880992107093;1.2.3,0.00020920725364703685;1.1.1,0.00014724201173521578"
57581,"5.1.99,0.30544960498809814;5.1.3,0.1830826699733734;2.6.1,0.10532967001199722;5.3.1,0.10165556520223618;2.7.4,0.04325554147362709"
57681,"1.14.14,0.9991000890731812;1.14.19,0.00027540139853954315;1.14.99,0.00019701768178492785;1.13.11,9.16964709176682e-05;1.3.8,5.579596836469136e-05"
57749,"1.2.1,0.6358183026313782;2.3.1,0.24232062697410583;1.1.1,0.09434129297733307;1.17.1,0.007320206146687269;4.1.1,0.005650615785270929"
57753,"1.2.1,0.6358183026313782;2.3.1,0.24232062697410583;1.1.1,0.09434129297733307;1.17.1,0.007320206146687269;4.1.1,0.005650615785270929"
57757,"2.3.1,0.5617749691009521;1.2.1,0.36724308133125305;1.1.1,0.04721925035119057;4.1.1,0.006367370951920748;1.17.1,0.004916380625218153"
57761,"2.3.1,0.5617749691009521;1.2.1,0.36724308133125305;1.1.1,0.04721925035119057;4.1.1,0.006367370951920748;1.17.1,0.004916380625218153"
57833,"1.2.1,0.9674832224845886;1.1.1,0.008072095923125744;1.17.1,0.005886413156986237;1.14.13,0.0034478879533708096;1.5.1,0.0024500631261616945"
57857,"1.14.11,0.8931993842124939;1.13.11,0.035853855311870575;1.14.20,0.02402108907699585;4.1.1,0.017272140830755234;1.13.12,0.009969981387257576"
57869,"1.14.11,0.9181810617446899;1.14.20,0.02193710207939148;4.1.1,0.017266010865569115;1.13.11,0.01690445840358734;1.13.12,0.011816720478236675"
57885,"3.6.1,0.987294614315033;2.7.4,0.002216555178165436;2.7.7,0.001978907035663724;2.7.9,0.0016420123865827918;2.7.1,0.0012871805811300874"
57929,"6.3.5,0.3948040306568146;3.6.1,0.17286944389343262;3.6.5,0.09706418961286545;3.6.4,0.0930323526263237;6.3.1,0.05388771370053291"
57937,"1.2.1,0.9673281908035278;1.1.1,0.01253700815141201;1.17.1,0.010466785170137882;1.14.13,0.0017112256027758121;1.6.3,0.0008398367208428681"
57949,"1.14.13,0.990394651889801;1.6.3,0.0032715797424316406;1.14.19,0.002343743108212948;1.14.12,0.0006039564614184201;1.17.1,0.0004997731884941459"
57953,"1.14.13,0.9205819368362427;1.6.3,0.03267759084701538;1.14.19,0.013757563196122646;1.17.1,0.0063177538104355335;1.14.12,0.004706607665866613"
57957,"1.8.1,0.6729997396469116;1.14.13,0.20067788660526276;1.6.3,0.05803537741303444;1.17.1,0.016332190483808517;1.18.1,0.0067784227430820465"
57961,"1.14.13,0.9351682662963867;1.6.3,0.024968279525637627;1.8.1,0.01520514115691185;1.14.19,0.006212995387613773;1.17.1,0.003540356643497944"
57965,"1.14.14,0.998499870300293;1.14.19,0.0012120144674554467;1.14.99,6.865998875582591e-05;1.19.6,5.722626156057231e-05;1.17.7,5.217760553932749e-05"
57969,"1.14.14,0.9996840953826904;1.14.19,4.689031993621029e-05;1.14.99,4.2936128011206165e-05;1.19.6,4.2034655052702874e-05;1.5.8,3.626663237810135e-05"
57973,"1.14.14,0.9998058676719666;1.19.6,3.165379530400969e-05;1.14.19,2.999880598508753e-05;1.5.8,2.2787849957239814e-05;1.14.99,2.0624287571990862e-05"
57977,"2.4.1,0.963945209980011;2.4.2,0.035887766629457474;2.7.8,4.446026650839485e-05;3.6.1,3.59516307071317e-05;2.7.4,2.878471241274383e-05"
57981,"2.4.1,0.963945209980011;2.4.2,0.035887766629457474;2.7.8,4.446026650839485e-05;3.6.1,3.59516307071317e-05;2.7.4,2.878471241274383e-05"
57985,"2.4.1,0.9120276570320129;2.4.2,0.06472399085760117;3.6.1,0.006807521916925907;2.7.7,0.004714501556009054;2.7.1,0.0036606723442673683"
57989,"2.4.1,0.9120276570320129;2.4.2,0.06472399085760117;3.6.1,0.006807521916925907;2.7.7,0.004714501556009054;2.7.1,0.0036606723442673683"
57993,"2.4.1,0.9811882376670837;2.4.2,0.015065624378621578;3.6.1,0.0010256257373839617;2.7.1,0.0007711325888521969;2.7.8,0.000639775360468775"
57997,"2.4.1,0.9915512800216675;2.4.2,0.008373717777431011;3.6.1,2.215198583144229e-05;2.7.8,1.5353483831859194e-05;2.7.4,1.2979902749066241e-05"
58001,"2.4.1,0.9591134786605835;2.4.2,0.036176685243844986;2.7.1,0.001112102996557951;2.7.8,0.0010198765667155385;2.7.4,0.0008095553494058549"
58005,"2.4.1,0.9591134786605835;2.4.2,0.036176685243844986;2.7.1,0.001112102996557951;2.7.8,0.0010198765667155385;2.7.4,0.0008095553494058549"
58009,"2.4.1,0.9452706575393677;2.4.2,0.04125029221177101;2.7.1,0.0036507397890090942;3.6.1,0.002822227543219924;2.7.7,0.0026603920850902796"
58009,"2.4.1,0.9452706575393677;2.4.2,0.04125029221177101;2.7.1,0.0036507397890090942;3.6.1,0.002822227543219924;2.7.7,0.0026603920850902796"
58025,"2.4.1,0.9915512800216675;2.4.2,0.008373717777431011;3.6.1,2.215198583144229e-05;2.7.8,1.5353483831859194e-05;2.7.4,1.2979902749066241e-05"
58029,"2.3.1,0.974816620349884;1.2.1,0.022718876600265503;3.1.2,0.0017319489270448685;1.3.1,0.0002969413762912154;6.2.1,0.00011659462325042114"
58045,"2.3.1,0.9987175464630127;3.1.2,0.0007372192922048271;6.2.1,0.0003484503540676087;2.4.1,8.012072794372216e-05;1.2.1,6.358862447086722e-05"
58049,"2.3.1,0.9955216646194458;6.2.1,0.002216737950220704;3.1.2,0.0013855992583557963;2.3.3,0.00026771074044518173;2.8.3,0.0001923788368003443"
58053,"2.3.1,0.9996299743652344;3.1.2,0.0001404726499458775;2.3.3,9.47244989220053e-05;6.2.1,5.10102508997079e-05;2.3.2,4.065654502483085e-05"
58069,"4.1.2,0.803250253200531;1.13.11,0.17843937873840332;1.1.3,0.009486501105129719;1.14.99,0.0013770085060968995;1.1.99,0.0011719437316060066"
58117,"2.4.2,0.8647322654724121;2.4.1,0.13485020399093628;5.1.3,0.00018702633678913116;2.7.8,0.0001716299302643165;3.2.1,3.507812652969733e-05"
58121,"2.7.7,0.9573841094970703;2.7.8,0.010768787935376167;4.6.1,0.007181952241808176;2.7.12,0.004483622498810291;2.7.4,0.003287245286628604"
58125,"1.14.14,0.9778227210044861;1.14.19,0.0200275257229805;1.5.1,0.0007154728518798947;1.14.99,0.0003381221031304449;1.19.6,0.00023901055101305246"
58145,"6.3.4,0.24280427396297455;2.7.7,0.19301579892635345;6.1.1,0.09991635382175446;3.6.1,0.08998245000839233;6.2.1,0.07820793986320496"
58149,"3.1.1,0.9999792575836182;3.5.1,4.107153927179752e-06;2.5.1,2.498483127055806e-06;1.2.98,1.6305904182445374e-06;4.1.1,1.4609396430387278e-06"
58161,"4.2.3,0.9897264838218689;2.5.1,0.009446575306355953;5.5.1,0.0005380225484259427;3.1.7,0.00012246865662746131;5.3.3,6.006567127769813e-05"
58165,"4.2.3,0.9966256618499756;5.5.1,0.0029266164638102055;4.2.1,0.000327278976328671;5.4.99,7.073012966429815e-05;3.1.7,2.6520534447627142e-05"
58169,"4.2.3,0.9997581839561462;5.5.1,0.00020549829059746116;5.3.3,2.1271203877404332e-05;2.5.1,8.804069693724159e-06;5.4.99,4.960636488249293e-06"
58173,"4.2.3,0.9528890252113342;2.5.1,0.04535352438688278;5.3.3,0.0006180478958413005;3.1.7,0.00041593416244722903;5.5.1,0.0002514543884899467"
58177,"2.5.1,0.9509325623512268;1.3.1,0.01245257817208767;1.1.1,0.008984331041574478;1.2.1,0.008019549772143364;2.7.7,0.006887536961585283"
58185,"2.5.1,0.9657950401306152;1.3.1,0.020101722329854965;1.2.1,0.002986589213833213;2.7.7,0.002655602991580963;1.1.1,0.0025816895067691803"
58189,"4.2.3,0.9871849417686462;3.1.7,0.008297691121697426;2.5.1,0.0041895098984241486;3.6.1,0.00013613241026178002;4.2.1,6.0323651268845424e-05"
58193,"4.2.3,0.8836632966995239;2.5.1,0.09339065104722977;3.1.7,0.015676148235797882;3.6.1,0.006423528306186199;2.7.6,0.0002952268114313483"
58201,"2.6.1,0.9891725778579712;4.1.1,0.005057347472757101;5.4.3,0.0044214907102286816;1.4.1,0.0006930240779183805;4.3.1,0.00018542773614171892"
58413,"1.2.7,0.33469757437705994;1.8.7,0.23151633143424988;2.8.1,0.14911268651485443;1.3.7,0.07883946597576141;4.4.1,0.04282625392079353"
58457,"3.2.1,0.9461681842803955;2.4.1,0.04198108986020088;2.3.1,0.007162231020629406;5.1.3,0.0027141072787344456;5.4.99,0.00045120666618458927"
58493,"3.6.1,0.30846738815307617;3.6.5,0.28236863017082214;3.6.4,0.22018170356750488;6.3.5,0.06133836880326271;5.6.2,0.05911293625831604"
58521,"1.14.14,0.9794803857803345;1.14.19,0.006301550660282373;1.13.11,0.00525188772007823;1.14.99,0.004191297106444836;1.5.1,0.003472014330327511"
58561,"1.5.1,0.4528859853744507;1.3.1,0.3332924246788025;1.4.1,0.043675802648067474;1.1.1,0.03621089085936546;1.14.13,0.017407380044460297"
58565,"1.3.1,0.34671565890312195;1.5.1,0.22138658165931702;1.1.1,0.1674390286207199;1.14.12,0.03316584601998329;1.14.13,0.0313463918864727"
58569,"2.3.1,0.9990943670272827;2.3.3,0.00041031205910257995;3.1.2,0.00022232180344872177;6.2.1,0.00012223438534419984;2.3.2,6.590460543520749e-05"
58573,"1.4.3,0.24146686494350433;1.3.3,0.14508336782455444;1.8.3,0.12702174484729767;1.1.3,0.07969716936349869;1.5.3,0.0792861059308052"
58577,"1.3.1,0.727120041847229;1.1.1,0.08172696828842163;1.5.1,0.037258394062519073;1.17.1,0.026028331369161606;1.12.1,0.01657439023256302"
58665,"1.1.5,0.9394277930259705;1.8.5,0.02409101277589798;1.3.5,0.01755714975297451;1.6.5,0.0064753382466733456;1.4.5,0.0019700040575116873"
58697,"1.14.13,0.9742576479911804;1.14.19,0.0036068421322852373;1.14.99,0.003131068078801036;1.5.1,0.0021662001963704824;1.6.5,0.002156810602173209"
58713,"1.14.13,0.9742576479911804;1.14.19,0.0036068421322852373;1.14.99,0.003131068078801036;1.5.1,0.0021662001963704824;1.6.5,0.002156810602173209"
58813,"3.6.1,0.6803994178771973;5.1.1,0.15655440092086792;2.7.7,0.07582203298807144;2.7.4,0.03195499628782272;6.3.2,0.014842288568615913"
58817,"6.3.2,0.9965205192565918;6.3.1,0.0011360206408426166;3.5.2,0.00072581967106089;6.3.4,0.00028594155446626246;3.4.17,0.0002416618081042543"
58821,"4.1.1,0.9267894625663757;3.7.1,0.006553457584232092;2.7.1,0.0029845444951206446;1.2.2,0.002956966869533062;2.3.1,0.0025869470555335283"
58825,"1.14.15,0.7361776232719421;1.14.19,0.22319403290748596;1.21.3,0.007573800161480904;1.17.7,0.007525632157921791;1.8.7,0.0027071614749729633"
58833,"1.14.19,0.6775334477424622;1.16.3,0.0732666552066803;1.2.3,0.061509594321250916;1.14.18,0.042805690318346024;1.13.11,0.019356615841388702"
58869,"1.14.19,0.6114716529846191;1.2.3,0.11600306630134583;1.16.3,0.06028830260038376;1.14.18,0.04403473064303398;1.13.11,0.03392503038048744"
58885,"1.14.99,0.9378324151039124;1.97.1,0.018592365086078644;1.14.13,0.00926749873906374;1.13.11,0.007372638210654259;1.14.12,0.006046718917787075"
58889,"1.14.99,0.9029035568237305;1.14.13,0.030428651720285416;1.14.19,0.016146361827850342;1.97.1,0.013574328273534775;3.5.99,0.013181682676076889"
58893,"2.8.2,0.9973928928375244;3.6.2,0.0014522162964567542;1.8.99,0.00043783095316030085;3.1.6,0.00023657114070374519;2.7.1,0.00012462097220122814"
58897,"6.2.1,0.9905270338058472;3.1.2,0.004555744118988514;1.2.1,0.002529711462557316;2.8.3,0.0010994912590831518;2.3.1,0.0006762802950106561"
58901,"3.5.1,0.9843542575836182;3.5.2,0.00365298124961555;3.5.4,0.0029553924687206745;3.5.3,0.0015441939467564225;3.5.5,0.0013479158515110612"
58905,"1.2.1,0.83756023645401;2.3.1,0.09417526423931122;1.3.1,0.023721616715192795;1.8.1,0.015073136426508427;1.17.1,0.014215524308383465"
58909,"1.2.1,0.83756023645401;2.3.1,0.09417526423931122;1.3.1,0.023721616715192795;1.8.1,0.015073136426508427;1.17.1,0.014215524308383465"
58913,"3.6.1,0.30846738815307617;3.6.5,0.28236863017082214;3.6.4,0.22018170356750488;6.3.5,0.06133836880326271;5.6.2,0.05911293625831604"
58921,"4.2.1,0.996874213218689;3.2.1,0.0011991180945187807;3.1.3,0.0001892871514428407;4.1.2,0.00016287907783407718;5.5.1,0.00016229931497946382"
58925,"4.2.1,0.920795202255249;4.1.2,0.006823960691690445;3.2.1,0.0066060228273272514;5.1.99,0.006485520396381617;3.3.2,0.0046482631005346775"
58929,"4.2.1,0.9949756860733032;3.2.1,0.002261682413518429;3.1.3,0.00037104799412190914;3.1.1,0.00024505649344064295;4.1.2,0.00016188397421501577"
58933,"2.3.1,0.9496856927871704;1.3.1,0.024355601519346237;1.2.1,0.020751213654875755;3.1.2,0.0021580110769718885;6.2.1,0.0019976648036390543"
58945,"2.3.1,0.9310421943664551;1.3.1,0.04333095997571945;1.2.1,0.019775571301579475;6.2.1,0.0023321902845054865;3.1.2,0.0018766671419143677"
58953,"2.4.1,0.9764911532402039;2.4.2,0.023275049403309822;3.6.1,6.105028296587989e-05;2.7.8,5.716162559110671e-05;2.7.1,4.550586163531989e-05"
59013,"2.1.1,0.9861698150634766;5.5.1,0.006686498876661062;2.5.1,0.003046149853616953;5.3.3,0.0014761049533262849;2.3.1,0.0007970153819769621"
59017,"1.1.1,0.9914963245391846;1.17.1,0.004728137049823999;1.4.1,0.0011919612297788262;1.2.1,0.00045035226503387094;1.3.1,0.00044833263382315636"
59045,"2.4.1,0.963945209980011;2.4.2,0.035887766629457474;2.7.8,4.446026650839485e-05;3.6.1,3.59516307071317e-05;2.7.4,2.878471241274383e-05"
59049,"4.1.1,0.9896796941757202;5.1.1,0.004478237126022577;1.13.12,0.0008906075963750482;2.2.1,0.0005208450020290911;1.13.99,0.0005032019107602537"
59053,"4.1.1,0.9896796941757202;5.1.1,0.004478237126022577;1.13.12,0.0008906075963750482;2.2.1,0.0005208450020290911;1.13.99,0.0005032019107602537"
59057,"1.8.1,0.5962165594100952;1.1.1,0.08135592937469482;1.17.1,0.06030311435461044;1.12.1,0.045304372906684875;1.2.1,0.04216153919696808"
59065,"2.1.1,0.9992924928665161;2.8.4,0.00035950946039520204;2.3.1,0.0001844716171035543;1.17.98,3.678551365737803e-05;2.5.1,3.272598405601457e-05"
59069,"2.1.1,0.9992924928665161;2.8.4,0.00035950946039520204;2.3.1,0.0001844716171035543;1.17.98,3.678551365737803e-05;2.5.1,3.272598405601457e-05"
59073,"1.17.98,0.3401190936565399;2.1.1,0.3207181990146637;2.8.4,0.24209633469581604;4.7.1,0.024820728227496147;2.8.1,0.015105083584785461"
59077,"2.4.1,0.9988927245140076;2.4.2,0.0010063262889161706;3.6.1,4.2585976189002395e-05;2.7.4,2.0341089111752808e-05;2.7.8,1.0465404557180591e-05"
59089,"2.5.1,0.8998996615409851;2.1.1,0.09630140662193298;4.4.1,0.0010514246532693505;2.8.4,0.0006663983804173768;1.5.1,0.0003726826107595116"
59097,"2.4.1,0.914517343044281;2.4.2,0.08211290836334229;2.7.8,0.0013681391719728708;2.7.1,0.0010076613398268819;2.7.7,0.00041294354014098644"
59101,"2.4.1,0.90261310338974;2.4.2,0.0950237363576889;2.7.8,0.0007278725388459861;2.7.1,0.0005922546843066812;2.7.7,0.0004152358160354197"
59113,"2.7.1,0.9909294247627258;2.7.8,0.006604349706321955;2.7.4,0.0016835639253258705;2.7.11,0.0002580618020147085;2.7.12,0.00025482746423222125"
59121,"4.1.1,0.9872819781303406;2.3.1,0.003996965009719133;6.3.2,0.002581461565569043;4.3.1,0.0010797549039125443;4.1.2,0.0009918148862197995"
59125,"6.3.2,0.9309395551681519;6.3.1,0.04685445874929428;6.1.1,0.009679140523076057;6.3.4,0.0024255034513771534;2.7.7,0.002242093672975898"
59129,"6.3.2,0.44218114018440247;6.1.1,0.1980532705783844;2.7.7,0.1549645960330963;2.7.4,0.08475510030984879;6.3.1,0.03385128453373909"
59133,"2.7.7,0.31941720843315125;6.3.4,0.18393929302692413;6.3.1,0.08154169470071793;3.6.1,0.06653668731451035;2.5.1,0.0589611679315567"
59137,"6.3.2,0.6035982370376587;6.3.1,0.3002665042877197;6.3.4,0.058217696845531464;2.7.7,0.012979413382709026;2.3.2,0.006736036855727434"
59141,"5.1.1,0.9646164178848267;6.3.2,0.017376262694597244;6.1.1,0.005180323962122202;2.7.7,0.001998087391257286;3.6.1,0.0017753764986991882"
59149,"6.2.1,0.9983672499656677;1.2.1,0.0006401885184459388;3.1.2,0.000598257000092417;2.8.3,0.00013397610746324062;2.7.4,0.00010940360516542569"
59153,"6.2.1,0.9983672499656677;1.2.1,0.0006401885184459388;3.1.2,0.000598257000092417;2.8.3,0.00013397610746324062;2.7.4,0.00010940360516542569"
59157,"6.2.1,0.9989782571792603;2.7.4,0.0003876729460898787;1.2.1,0.0002788598940242082;3.1.2,0.00011446188727859408;2.7.7,7.468405965482816e-05"
59161,"6.2.1,0.9989782571792603;2.7.4,0.0003876729460898787;1.2.1,0.0002788598940242082;3.1.2,0.00011446188727859408;2.7.7,7.468405965482816e-05"
59165,"6.2.1,0.9989782571792603;2.7.4,0.0003876729460898787;1.2.1,0.0002788598940242082;3.1.2,0.00011446188727859408;2.7.7,7.468405965482816e-05"
59169,"6.2.1,0.9989782571792603;2.7.4,0.0003876729460898787;1.2.1,0.0002788598940242082;3.1.2,0.00011446188727859408;2.7.7,7.468405965482816e-05"
59177,"2.7.1,0.8878342509269714;2.7.8,0.10315625369548798;2.7.9,0.002091964241117239;3.6.1,0.0017537958920001984;3.1.4,0.0012659752974286675"
59181,"3.1.4,0.8125707507133484;3.1.7,0.13491693139076233;3.6.1,0.010066812857985497;4.6.1,0.010000515729188919;2.4.99,0.005808202549815178"
59185,"3.1.1,0.31383469700813293;1.13.12,0.10747203230857849;3.2.1,0.0776403546333313;4.2.1,0.07149603217840195;3.1.2,0.05921347811818123"
59189,"5.1.1,0.9392372965812683;2.6.1,0.025527000427246094;5.1.99,0.02019793912768364;5.4.3,0.006266734097152948;5.4.99,0.0012439904967322946"
59217,"4.1.1,0.9838663935661316;1.2.3,0.007199111860245466;1.17.98,0.0019692026544362307;1.2.2,0.0014175884425640106;1.2.7,0.0007043059449642897"
59221,"3.7.1,0.9875196218490601;4.2.1,0.0024973240215331316;1.14.19,0.0021309347357600927;5.3.3,0.0009674605680629611;3.6.1,0.0009181824279949069"
59225,"4.2.3,0.998365581035614;5.5.1,0.001591418171301484;5.3.3,2.212119579780847e-05;5.4.99,1.8060425645671785e-05;2.5.1,2.19798062062182e-06"
59229,"5.1.3,0.9750770330429077;3.2.1,0.020312853157520294;2.4.1,0.002713126828894019;5.3.1,0.0003883442550431937;2.3.1,0.0003497231809888035"
59233,"4.2.3,0.9979104399681091;4.2.1,0.001185335568152368;5.5.1,0.0008381929364986718;3.1.7,2.8891345209558494e-05;5.4.99,2.7025245799450204e-05"
59237,"4.2.3,0.9997912049293518;2.5.1,0.00016889175458345562;5.3.3,1.2869571037299465e-05;5.4.99,8.623362191428896e-06;3.1.7,7.261245627887547e-06"
