Reaction ID,Theia
R10609,"2.4.2,0.9998902082443237;2.4.1,7.898949115769938e-05;2.3.1,2.4017348550842144e-05;5.1.3,5.172430519451154e-06;2.4.-,6.198442292770778e-07"
R10141,"2.6.1,0.951906144618988;1.1.1,0.045278146862983704;1.4.1,0.0006602819194085896;2.3.1,0.00031988794216886163;4.1.3,0.00031760052661411464"
R04747,"2.3.1,0.9989180564880371;3.1.2,0.0009578812750987709;2.8.3,4.0137801988748834e-05;3.1.1,2.483185744495131e-05;2.3.3,1.971525307453703e-05"
R05843,"1.13.11,0.9984488487243652;1.14.12,0.0009100108873099089;1.3.1,0.0005953211802989244;1.3.3,1.4491069123323541e-05;1.14.14,1.1880703823408112e-05"
R10933,"3.5.1,0.9383006691932678;3.4.17,0.04694152623414993;3.4.11,0.007965365424752235;3.4.13,0.0028502296190708876;3.4.16,0.0013246489688754082"
R00660,"2.5.1,0.9992566704750061;4.2.99,0.00019270175835117698;3.1.3,0.0001892046711873263;1.3.1,0.00014625735639128834;4.2.3,4.5003955165157095e-05"
R04783,"3.2.1,0.999993085861206;2.3.1,4.349981281848159e-06;5.4.1,9.490197498962516e-07;2.4.1,5.010792847315315e-07;3.7.1,4.953516281602788e-07"
R03348,"2.4.2,0.6713892817497253;4.1.1,0.18652112782001495;1.1.1,0.0906432569026947;1.13.11,0.02292759343981743;2.3.1,0.011071570217609406"
R10865,"2.4.2,0.9628352522850037;2.3.1,0.027535108849406242;2.7.7,0.006691190414130688;5.1.3,0.001195788849145174;2.4.1,0.0005842639948241413"
R11087,"2.5.1,0.9679222106933594;5.3.3,0.013958031311631203;1.14.14,0.008620169945061207;2.7.1,0.004510499071329832;5.3.99,0.0007615863578394055"
R12405,"1.1.1,0.9996808767318726;1.14.-,0.00018735561752691865;1.3.1,6.956290599191561e-05;1.14.13,2.6929967134492472e-05;1.-.-,9.268210305890534e-06"
R03573,"2.4.1,0.9999957084655762;2.7.7,1.6287243624901748e-06;2.1.1,1.1690318615364959e-06;2.4.2,4.0891080743676866e-07;2.7.8,3.7506913486140547e-07"
R08341,"1.14.13,0.5202404856681824;1.14.14,0.4745556712150574;1.14.-,0.001190762734040618;1.14.99,0.0008151203510351479;1.14.12,0.0006761697586625814"
R01904,"1.1.1,0.9999996423721313;1.-.-,1.2972222407370282e-07;1.2.1,9.631296649104115e-08;1.1.99,7.107526300842437e-08;2.7.1,6.856970458102296e-08"
R06392,"3.1.1,0.9999701976776123;1.14.13,1.940346737683285e-05;3.5.1,4.165266545896884e-06;1.14.18,1.4881517245157738e-06;3.3.2,1.4669842585135484e-06"
