Reaction ID,Theia
R06382,"1.1.1,0.9999997615814209;1.14.13,1.5014869347851345e-07;1.-.-,1.2844908781062259e-07;1.3.1,3.160172568072994e-08;1.1.5,2.477521121591053e-08"
R09985,"1.1.1,0.9999886751174927;1.-.-,4.46620515504037e-06;1.14.13,2.4919888801377965e-06;1.3.1,1.2813842431569356e-06;1.2.1,8.539669806850725e-07"
R09373,"2.6.1,0.9983854293823242;2.3.2,0.00037387447082437575;5.1.3,0.00029900288791395724;2.5.1,0.00012457877164706588;3.1.3,0.00010504449892323464"
R04058,"2.3.2,0.9052203297615051;3.5.1,0.02754552848637104;4.3.1,0.024948328733444214;3.4.19,0.014826693572103977;2.7.8,0.014811579138040543"
R03879,"1.1.1,0.9999357461929321;1.6.5,1.4450073649641126e-05;1.1.5,1.329243150394177e-05;1.-.-,1.0729128916864283e-05;1.17.1,5.961895112704951e-06"
R01317,"1.14.13,0.8720500469207764;2.3.1,0.09800519794225693;1.1.1,0.018601763993501663;1.14.99,0.0045425924472510815;1.14.14,0.004044382367283106"
R08092,"1.3.99,0.7536441683769226;1.3.8,0.19221948087215424;1.3.3,0.030939538031816483;1.3.1,0.015903452411293983;5.3.3,0.00339002744294703"
R06916,"1.14.13,0.9995326995849609;1.14.14,0.00015270149742718786;1.1.1,7.350801752181724e-05;1.14.15,6.738768570357934e-05;1.-.-,5.8753044868353754e-05"
R06544,"2.3.1,0.9999526739120483;3.1.1,2.4180604668799788e-05;3.1.2,2.226753167633433e-05;1.2.1,4.1501877490190964e-07;1.3.1,1.6518133350018616e-07"
R07666,"1.2.1,0.9968921542167664;1.1.1,0.0015995773719623685;1.2.3,0.001412539160810411;1.17.1,2.5112474759225734e-05;1.5.1,1.5089306543814018e-05"
R00629,"2.8.2,0.9999358654022217;2.5.1,2.801511436700821e-05;2.7.7,1.873014662123751e-05;2.3.1,6.797150490456261e-06;3.1.1,6.3169377426675055e-06"
R03274,"2.7.1,0.812363862991333;3.1.3,0.11025133728981018;2.7.11,0.04995720461010933;3.1.4,0.011682514101266861;3.6.1,0.00495277950540185"
R01491,"1.1.3,0.9952406883239746;1.1.99,0.0031089794356375933;1.11.1,0.00074052280979231;1.8.3,0.0003508439112920314;1.11.2,0.00019077217439189553"
R12938,"5.4.99,0.6641098856925964;5.4.4,0.11962045729160309;5.2.1,0.05806437507271767;5.5.1,0.030307702720165253;5.3.3,0.029002895578742027"
R10326,"1.3.1,0.9979966282844543;2.3.1,0.0014151496579870582;1.3.-,0.0002561536093708128;1.1.1,0.00016965552640613168;1.3.7,7.054772868286818e-05"
R05466,"1.14.11,0.9932478666305542;4.1.1,0.002154205460101366;1.14.20,0.0020481469109654427;2.6.1,0.0020300927571952343;1.4.11,0.0003452410164754838"
R03077,"2.7.4,0.8986024260520935;2.4.2,0.04704217240214348;2.3.1,0.0294959619641304;2.1.1,0.014630545862019062;2.7.1,0.0044999392703175545"
