Reaction ID,Theia
R02997,"3.1.1,0.9998903274536133;2.3.1,3.761938205570914e-05;3.1.2,3.502307663438842e-05;3.2.1,2.9257183996378444e-05;3.1.-,2.455043613736052e-06"
R05625,"3.6.1,0.9847708344459534;2.7.9,0.00929159577935934;3.-.-,0.002889783587306738;3.1.4,0.0018049689242616296;3.1.3,0.0011725124204531312"
R02709,"2.4.1,0.9947308301925659;3.2.1,0.004061083775013685;2.7.7,0.0006622352520935237;5.1.3,0.000327433692291379;2.4.2,9.74425274762325e-05"
R02516,"1.14.13,0.9888022541999817;1.13.11,0.0031268512830138206;1.14.12,0.0027786691207438707;1.14.14,0.0026128238532692194;1.14.15,0.0010977714555338025"
R08280,"2.5.1,0.478019654750824;4.4.1,0.47626593708992004;1.2.1,0.03623770549893379;4.2.1,0.0045732250437140465;1.1.1,0.003237070282921195"
R10702,"1.14.13,0.9969712495803833;1.14.15,0.0015932639362290502;1.14.14,0.0008816777262836695;1.1.1,0.00015601373161189258;1.14.99,0.00011094367073383182"
R04145,"2.1.1,1.0;1.4.3,6.256311024799288e-09;2.3.1,4.623702754003034e-09;1.3.98,2.51921550287193e-09;2.5.1,2.1249881854146224e-09"
R05396,"1.3.1,0.9998860359191895;1.1.1,3.8547856092918664e-05;1.14.99,3.69440604117699e-05;1.14.12,6.7939990913146175e-06;1.2.1,6.256896085687913e-06"
R10857,"1.1.3,0.999977707862854;1.8.3,1.7457898138673045e-05;1.1.99,3.872363322443562e-06;1.14.18,3.3985486425081035e-07;1.21.3,2.51691176345048e-07"
R04921,"2.7.8,0.9999977350234985;3.1.3,1.967205889741308e-06;2.7.99,1.0197289412872124e-07;2.7.1,6.535046281896939e-08;3.1.4,4.8212335457265e-08"
R03840,"2.7.1,0.995013415813446;2.7.2,0.001732019823975861;3.1.3,0.0011101964628323913;3.6.1,0.0005427378346212208;2.1.1,0.00046657733037136495"
R06909,"1.14.12,0.9988917708396912;1.3.1,0.0006221254589036107;1.13.11,0.0004282024747226387;1.14.13,3.217947232769802e-05;1.14.21,1.010757296171505e-05"
R01371,"1.1.1,0.9410210847854614;2.3.1,0.0578836090862751;1.3.1,0.00039661049959249794;1.14.13,0.00026949611492455006;4.2.1,0.00016185556887649"
R00775,"3.5.3,0.9982239603996277;3.5.1,0.000441721233073622;6.3.4,0.00021684351668227464;3.2.1,0.00015372959023807198;3.4.11,0.000131539796711877"
R10448,"2.1.1,1.0;2.3.1,1.7349725036633e-14;6.-.-,5.139631811305564e-16;2.5.1,3.8984236117170024e-16;6.3.2,2.483089260974598e-16"
R10133,"3.5.99,0.9998854398727417;1.7.1,6.466472405008972e-05;3.5.4,2.7420670448918827e-05;1.7.2,6.590249540749937e-06;3.13.1,5.063536718807882e-06"
