reaction_id,BEC-Pred_Prediction,SIMMER_SIMMER pred,CLAIRE_predictions,SelenzymeRF_All ECs,Scaffold_ground_truth_REACTION_ID,Scaffold_ground_truth_true_EC,merged_output_BEC-Pred_Prediction,merged_output_SIMMER_SIMMER pred,merged_output_CLAIRE_predictions,merged_output_SelenzymeRF_All ECs,merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_CLAIRE_predictions,merged_output_merged_output_merged_output_merged_output_SelenzymeRF_All ECs,merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_BEC-Pred_Prediction,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_SIMMER_SIMMER pred,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_REACTION_ID,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_Scaffold_ground_truth_true_EC,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_merged_output_ec,merged_output_merged_output_merged_output_theia_Prediction,merged_output_merged_output_merged_output_ec,merged_output_merged_output_theia_Prediction,merged_output_merged_output_ec,merged_output_theia_Prediction,merged_output_ec,theia_Prediction,ec
10509,4.1.3,,4.2.1;2.6.1;2.8.3;5.4.99,2.2.1.1;2.2.1.2,,,4.1.3,,4.2.1;2.6.1;2.8.3;5.4.99,2.2.1.1;2.2.1.2,,,3.5.1,,4.2.1;2.6.1;2.8.3;5.4.99,2.2.1.1;2.2.1.2,,,3.5.1,,4.1.3;4.2.1;2.6.1;4.3.1,2.2.1.1;2.2.1.2,,,3.5.1,,4.1.3;4.2.1;2.6.1;4.3.1,2.2.1.1;2.2.1.2,,,2.3.1,,,,2.3.1,,,,2.3.1,,,,2.2.1.1,2.2.1.1,2.2.1.1,"5.4.99,0.17548337578773499;2.3.1,0.11276575177907944;2.7.8,0.07385125011205673;2.7.4,0.05988825112581253;5.3.1,0.04976491630077362",2.2.1.1,5.4.99;2.3.1;2.7.8;2.7.4;5.3.1,2.2.1.1,5.4.99;2.3.1;2.7.8;2.7.4;5.3.1,2.2.1.1,5.4.99;2.3.1;2.7.8;2.7.4;5.3.1,2.2.1.1,5.4.99;2.3.1;2.7.8;2.7.4;5.3.1,2.2.1.1
10553,1.1.3,5.3.1,1.1.3;1.13.12;1.13.11;1.2.3,1.1.3.10;1.1.3.4|1.1.3.5;1.1.3.10|1.1.3.9;1.1.3.41;1.1.99.18;1.17.3.2;1.4.3.13;1.1.3.30;1.1.3.18;1.1.3.15;1.6.3.1;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7,,,1.1.3,5.3.1,1.1.3;1.13.12;1.13.11;1.2.3,1.1.3.10;1.1.3.4|1.1.3.5;1.1.3.10|1.1.3.9;1.1.3.41;1.1.99.18;1.17.3.2;1.4.3.13;1.1.3.30;1.1.3.18;1.1.3.15;1.6.3.1;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7,,,1.1.3,5.3.1,1.1.3;1.13.12;1.13.11;1.2.3,1.1.3.10;1.1.3.4|1.1.3.5;1.1.3.10|1.1.3.9;1.1.3.41;1.1.99.18;1.17.3.2;1.4.3.13;1.1.3.30;1.1.3.18;1.1.3.15;1.6.3.1;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7,,,1.1.3,5.3.1,1.2.1;2.3.2;2.3.1;2.8.3,1.1.3.10;1.1.3.4|1.1.3.5;1.1.3.10|1.1.3.9;1.1.3.41;1.1.99.18;1.17.3.2;1.4.3.13;1.1.3.30;1.1.3.18;1.1.3.15;1.6.3.1;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7,,,1.1.3,5.3.1,1.2.1;2.3.2;2.3.1;2.8.3,1.1.3.10;1.1.3.4|1.1.3.5;1.1.3.10|1.1.3.9;1.1.3.41;1.1.99.18;1.17.3.2;1.4.3.13;1.1.3.30;1.1.3.18;1.1.3.15;1.6.3.1;1.4.3.1|1.4.3.2|1.4.3.3|1.4.3.7,,,1.1.3,5.3.1,,,1.1.3,5.3.1,,,1.1.3,,,,1.1.3.10,1.1.3.10,1.1.3.10,"1.1.3,0.9862180352210999;1.5.3,0.004198535345494747;1.4.3,0.002439378295093775;1.13.11,0.0010903504444286227;1.2.3,0.0010512237204238772",1.1.3.10,1.1.3;1.5.3;1.4.3;1.13.11;1.2.3,1.1.3.10,1.1.3;1.5.3;1.4.3;1.13.11;1.2.3,1.1.3.10,1.1.3;1.5.3;1.4.3;1.13.11;1.2.3,1.1.3.10,1.1.3;1.5.3;1.4.3;1.13.11;1.2.3,1.1.3.10
10605,3.1.1,5.4.1;3.1.1,2.3.2;3.1.4;3.1.1;3.6.1,3.1.4.3;2.7.7.15|2.7.7.57;2.7.8.27;3.1.4.12;3.1.4.38;3.1.4.4,,,3.1.1,5.4.1;3.1.1,2.3.2;3.1.4;3.1.1;3.6.1,3.1.4.3;2.7.7.15|2.7.7.57;2.7.8.27;3.1.4.12;3.1.4.38;3.1.4.4,,,3.1.1,5.4.1;3.1.1,2.3.2;3.1.4;3.1.1;3.6.1,3.1.4.3;2.7.7.15|2.7.7.57;2.7.8.27;3.1.4.12;3.1.4.38;3.1.4.4,,,3.1.1,5.4.1;3.1.1,2.4.1;3.1.2;3.1.1;2.3.2,3.1.4.3;2.7.7.15|2.7.7.57;2.7.8.27;3.1.4.12;3.1.4.38;3.1.4.4,,,3.1.1,5.4.1;3.1.1,2.4.1;3.1.2;3.1.1;2.3.2,3.1.4.3;2.7.7.15|2.7.7.57;2.7.8.27;3.1.4.12;3.1.4.38;3.1.4.4,,,3.6.1,5.4.1;3.1.1,,,3.6.1,5.4.1;3.1.1,,,3.6.1,,,,3.1.4.3,3.1.4.3,3.1.4.3,"3.1.4,0.873864471912384;2.7.8,0.10282180458307266;3.6.1,0.010511835105717182;2.7.1,0.002947939792647958;3.1.7,0.002622778294607997",3.1.4.3,3.1.4;2.7.8;3.6.1;2.7.1;3.1.7,3.1.4.3,3.1.4;2.7.8;3.6.1;2.7.1;3.1.7,3.1.4.3,3.1.4;2.7.8;3.6.1;2.7.1;3.1.7,3.1.4.3,3.1.4;2.7.8;3.6.1;2.7.1;3.1.7,3.1.4.3
10613,2.4.2,2.4.1,2.3.1;2.4.1;2.8.3;2.7.8,2.4.1.-|2.4.1.293;2.4.1.-|2.4.1.292;2.4.1.309;2.4.1.58;2.4.1.44|2.4.1.73;2.4.1.56;2.4.1.264;2.4.1.17;2.4.1.287;2.4.1.-|2.4.1.291;2.4.1.271;2.4.1.288;2.4.1.227,,,2.4.2,2.4.1,2.3.1;2.4.1;2.8.3;2.7.8,2.4.1.-|2.4.1.293;2.4.1.-|2.4.1.292;2.4.1.309;2.4.1.58;2.4.1.44|2.4.1.73;2.4.1.56;2.4.1.264;2.4.1.17;2.4.1.287;2.4.1.-|2.4.1.291;2.4.1.271;2.4.1.288;2.4.1.227,,,2.4.1,2.4.1,2.3.1;2.4.1;2.8.3;2.7.8,2.4.1.-|2.4.1.293;2.4.1.-|2.4.1.292;2.4.1.309;2.4.1.58;2.4.1.44|2.4.1.73;2.4.1.56;2.4.1.264;2.4.1.17;2.4.1.287;2.4.1.-|2.4.1.291;2.4.1.271;2.4.1.288;2.4.1.227,,,2.4.1,2.4.1,2.9.1;2.1.3;1.21.4;2.10.1,2.4.1.-|2.4.1.293;2.4.1.-|2.4.1.292;2.4.1.309;2.4.1.58;2.4.1.44|2.4.1.73;2.4.1.56;2.4.1.264;2.4.1.17;2.4.1.287;2.4.1.-|2.4.1.291;2.4.1.271;2.4.1.288;2.4.1.227,,,2.4.1,2.4.1,2.9.1;2.1.3;1.21.4;2.10.1,2.4.1.-|2.4.1.293;2.4.1.-|2.4.1.292;2.4.1.309;2.4.1.58;2.4.1.44|2.4.1.73;2.4.1.56;2.4.1.264;2.4.1.17;2.4.1.287;2.4.1.-|2.4.1.291;2.4.1.271;2.4.1.288;2.4.1.227,,,2.4.1,2.4.1,,,2.4.1,2.4.1,,,2.4.1,,,,2.4.2.38,2.4.2.38,2.4.2.38,"2.4.1,0.8432474732398987;2.4.2,0.15525269508361816;2.7.8,0.00045910992776043713;3.2.1,0.00034433475229889154;2.7.7,0.00016943109221756458",2.4.2.38,2.4.1;2.4.2;2.7.8;3.2.1;2.7.7,2.4.2.38,2.4.1;2.4.2;2.7.8;3.2.1;2.7.7,2.4.2.38,2.4.1;2.4.2;2.7.8;3.2.1;2.7.7,2.4.2.38,2.4.1;2.4.2;2.7.8;3.2.1;2.7.7,2.4.2.38
10733,4.1.1,6.3.2,6.3.3;6.3.4;4.1.99;6.3.1,1.13.12.7;6.3.1.14;1.13.12.24;2.7.9.2;6.3.4.22;6.2.1.50;6.3.1.13;6.1.1.20,,,4.1.1,6.3.2,6.3.3;6.3.4;4.1.99;6.3.1,1.13.12.7;6.3.1.14;1.13.12.24;2.7.9.2;6.3.4.22;6.2.1.50;6.3.1.13;6.1.1.20,,,6.3.2,6.3.2,6.3.3;6.3.4;4.1.99;6.3.1,1.13.12.7;6.3.1.14;1.13.12.24;2.7.9.2;6.3.4.22;6.2.1.50;6.3.1.13;6.1.1.20,,,6.3.2,6.3.2,2.4.99;2.4.2;2.7.4;4.2.3,1.13.12.7;6.3.1.14;1.13.12.24;2.7.9.2;6.3.4.22;6.2.1.50;6.3.1.13;6.1.1.20,,,6.3.2,6.3.2,2.4.99;2.4.2;2.7.4;4.2.3,1.13.12.7;6.3.1.14;1.13.12.24;2.7.9.2;6.3.4.22;6.2.1.50;6.3.1.13;6.1.1.20,,,6.3.2,6.3.2,,,6.3.2,6.3.2,,,6.3.2,,,,1.13.12.7,1.13.12.7,1.13.12.7,"2.7.7,0.22204765677452087;2.7.4,0.17129459977149963;6.3.1,0.09559294581413269;3.6.1,0.08576847612857819;6.1.1,0.07153113931417465",1.13.12.7,2.7.7;2.7.4;6.3.1;3.6.1;6.1.1,1.13.12.7,2.7.7;2.7.4;6.3.1;3.6.1;6.1.1,1.13.12.7,2.7.7;2.7.4;6.3.1;3.6.1;6.1.1,1.13.12.7,2.7.7;2.7.4;6.3.1;3.6.1;6.1.1,1.13.12.7
10765,1.14.20,1.14.11,1.14.20;1.13.12;1.10.3;1.14.11,1.14.11.-|1.14.11.19|1.14.20.4;1.13|1.13.12.19;1.14.11.67;1.14.11.17;1.14.11.23|1.14.20.6;1.14.11.54;1.14.11.53;1.14.11.51;1.14.11.33;1.14.11.22;1.14.11.27|1.14.11.65|1.14.11.67,,,1.14.20,1.14.11,1.14.20;1.13.12;1.10.3;1.14.11,1.14.11.-|1.14.11.19|1.14.20.4;1.13|1.13.12.19;1.14.11.67;1.14.11.17;1.14.11.23|1.14.20.6;1.14.11.54;1.14.11.53;1.14.11.51;1.14.11.33;1.14.11.22;1.14.11.27|1.14.11.65|1.14.11.67,,,1.14.11,1.14.11,1.14.20;1.13.12;1.10.3;1.14.11,1.14.11.-|1.14.11.19|1.14.20.4;1.13|1.13.12.19;1.14.11.67;1.14.11.17;1.14.11.23|1.14.20.6;1.14.11.54;1.14.11.53;1.14.11.51;1.14.11.33;1.14.11.22;1.14.11.27|1.14.11.65|1.14.11.67,,,1.14.11,1.14.11,2.1.2;4.3.2;3.5.1;2.1.3,1.14.11.-|1.14.11.19|1.14.20.4;1.13|1.13.12.19;1.14.11.67;1.14.11.17;1.14.11.23|1.14.20.6;1.14.11.54;1.14.11.53;1.14.11.51;1.14.11.33;1.14.11.22;1.14.11.27|1.14.11.65|1.14.11.67,,,1.14.11,1.14.11,2.1.2;4.3.2;3.5.1;2.1.3,1.14.11.-|1.14.11.19|1.14.20.4;1.13|1.13.12.19;1.14.11.67;1.14.11.17;1.14.11.23|1.14.20.6;1.14.11.54;1.14.11.53;1.14.11.51;1.14.11.33;1.14.11.22;1.14.11.27|1.14.11.65|1.14.11.67,,,1.14.11,1.14.11,,,1.14.11,1.14.11,,,1.14.11,,,,1.14.20.4,1.14.20.4,1.14.20.4,"1.14.20,0.41121378540992737;1.14.11,0.3716023862361908;1.13.12,0.09902136772871017;4.2.1,0.07172758877277374;1.14.18,0.009786996990442276",1.14.20.4,1.14.20;1.14.11;1.13.12;4.2.1;1.14.18,1.14.20.4,1.14.20;1.14.11;1.13.12;4.2.1;1.14.18,1.14.20.4,1.14.20;1.14.11;1.13.12;4.2.1;1.14.18,1.14.20.4,1.14.20;1.14.11;1.13.12;4.2.1;1.14.18,1.14.20.4
10769,1.14.11,1.14.11,1.13.12;1.14.20;1.14.11;1.10.3,1.14.11.-|1.14.11.19|1.14.20.4;1.13|1.13.12.19;1.14.11.67;1.14.11.22;1.14.11.17;1.14.11.54;1.14.11.23;1.14.11.53;1.14.11.33;1.14.11.51;1.14.11.27|1.14.11.65|1.14.11.67,,,1.14.11,1.14.11,1.13.12;1.14.20;1.14.11;1.10.3,1.14.11.-|1.14.11.19|1.14.20.4;1.13|1.13.12.19;1.14.11.67;1.14.11.22;1.14.11.17;1.14.11.54;1.14.11.23;1.14.11.53;1.14.11.33;1.14.11.51;1.14.11.27|1.14.11.65|1.14.11.67,,,1.14.11,1.14.11,1.13.12;1.14.20;1.14.11;1.10.3,1.14.11.-|1.14.11.19|1.14.20.4;1.13|1.13.12.19;1.14.11.67;1.14.11.22;1.14.11.17;1.14.11.54;1.14.11.23;1.14.11.53;1.14.11.33;1.14.11.51;1.14.11.27|1.14.11.65|1.14.11.67,,,1.14.11,1.14.11,5.1.1;5.1.99;5.3.1;5.1.2,1.14.11.-|1.14.11.19|1.14.20.4;1.13|1.13.12.19;1.14.11.67;1.14.11.22;1.14.11.17;1.14.11.54;1.14.11.23;1.14.11.53;1.14.11.33;1.14.11.51;1.14.11.27|1.14.11.65|1.14.11.67,,,1.14.11,1.14.11,5.1.1;5.1.99;5.3.1;5.1.2,1.14.11.-|1.14.11.19|1.14.20.4;1.13|1.13.12.19;1.14.11.67;1.14.11.22;1.14.11.17;1.14.11.54;1.14.11.23;1.14.11.53;1.14.11.33;1.14.11.51;1.14.11.27|1.14.11.65|1.14.11.67,,,1.14.11,1.14.11,,,1.14.11,1.14.11,,,1.14.11,,,,1.14.20.4,1.14.20.4,1.14.20.4,"1.14.20,0.41121378540992737;1.14.11,0.3716023862361908;1.13.12,0.09902136772871017;4.2.1,0.07172758877277374;1.14.18,0.009786996990442276",1.14.20.4,1.14.20;1.14.11;1.13.12;4.2.1;1.14.18,1.14.20.4,1.14.20;1.14.11;1.13.12;4.2.1;1.14.18,1.14.20.4,1.14.20;1.14.11;1.13.12;4.2.1;1.14.18,1.14.20.4,1.14.20;1.14.11;1.13.12;4.2.1;1.14.18,1.14.20.4
10805,5.1.1,5.1.3;5.1.1,5.1.1;5.1.99;5.1.3;5.1.2,5.1.99.3;3.5.2.5;1.7.3.3;5.1.99.5;3.5.3.9;3.5.2.1;1.3.98.1;3.5.2.16;2.6.1.112;1.1.1.154|1.1.1.350;3.5.1.131;3.5.1.84;1.3.3.1|3.5.2.3,,,5.1.1,5.1.3;5.1.1,5.1.1;5.1.99;5.1.3;5.1.2,5.1.99.3;3.5.2.5;1.7.3.3;5.1.99.5;3.5.3.9;3.5.2.1;1.3.98.1;3.5.2.16;2.6.1.112;1.1.1.154|1.1.1.350;3.5.1.131;3.5.1.84;1.3.3.1|3.5.2.3,,,5.3.3,5.1.3;5.1.1,5.1.1;5.1.99;5.1.3;5.1.2,5.1.99.3;3.5.2.5;1.7.3.3;5.1.99.5;3.5.3.9;3.5.2.1;1.3.98.1;3.5.2.16;2.6.1.112;1.1.1.154|1.1.1.350;3.5.1.131;3.5.1.84;1.3.3.1|3.5.2.3,,,5.3.3,5.1.3;5.1.1,1.14.18;1.13.12;1.14.99;1.3.3,5.1.99.3;3.5.2.5;1.7.3.3;5.1.99.5;3.5.3.9;3.5.2.1;1.3.98.1;3.5.2.16;2.6.1.112;1.1.1.154|1.1.1.350;3.5.1.131;3.5.1.84;1.3.3.1|3.5.2.3,,,5.3.3,5.1.3;5.1.1,1.14.18;1.13.12;1.14.99;1.3.3,5.1.99.3;3.5.2.5;1.7.3.3;5.1.99.5;3.5.3.9;3.5.2.1;1.3.98.1;3.5.2.16;2.6.1.112;1.1.1.154|1.1.1.350;3.5.1.131;3.5.1.84;1.3.3.1|3.5.2.3,,,5.3.3,5.1.3;5.1.1,,,5.3.3,5.1.3;5.1.1,,,5.3.3,,,,5.1.99.3,5.1.99.3,5.1.99.3,"2.6.1,0.5227530598640442;5.1.1,0.07761190086603165;5.3.3,0.02972361072897911;2.7.4,0.02927102893590927;2.5.1,0.019358210265636444",5.1.99.3,2.6.1;5.1.1;5.3.3;2.7.4;2.5.1,5.1.99.3,2.6.1;5.1.1;5.3.3;2.7.4;2.5.1,5.1.99.3,2.6.1;5.1.1;5.3.3;2.7.4;2.5.1,5.1.99.3,2.6.1;5.1.1;5.3.3;2.7.4;2.5.1,5.1.99.3
10841,3.1.3,5.3.1,4.3.1;3.5.4;4.4.1;3.5.99,1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,,3.1.3,5.3.1,4.3.1;3.5.4;4.4.1;3.5.99,1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,,4.2.3,5.3.1,4.3.1;3.5.4;4.4.1;3.5.99,1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,,4.2.3,5.3.1,2.9.1;6.5.1;2.10.1;3.1.4,1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,,4.2.3,5.3.1,2.9.1;6.5.1;2.10.1;3.1.4,1.2.1.38|2.3.1.11|2.6.1.11|2.7.2.8|3.5.1.16,,,3.1.3,5.3.1,,,3.1.3,5.3.1,,,3.1.3,,,,4.2.3.1,4.2.3.1,4.2.3.1,"3.1.3,0.9234842658042908;4.2.1,0.04860429838299751;3.1.7,0.009176294319331646;2.5.1,0.008270625956356525;4.2.3,0.0021508263889700174",4.2.3.1,3.1.3;4.2.1;3.1.7;2.5.1;4.2.3,4.2.3.1,3.1.3;4.2.1;3.1.7;2.5.1;4.2.3,4.2.3.1,3.1.3;4.2.1;3.1.7;2.5.1;4.2.3,4.2.3.1,3.1.3;4.2.1;3.1.7;2.5.1;4.2.3,4.2.3.1
10937,2.8.2,,1.8.5;1.5.5;2.8.1;1.97.1,1.8.5.2;1.8.2.2;1.3.5.2|1.3.98.1,,,2.8.2,,1.8.5;1.5.5;2.8.1;1.97.1,1.8.5.2;1.8.2.2;1.3.5.2|1.3.98.1,,,2.1.1,,1.8.5;1.5.5;2.8.1;1.97.1,1.8.5.2;1.8.2.2;1.3.5.2|1.3.98.1,,,2.1.1,,2.8.5;1.20.4;1.3.4;2.8.1,1.8.5.2;1.8.2.2;1.3.5.2|1.3.98.1,,,2.1.1,,2.8.5;1.20.4;1.3.4;2.8.1,1.8.5.2;1.8.2.2;1.3.5.2|1.3.98.1,,,6.3.2,,,,6.3.2,,,,6.3.2,,,,1.8.5.2,1.8.5.2,1.8.5.2,"2.1.1,0.5479954481124878;5.3.3,0.09408818930387497;1.3.1,0.07612466812133789;2.5.1,0.032501377165317535;4.2.99,0.026681629940867424",1.8.5.2,2.1.1;5.3.3;1.3.1;2.5.1;4.2.99,1.8.5.2,2.1.1;5.3.3;1.3.1;2.5.1;4.2.99,1.8.5.2,2.1.1;5.3.3;1.3.1;2.5.1;4.2.99,1.8.5.2,2.1.1;5.3.3;1.3.1;2.5.1;4.2.99,1.8.5.2
10945,3.1.3,3.1.3,3.1.7;3.1.3;3.8.1;3.1.4,2.7.1.83;1.14.11.49;6.3.5.9;4.1.99.23;4.2.3.152;4.1.99.24;3.1.3.2;3.1.4.57;3.1.3.5,,,3.1.3,3.1.3,3.1.7;3.1.3;3.8.1;3.1.4,2.7.1.83;1.14.11.49;6.3.5.9;4.1.99.23;4.2.3.152;4.1.99.24;3.1.3.2;3.1.4.57;3.1.3.5,,,3.1.3,3.1.3,3.1.7;3.1.3;3.8.1;3.1.4,2.7.1.83;1.14.11.49;6.3.5.9;4.1.99.23;4.2.3.152;4.1.99.24;3.1.3.2;3.1.4.57;3.1.3.5,,,3.1.3,3.1.3,3.4.17;3.2.2;3.5.2;3.2.1,2.7.1.83;1.14.11.49;6.3.5.9;4.1.99.23;4.2.3.152;4.1.99.24;3.1.3.2;3.1.4.57;3.1.3.5,,,3.1.3,3.1.3,3.4.17;3.2.2;3.5.2;3.2.1,2.7.1.83;1.14.11.49;6.3.5.9;4.1.99.23;4.2.3.152;4.1.99.24;3.1.3.2;3.1.4.57;3.1.3.5,,,3.1.3,3.1.3,,,3.1.3,3.1.3,,,3.1.3,,,,3.1.3.96,3.1.3.96,3.1.3.96,"3.1.3,0.9988231062889099;3.1.5,0.0003973175771534443;5.4.2,0.00023324898211285472;3.6.5,9.622373909223825e-05;5.6.2,9.380013943882659e-05",3.1.3.96,3.1.3;3.1.5;5.4.2;3.6.5;5.6.2,3.1.3.96,3.1.3;3.1.5;5.4.2;3.6.5;5.6.2,3.1.3.96,3.1.3;3.1.5;5.4.2;3.6.5;5.6.2,3.1.3.96,3.1.3;3.1.5;5.4.2;3.6.5;5.6.2,3.1.3.96
10953,2.3.1,2.3.1,2.3.1;2.4.1;4.1.2;2.8.3,2.3.1.248;2.3.1.99;2.3.1|2.3.1.133|3.1.2.-;2.3.1.188;6.2.1|6.2.1.12;2.3.1.249;2.3.1.110;2.3.1.215;2.3.1.153;2.3.1.300;2.3.1.180,,,2.3.1,2.3.1,2.3.1;2.4.1;4.1.2;2.8.3,2.3.1.248;2.3.1.99;2.3.1|2.3.1.133|3.1.2.-;2.3.1.188;6.2.1|6.2.1.12;2.3.1.249;2.3.1.110;2.3.1.215;2.3.1.153;2.3.1.300;2.3.1.180,,,2.3.1,2.3.1,2.3.1;2.4.1;4.1.2;2.8.3,2.3.1.248;2.3.1.99;2.3.1|2.3.1.133|3.1.2.-;2.3.1.188;6.2.1|6.2.1.12;2.3.1.249;2.3.1.110;2.3.1.215;2.3.1.153;2.3.1.300;2.3.1.180,,,2.3.1,2.3.1,2.7.13;6.2.2;2.7.11;2.7.12,2.3.1.248;2.3.1.99;2.3.1|2.3.1.133|3.1.2.-;2.3.1.188;6.2.1|6.2.1.12;2.3.1.249;2.3.1.110;2.3.1.215;2.3.1.153;2.3.1.300;2.3.1.180,,,2.3.1,2.3.1,2.7.13;6.2.2;2.7.11;2.7.12,2.3.1.248;2.3.1.99;2.3.1|2.3.1.133|3.1.2.-;2.3.1.188;6.2.1|6.2.1.12;2.3.1.249;2.3.1.110;2.3.1.215;2.3.1.153;2.3.1.300;2.3.1.180,,,2.3.1,2.3.1,,,2.3.1,2.3.1,,,2.3.1,,,,2.3.1.106,2.3.1.106,2.3.1.106,"2.3.1,0.9987064599990845;3.1.2,0.0005497313686646521;1.2.1,0.0001785111235221848;6.2.1,0.00016240112017840147;2.3.3,0.00015736688510514796",2.3.1.106,2.3.1;3.1.2;1.2.1;6.2.1;2.3.3,2.3.1.106,2.3.1;3.1.2;1.2.1;6.2.1;2.3.3,2.3.1.106,2.3.1;3.1.2;1.2.1;6.2.1;2.3.3,2.3.1.106,2.3.1;3.1.2;1.2.1;6.2.1;2.3.3,2.3.1.106
11017,3.5.1,,3.4.17;5.4.1;3.4.19;3.4.11,3.5.3.4|4.3.2.3;3.5.3.9;6.3.4.6;3.5.3.1,,,3.5.1,,3.4.17;5.4.1;3.4.19;3.4.11,3.5.3.4|4.3.2.3;3.5.3.9;6.3.4.6;3.5.3.1,,,3.5.1,,3.4.17;5.4.1;3.4.19;3.4.11,3.5.3.4|4.3.2.3;3.5.3.9;6.3.4.6;3.5.3.1,,,3.5.1,,6.3.1;2.9.1;6.5.1;2.10.1,3.5.3.4|4.3.2.3;3.5.3.9;6.3.4.6;3.5.3.1,,,3.5.1,,6.3.1;2.9.1;6.5.1;2.10.1,3.5.3.4|4.3.2.3;3.5.3.9;6.3.4.6;3.5.3.1,,,3.5.1,,,,3.5.1,,,,3.5.1,,,,3.5.3.4,3.5.3.4,3.5.3.4,"4.2.1,0.849053680896759;4.3.2,0.08579673618078232;3.5.1,0.008397471159696579;3.1.7,0.003387818345800042;3.2.1,0.0027423722203820944",3.5.3.4,4.2.1;4.3.2;3.5.1;3.1.7;3.2.1,3.5.3.4,4.2.1;4.3.2;3.5.1;3.1.7;3.2.1,3.5.3.4,4.2.1;4.3.2;3.5.1;3.1.7;3.2.1,3.5.3.4,4.2.1;4.3.2;3.5.1;3.1.7;3.2.1,3.5.3.4
11025,2.7.11,2.7.11,2.7.9;2.7.2;3.4.17;2.7.11,6.3.5.-|6.3.5.13;6.3.5.5,,,2.7.11,2.7.11,2.7.9;2.7.2;3.4.17;2.7.11,6.3.5.-|6.3.5.13;6.3.5.5,,,2.7.11,2.7.11,2.7.9;2.7.2;3.4.17;2.7.11,6.3.5.-|6.3.5.13;6.3.5.5,,,2.7.11,2.7.11,3.1.3;3.1.7;3.2.1;3.8.1,6.3.5.-|6.3.5.13;6.3.5.5,,,2.7.11,2.7.11,3.1.3;3.1.7;3.2.1;3.8.1,6.3.5.-|6.3.5.13;6.3.5.5,,,2.7.11,2.7.11,,,2.7.11,2.7.11,,,2.7.11,,,,2.7.3.8,2.7.3.8,2.7.3.8,"2.7.1,0.45689108967781067;6.3.4,0.12088935822248459;2.7.4,0.08997134864330292;6.3.2,0.047190017998218536;2.7.7,0.03383316472172737",2.7.3.8,2.7.1;6.3.4;2.7.4;6.3.2;2.7.7,2.7.3.8,2.7.1;6.3.4;2.7.4;6.3.2;2.7.7,2.7.3.8,2.7.1;6.3.4;2.7.4;6.3.2;2.7.7,2.7.3.8,2.7.1;6.3.4;2.7.4;6.3.2;2.7.7,2.7.3.8
