Reaction ID,Theia
R03123,"1.1.1,0.98309326171875;1.6.5,0.0025641140528023243;1.3.1,0.002426831517368555;1.5.1,0.0021808359306305647;1.14.14,0.0014908361481502652"
R13047,"2.8.2,0.9999864101409912;3.2.1,1.2481715202738997e-05;2.7.7,7.214819675027684e-07;1.8.4,8.22590138227497e-08;2.6.1,8.21110361926003e-08"
R06974,"6.3.4,0.45959123969078064;3.5.4,0.28868040442466736;2.1.2,0.10344462096691132;2.3.2,0.05826667696237564;2.7.3,0.026301385834813118"
R02447,"2.3.1,0.9999767541885376;4.1.1,1.260420322068967e-05;6.2.1,3.748887820620439e-06;3.1.2,2.3838404104026267e-06;1.2.7,1.543281086924253e-06"
R01780,"2.3.1,0.988628089427948;3.1.1,0.005676157772541046;2.8.3,0.004991080611944199;3.1.2,0.0004977278877049685;3.2.1,7.604459096910432e-05"
R05148,"1.14.12,0.8859030604362488;1.3.1,0.11160220205783844;1.14.13,0.0010537533089518547;1.3.3,0.0005032584303990006;1.18.1,0.00034209221485070884"
R10272,"4.2.3,0.8983607888221741;5.5.1,0.0937756597995758;4.3.2,0.00682966411113739;2.5.1,0.0008201135788112879;4.3.1,0.00012392885400913656"
R03439,"1.14.12,0.7062565088272095;1.14.99,0.22352921962738037;1.14.13,0.06143771484494209;1.13.11,0.0033499975688755512;1.6.3,0.001315961591899395"
R07967,"1.14.13,0.9925122261047363;1.13.12,0.0062754517421126366;1.3.98,0.00033984368201345205;1.14.14,0.00023035655613057315;1.14.15,0.0001503798266639933"
R02897,"2.4.1,0.9999890327453613;3.2.1,7.875782102928497e-06;2.7.7,1.6750350368965883e-06;2.4.2,5.144179340277333e-07;5.1.3,2.776693861505919e-07"
R09408,"1.14.14,0.5976698398590088;1.14.13,0.38045167922973633;1.14.-,0.0172918401658535;1.-.-,0.0017356571042910218;1.3.1,0.0010127947898581624"
R10459,"1.1.1,0.9995272159576416;1.-.-,0.00013856138684786856;1.8.1,0.00012297242938075215;1.14.13,6.482744356617332e-05;1.3.1,2.8506956368801184e-05"
R11070,"4.1.1,0.9916437268257141;2.3.1,0.004825008101761341;4.2.1,0.0010812757536768913;1.3.3,0.0010469689732417464;4.1.2,0.000392080721212551"
R01214,"2.6.1,1.0;5.1.1,3.1079749884810326e-09;2.3.1,2.487952510676905e-09;1.4.1,1.175023855992663e-09;1.4.7,8.147073571329599e-10"
